代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,13920340.339999999850988
真實報酬,3920340.339999999850988

夏普值報酬,0.000000000000000
夏普值風險,0.000000000000000
夏普值,0.000000000000000

預期報酬,19587.838462745035940
風險,490260.318903901032172
起點值,0.039953954475733
找到最佳解世代,1853
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,2
AAPL[0](2),MCD[15](1),
FS( 100 ),6143579.600000000558794,5669479.349999999627471,11813058.949999999254942
FS( 101 ),6230406.940000000409782,5734180.709999999962747,11964587.650000000372529
FS( 102 ),6289703.660000000149012,5726991.669999998994172,12016695.329999998211861
FS( 103 ),6029221.639999999664724,5646114.969999999739230,11675336.609999999403954
FS( 104 ),5811094.420000000856817,5610169.769999999552965,11421264.190000001341105
FS( 105 ),5891568.540000000037253,5741369.750000000000000,11632938.289999999105930
FS( 106 ),5925452.380000000819564,5753950.569999999366701,11679402.949999999254942
FS( 107 ),6027103.900000000372529,5859988.909999999217689,11887092.809999998658895
FS( 108 ),5811094.420000000856817,5756646.459999999962747,11567740.880000000819564
FS( 109 ),5912745.940000000409782,5694640.989999999292195,11607386.929999999701977
FS( 110 ),5872508.880000000819564,5654202.639999999664724,11526711.519999999552965
FS( 111 ),5936041.080000001005828,5712613.589999999850988,11648654.670000001788139
FS( 112 ),5902157.240000000223517,5683857.429999999701977,11586014.669999999925494
FS( 113 ),6010161.980000000447035,5732383.449999999254942,11742545.429999999701977
FS( 114 ),6063105.480000000447035,5714410.849999999627471,11777516.330000000074506
FS( 115 ),6154168.299999999813735,5752153.310000000521541,11906321.609999999403954
FS( 116 ),6128755.420000000856817,5774619.060000000521541,11903374.480000000447035
FS( 117 ),6139344.120000000111759,5794388.919999999925494,11933733.039999999105930
FS( 118 ),6101224.799999999813735,5817753.299999998882413,11918978.099999997764826
FS( 119 ),6063105.480000000447035,5820449.189999999478459,11883554.669999999925494
FS( 120 ),5961453.959999999962747,5829435.490000000223517,11790889.449999999254942
FS( 121 ),6071576.440000000409782,5864482.060000000521541,11936058.500000000000000
FS( 122 ),6111813.500000000000000,5785402.619999999180436,11897216.119999999180436
FS( 123 ),6190169.880000000819564,5737775.229999999515712,11927945.109999999403954
FS( 124 ),6323587.500000000000000,5749457.419999998994172,12073044.919999998062849
FS( 125 ),6319352.020000000484288,5757545.089999998919666,12076897.109999999403954
FS( 126 ),6332058.459999999962747,5718005.370000000111759,12050063.830000000074506
FS( 127 ),6374413.260000000707805,5700032.769999999552965,12074446.030000001192093
FS( 128 ),6624306.580000001005828,5721599.889999999664724,12345906.470000000670552
FS( 129 ),6628542.060000000521541,5851901.240000000223517,12480443.300000000745058
FS( 130 ),6747135.500000000000000,5850103.979999999515712,12597239.480000000447035
FS( 131 ),6802196.740000000223517,5835725.899999999441206,12637922.640000000596046
FS( 132 ),6821256.400000000372529,5859988.909999999217689,12681245.309999998658895
FS( 133 ),6855140.240000000223517,5888745.069999999366701,12743885.309999998658895
FS( 134 ),6772548.380000000819564,5924690.270000000484288,12697238.650000002235174
FS( 135 ),6789490.300000000745058,5937271.089999998919666,12726761.390000000596046
FS( 136 ),6781019.340000000782311,5965128.619999999180436,12746147.960000000894070
FS( 137 ),6795843.520000001415610,5992087.520000000484288,12787931.040000002831221
FS( 138 ),6723840.360000000335276,5978608.069999999366701,12702448.429999999701977
FS( 139 ),6800079.000000000000000,6021742.310000000521541,12821821.310000000521541
FS( 140 ),6908083.740000000223517,6052295.729999999515712,12960379.469999998807907
FS( 141 ),6939849.840000000782311,6002871.079999999143183,12942720.919999999925494
FS( 142 ),6857257.980000000447035,6011857.379999999888241,12869115.359999999403954
FS( 143 ),6986440.120000001043081,6044208.060000000521541,13030648.180000001564622
FS( 144 ),7030912.660000001080334,6027134.089999998919666,13058046.750000000000000
FS( 145 ),7134681.919999999925494,6042410.799999998882413,13177092.719999998807907
FS( 146 ),7109269.040000000037253,5995682.040000000037253,13104951.080000000074506
FS( 147 ),7138917.400000000372529,6072964.219999999739230,13211881.620000001043081
FS( 148 ),7215156.040000000037253,6113402.569999999366701,13328558.609999999403954
FS( 149 ),7246922.139999999664724,6093632.709999999962747,13340554.849999999627471
FS( 150 ),7278688.240000000223517,6083747.780000000260770,13362436.019999999552965
FS( 151 ),7259628.580000001005828,6179002.560000000521541,13438631.140000000596046
FS( 152 ),7314689.820000000298023,6171813.520000000484288,13486503.339999999850988
FS( 153 ),7329514.000000000000000,6158334.069999999366701,13487848.070000000298023
FS( 154 ),7333749.480000000447035,6193380.639999999664724,13527130.120000001043081
FS( 155 ),7433283.260000000707805,6238312.139999999664724,13671595.400000000372529
FS( 156 ),7530699.300000000745058,6214947.759999999776483,13745647.060000000521541
FS( 157 ),7484109.020000001415610,6203265.569999999366701,13687374.589999999850988
FS( 158 ),7475638.059999999590218,6283243.639999999664724,13758881.699999999254942
FS( 159 ),7399399.419999999925494,6320986.099999999627471,13720385.519999999552965
FS( 160 ),7842007.080000001005828,6322783.359999999403954,14164790.440000001341105
FS( 161 ),8062252.040000000037253,6382991.569999999366701,14445243.609999999403954
FS( 162 ),8193551.919999999925494,6393775.129999999888241,14587327.050000000745058
FS( 163 ),8153314.860000000335276,6382092.939999999478459,14535407.800000000745058
FS( 164 ),7926716.680000000633299,6338060.069999999366701,14264776.750000000000000
FS( 165 ),7914010.240000000223517,6320986.099999999627471,14234996.339999999850988
FS( 166 ),8127901.980000000447035,6427024.439999999478459,14554926.419999999925494
FS( 167 ),7899186.059999999590218,6343451.849999999627471,14242637.910000000149012
FS( 168 ),8058016.559999999590218,6418038.139999999664724,14476054.699999999254942
FS( 169 ),7825065.160000001080334,6347945.000000000000000,14173010.160000000149012
FS( 170 ),7744591.040000000037253,6349742.259999999776483,14094333.300000000745058
FS( 171 ),7450225.180000000633299,6238312.139999999664724,13688537.320000000298023
FS( 172 ),7134681.919999999925494,6111605.310000000521541,13246287.230000000447035
FS( 173 ),7683176.580000001005828,6342553.219999999739230,14025729.800000000745058
FS( 174 ),7761532.959999999962747,6333566.919999999925494,14095099.879999998956919
FS( 175 ),7928834.419999999925494,6350640.889999999664724,14279475.309999998658895
FS( 176 ),7816594.199999999254942,6335364.179999999701977,14151958.379999998956919
FS( 177 ),7678941.099999999627471,6253588.849999999627471,13932529.949999999254942
FS( 178 ),7691647.540000000037253,6303013.500000000000000,13994661.039999999105930
FS( 179 ),7634468.559999999590218,6292229.939999999478459,13926698.500000000000000
FS( 180 ),7513757.379999999888241,6236514.879999999888241,13750272.259999999776483
FS( 181 ),7193978.639999999664724,6080153.259999999776483,13274131.899999998509884
FS( 182 ),7331631.740000000223517,6098125.859999999403954,13429757.599999999627471
FS( 183 ),7465049.360000000335276,6080153.259999999776483,13545202.620000001043081
FS( 184 ),7418459.080000001005828,6096328.599999999627471,13514787.679999999701977
FS( 185 ),7384575.240000000223517,5931879.310000000521541,13316454.550000000745058
FS( 186 ),7664116.919999999925494,6038816.280000000260770,13702933.199999999254942
FS( 187 ),7772121.660000001080334,6009161.490000000223517,13781283.150000002235174
FS( 188 ),7890715.099999999627471,5963331.359999999403954,13854046.459999999031425
FS( 189 ),7986013.400000000372529,6090038.189999999478459,14076051.589999999850988
FS( 190 ),7960600.520000001415610,6097227.229999999515712,14057827.750000000000000
FS( 191 ),7744591.040000000037253,5993884.780000000260770,13738475.820000000298023
FS( 192 ),7592113.760000000707805,5998377.929999999701977,13590491.690000001341105
FS( 193 ),7543405.740000000223517,6144854.619999999180436,13688260.359999999403954
FS( 194 ),7357044.620000001043081,6134071.060000000521541,13491115.680000001564622
FS( 195 ),7579407.320000000298023,6233818.990000000223517,13813226.310000000521541
FS( 196 ),7670470.139999999664724,6249095.700000000186265,13919565.839999999850988
FS( 197 ),7693765.280000000260770,6227528.579999999143183,13921293.859999999403954
FS( 198 ),7856831.260000000707805,6326377.879999999888241,14183209.140000000596046
FS( 199 ),8085547.180000000633299,6316492.950000000186265,14402040.130000000819564
FS( 200 ),8225318.020000001415610,6294925.829999999143183,14520243.850000001490116
FS( 201 ),8290967.959999999962747,6279649.119999999180436,14570617.079999998211861
FS( 202 ),8174492.260000000707805,6283243.639999999664724,14457735.900000000372529
FS( 203 ),8284614.740000000223517,6168219.000000000000000,14452833.740000000223517
FS( 204 ),8197787.400000000372529,6167320.369999999180436,14365107.769999999552965
FS( 205 ),8138490.680000000633299,6086443.669999999925494,14224934.350000001490116
FS( 206 ),8068605.260000000707805,6058586.139999999664724,14127191.400000000372529
FS( 207 ),8117313.280000000260770,6050498.469999999739230,14167811.750000000000000
FS( 208 ),7750944.260000000707805,5972317.659999999217689,13723261.919999999925494
FS( 209 ),7609055.680000000633299,5919298.490000000223517,13528354.170000001788139
FS( 210 ),7517992.860000000335276,5994783.409999999217689,13512776.269999999552965
FS( 211 ),7471402.580000001005828,5943561.500000000000000,13414964.080000001937151
FS( 212 ),7522228.340000000782311,5940865.609999999403954,13463093.949999999254942
FS( 213 ),7825065.160000001080334,6048701.209999999962747,13873766.370000001043081
FS( 214 ),7808123.240000000223517,6202366.939999999478459,14010490.179999999701977
FS( 215 ),7854713.520000001415610,6220339.540000000037253,14075053.060000002384186
FS( 216 ),7784828.099999999627471,6285040.899999999441206,14069869.000000000000000
FS( 217 ),7617526.639999999664724,6365917.599999999627471,13983444.239999998360872
FS( 218 ),7645057.260000000707805,6371309.379999999888241,14016366.640000000596046
FS( 219 ),7606937.940000000409782,6409950.469999999739230,14016888.410000000149012
FS( 220 ),7560347.660000001080334,6285040.899999999441206,13845388.560000000521541
FS( 221 ),7429047.780000000260770,6282345.009999999776483,13711392.789999999105930
FS( 222 ),7619644.379999999888241,6368613.490000000223517,13988257.870000001043081
FS( 223 ),7691647.540000000037253,6300317.609999999403954,13991965.149999998509884
FS( 224 ),7835653.860000000335276,6416240.879999999888241,14251894.740000000223517
FS( 225 ),7863184.480000000447035,6281446.379999999888241,14144630.859999999403954
FS( 226 ),7844124.820000000298023,6368613.490000000223517,14212738.310000000521541
FS( 227 ),7990248.879999999888241,6326377.879999999888241,14316626.759999999776483
FS( 228 ),7894950.580000001005828,6269764.189999999478459,14164714.769999999552965
FS( 229 ),7808123.240000000223517,6234717.619999999180436,14042840.859999999403954
FS( 230 ),7782710.360000000335276,6266169.669999999925494,14048880.030000001192093
FS( 231 ),7922481.199999999254942,6312898.429999999701977,14235379.629999998956919
FS( 232 ),7924598.940000000409782,6330871.030000000260770,14255469.970000000670552
FS( 233 ),7956365.040000000037253,6352438.149999999441206,14308803.189999999478459
FS( 234 ),7918245.720000000670552,6330871.030000000260770,14249116.750000000000000
FS( 235 ),7869537.699999999254942,6446794.299999998882413,14316331.999999998137355
FS( 236 ),7918245.720000000670552,6552832.639999999664724,14471078.359999999403954
FS( 237 ),7848360.300000000745058,6545643.599999999627471,14394003.900000000372529
FS( 238 ),7568818.620000001043081,6431517.589999998919666,14000336.210000000894070
FS( 239 ),7617526.639999999664724,6475550.459999999962747,14093077.099999999627471
FS( 240 ),7537052.520000001415610,6460273.750000000000000,13997326.270000001415610
FS( 241 ),7492579.980000000447035,6451287.450000000186265,13943867.429999999701977
FS( 242 ),7623879.860000000335276,6579791.540000000037253,14203671.400000000372529
FS( 243 ),7655645.959999999962747,6582487.429999999701977,14238133.390000000596046
FS( 244 ),7560347.660000001080334,6557325.790000000037253,14117673.450000001117587
FS( 245 ),7551876.699999999254942,6567210.719999999739230,14119087.419999998062849
FS( 246 ),7435401.000000000000000,6590575.099999999627471,14025976.099999999627471
FS( 247 ),7259628.580000001005828,6534860.040000000037253,13794488.620000001043081
FS( 248 ),7348573.660000001080334,6577095.649999999441206,13925669.310000000521541
FS( 249 ),7270217.280000000260770,6574399.759999999776483,13844617.039999999105930
FS( 250 ),7310454.340000000782311,6648986.049999998882413,13959440.390000000596046
FS( 251 ),7335867.220000000670552,6536657.299999998882413,13872524.519999999552965
FS( 252 ),7354926.879999999888241,6565413.459999999962747,13920340.339999999850988
