代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,13187885.980000000447035
真實報酬,3187885.980000000447035

夏普值報酬,0.310088598000000
夏普值風險,0.071756031394026
夏普值,4.321429041933014

預期報酬,12254.558125419991484
風險,273020.499942469468806
趨勢值,0.044885120816943
找到最佳解世代,3362
找到最佳解實驗#,1
找到最佳解次數,48

stock[index](rank)
投資組合檔數,2
HD[9](4),NKE[19](1),
20150114,5594060.900000000372529,5253361.819999999366701,10847422.719999998807907
20150115,5505224.270000001415610,5202913.669999998994172,10708137.940000001341105
20150116,5674722.380000000819564,5213003.299999999813735,10887725.679999999701977
20150120,5627306.510000000707805,5247756.469999999739230,10875062.980000000447035
20150121,5642566.790000000968575,5242151.119999999180436,10884717.910000000149012
20150122,5780999.330000000074506,5373316.309999999590218,11154315.640000000596046
20150123,5742848.630000000819564,5390132.359999999403954,11132980.990000000223517
20150126,5796804.620000001043081,5401343.059999999590218,11198147.679999999701977
20150127,5731403.420000000856817,5297083.549999999813735,11028486.970000000670552
20150128,5708513.000000000000000,5230940.419999998994172,10939453.419999998062849
20150129,5865475.880000000819564,5318383.879999999888241,11183859.760000001639128
20150130,5691072.680000000633299,5171523.709999999962747,10862596.390000000596046
20150202,5691617.690000001341105,5152465.519999999552965,10844083.210000000894070
20150203,5844765.500000000000000,5233182.559999999590218,11077948.059999998658895
20150204,5908531.670000000856817,5187218.690000000409782,11095750.360000001266599
20150205,5940142.250000000000000,5232061.490000000223517,11172203.740000000223517
20150206,5942867.300000000745058,5145739.099999999627471,11088606.400000000372529
20150209,5904716.600000000558794,5110985.930000000633299,11015702.530000001192093
20150210,6031703.930000000633299,5199550.459999999962747,11231254.390000000596046
20150211,6012083.570000001229346,5118833.419999998994172,11130916.990000000223517
20150212,6112910.420000000856817,5156949.799999999813735,11269860.220000000670552
20150213,6098195.150000000372529,5159191.940000000409782,11257387.089999999850988
20150217,6104190.260000000707805,5149102.309999999590218,11253292.570000000298023
20150218,6103645.250000000000000,5247756.469999999739230,11351401.719999998807907
20150219,6046419.200000000186265,5252240.750000000000000,11298659.949999999254942
20150220,6117270.500000000000000,5321747.089999999850988,11439017.589999999850988
20150223,6119450.540000000968575,5326231.369999999180436,11445681.910000000149012
20150224,6363070.010000000707805,5348652.769999999552965,11711722.780000001192093
20150225,6339089.570000001229346,5427127.669999998994172,11766217.240000000223517
20150226,6288403.640000000596046,5437217.299999999813735,11725620.940000001341105
20150227,6254068.010000000707805,5443943.719999999739230,11698011.730000000447035
20150302,6328734.380000000819564,5535871.459999999962747,11864605.839999999850988
20150303,6326009.330000000074506,5492149.730000000447035,11818159.060000000521541
20150304,6254613.020000001415610,5466365.119999999180436,11720978.140000000596046
20150305,6317289.170000000856817,5519055.409999999217689,11836344.580000000074506
20150306,6237717.710000000894070,5432733.019999999552965,11670450.730000000447035
20150309,6281318.510000000707805,5461880.839999999850988,11743199.350000001490116
20150310,6134710.820000001229346,5410311.619999999180436,11545022.440000001341105
20150311,6162506.330000000074506,5344168.490000000223517,11506674.820000000298023
20150312,6327644.360000000335276,5439459.440000000409782,11767103.800000000745058
20150313,6257883.080000000074506,5371074.169999998994172,11628957.250000000000000
20150316,6349444.760000000707805,5405827.339999999850988,11755272.100000001490116
20150317,6299303.840000000782311,5411432.690000000409782,11710736.530000001192093
20150318,6326554.340000000782311,5466365.119999999180436,11792919.460000000894070
20150319,6276413.420000000856817,5511207.919999998994172,11787621.339999999850988
20150320,6403400.750000000000000,5716363.730000000447035,12119764.480000000447035
20150323,6326009.330000000074506,5687215.909999999217689,12013225.239999998360872
20150324,6330369.410000001080334,5642373.109999999403954,11972742.519999999552965
20150325,6195751.940000001341105,5549324.299999999813735,11745076.240000002086163
20150326,6124355.630000000819564,5568382.490000000223517,11692738.120000001043081
20150327,6205562.120000001043081,5598651.379999999888241,11804213.500000000000000
20150330,6247527.890000000596046,5655825.950000000186265,11903353.839999999850988
20150331,6191936.870000001043081,5624435.990000000223517,11816372.860000001266599
20150401,6165776.390000000596046,5580714.259999999776483,11746490.650000000372529
20150402,6242622.800000000745058,5586319.609999999403954,11828942.410000000149012
20150406,6264968.210000000894070,5590803.889999999664724,11855772.100000001490116
20150407,6229542.560000000521541,5584077.469999999739230,11813620.030000001192093
20150408,6299848.850000000558794,5652462.740000000223517,11952311.589999999850988
20150409,6244257.830000000074506,5645736.319999999366701,11889994.149999998509884
20150410,6280773.500000000000000,5604256.730000000447035,11885030.230000000447035
20150413,6237172.700000000186265,5565019.280000000260770,11802191.980000000447035
20150414,6215917.310000000521541,5579593.190000000409782,11795510.500000000000000
20150415,6183216.710000000894070,5596409.240000000223517,11779625.950000001117587
20150416,6178856.630000000819564,5599772.450000000186265,11778629.080000001937151
20150417,6109640.360000000335276,5524660.759999999776483,11634301.120000001043081
20150420,6151061.120000001043081,5605377.799999999813735,11756438.920000001788139
20150421,6167956.430000000633299,5622193.849999999627471,11790150.280000001192093
20150422,6158146.250000000000000,5614346.359999999403954,11772492.609999999403954
20150423,6211012.220000000670552,5668157.719999999739230,11879169.940000001341105
20150424,6196841.960000000894070,5659189.159999999217689,11856031.120000001043081
20150427,6070944.650000000372529,5658068.089999999850988,11729012.740000000223517
20150428,6026798.840000000782311,5597530.309999999590218,11624329.150000000372529
20150429,5924881.970000000670552,5615467.430000000633299,11540349.400000002235174
20150430,5830595.240000001154840,5540355.740000000223517,11370950.980000000447035
20150501,5970662.810000000521541,5649099.530000000260770,11619762.339999999850988
20150504,5998458.320000001229346,5652462.740000000223517,11650921.060000002384186
20150505,5889456.320000001229346,5628920.269999999552965,11518376.589999999850988
20150506,5903081.570000001229346,5617709.569999999366701,11520791.140000000596046
20150507,5997368.300000000745058,5687215.909999999217689,11684584.210000000894070
20150508,6129805.730000000447035,5742148.339999999850988,11871954.070000000298023
20150511,6098740.160000001080334,5762327.599999999627471,11861067.760000001639128
20150512,6132530.780000000260770,5738785.129999999888241,11871315.910000000149012
20150513,6060044.450000000186265,5726453.359999999403954,11786497.809999998658895
20150514,6100920.200000000186265,5798201.839999999850988,11899122.039999999105930
20150515,6177766.610000000335276,5884524.230000000447035,12062290.839999999850988
20150518,6231177.590000000782311,5872192.459999999962747,12103370.050000000745058
20150519,6122720.600000000558794,5865466.040000000037253,11988186.640000000596046
20150520,6109640.360000000335276,5864344.969999999739230,11973985.330000000074506
20150521,6104735.270000001415610,5852013.200000000186265,11956748.470000002533197
20150522,6112910.420000000856817,5854255.339999999850988,11967165.760000001639128
20150526,6045874.190000001341105,5797080.769999999552965,11842954.960000000894070
20150527,6112910.420000000856817,5764569.740000000223517,11877480.160000000149012
20150528,6114545.450000000186265,5734300.849999999627471,11848846.300000000745058
20150529,6072579.680000000633299,5699547.680000000633299,11772127.360000001266599
20150601,6086204.930000000633299,5704031.959999999962747,11790236.890000000596046
20150602,6081844.850000000558794,5724211.219999999739230,11806056.070000000298023
20150603,6167411.420000000856817,5746632.619999999180436,11914044.039999999105930
20150604,6074759.720000000670552,5715242.659999999217689,11790002.379999998956919
20150605,6015353.630000000819564,5719726.940000000409782,11735080.570000000298023
20150608,5991373.190000001341105,5686094.839999999850988,11677468.030000001192093
20150609,5969572.790000000968575,5681610.559999999590218,11651183.350000001490116
20150610,6048599.240000001154840,5792596.490000000223517,11841195.730000000447035
20150611,6065494.550000000745058,5822865.379999999888241,11888359.929999999701977
20150612,6027888.860000000335276,5817260.030000000260770,11845148.890000000596046
20150615,5995733.270000001415610,5793717.559999999590218,11789450.830000001937151
20150616,6007723.490000001154840,5860981.759999999776483,11868705.250000000000000
20150617,6020803.730000000447035,5872192.459999999962747,11892996.190000001341105
20150618,6096015.110000000335276,5941698.799999999813735,12037713.910000000149012
20150619,6127625.690000001341105,5971967.690000000409782,12099593.380000002682209
20150622,6162506.330000000074506,5986541.599999999627471,12149047.929999999701977
20150623,6168501.440000001341105,6008963.000000000000000,12177464.440000001341105
20150624,6123265.610000000335276,5954030.569999999366701,12077296.179999999701977
20150625,6117270.500000000000000,5897977.069999999366701,12015247.570000000298023
20150626,6136890.860000000335276,6150217.819999999366701,12287108.679999999701977
20150629,6024618.800000000745058,6035868.680000000633299,12060487.480000000447035
20150630,6056774.390000000596046,6054926.869999999180436,12111701.259999999776483
20150701,6108005.330000000074506,6134522.839999999850988,12242528.169999999925494
20150702,6076394.750000000000000,6159186.379999999888241,12235581.129999998956919
20150706,6067129.580000000074506,6156944.240000000223517,12224073.820000000298023
20150707,6125990.660000001080334,6238782.349999999627471,12364773.010000001639128
20150708,6049689.260000000707805,6125554.280000000260770,12175243.540000000968575
20150709,6070399.640000000596046,6134522.839999999850988,12204922.480000000447035
20150710,6164141.360000000335276,6195060.619999999180436,12359201.980000000447035
20150713,6262243.160000001080334,6301562.269999999552965,12563805.429999999701977
20150714,6287313.620000001043081,6297077.990000000223517,12584391.610000001266599
20150715,6299303.840000000782311,6272414.450000000186265,12571718.290000000968575
20150716,6252977.990000001154840,6297077.990000000223517,12550055.980000000447035
20150717,6238807.730000000447035,6322862.599999999627471,12561670.330000000074506
20150720,6181036.670000000856817,6341920.790000000037253,12522957.460000000894070
20150721,6205562.120000001043081,6334073.299999999813735,12539635.420000001788139
20150722,6262243.160000001080334,6395732.149999999441206,12657975.310000000521541
20150723,6245347.850000000558794,6390126.799999999813735,12635474.650000000372529
20150724,6190846.850000000558794,6334073.299999999813735,12524920.150000000372529
20150727,6162506.330000000074506,6263445.889999999664724,12425952.219999998807907
20150728,6258973.100000000558794,6360978.980000000447035,12619952.080000001937151
20150729,6342359.630000000819564,6441696.019999999552965,12784055.650000000372529
20150730,6347264.720000000670552,6447301.369999999180436,12794566.089999999850988
20150731,6378330.290000000968575,6458512.069999999366701,12836842.359999999403954
20150803,6370700.150000000372529,6437211.740000000223517,12807911.890000000596046
20150804,6405580.790000000968575,6489902.030000000260770,12895482.820000000298023
20150805,6431196.260000000707805,6544834.459999999962747,12976030.720000000670552
20150806,6352714.820000001229346,6452906.719999999739230,12805621.540000000968575
20150807,6372880.190000001341105,6419274.619999999180436,12792154.810000000521541
20150810,6409395.860000000335276,6466359.559999999590218,12875755.419999999925494
20150811,6414300.950000000186265,6415911.409999999217689,12830212.359999999403954
20150812,6414300.950000000186265,6337436.509999999776483,12751737.460000000894070
20150813,6486787.280000000260770,6367705.399999999441206,12854492.679999999701977
20150814,6526573.010000000707805,6410306.059999999590218,12936879.070000000298023
20150817,6523847.960000000894070,6445059.230000000447035,12968907.190000001341105
20150818,6692801.060000000521541,6436090.669999998994172,13128891.730000000447035
20150819,6690621.020000001415610,6443938.159999999217689,13134559.179999999701977
20150820,6569628.800000000745058,6294835.849999999627471,12864464.650000000372529
20150821,6330914.420000000856817,5991025.879999999888241,12321940.300000000745058
20150824,6133620.800000000745058,5822865.379999999888241,11956486.179999999701977
20150825,6048054.230000000447035,5803807.190000000409782,11851861.420000001788139
20150826,6318379.190000001341105,6096406.459999999962747,12414785.650000002235174
20150827,6412665.920000000856817,6312772.969999999739230,12725438.890000000596046
20150828,6405035.780000000260770,6306046.549999999813735,12711082.330000000074506
20150831,6347264.720000000670552,6264566.959999999962747,12611831.679999999701977
20150901,6162506.330000000074506,6089680.040000000037253,12252186.370000001043081
20150902,6348354.740000001154840,6205150.250000000000000,12553504.990000002086163
20150903,6354894.860000000335276,6214118.809999999590218,12569013.669999999925494
20150904,6236082.680000000633299,6149096.750000000000000,12385179.429999999701977
20150908,6345629.690000001341105,6264566.959999999962747,12610196.650000002235174
20150909,6211557.230000000447035,6158065.309999999590218,12369622.539999999105930
20150910,6239897.750000000000000,6187213.129999999888241,12427110.879999998956919
20150911,6291673.700000000186265,6267930.169999998994172,12559603.869999999180436
20150914,6252977.990000001154840,6272414.450000000186265,12525392.440000001341105
20150915,6332004.440000001341105,6381158.240000000223517,12713162.680000001564622
20150916,6421386.080000000074506,6478691.330000000074506,12900077.410000000149012
20150917,6426291.170000000856817,6461875.280000000260770,12888166.450000001117587
20150918,6274233.380000000819564,6449543.509999999776483,12723776.890000000596046
20150921,6353804.840000000782311,6533623.759999999776483,12887428.600000001490116
20150922,6311294.060000000521541,6501112.730000000447035,12812406.790000000968575
20150923,6331459.430000000633299,6470843.839999999850988,12802303.269999999552965
20150924,6340724.600000000558794,6434969.599999999627471,12775694.199999999254942
20150925,6362525.000000000000000,7006715.299999999813735,13369240.300000000745058
20150928,6218642.360000000335276,6846402.290000000037253,13065044.650000000372529
20150929,6153786.170000000856817,6708510.680000000633299,12862296.850000001490116
20150930,6294398.750000000000000,6893487.230000000447035,13187885.980000000447035
