代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,12282581.200000001117587
真實報酬,2282581.200000001117587

夏普值報酬,0.219558120000000
夏普值風險,0.059777971563880
夏普值,3.672893446465902

預期報酬,9818.043969782691420
風險,322457.203589299577288
趨勢值,0.030447587650383
找到最佳解世代,2480
找到最佳解實驗#,1
找到最佳解次數,47

stock[index](rank)
投資組合檔數,3
MCD[15](2),NKE[19](3),UNH[23](7),
20160121,4068348.960000000428408,4084714.859999999869615,3396169.199999999720603,11549234.019999999552965
20160122,4087682.400000000372529,4106298.540000000037253,3421004.459999999497086,11614986.400000000372529
20160125,4115301.600000000558794,4094157.720000000204891,3392578.559999999590218,11602038.879999998956919
20160126,4157766.120000000577420,4121811.810000000055879,3409933.319999999366701,11689512.250000000000000
20160127,4172956.680000000633299,4018614.839999999850988,3361160.459999999497086,11552732.980000000447035
20160128,4225087.919999999925494,4127882.220000000204891,3332734.559999999590218,11685705.699999999254942
20160129,4273421.519999999552965,4182515.909999999683350,3445839.719999999739230,11901778.149999998509884
20160201,4302076.439999999478459,4260082.259999999776483,3467682.779999999795109,12029842.479999998584390
20160202,4279290.599999999627471,4218938.370000000111759,3407539.559999999590218,11905769.529999997466803
20160203,4193671.080000000074506,4214891.429999999701977,3373727.699999999720603,11782291.209999999031425
20160204,4165706.640000000130385,4058409.750000000000000,3417114.599999999627471,11641231.990000000223517
20160205,3984110.400000000372529,3856062.750000000000000,3342908.039999999571592,11183082.189999999478459
20160208,4006551.000000000000000,3712396.379999999888241,3292040.639999999664724,11010989.019999999552965
20160209,4039694.040000000502914,3755563.739999999757856,3326151.719999999739230,11121410.500000000000000
20160210,4057991.760000000707805,3872250.509999999776483,3373428.479999999515712,11303671.750000000000000
20160211,4030027.320000000298023,3777147.419999999925494,3309993.839999999850988,11117169.580000000074506
20160212,4071456.120000000577420,3805476.000000000000000,3345900.239999999292195,11222833.359999999403954
20160216,4114611.120000000577420,3897881.129999999888241,3445540.500000000000000,11458033.750000000000000
20160217,4095968.160000000149012,3923511.750000000000000,3539794.799999999813735,11559275.710000000894070
20160218,4045217.880000000353903,3952514.819999999832362,3514361.099999999627471,11512094.800000000745058
20160219,4023122.520000000484288,4000403.609999999869615,3521243.160000000149012,11544770.290000000968575
20160222,4062479.880000000353903,4058409.750000000000000,3628663.139999999664724,11749553.769999999552965
20160223,4035896.400000000372529,4061107.709999999962747,3625072.500000000000000,11722077.609999999403954
20160224,4041420.240000000223517,4073923.020000000018626,3596646.599999999627471,11711990.859999999403954
20160225,4086646.680000000633299,4207472.040000000037253,3626568.599999999627471,11920688.320000000298023
20160226,4041420.240000000223517,4222310.820000000298023,3630458.459999999497086,11894190.519999999552965
20160229,4045908.360000000335276,4154187.330000000074506,3563732.399999999441206,11763829.089999999850988
20160301,4103218.200000000186265,4243894.500000000000000,3640631.939999999944121,11987745.640000000596046
20160302,4090444.320000000298023,4196680.200000000186265,3628663.139999999664724,11915788.660000000149012
20160303,4028646.360000000335276,4146093.449999999720603,3645120.239999999292195,11819861.050000000745058
20160304,4045563.120000000577420,4131929.159999999683350,3644521.799999999813735,11822015.080000000074506
20160307,4044527.400000000372529,3996356.669999999925494,3643324.919999999925494,11684209.990000000223517
20160308,4088372.880000000353903,4034128.109999999869615,3640332.719999999739230,11762834.710000000894070
20160309,4130492.160000000149012,3934303.589999999850988,3623576.399999999441206,11688373.149999998509884
20160310,4142230.320000000298023,3971400.540000000037253,3653199.179999999701977,11766831.039999999105930
20160311,4196433.000000000000000,4052339.339999999850988,3743264.399999999441206,11992037.739999998360872
20160314,4243040.400000000372529,4101577.109999999869615,3746855.039999999571592,12091473.549999998882413
20160315,4261338.120000001043081,4141372.020000000018626,3735783.899999999441206,12138495.039999999105930
20160316,4264445.279999999329448,4172398.560000000055879,3737280.000000000000000,12174124.839999999850988
20160317,4252016.640000000596046,4261431.240000000223517,3726208.859999999869615,12239657.740000000223517
20160318,4283778.720000000670552,4248615.929999999701977,3791738.039999999571592,12324133.689999999478459
20160321,4274457.240000000223517,4365302.700000000186265,3792336.479999999515712,12432097.420000001788139
20160322,4274802.480000000447035,4377443.520000000484288,3830636.640000000130385,12482883.640000000596046
20160323,4287576.359999999403954,4211518.979999999515712,3883598.579999999608845,12382694.919999999925494
20160324,4256504.759999999776483,4158234.270000000018626,3847692.179999999701977,12262432.209999999031425
20160328,4252361.880000000819564,4137325.080000000074506,3857566.439999999478459,12247254.400000000372529
20160329,4279981.080000000074506,4147442.430000000167638,3884795.459999999962747,12312219.969999998807907
20160330,4344195.720000000670552,4184539.379999999888241,3880307.160000000149012,12409043.260000001639128
20160331,4339017.120000001043081,4146093.449999999720603,3856968.000000000000000,12342079.570000000298023
20160401,4385279.279999999329448,4154187.330000000074506,3887488.439999999478459,12426956.049999998882413
20160404,4404267.480000000447035,4044919.949999999720603,3874621.979999999981374,12323810.410000000149012
20160405,4397707.919999999925494,4024685.250000000000000,3801313.080000000074506,12223707.250000000000000
20160406,4402541.279999999329448,4067852.609999999869615,3830935.859999999869615,12301330.749999998137355
20160407,4423946.160000000149012,4067178.119999999646097,3796226.339999999850988,12287351.619999999180436
20160408,4417731.839999999850988,4007823.000000000000000,3760619.160000000149012,12186175.000000000000000
20160411,4403922.240000000223517,3906649.500000000000000,3780068.459999999497086,12090641.199999999254942
20160412,4405648.439999999478459,3949142.369999999646097,3794131.799999999813735,12148923.609999999403954
20160413,4380791.160000000149012,4018614.839999999850988,3822856.919999999925494,12222263.919999999925494
20160414,4402196.040000000968575,4012544.430000000167638,3829439.759999999776483,12244181.230000000447035
20160415,4411517.519999999552965,4013218.919999999925494,3809990.459999999497086,12234727.899999998509884
20160418,4448458.199999999254942,4017940.350000000093132,3824353.020000000018626,12290752.569999998435378
20160419,4448803.440000001341105,4017265.859999999869615,3904843.199999999720603,12370913.500000000000000
20160420,4438101.000000000000000,4021312.799999999813735,4007475.660000000149012,12466890.460000000894070
20160421,4342814.759999999776483,4052339.339999999850988,3978451.319999999832362,12373606.419999999925494
20160422,4332802.800000000745058,4008497.489999999757856,4013460.059999999590218,12354761.350000001490116
20160425,4400469.839999999850988,3993658.709999999962747,4002987.359999999869615,12397116.910000000149012
20160426,4409100.839999999850988,4015916.879999999888241,4016751.479999999981374,12441770.199999999254942
20160427,4429470.000000000000000,3997705.649999999906868,3973663.800000000279397,12400840.450000001117587
20160428,4416350.880000000819564,3948467.879999999888241,3951820.739999999292195,12316640.500000000000000
20160429,4366981.560000000521541,3975447.479999999981374,3940151.160000000149012,12282581.200000001117587
