代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,12712078.000000001862645
真實報酬,2712078.000000001862645

夏普值報酬,0.262507800000000
夏普值風險,0.079583194738212
夏普值,3.298533074269233

預期報酬,12472.319628484861823
風險,165358.735340350598563
趨勢值,0.075425828595106
找到最佳解世代,1428
找到最佳解實驗#,2
找到最佳解次數,40

stock[index](rank)
投資組合檔數,5
HD[9](1),KO[14](11),TRV[22](5),V[25](2),WMT[28](7),
20120314,2353467.390000000130385,2006859.079999999841675,1992564.000000000000000,2300235.620000000111759,2044176.439999999944121,10697302.529999999329448
20120315,2340622.680000000167638,2010288.619999999878928,1996958.000000000000000,2304963.740000000223517,2049196.489999999990687,10702029.529999999329448
20120316,2333486.729999999981374,2005144.309999999823049,2001014.000000000000000,2298659.580000000074506,2036144.360000000102445,10674448.980000000447035
20120319,2323020.669999999925494,2012003.389999999897555,1998310.000000000000000,2341212.660000000149012,2032797.660000000149012,10707344.379999998956919
20120320,2349185.820000000298023,2017719.289999999804422,1999662.000000000000000,2295507.500000000000000,2028112.280000000027940,10690186.889999998733401
20120321,2368690.750000000000000,2032580.629999999888241,1977692.000000000000000,2300235.620000000111759,2026773.600000000093132,10705972.599999999627471
20120322,2363457.720000000204891,2041154.479999999981374,1959440.000000000000000,2310479.879999999888241,2029785.630000000121072,10704317.710000000894070
20120323,2356797.500000000000000,2042869.250000000000000,1967214.000000000000000,2340424.639999999664724,2033132.330000000074506,10740437.720000000670552
20120326,2384865.570000000298023,2054872.639999999897555,1989184.000000000000000,2365641.280000000260770,2048192.480000000214204,10842755.970000000670552
20120327,2380584.000000000000000,2054301.049999999813735,1976678.000000000000000,2360125.139999999664724,2044511.110000000102445,10816199.299999998882413
20120328,2374399.509999999776483,2076593.059999999823049,1986480.000000000000000,2351456.919999999925494,2047857.810000000055879,10836787.299999998882413
20120329,2374399.509999999776483,2109745.279999999795109,1982424.000000000000000,2344364.740000000223517,2035475.020000000018626,10846408.549999998882413
20120330,2393428.709999999962747,2115461.179999999701977,2001014.000000000000000,2324664.240000000223517,2048192.480000000214204,10882760.609999999403954
20120402,2378205.350000000093132,2118890.719999999739230,2005408.000000000000000,2344364.740000000223517,2053547.199999999953434,10900416.009999999776483
20120403,2378681.080000000074506,2108030.509999999776483,2003718.000000000000000,2371157.419999999925494,2029785.630000000121072,10891372.640000000596046
20120404,2371545.130000000353903,2099456.659999999683350,2001690.000000000000000,2344364.740000000223517,2016733.500000000000000,10833790.030000001192093
20120405,2408176.339999999850988,2100028.250000000000000,1990198.000000000000000,2383765.740000000223517,2030454.970000000204891,10912623.300000000745058
20120409,2406273.419999999925494,2082880.549999999813735,1962144.000000000000000,2354609.000000000000000,2012382.790000000270084,10818289.759999999776483
20120410,2348234.359999999869615,2058302.179999999701977,1952004.000000000000000,2300235.620000000111759,2005689.390000000130385,10664465.550000000745058
20120411,2366787.830000000074506,2061160.129999999888241,1966200.000000000000000,2312843.940000000409782,2001338.679999999934807,10708330.580000000074506
20120412,2408652.070000000298023,2064018.079999999841675,1997634.000000000000000,2384553.759999999776483,2012717.460000000195578,10867575.370000001043081
20120413,2424351.160000000149012,2056015.819999999832362,1964510.000000000000000,2426318.820000000298023,2000334.670000000158325,10871530.470000000670552
20120416,2459079.450000000186265,2070305.569999999832362,1999662.000000000000000,2380613.660000000149012,2027442.939999999944121,10937103.619999999180436
20120417,2475254.270000000018626,2113746.409999999683350,2027716.000000000000000,2405042.280000000260770,2070615.369999999878928,11092374.330000000074506
20120418,2464788.209999999962747,2120033.899999999906868,2010140.000000000000000,2399526.139999999664724,2076974.100000000093132,11071462.349999999627471
20120419,2452894.959999999962747,2109745.279999999795109,2085514.000000000000000,2387705.839999999850988,2066599.330000000074506,11102459.410000000149012
20120420,2448137.660000000149012,2118890.719999999739230,2121004.000000000000000,2383765.740000000223517,2090026.230000000214204,11161824.350000001490116
20120423,2431011.380000000353903,2106315.739999999757856,2126412.000000000000000,2327028.299999999813735,1992637.260000000009313,10983404.679999999701977
20120424,2437195.870000000111759,2118319.129999999888241,2141960.000000000000000,2342788.700000000186265,1933400.670000000158325,10973664.369999999180436
20120425,2469545.509999999776483,2141754.319999999832362,2155818.000000000000000,2399526.139999999664724,1919679.199999999953434,11086323.169999998062849
20120426,2467642.589999999850988,2163474.739999999757856,2189280.000000000000000,2427106.839999999850988,1972891.730000000214204,11220395.900000000372529
20120427,2471448.430000000167638,2190339.469999999739230,2163592.000000000000000,2433411.000000000000000,1975569.090000000083819,11234359.990000000223517
20120430,2463836.750000000000000,2181194.029999999795109,2174070.000000000000000,2423166.740000000223517,1971553.050000000046566,11213820.570000000298023
20120501,2489050.439999999944121,2198913.319999999832362,2183534.000000000000000,2424742.780000000260770,1976907.770000000018626,11273148.309999998658895
20120502,2507603.910000000149012,2205200.809999999590218,2188266.000000000000000,2407406.339999999850988,1974899.750000000000000,11283376.809999998658895
20120503,2496186.390000000130385,2213203.069999999832362,2188604.000000000000000,2293143.440000000409782,1974230.410000000149012,11165367.310000000521541
20120504,2471924.160000000149012,2200628.089999999850988,2180154.000000000000000,2320724.139999999664724,1964524.980000000214204,11137955.370000001043081
20120507,2444807.550000000279397,2208630.350000000093132,2183196.000000000000000,2334908.500000000000000,1980923.810000000055879,11152466.210000000894070
20120508,2408176.339999999850988,2204629.219999999739230,2176436.000000000000000,2327816.320000000298023,1976238.429999999934807,11093296.309999998658895
20120509,2383914.109999999869615,2194340.600000000093132,2160550.000000000000000,2313631.959999999962747,1975569.090000000083819,11028005.759999999776483
20120510,2408176.339999999850988,2212631.479999999981374,2184886.000000000000000,2327816.320000000298023,1980923.810000000055879,11114433.950000001117587
20120511,2394855.900000000372529,2214346.250000000000000,2184210.000000000000000,2323088.200000000186265,1988621.220000000204891,11105121.570000002160668
20120514,2372972.320000000298023,2197198.549999999813735,2179478.000000000000000,2299447.599999999627471,1976907.770000000018626,11026004.239999998360872
20120515,2315408.990000000223517,2188053.109999999869615,2168324.000000000000000,2297083.540000000037253,1986278.530000000027940,10955148.169999999925494
20120516,2320166.290000000037253,2181765.620000000111759,2150072.000000000000000,2315208.000000000000000,1980923.810000000055879,10948135.720000000670552
20120517,2236913.540000000037253,2146898.629999999888241,2119314.000000000000000,2265562.740000000223517,2064256.640000000130385,10832945.550000000745058
20120518,2238340.729999999981374,2116604.359999999869615,2101738.000000000000000,2219069.559999999590218,2089356.890000000130385,10765109.539999999105930
20120521,2264981.609999999869615,2129750.929999999701977,2119314.000000000000000,2289991.360000000335276,2109771.760000000242144,10913809.659999998286366
20120522,2295904.060000000055879,2120605.489999999757856,2123370.000000000000000,2332544.440000000409782,2132863.989999999757856,11005287.980000000447035
20120523,2295904.060000000055879,2120605.489999999757856,2123370.000000000000000,2332544.440000000409782,2132863.989999999757856,11005287.980000000447035
20120524,2364884.910000000149012,2159473.609999999869615,2135876.000000000000000,2359337.120000000111759,2177709.770000000018626,11197281.410000000149012
20120525,2352040.200000000186265,2150328.169999999925494,2115934.000000000000000,2351456.919999999925494,2185741.850000000093132,11155501.139999998733401
20120529,2368215.020000000018626,2156615.659999999683350,2125398.000000000000000,2369581.379999999888241,2198124.640000000130385,11217934.699999999254942
20120530,2364884.910000000149012,2145183.859999999869615,2091936.000000000000000,2314419.980000000447035,2190092.560000000055879,11106517.310000000521541
20120531,2347282.900000000372529,2136038.419999999925494,2112216.000000000000000,2269502.839999999850988,2202810.020000000018626,11067850.179999999701977
20120601,2281632.160000000149012,2089168.039999999804422,2047658.000000000000000,2211189.360000000335276,2193773.930000000167638,10823421.490000000223517
20120604,2319690.560000000055879,2104600.969999999739230,2040898.000000000000000,2249014.320000000298023,2208499.409999999683350,10922703.259999999776483
20120605,2327302.240000000223517,2093169.169999999692664,2055094.000000000000000,2241922.139999999664724,2192100.580000000074506,10909588.130000000819564
20120606,2407224.880000000353903,2132608.879999999888241,2083486.000000000000000,2292355.419999999925494,2206491.390000000130385,11122166.570000000298023
20120607,2437671.600000000093132,2122891.850000000093132,2092612.000000000000000,2301023.639999999664724,2204483.370000000111759,11158682.460000000894070
20120608,2490477.630000000353903,2150328.169999999925494,2100386.000000000000000,2297083.540000000037253,2283130.819999999832362,11321406.160000000149012
20120611,2442904.630000000353903,2133752.059999999590218,2080782.000000000000000,2292355.419999999925494,2260038.590000000316650,11209832.699999999254942
20120612,2485244.600000000093132,2149184.989999999757856,2093626.000000000000000,2308115.820000000298023,2266397.319999999832362,11302568.730000000447035
20120613,2424826.890000000130385,2134895.239999999757856,2083824.000000000000000,2263986.700000000186265,2244643.770000000018626,11152176.599999999627471
20120614,2481438.759999999776483,2164617.919999999925494,2133510.000000000000000,2294719.480000000447035,2263385.290000000037253,11337671.449999999254942
20120615,2467642.589999999850988,2174906.539999999571592,2143312.000000000000000,2332544.440000000409782,2267401.330000000074506,11385806.900000000372529
20120618,2489050.439999999944121,2171477.000000000000000,2131820.000000000000000,2366429.299999999813735,2279784.120000000111759,11438560.859999999403954
20120619,2519972.890000000130385,2164617.919999999925494,2144664.000000000000000,2390857.919999999925494,2269409.350000000093132,11489522.080000000074506
20120620,2513312.669999999925494,2159473.609999999869615,2158184.000000000000000,2415286.540000000037253,2293170.919999999925494,11539427.740000000223517
20120621,2438623.060000000055879,2134323.649999999906868,2115258.000000000000000,2353820.980000000447035,2265727.979999999981374,11307753.670000001788139
20120622,2474778.540000000037253,2141754.319999999832362,2141284.000000000000000,2461779.719999999739230,2252341.180000000167638,11471937.759999997913837
20120625,2450992.040000000037253,2137181.600000000093132,2100724.000000000000000,2389281.879999999888241,2281792.140000000130385,11359971.660000000149012
20120626,2468118.320000000298023,2145755.449999999720603,2100724.000000000000000,2426318.820000000298023,2295178.939999999944121,11436095.529999999329448
20120627,2452419.229999999981374,2181765.620000000111759,2123708.000000000000000,2431834.959999999962747,2295513.610000000335276,11485241.419999998062849
20120628,2459079.450000000186265,2188053.109999999869615,2124384.000000000000000,2394010.000000000000000,2285808.180000000167638,11451334.740000000223517
20120629,2520924.350000000093132,2234923.489999999757856,2157846.000000000000000,2435775.059999999590218,2333331.319999999832362,11682800.219999998807907
20120702,2521875.810000000055879,2255500.729999999981374,2160550.000000000000000,2494876.559999999590218,2320948.529999999795109,11753751.629999998956919
20120703,2457176.529999999795109,2262359.809999999590218,2167648.000000000000000,2489360.419999999925494,2367802.330000000074506,11744347.089999999850988
20120705,2479060.109999999869615,2242354.159999999683350,2161902.000000000000000,2501968.740000000223517,2378846.439999999944121,11764131.449999999254942
20120706,2480963.029999999795109,2233780.309999999590218,2138242.000000000000000,2468083.879999999888241,2388217.200000000186265,11709286.419999998062849
20120709,2479535.839999999850988,2228636.000000000000000,2131820.000000000000000,2435775.059999999590218,2401604.000000000465661,11677370.899999998509884
20120710,2484293.140000000130385,2228636.000000000000000,2136552.000000000000000,2408982.379999999888241,2413317.450000000186265,11671780.969999998807907
20120711,2458127.990000000223517,2213774.659999999683350,2113568.000000000000000,2379037.620000000111759,2418337.500000000465661,11582845.769999999552965
20120712,2452419.229999999981374,2190339.469999999739230,2103766.000000000000000,2416074.559999999590218,2420010.850000000093132,11582610.109999997541308
20120713,2478108.650000000372529,2208630.350000000093132,2133848.000000000000000,2444443.280000000260770,2449127.140000000130385,11714157.420000001788139
20120716,2447661.930000000167638,2185766.750000000000000,2114244.000000000000000,2505120.820000000298023,2442433.740000000223517,11695227.240000000223517
20120717,2412933.640000000130385,2220633.739999999757856,2139932.000000000000000,2526397.360000000335276,2446449.779999999795109,11746346.519999999552965
20120718,2421972.509999999776483,2213203.069999999832362,2163254.000000000000000,2518517.160000000149012,2438083.029999999795109,11755029.769999999552965
20120719,2424351.160000000149012,2216632.609999999869615,2152776.000000000000000,2470447.940000000409782,2393906.590000000316650,11658114.300000000745058
20120720,2411982.180000000167638,2201771.270000000018626,2119652.000000000000000,2477540.120000000111759,2418002.830000000074506,11628948.400000000372529
20120723,2424351.160000000149012,2197198.549999999813735,2086866.000000000000000,2452323.480000000447035,2404616.029999999795109,11565355.220000000670552
20120724,2434341.490000000223517,2190911.059999999590218,2058136.000000000000000,2416074.559999999590218,2414321.459999999962747,11513784.570000000298023
20120725,2429584.189999999944121,2201199.679999999701977,2061178.000000000000000,2407406.339999999850988,2412313.439999999944121,11511681.649999998509884
20120726,2517118.509999999776483,2253214.370000000111759,2082472.000000000000000,2497240.620000000111759,2465525.970000000204891,11815571.470000000670552
20120727,2555176.910000000149012,2286938.179999999701977,2119990.000000000000000,2543733.799999999813735,2493972.919999999925494,11999811.810000000521541
20120730,2533293.330000000074506,2318375.629999999888241,2136552.000000000000000,2577618.660000000149012,2509367.740000000223517,12075207.360000001266599
20120731,2482390.220000000204891,2309230.189999999944121,2117624.000000000000000,2542945.780000000260770,2490960.890000000130385,11943151.080000001937151
20120801,2458603.720000000204891,2315517.679999999701977,2141284.000000000000000,2511424.980000000447035,2463852.620000000111759,11890683.000000000000000
20120802,2444807.550000000279397,2279507.509999999776483,2125060.000000000000000,2546885.879999999888241,2478243.430000000167638,11874504.370000001043081
20120803,2487623.250000000000000,2310373.370000000111759,2153452.000000000000000,2579982.719999999739230,2494976.930000000167638,12026408.269999999552965
20120806,2473827.080000000074506,2304657.469999999739230,2147030.000000000000000,2581558.759999999776483,2485940.840000000316650,11993014.149999998509884
20120807,2492856.279999999795109,2280079.100000000093132,2141960.000000000000000,2568950.440000000409782,2476235.409999999683350,11960081.230000000447035
20120808,2511409.750000000000000,2273791.609999999869615,2156832.000000000000000,2583922.820000000298023,2486944.850000000093132,12012901.029999999329448
20120809,2528536.029999999795109,2264646.169999999925494,2159536.000000000000000,2531913.500000000000000,2471550.029999999795109,11956181.729999998584390
20120810,2524254.459999999962747,2252071.189999999944121,2162578.000000000000000,2542945.780000000260770,2465860.640000000130385,11947710.070000000298023
20120813,2512836.939999999944121,2246355.289999999571592,2154128.000000000000000,2527973.399999999441206,2456489.880000000353903,11897783.509999999776483
20120814,2602749.910000000149012,2250928.009999999776483,2147706.000000000000000,2558706.179999999701977,2476904.750000000465661,12036994.849999999627471
20120815,2616546.080000000074506,2249213.239999999757856,2154804.000000000000000,2542945.780000000260770,2491630.229999999981374,12055139.330000001937151
20120816,2678866.709999999962747,2260645.039999999571592,2164268.000000000000000,2554766.080000000074506,2414656.130000000353903,12073201.960000000894070
20120817,2698847.370000000111759,2259501.859999999869615,2201448.000000000000000,2535065.580000000074506,2409301.409999999683350,12104164.220000000670552
20120820,2691235.689999999944121,2256072.319999999832362,2218686.000000000000000,2524821.320000000298023,2419676.180000000167638,12110491.509999999776483
20120821,2679342.439999999944121,2244068.929999999701977,2204828.000000000000000,2512213.000000000000000,2390559.890000000130385,12031012.259999999776483
20120822,2694565.800000000279397,2216061.020000000018626,2212264.000000000000000,2524033.299999999813735,2401938.669999999925494,12048862.790000000968575
20120823,2690284.229999999981374,2178336.079999999608845,2190294.000000000000000,2505120.820000000298023,2394910.600000000093132,11958945.729999998584390
20120824,2709789.160000000149012,2198913.319999999832362,2210574.000000000000000,2495664.580000000074506,2413317.450000000186265,12028258.510000001639128
20120827,2695992.990000000223517,2181765.620000000111759,2203138.000000000000000,2515365.080000000074506,2426369.580000000074506,12022631.270000001415610
20120828,2689332.770000000018626,2172048.589999999850988,2191646.000000000000000,2509848.940000000409782,2423357.549999999813735,11986233.850000001490116
20120829,2704080.400000000372529,2141182.729999999981374,2190294.000000000000000,2522457.259999999776483,2435405.669999999925494,11993420.060000000521541
20120830,2693614.339999999850988,2122891.850000000093132,2179816.000000000000000,2496452.599999999627471,2418002.830000000074506,11910777.619999999180436
20120831,2699798.830000000074506,2137753.189999999944121,2188266.000000000000000,2526397.360000000335276,2429716.279999999795109,11981931.659999998286366
20120904,2701701.750000000000000,2130894.109999999869615,2184886.000000000000000,2531913.500000000000000,2460171.250000000465661,12009566.609999999403954
20120905,2689808.500000000000000,2144040.679999999701977,2181168.000000000000000,2513789.040000000037253,2461509.930000000167638,11990316.149999998509884
20120906,2742614.529999999795109,2180622.439999999944121,2208546.000000000000000,2551614.000000000000000,2503678.350000000093132,12187075.319999998435378
20120907,2724061.060000000055879,2166332.689999999944121,2204152.000000000000000,2555554.099999999627471,2470546.020000000018626,12120645.869999999180436
20120910,2725963.979999999981374,2152614.529999999795109,2207532.000000000000000,2535065.580000000074506,2460171.250000000465661,12081347.339999999850988
20120911,2698371.640000000130385,2158902.020000000018626,2262964.000000000000000,2590226.979999999515712,2478578.100000000093132,12189042.740000000223517
20120912,2714070.729999999981374,2146327.039999999571592,2282906.000000000000000,2629627.979999999515712,2478912.770000000018626,12251844.519999999552965
20120913,2773536.979999999981374,2192054.239999999757856,2313664.000000000000000,2658784.719999999739230,2514722.459999999962747,12452762.399999998509884
20120914,2828721.660000000149012,2178907.669999999925494,2318058.000000000000000,2644600.360000000335276,2493303.580000000074506,12463591.270000001415610
20120917,2802556.509999999776483,2192054.239999999757856,2314678.000000000000000,2637508.179999999701977,2476235.409999999683350,12423032.339999999850988
20120918,2800177.859999999869615,2207487.169999999925494,2314002.000000000000000,2633568.080000000074506,2474896.729999999981374,12430131.839999999850988
20120919,2829197.390000000130385,2201771.270000000018626,2306228.000000000000000,2655632.640000000596046,2488952.870000000111759,12481782.170000001788139
20120920,2820158.520000000018626,2208630.350000000093132,2313664.000000000000000,2651692.540000000037253,2501670.330000000074506,12495815.740000000223517
20120921,2826818.740000000223517,2173763.359999999869615,2319072.000000000000000,2659572.740000000223517,2491630.229999999981374,12470857.070000000298023
20120924,2825391.550000000279397,2178907.669999999925494,2312650.000000000000000,2635144.120000000111759,2501335.659999999683350,12453429.000000000000000
20120925,2841090.640000000130385,2153757.709999999962747,2314678.000000000000000,2650904.520000000484288,2485271.500000000465661,12445702.370000001043081
20120926,2814925.490000000223517,2158330.429999999701977,2291018.000000000000000,2610715.500000000000000,2482928.810000000055879,12357918.230000000447035
20120927,2848702.320000000298023,2189767.879999999888241,2312312.000000000000000,2638296.200000000186265,2475900.740000000223517,12464979.140000000596046
20120928,2872013.089999999850988,2168047.459999999962747,2307242.000000000000000,2645388.379999999888241,2469876.680000000167638,12462567.609999999403954
20121001,2881527.689999999944121,2193769.009999999776483,2334620.000000000000000,2693457.599999999627471,2478243.430000000167638,12581617.729999998584390
20121002,2870110.169999999925494,2191482.649999999906868,2322114.000000000000000,2679273.240000000223517,2468203.330000000074506,12531183.390000000596046
20121003,2938615.290000000037253,2185766.750000000000000,2332592.000000000000000,2728918.500000000000000,2483263.479999999981374,12669156.019999999552965
20121004,2937188.100000000093132,2190911.059999999590218,2341718.000000000000000,2751771.080000000074506,2500666.319999999832362,12722254.560000000521541
20121005,3006644.680000000167638,2205200.809999999590218,2351182.000000000000000,2763591.379999999888241,2514387.790000000037253,12841006.660000000149012
20121008,2943848.320000000298023,2205200.809999999590218,2350506.000000000000000,2732858.599999999627471,2518403.830000000074506,12750817.560000000521541
20121009,2899605.430000000167638,2204057.629999999888241,2343070.000000000000000,2694245.620000000111759,2481255.459999999962747,12622234.140000000596046
20121010,2842042.100000000093132,2177192.899999999906868,2345774.000000000000000,2706853.940000000409782,2524093.220000000204891,12595956.160000002011657
20121011,2807313.810000000055879,2178336.079999999608845,2337662.000000000000000,2739162.759999999776483,2510371.750000000465661,12572846.399999998509884
20121012,2833478.959999999962747,2185195.159999999683350,2322790.000000000000000,2740738.799999999813735,2537145.350000000093132,12619348.269999997690320
20121015,2885333.529999999795109,2179479.259999999776483,2358956.000000000000000,2755711.179999999701977,2581991.130000000353903,12761471.099999999627471
20121016,2895323.859999999869615,2166332.689999999944121,2382616.000000000000000,2780927.820000000298023,2573959.049999999813735,12799159.420000001788139
20121017,2920537.550000000279397,2157187.250000000000000,2412698.000000000000000,2808508.520000000484288,2577975.090000000316650,12876906.410000000149012
20121018,2940042.479999999981374,2162903.149999999906868,2499226.000000000000000,2795112.179999999701977,2562245.600000000093132,12959529.409999998286366
20121019,2944324.050000000279397,2137753.189999999944121,2484692.000000000000000,2757287.219999999739230,2530786.620000000111759,12854843.080000001937151
20121022,2951460.000000000000000,2128036.159999999683350,2500916.000000000000000,2738374.740000000223517,2531790.630000000353903,12850577.530000001192093
20121023,2937663.830000000074506,2092597.579999999841675,2480298.000000000000000,2691881.559999999590218,2502005.000000000465661,12704445.969999998807907
20121024,2915304.520000000018626,2108030.509999999776483,2473538.000000000000000,2688729.479999999515712,2504013.020000000018626,12689615.529999997466803
20121025,2877246.120000000111759,2120033.899999999906868,2437710.000000000000000,2710006.020000000484288,2520746.520000000018626,12665742.559999998658895
20121026,2856314.000000000000000,2117175.949999999720603,2418782.000000000000000,2724978.399999999441206,2513718.450000000186265,12630968.799999997019768
