代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,13512207.919999999925494
真實報酬,3512207.919999999925494

夏普值報酬,0.342520792000000
夏普值風險,0.084192835098163
夏普值,4.068289084227223

預期報酬,13471.136552617790585
風險,222338.308591611945303
趨勢值,0.060588463760248
找到最佳解世代,1900
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,3
MCD[15](2),MRK[17](3),PG[21](1),
20190124,3849859.440000000409782,3555907.260000000242144,3789421.399999999441206,11195189.100000001490116
20190125,3780619.420000000391155,3545215.919999999925494,3761292.599999999627471,11087128.939999999478459
20190128,3772401.020000000484288,3543758.010000000242144,3758077.879999999422580,11074237.910000000149012
20190129,3743020.240000000223517,3558823.080000000074506,3758881.560000000055879,11060725.880000000819564
20190130,3734801.840000000782311,3565626.660000000149012,3798261.879999999422580,11098691.380000000819564
20190131,3673369.300000000279397,3617139.480000000447035,3876620.679999999701977,11167130.460000000894070
20190201,3631044.540000000502914,3715305.419999999925494,3916804.679999999701977,11263155.640000000596046
20190204,3648097.720000000670552,3735716.160000000149012,3939307.719999999739230,11323122.600000001490116
20190205,3648508.640000000130385,3749323.320000000298023,3915599.159999999683350,11313432.120000001043081
20190206,3619949.700000000651926,3760986.600000000093132,3934887.479999999981374,11315824.780000001192093
20190207,3601458.300000000279397,3733286.309999999590218,3903543.959999999962747,11238289.570000000298023
20190208,3590568.920000000391155,3767304.209999999962747,3926448.839999999385327,11284322.970000000670552
20190211,3580501.380000000353903,3727940.639999999664724,3948951.879999999422580,11257394.899999998509884
20190212,3574543.040000000502914,3815901.209999999962747,3988734.040000000037253,11379179.289999999105930
20190213,3578241.320000000298023,3840199.709999999962747,3987930.359999999403954,11406372.390000000596046
20190214,3613580.440000000409782,3836311.949999999720603,3956586.839999999385327,11406480.230000000447035
20190215,3697819.040000000502914,3878591.340000000316650,3957390.520000000018626,11533801.900000000372529
20190219,3683025.920000000391155,3850891.049999999813735,4018068.359999999403954,11551986.330000000074506
20190220,3708502.960000000428408,3860124.480000000447035,3989537.719999999739230,11558166.160000000149012
20190221,3756169.680000000633299,3879563.279999999795109,4009629.719999999739230,11645363.679999999701977
20190222,3763566.240000000223517,3925244.459999999962747,4028516.199999999720603,11717327.900000000372529
20190225,3752060.480000000447035,3906291.629999999888241,4001191.079999999608845,11659544.189999999478459
20190226,3764388.080000000540167,3923786.549999999813735,4011638.919999999459833,11699814.550000000745058
20190227,3767469.980000000447035,3917954.910000000149012,3974669.639999999664724,11660095.530000001192093
20190228,3777332.060000000521541,3950514.900000000372529,3960203.399999999441206,11688051.359999999403954
20190301,3802192.720000000670552,3968009.820000000298023,3955783.159999999683350,11725986.700000001117587
20190304,3710557.560000000521541,3954402.660000000149012,3973062.279999999795109,11638023.500000000000000
20190305,3726172.520000000484288,3970439.669999999925494,3981902.759999999776483,11678515.949999999254942
20190306,3740143.800000000279397,3924758.490000000223517,3975473.319999999832362,11640376.610000001266599
20190307,3709119.340000000782311,3909693.419999999925494,3960203.399999999441206,11579017.160000000149012
20190308,3688162.420000000391155,3878105.370000000111759,3954577.639999999664724,11520846.429999999701977
20190311,3720625.100000000558794,3930104.160000000149012,4001592.919999999459833,11652323.179999999701977
20190312,3736034.600000000558794,3947599.080000000074506,4020479.399999999441206,11704114.080000000074506
20190313,3740760.180000000633299,3965579.969999999739230,4065887.319999999832362,11772228.470000000670552
20190314,3754731.460000000428408,3960234.299999999813735,4071513.079999999608845,11786479.839999999850988
20190315,3807945.600000000558794,3964122.059999999590218,4116519.159999999683350,11888587.820000000298023
20190318,3779592.120000000111759,3953430.719999999739230,4079148.040000000037253,11812171.879999998956919
20190319,3762333.480000000447035,3980645.040000000037253,4094819.799999999813735,11837799.320000000298023
20190320,3800549.040000000502914,3988906.529999999795109,4087586.679999999701977,11877043.250000000000000
20190321,3829313.440000000409782,4031185.919999999925494,4118528.359999999403954,11979028.719999998807907
20190322,3838353.680000000633299,3999111.900000000372529,4085175.639999999664724,11922642.220000000670552
20190325,3815958.540000000502914,4002027.719999999739230,4097230.839999999385327,11915218.099999999627471
20190326,3852119.500000000000000,4029728.010000000242144,4139825.879999999422580,12021674.389999998733401
20190327,3852735.880000000353903,3999111.900000000372529,4135003.799999999813735,11986852.580000001937151
20190328,3891362.360000000335276,4015634.879999999888241,4161123.399999999441206,12068121.640000000596046
20190329,3901840.820000000298023,4041877.260000000242144,4181215.399999999441206,12124934.480000000447035
20190401,3870816.360000000335276,4048194.870000000111759,4164739.959999999962747,12083752.190000001341105
20190402,3869994.520000000484288,4043821.139999999664724,4169160.199999999720603,12082976.859999999403954
20190403,3869994.520000000484288,4042363.230000000447035,4166749.159999999683350,12079107.910000000149012
20190404,3901224.440000000409782,3977729.219999999739230,4156301.319999999832362,12035255.980000000447035
20190405,3918483.080000000540167,3943711.320000000298023,4165141.799999999813735,12027337.199999999254942
20190408,3900813.520000000484288,3933991.919999999925494,4218184.679999999701977,12052991.120000001043081
20190409,3905539.100000000558794,3926702.370000000111759,4205727.639999998733401,12037970.109999999403954
20190410,3887869.540000000502914,3927674.309999999590218,4205325.800000000745058,12020870.650000000372529
20190411,3880883.900000000372529,3880049.250000000000000,4209344.199999999254942,11970278.349999999627471
20190412,3936769.020000000484288,3860124.480000000447035,4221801.240000000223517,12018695.740000002086163
20190415,3941905.520000000484288,3816387.180000000167638,4248724.519999999552965,12007018.220000000670552
20190416,3938823.620000000111759,3769248.090000000316650,4276451.480000000447035,11984524.190000001341105
20190417,3936974.480000000447035,3592355.010000000242144,4253546.599999999627471,11782877.089999999850988
20190418,4004776.280000000260770,3556879.199999999720603,4261583.400000000372529,11823239.880000000819564
20190422,3984435.740000000223517,3570000.389999999664724,4259976.039999999105930,11814413.169999998062849
20190423,4011967.380000000353903,3625400.969999999739230,4145451.639999999664724,11782820.989999998360872
20190424,4060661.400000000372529,3631718.580000000074506,4166749.159999999683350,11859130.140000000596046
20190425,4066825.200000000651926,3709959.750000000000000,4150273.719999999739230,11927059.670000001788139
20190426,4056346.740000000223517,3724052.879999999888241,4253948.439999999478459,12034349.059999998658895
20190429,4050182.940000000409782,3731342.430000000167638,4210549.720000000670552,11992076.090000001713634
20190430,4059428.640000000130385,3825134.639999999664724,4278862.519999999552965,12163426.799999998882413
20190501,3989572.240000000223517,3825620.609999999869615,4216577.320000000298023,12031771.169999999925494
20190502,3998612.480000000447035,3864498.209999999962747,4241893.240000000223517,12105004.929999999701977
20190503,4058401.340000000782311,3887824.770000000018626,4262788.919999999925494,12209016.030000001192093
20190506,4086754.820000000298023,3862554.330000000074506,4246715.320000000298023,12196025.470000000670552
20190507,4069085.260000000242144,3785771.070000000298023,4207335.000000000000000,12062192.330000000074506
20190508,4068879.800000000279397,3799378.230000000447035,4222203.080000000074506,12090462.110000001266599
20190509,4062716.000000000000000,3806667.779999999795109,4188850.359999999403954,12058235.139999998733401
20190510,4109149.960000000428408,3799864.199999999720603,4259976.039999999105930,12168991.199999999254942
20190513,4089425.800000000279397,3750295.260000000242144,4263994.439999999478459,12103716.500000000000000
20190514,4068468.880000000353903,3762444.510000000242144,4243500.599999999627471,12074414.990000000223517
20190515,4090247.640000000130385,3768762.120000000111759,4287703.000000000000000,12146713.759999999776483
20190516,4109149.960000000428408,3845545.379999999888241,4344362.439999999478459,12299058.779999999329448
20190517,4093329.540000000502914,3825620.609999999869615,4317841.000000000000000,12236792.150000000372529
20190520,4088603.960000000428408,3833396.129999999888241,4313018.919999999925494,12235020.009999999776483
20190521,4106068.060000000521541,3863526.270000000018626,4274442.279999999329448,12244037.609999999403954
20190522,4108533.580000000540167,3935449.830000000074506,4288506.679999999701977,12332491.089999999850988
20190523,4088193.040000000502914,3937393.709999999962747,4290114.039999999105930,12315701.789999999105930
20190524,4063537.840000000782311,3944683.260000000242144,4287301.160000000149012,12295523.260000001639128
20190528,4040937.240000000223517,3900459.990000000223517,4197690.839999999850988,12139089.070000000298023
20190529,4027582.340000000782311,3856722.689999999944121,4186841.159999999683350,12071147.190000001341105
20190530,4093740.460000000428408,3872273.730000000447035,4232650.919999999925494,12198666.110000001266599
20190531,4073810.840000000782311,3849433.139999999664724,4135405.639999999664724,12058650.620000001043081
20190603,4084289.300000000279397,3900459.990000000223517,4171169.399999999441206,12155919.690000001341105
20190604,4101753.400000000372529,3940309.529999999795109,4206531.320000000298023,12248595.250000000000000
20190605,4112026.400000000372529,3969953.699999999720603,4288908.519999999552965,12370889.619999999180436
20190606,4172020.720000000670552,3957804.449999999720603,4315028.119999999180436,12444854.289999999105930
20190607,4221947.500000000000000,4007373.389999999664724,4370883.879999998956919,12600205.769999999552965
20190610,4136065.220000000670552,4008345.330000000074506,4368874.679999999701977,12513286.230000000447035
20190611,4176335.380000000353903,4032643.830000000074506,4395396.119999999180436,12604376.330000000074506
20190612,4210647.200000001117587,4068119.639999999664724,4407451.320000000298023,12686219.160000000149012
20190613,4201606.960000000894070,4028756.070000000298023,4456877.639999998733401,12687241.669999999925494
20190614,4218043.759999999776483,4022924.430000000167638,4468531.000000000000000,12709500.189999999478459
20190617,4187635.680000000633299,4048194.870000000111759,4460092.359999999403954,12695923.910000000149012
20190618,4202017.880000000819564,4106025.299999999813735,4404236.599999999627471,12712280.780000001192093
20190619,4202839.720000000670552,4148304.689999999944121,4437187.480000000447035,12788332.890000000596046
20190620,4214550.940000001341105,4111370.969999999739230,4490230.359999999403954,12816153.269999999552965
20190621,4196881.380000000819564,4109913.059999999590218,4468531.000000000000000,12775326.440000001341105
20190624,4189895.740000000223517,4155594.240000000223517,4513938.919999999925494,12859429.900000000372529
20190625,4226673.080000000074506,4142473.049999999813735,4489426.679999999701977,12858573.809999998658895
20190626,4202839.720000000670552,4059858.150000000372529,4409460.519999999552965,12672159.390000000596046
20190627,4238178.839999999850988,4073951.279999999795109,4411469.720000000670552,12723600.839999999850988
20190628,4266737.780000001192093,4074923.219999999739230,4406245.800000000745058,12747907.800000000745058
20190701,4238795.220000000670552,4118660.520000000018626,4440000.359999999403954,12797457.099999999627471
20190702,4306186.100000001490116,4155594.240000000223517,4479782.519999999552965,12941563.860000001266599
20190703,4372549.679999999701977,4223144.070000000298023,4584260.919999999925494,13179955.669999999925494
20190705,4340292.460000000894070,4159967.969999999739230,4546889.800000000745058,13047151.230000000447035
20190708,4359194.780000001192093,4084156.650000000372529,4583055.400000000372529,13026407.830000001937151
20190709,4357756.560000000521541,4124006.189999999944121,4537245.639999998733401,13019009.389999998733401
20190710,4376453.419999999925494,4122062.309999999590218,4571000.199999999254942,13069516.929999999701977
20190711,4370084.160000000149012,3936421.770000000018626,4596316.119999999180436,12902823.049999998882413
20190712,4376247.960000000894070,3874703.580000000074506,4620828.359999999403954,12871780.900000000372529
20190715,4401314.080000000074506,3934477.889999999664724,4640518.519999999552965,12976311.489999998360872
20190716,4391246.540000000968575,3965094.000000000000000,4656993.959999999031425,13013335.500000000000000
20190717,4391041.080000000074506,3981131.010000000242144,4659003.160000000149012,13031176.250000000000000
20190718,4436242.280000001192093,4018550.699999999720603,4638911.160000000149012,13093705.140000000596046
20190719,4394328.440000001341105,3955374.600000000093132,4621632.039999999105930,12971336.080000000074506
20190722,4417545.419999999925494,3946627.139999999664724,4633285.400000000372529,12997458.960000000894070
20190723,4403368.679999999701977,3986476.680000000167638,4575018.599999999627471,12964864.959999999031425
20190724,4371933.300000000745058,3972869.520000000018626,4524788.599999999627471,12869592.419999999925494
20190725,4406039.660000000149012,3972869.520000000018626,4531619.879999998956919,12910530.059999998658895
20190726,4429462.100000001490116,3957318.480000000447035,4610380.519999999552965,12997162.100000001490116
20190729,4417134.500000000000000,4008831.299999999813735,4661414.199999999254942,13087381.000000000000000
20190730,4362893.060000000521541,4046736.959999999962747,4838625.639999998733401,13248256.659999998286366
20190731,4329608.540000000968575,4033129.799999999813735,4743389.560000000521541,13106128.900000002235174
20190801,4340497.919999999925494,4067147.699999999720603,4690748.519999999552965,13098395.139999998733401
20190802,4406861.500000000000000,4105053.359999999869615,4679095.160000000149012,13191011.019999999552965
20190805,4324061.120000001043081,4039447.410000000149012,4544076.919999999925494,12907586.450000001117587
20190806,4398643.100000001490116,4099221.719999999739230,4592297.720000000670552,13090163.540000000968575
20190807,4455144.600000001490116,4094362.020000000018626,4642125.879999998956919,13191633.500000000000000
20190808,4479388.880000000819564,4117688.580000000074506,4719279.160000000149012,13316357.620000001043081
20190809,4543903.320000000298023,4156080.209999999962747,4692757.720000000670552,13392742.250000001862645
20190812,4461924.780000001192093,4131781.709999999962747,4662619.720000000670552,13256327.210000002756715
20190813,4514728.000000000000000,4183294.529999999795109,4711644.199999999254942,13409667.729999998584390
20190814,4447953.500000000000000,4053054.570000000298023,4652975.560000000521541,13153984.630000000819564
20190815,4484730.839999999850988,4055970.389999999664724,4717269.959999999031425,13257972.189999999478459
20190816,4488840.040000000968575,4133725.590000000316650,4789199.320000000298023,13411765.950000001117587
20190819,4495209.300000000745058,4188640.199999999720603,4831794.359999999403954,13515644.859999999403954
20190820,4488840.040000000968575,4162397.820000000298023,4777947.800000000745058,13429186.660000002011657
20190821,4534863.080000000074506,4223630.039999999105930,4790003.000000000000000,13548497.119999999180436
20190822,4509796.960000000894070,4214396.609999999403954,4798843.480000000447035,13523038.050000000745058
20190823,4410559.780000001192093,4127893.949999999720603,4714457.080000000074506,13252911.810000000521541
20190826,4456788.280000001192093,4173575.129999999888241,4794825.080000000074506,13425189.490000000223517
20190827,4439118.720000000670552,4156080.209999999962747,4844251.400000000372529,13439451.330000000074506
20190828,4480621.640000000596046,4202733.330000000074506,4878407.800000000745058,13561763.770000001415610
20190829,4531370.259999999776483,4214396.609999999403954,4869567.320000000298023,13615335.189999999478459
20190830,4478567.040000000968575,4202247.359999999403954,4831392.519999999552965,13512207.919999999925494
