代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,13494249.580000001937151
真實報酬,3494249.580000001937151

夏普值報酬,0.340724958000000
夏普值風險,0.106024486104394
夏普值,3.213644041287930

預期報酬,18709.229465581349359
風險,339304.674691004503984
趨勢值,0.055139910708921
找到最佳解世代,2258
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,3
AAPL[0](1),MCD[15](10),UNH[23](19),
20100225,4727271.000000000000000,3732822.089999999850988,4463569.799999999813735,12923663.890000000596046
20100226,4787877.000000000000000,3702092.160000000149012,4518280.200000000186265,13008250.359999999403954
20100301,4891071.000000000000000,3709629.689999999944121,4542299.399999999441206,13143001.089999999850988
20100302,4887795.000000000000000,3714847.979999999515712,4530289.799999999813735,13132933.780000001192093
20100303,4897623.000000000000000,3689336.340000000316650,4550305.799999999813735,13137266.140000000596046
20100304,4930383.000000000000000,3677740.140000000130385,4396849.799999999813735,13004973.940000001341105
20100305,5123667.000000000000000,3691655.580000000074506,4502267.400000000372529,13317590.980000000447035
20100308,5126943.000000000000000,3775728.030000000260770,4416865.799999999813735,13319537.830000001937151
20100309,5218671.000000000000000,3774568.409999999683350,4414197.000000000000000,13407437.410000000149012
20100310,5261259.000000000000000,3765291.449999999720603,4435547.400000000372529,13462098.849999999627471
20100311,5276001.000000000000000,3780946.319999999832362,4470241.799999999813735,13527190.120000001043081
20100312,5302209.000000000000000,3799500.240000000223517,4391512.199999999254942,13493222.439999999478459
20100315,5238327.000000000000000,3822692.640000000596046,4340805.000000000000000,13401825.640000000596046
20100316,5251431.000000000000000,3830809.979999999515712,4410193.799999999813735,13492435.780000001192093
20100317,5244879.000000000931323,3848784.089999999850988,4370161.799999999813735,13463825.890000000596046
20100318,5256345.000000000931323,3866178.390000000596046,4482251.400000000372529,13604775.790000000968575
20100319,5200653.000000000000000,3857481.240000000223517,4589003.399999999441206,13647138.640000000596046
20100322,5259621.000000000000000,3885312.120000000577420,4443553.799999999813735,13588487.920000001788139
20100323,5343159.000000000000000,3905025.659999999683350,4424872.199999999254942,13673057.859999999403954
20100324,5367729.000000000931323,3873136.109999999869615,4366158.599999999627471,13607024.710000000894070
20100325,5303847.000000000000000,3878934.210000000428408,4419534.599999999627471,13602316.810000000521541
20100326,5403765.000000000000000,3899807.370000000577420,4354149.000000000000000,13657722.370000001043081
20100329,5438163.000000000000000,3888790.979999999515712,4382171.400000000372529,13709126.380000000819564
20100330,5518425.000000000000000,3898647.749999999534339,4411528.200000000186265,13828601.949999999254942
20100331,5498769.000000000000000,3868497.629999999888241,4359486.599999999627471,13726754.229999998584390
20100401,5521701.000000000000000,3918361.290000000037253,4402187.400000000372529,13842250.689999999478459
20100405,5580669.000000000000000,3944452.740000000223517,4422203.399999999441206,13947326.140000000596046
20100406,5605239.000000000000000,3931696.920000000391155,4458232.199999999254942,13995169.119999999180436
20100407,5629809.000000000000000,3925319.010000000242144,4394181.000000000000000,13949310.009999999776483
20100408,5615067.000000000000000,3986778.870000000577420,4352814.599999999627471,13954661.470000000670552
20100409,5657655.000000000000000,3982140.390000000596046,4304776.199999999254942,13944572.589999999850988
20100412,5669121.000000000000000,3973443.240000000223517,4304776.199999999254942,13947341.439999999478459
20100413,5672397.000000000000000,3996055.830000000074506,4291432.199999999254942,13959886.029999999329448
20100414,5749383.000000000000000,4025046.330000000074506,4143313.799999999813735,13917744.129999998956919
20100415,5824731.000000000000000,4009971.270000000018626,4087268.999999999534339,13921972.269999999552965
20100416,5788695.000000000931323,4002433.740000000223517,4100613.000000000000000,13891742.740000002086163
20100419,5782143.000000000000000,4054036.830000000074506,4167333.000000000000000,14003513.830000000074506
20100420,5723175.000000000000000,4078388.850000000093132,4133973.000000000000000,13935537.849999999627471
20100421,6065517.000000000000000,4079548.470000000204891,4037896.200000000186265,14182962.670000001788139
20100422,6235869.000000000000000,4118395.740000000223517,4064584.199999999720603,14418849.939999999478459
20100423,6337425.000000000000000,4125353.460000000428408,4129969.799999999813735,14592749.260000001639128
20100426,6306303.000000000000000,4117815.929999999701977,3983185.799999999813735,14407305.730000000447035
20100427,6131037.000000000000000,4089405.240000000223517,3976513.799999999813735,14196957.039999999105930
20100428,6121209.000000000000000,4078388.850000000093132,4061915.399999999906868,14261514.250000000000000
20100429,6286647.000000000000000,4146806.429999999701977,4176673.799999999813735,14610128.230000000447035
20100430,6109743.000000000000000,4092884.100000000093132,4044568.199999999720603,14247196.299999998882413
20100503,6232593.000000000000000,4141008.330000000074506,4037896.200000000186265,14411498.530000001192093
20100504,6052413.000000000000000,4095783.149999999906868,3935147.399999999441206,14083344.550000000745058
20100505,5990169.000000000000000,4096942.770000000018626,4003201.799999999813735,14090314.570000000298023
20100506,5762487.000000000000000,4025046.330000000074506,3901787.399999999441206,13689321.730000000447035
20100507,5518425.000000000000000,3943293.120000000577420,3872430.599999999627471,13334149.720000000670552
20100510,5942667.000000000000000,4092304.290000000037253,3987188.999999999534339,14022161.289999999105930
20100511,6003273.000000000000000,4086506.190000000409782,3983185.799999999813735,14072965.990000002086163
20100512,6132675.000000000000000,4097522.580000000074506,4045902.599999999627471,14276101.179999999701977
20100513,6045860.999999999068677,4087665.810000000055879,4027221.000000000000000,14160748.809999998658895
20100514,5939391.000000000000000,4034903.100000000093132,4055243.399999999906868,14029538.500000000000000
20100517,5949219.000000000000000,4066792.649999999906868,4061915.399999999906868,14077928.050000000745058
20100518,5904993.000000000000000,4059834.929999999701977,4027221.000000000000000,13992049.929999999701977
20100519,5811626.999999999068677,4023886.710000000428408,4001867.399999999441206,13837382.109999999403954
20100520,5564289.000000000000000,3922999.770000000018626,3864424.199999999720603,13351713.969999998807907
20100521,5670759.000000000000000,3934595.970000000204891,3829729.799999999813735,13435085.769999999552965
20100524,5773953.000000000000000,3922999.770000000018626,3847076.999999999534339,13544030.769999999552965
20100525,5737917.000000000000000,3933436.350000000093132,3852414.600000000093132,13523768.949999999254942
20100526,5711709.000000000000000,3827331.120000000577420,3841739.399999999906868,13380780.520000001415610
20100527,5927925.000000000000000,3896328.510000000242144,3912462.599999999627471,13736717.109999999403954
20100528,6011463.000000000000000,3877194.780000000260770,3879102.599999999627471,13767761.380000000819564
20100601,6103191.000000000000000,3847624.470000000204891,3867093.000000000000000,13817909.470000000670552
20100602,6176901.000000000000000,3929377.679999999701977,3991192.199999999720603,14097471.879999998956919
20100603,6157245.000000000931323,3934016.159999999683350,4064584.199999999720603,14155846.359999999403954
20100604,5990169.000000000000000,3867338.010000000242144,4048571.399999999906868,13906079.410000000149012
20100607,5872233.000000000000000,3870237.060000000055879,4064584.199999999720603,13807055.259999999776483
20100608,5834559.000000000000000,3964746.089999999850988,4121963.399999999906868,13921269.490000000223517
20100609,5690415.000000000000000,3957788.370000000577420,4073925.000000000000000,13722129.370000001043081
20100610,5862405.000000000000000,4022147.280000000260770,4096609.799999999813735,13981163.080000001937151
20100611,5932839.000000000000000,4032004.050000000279397,4092606.600000000093132,14057450.650000000372529
20100614,5950857.000000000000000,4018088.609999999869615,4081931.399999999906868,14050878.009999999776483
20100615,6076983.000000000000000,4081867.710000000428408,4161995.399999999906868,14320847.110000001266599
20100616,6253887.000000000000000,4075489.800000000279397,4188683.399999999906868,14518061.200000001117587
20100617,6361995.000000000931323,4061574.359999999869615,4203361.799999999813735,14626932.160000000149012
20100618,6412773.000000000000000,4051717.589999999850988,4180676.999999999534339,14645168.589999999850988
20100621,6322683.000000000000000,4054036.830000000074506,4156657.799999999813735,14533378.629999998956919
20100622,6407859.000000000000000,3979821.149999999906868,4088603.399999999906868,14476284.550000000745058
20100623,6340701.000000000000000,3979241.339999999850988,4031224.199999999720603,14351167.539999999105930
20100624,6294837.000000000000000,3927058.440000000409782,3971176.200000000186265,14193072.640000000596046
20100625,6240783.000000000000000,3909084.330000000074506,3987188.999999999534339,14137057.330000000074506
20100628,6278457.000000000000000,3903866.040000000037253,3895115.399999999906868,14077439.439999999478459
20100629,5995083.000000000000000,3853422.569999999832362,3820388.999999999534339,13668895.570000000298023
20100630,5885337.000000000000000,3819213.780000000260770,3789697.799999999813735,13494249.580000001937151
