代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,14124366.720000000670552
真實報酬,4124366.720000000670552

夏普值報酬,0.403736672000000
夏普值風險,0.106287374158367
夏普值,3.798538398346688

預期報酬,18002.456774597420008
風險,186902.242249161761720
趨勢值,0.096320175499008
找到最佳解世代,2089
找到最佳解實驗#,1
找到最佳解次數,38

stock[index](rank)
投資組合檔數,4
HD[9](1),JPM[13](3),PFE[20](10),V[25](2),
20121227,2925928.790000000037253,3029857.720000000204891,2614392.300000000279397,2893552.679999999701977,11463731.490000000223517
20121228,2905806.169999999925494,3002774.560000000055879,2588394.050000000279397,2878833.189999999478459,11375807.970000000670552
20121231,2963299.370000000111759,3053468.679999999701977,2608152.720000000204891,2936161.729999999515712,11561082.500000000000000
20130102,3041394.299999999813735,3101385.039999999571592,2694466.910000000149012,3009759.179999999701977,11847005.429999999701977
20130103,3032770.319999999832362,3095135.080000000074506,2688227.330000000540167,3012083.309999999590218,11828216.039999999105930
20130104,3027021.000000000000000,3149995.839999999850988,2699666.560000000521541,3036099.319999999366701,11912782.719999998807907
20130107,3010731.260000000242144,3153468.039999999571592,2701746.420000000391155,3057791.199999999720603,11923736.919999999925494
20130108,3028937.439999999944121,3159718.000000000000000,2705906.140000000130385,3086455.469999999739230,11981017.050000000745058
20130109,3026541.890000000130385,3157634.679999999701977,2752702.990000000223517,3133712.779999999795109,12070592.339999999850988
20130110,3048101.839999999850988,3204856.600000000093132,2782860.960000000428408,3108922.059999999590218,12144741.460000000894070
20130111,3051934.720000000204891,3204162.160000000149012,2757902.640000000130385,3121317.419999999459833,12135316.940000001341105
20130114,3041394.299999999813735,3186106.720000000204891,2780781.100000000093132,3111246.189999999478459,12119528.309999998658895
20130115,3063912.470000000204891,3218745.399999999906868,2768301.940000000409782,3107372.639999999664724,12158332.449999999254942
20130116,3059600.479999999981374,3251384.080000000074506,2767262.010000000242144,3102724.379999999422580,12180970.949999999254942
20130117,3116614.569999999832362,3224995.359999999869615,2790140.470000000204891,3096526.699999999720603,12228277.099999999627471
20130118,3136737.189999999944121,3226384.240000000223517,2759982.500000000000000,3065538.299999999813735,12188642.230000000447035
20130122,3150152.270000000018626,3231939.759999999776483,2774541.520000000018626,3080257.789999999571592,12236891.339999997988343
20130123,3184169.079999999608845,3210412.119999999646097,2771421.729999999981374,3080257.789999999571592,12246260.719999998807907
20130124,3226809.869999999646097,3220134.279999999795109,2792220.330000000540167,3090329.019999999552965,12329493.500000000000000
20130125,3249328.039999999571592,3274995.039999999571592,2807819.280000000260770,3095751.989999999757856,12427894.349999999627471
20130128,3237829.399999999906868,3238884.160000000149012,2791180.400000000372529,3028352.219999999739230,12296246.179999999701977
20130129,3219623.220000000204891,3272217.279999999795109,2880614.380000000353903,3034549.899999999906868,12407004.780000001192093
20130130,3221539.659999999683350,3272911.720000000204891,2860855.710000000428408,3002012.079999999608845,12357319.169999999925494
20130131,3206208.140000000130385,3267356.199999999720603,2836937.320000000298023,3058565.909999999217689,12369067.570000000298023
20130201,3224414.319999999832362,3322911.399999999906868,2873334.870000000111759,3070961.269999999552965,12491621.859999999403954
20130204,3179377.979999999981374,3311105.919999999925494,2825498.090000000316650,3033775.189999999478459,12349757.179999999701977
20130205,3180815.310000000055879,3388188.759999999776483,2860855.710000000428408,3089554.309999999590218,12519414.089999999850988
20130206,3194230.390000000130385,3375688.839999999850988,2841097.040000000502914,3115119.739999999757856,12526136.010000001639128
20130207,3176982.430000000167638,3349300.119999999646097,2803659.560000000521541,3042297.000000000000000,12372239.109999999403954
20130208,3210520.130000000353903,3377077.720000000204891,2795340.120000000111759,3056241.779999999795109,12439179.750000000000000
20130211,3180336.199999999720603,3379161.039999999571592,2822378.300000000279397,3027577.509999999310821,12409453.049999998882413
20130212,3225372.539999999571592,3412494.160000000149012,2806779.350000000093132,3036874.029999999795109,12481520.079999998211861
20130213,3231600.970000000204891,3380549.919999999925494,2807819.280000000260770,2997363.819999999366701,12417333.990000002086163
20130214,3226330.760000000242144,3418049.679999999701977,2814058.860000000335276,3020605.119999999646097,12479044.419999999925494
20130215,3234954.739999999757856,3394438.720000000204891,2837977.250000000000000,3060115.329999999608845,12527486.040000000968575
20130219,3236392.069999999832362,3434021.800000000279397,2881654.310000000521541,3052368.229999999515712,12604436.410000000149012
20130220,3183210.859999999869615,3375688.839999999850988,2867095.290000000502914,3009759.179999999701977,12435754.169999999925494
20130221,3084514.199999999720603,3350689.000000000000000,2850456.410000000149012,3049269.389999999664724,12334929.000000000000000
20130222,3142007.399999999906868,3396522.039999999571592,2847336.620000000111759,3088004.889999999664724,12473870.949999999254942
20130225,3062475.140000000130385,3312494.800000000279397,2791180.400000000372529,3019055.699999999720603,12185206.039999999105930
20130226,3236871.180000000167638,3305550.399999999906868,2810939.070000000298023,3057016.489999999757856,12410377.140000000596046
20130227,3260826.680000000167638,3422216.320000000298023,2850456.410000000149012,3096526.699999999720603,12630026.109999999403954
20130228,3281907.520000000018626,3397216.479999999981374,2846296.690000000409782,3072510.689999999478459,12597931.380000000819564
20130301,3307300.350000000093132,3396522.039999999571592,2848376.550000000279397,3061664.750000000000000,12613863.689999999478459
20130304,3367668.210000000428408,3409716.399999999906868,2879574.450000000186265,3089554.309999999590218,12746513.370000001043081
20130305,3376292.189999999944121,3436799.560000000055879,2919091.790000000502914,3104273.799999999813735,12836457.339999999850988
20130306,3376771.300000000279397,3474299.320000000298023,2924291.440000000409782,3119768.000000000000000,12895130.060000002384186
20130307,3365751.770000000018626,3515965.720000000204891,2939890.390000000130385,3108922.059999999590218,12930529.940000001341105
20130308,3419412.090000000316650,3486104.800000000279397,2931570.950000000186265,3112020.899999999906868,12949108.740000000223517
20130311,3417016.539999999571592,3505549.119999999646097,2937810.530000000260770,3122092.129999999422580,12982468.319999998435378
20130312,3389707.270000000018626,3491660.320000000298023,2905572.700000000186265,3094977.279999999795109,12881917.569999998435378
20130313,3390186.380000000353903,3483327.039999999571592,2913892.140000000130385,3086455.469999999739230,12873861.030000001192093
20130314,3365272.659999999683350,3541660.000000000000000,2923251.510000000242144,3112020.899999999906868,12942205.070000000298023
20130315,3308258.569999999832362,3473604.880000000353903,2913892.140000000130385,3070961.269999999552965,12766716.859999999403954
20130318,3322631.869999999646097,3438188.439999999944121,2915972.000000000000000,3061664.750000000000000,12738457.059999998658895
20130319,3295801.710000000428408,3416660.800000000279397,2910772.350000000093132,3021379.829999999608845,12644614.690000001341105
20130320,3300113.699999999720603,3411105.279999999795109,2941970.250000000000000,3085680.759999999310821,12738869.990000000223517
20130321,3303467.470000000204891,3357633.399999999906868,2923251.510000000242144,3056241.779999999795109,12640594.160000000149012
20130322,3332693.180000000167638,3387494.320000000298023,2951329.620000000111759,3100400.250000000000000,12771917.370000001043081
20130325,3328381.189999999944121,3369438.880000000353903,2928451.160000000149012,3176321.829999999608845,12802593.060000000521541
20130326,3356169.569999999832362,3377772.160000000149012,2974208.080000000540167,3243721.599999999627471,12951871.410000000149012
20130327,3337005.170000000391155,3317355.880000000353903,2978367.800000000279397,3266962.899999999906868,12899691.750000001862645
20130328,3343233.600000000093132,3295828.240000000223517,3001246.260000000242144,3289429.489999999757856,12929737.589999999850988
20130401,3337963.390000000130385,3321522.520000000018626,2999166.400000000372529,3241397.469999999739230,12900049.780000001192093
20130402,3402643.239999999757856,3352772.320000000298023,3039723.670000000391155,3253018.119999999646097,13048157.349999999627471
20130403,3371021.979999999981374,3253467.399999999906868,3018925.070000000298023,3191041.319999999366701,12834455.769999999552965
20130404,3386832.609999999869615,3297911.560000000055879,3032444.160000000149012,3224353.849999999627471,12941542.179999999701977
20130405,3356648.680000000167638,3327078.039999999571592,3026204.580000000540167,3198788.419999999459833,12908719.720000000670552
20130408,3412225.439999999944121,3373605.520000000018626,3032444.160000000149012,3220480.299999999813735,13038755.420000001788139
20130409,3411267.220000000204891,3380549.919999999925494,3027244.510000000242144,3191041.319999999366701,13010102.969999998807907
20130410,3434743.609999999869615,3420133.000000000000000,3111478.840000000316650,3234425.079999999608845,13200780.529999999329448
20130411,3444804.920000000391155,3424299.640000000130385,3186353.800000000279397,3246820.439999999478459,13302278.800000000745058
20130412,3527211.840000000316650,3403466.439999999944121,3189473.590000000316650,3210409.069999999366701,13330560.940000001341105
20130415,3460615.550000000279397,3328466.919999999925494,3166595.130000000353903,3123641.549999999813735,13079319.150000002235174
20130416,3471635.079999999608845,3367355.560000000055879,3217551.700000000186265,3190266.609999999403954,13246808.949999999254942
20130417,3487924.819999999832362,3249300.759999999776483,3210272.190000000409782,3142234.589999999850988,13089732.359999999403954
20130418,3472593.300000000279397,3238884.160000000149012,3181154.150000000372529,3125965.679999999701977,13018597.290000000968575
20130419,3545418.020000000018626,3279856.119999999646097,3230030.860000000335276,3175547.119999999646097,13230852.119999999180436
20130422,3538710.479999999981374,3288189.399999999906868,3216511.770000000018626,3167025.309999999590218,13210436.960000000894070
20130423,3515713.199999999720603,3345133.479999999981374,3232110.720000000204891,3208859.649999999906868,13301817.050000000745058
20130424,3510922.100000000093132,3383327.679999999701977,3182194.080000000540167,3235974.500000000000000,13312418.359999999403954
20130425,3515234.090000000316650,3402772.000000000000000,3146836.460000000428408,3268512.319999999366701,13333354.870000001043081
20130426,3514275.869999999646097,3394438.720000000204891,3129157.650000000372529,3239073.339999999850988,13276945.580000000074506
20130429,3529607.390000000130385,3397216.479999999981374,3164515.270000000018626,3252243.409999999217689,13343582.550000000745058
20130430,3514275.869999999646097,3403466.439999999944121,3023084.790000000502914,3263089.349999999627471,13203916.449999999254942
20130501,3486008.380000000353903,3334022.439999999944121,3005405.979999999981374,3215832.039999999571592,13041268.839999999850988
20130502,3513317.649999999906868,3338883.520000000018626,3043883.390000000130385,3397114.179999999701977,13293198.740000000223517
20130503,3543501.579999999608845,3303467.080000000074506,3011645.560000000521541,3477684.019999999552965,13336298.240000000223517
20130506,3605785.880000000353903,3345827.919999999925494,2986687.240000000223517,3464513.949999999720603,13402814.990000000223517
20130507,3596682.789999999571592,3412494.160000000149012,3018925.070000000298023,3482332.279999999795109,13510434.299999998882413
20130508,3613451.640000000130385,3455549.439999999944121,2987727.170000000391155,3472261.049999999813735,13528989.300000000745058
20130509,3635011.590000000316650,3405549.759999999776483,2974208.080000000540167,3459090.979999999515712,13473860.410000000149012
20130510,3641719.130000000353903,3399994.240000000223517,2986687.240000000223517,3462189.819999999366701,13490590.429999999701977
20130513,3673340.390000000130385,3449299.479999999981374,3054282.690000000409782,3465288.659999999217689,13642211.219999998807907
20130514,3704482.539999999571592,3488188.119999999646097,3057402.479999999981374,3492403.509999999310821,13742476.649999998509884
20130515,3731312.699999999720603,3547909.960000000428408,3074041.360000000335276,3520293.069999999366701,13873557.089999999850988
20130516,3677173.270000000018626,3539576.679999999701977,3041803.530000000260770,3482332.279999999795109,13740885.759999999776483
20130517,3682443.479999999981374,3631937.199999999720603,3011645.560000000521541,3574522.769999999552965,13900549.009999999776483
20130520,3677652.380000000353903,3631242.759999999776483,2984607.380000000353903,3517194.229999999515712,13810696.750000000000000
20130521,3771078.829999999608845,3681936.880000000353903,2992926.820000000298023,3516419.519999999552965,13962362.050000000745058
20130522,3818031.609999999869615,3724297.720000000204891,3047003.180000000167638,3489304.669999999459833,14078637.179999999701977
20130523,3780661.029999999795109,3704853.399999999906868,3027244.510000000242144,3449794.459999999497086,13962553.399999998509884
20130524,3784493.909999999683350,3726381.039999999571592,3019965.000000000000000,3494727.639999999664724,14025567.589999999850988
20130528,3824260.039999999571592,3791658.399999999906868,3016845.210000000428408,3486980.539999999571592,14119744.189999999478459
20130529,3808449.409999999683350,3796519.479999999981374,2940930.320000000298023,3450569.169999999459833,13996468.380000000819564
20130530,3806053.859999999869615,3862491.279999999795109,2937810.530000000260770,3506348.289999999571592,14112703.959999999031425
20130531,3768683.279999999795109,3790963.960000000428408,2831737.670000000391155,3450569.169999999459833,13841954.080000000074506
20130603,3788805.899999999906868,3784019.560000000055879,2885814.030000000260770,3490079.379999999422580,13948718.869999999180436
20130604,3671423.949999999720603,3752769.759999999776483,2876454.660000000149012,3490079.379999999422580,13790727.749999998137355
20130605,3598120.119999999646097,3682631.320000000298023,2857735.920000000391155,3432750.839999999850988,13571238.199999999254942
20130606,3701607.880000000353903,3715270.000000000000000,2923251.510000000242144,3473810.469999999739230,13813939.859999999403954
20130607,3772516.159999999683350,3768741.880000000353903,2938850.460000000428408,3485431.119999999646097,13965539.619999999180436
20130610,3724126.050000000279397,3774991.839999999850988,2950289.690000000409782,3531139.009999999310821,13980546.590000001713634
20130611,3718376.729999999981374,3714575.560000000055879,2955489.340000000316650,3480008.149999999906868,13868449.780000001192093
20130612,3660404.420000000391155,3693047.919999999925494,2956529.270000000018626,3469936.919999999459833,13779918.529999999329448
20130613,3666632.850000000093132,3761797.479999999981374,3024124.720000000204891,3529589.589999999850988,13982144.640000000596046
20130614,3669507.510000000242144,3689575.720000000204891,3025164.650000000372529,3504024.159999999217689,13888272.039999999105930
20130617,3647947.560000000055879,3739575.399999999906868,3032444.160000000149012,3531913.719999999739230,13951880.839999999850988
20130618,3698254.109999999869615,3757630.839999999850988,3057402.479999999981374,3563676.829999999608845,14076964.259999999776483
20130619,3637886.250000000465661,3718742.199999999720603,3026204.580000000540167,3537336.689999999478459,13920169.720000000670552
20130620,3539189.590000000316650,3644437.119999999646097,2978367.800000000279397,3456766.849999999627471,13618761.359999999403954
20130621,3536794.039999999571592,3608326.240000000223517,2959649.060000000521541,3476909.309999999590218,13581678.649999998509884
20130624,3521941.630000000353903,3536104.479999999981374,2881654.310000000521541,3452893.299999999813735,13392593.720000002533197
20130625,3552125.560000000055879,3616659.520000000018626,2910772.350000000093132,3495502.349999999627471,13575059.779999999329448
20130626,3625429.390000000130385,3645826.000000000000000,2922211.580000000540167,3537336.689999999478459,13730803.660000000149012
20130627,3654175.989999999757856,3690964.600000000093132,2930531.020000000018626,3569099.799999999813735,13844771.410000000149012
20130628,3711669.189999999944121,3665964.759999999776483,2912852.210000000428408,3539660.819999999366701,13830146.980000000447035
20130701,3682922.590000000316650,3645131.560000000055879,2888933.820000000298023,3587692.839999999850988,13804680.810000000521541
20130702,3704003.430000000167638,3666659.199999999720603,2880614.380000000353903,3587692.839999999850988,13838969.849999999627471
20130703,3724126.050000000279397,3664575.880000000353903,2875414.729999999981374,3622554.789999999571592,13886671.449999999254942
20130705,3750956.210000000428408,3749297.560000000055879,2908692.490000000223517,3695377.529999999795109,14104323.790000000968575
20130708,3795513.439999999944121,3798602.800000000279397,2925331.370000000111759,3643471.959999999497086,14162919.569999998435378
20130709,3818510.720000000204891,3811797.160000000149012,2948209.830000000540167,3625653.629999999422580,14204171.339999999850988
20130710,3804137.420000000391155,3807630.520000000018626,2957569.200000000186265,3616357.109999999403954,14185694.250000000000000
20130711,3826176.479999999981374,3829158.160000000149012,2991886.890000000130385,3679108.619999999646097,14326330.150000000372529
20130712,3858755.960000000428408,3817352.679999999701977,2996046.610000000335276,3693828.109999999403954,14365983.359999999403954
20130715,3852048.420000000391155,3811797.160000000149012,2993966.750000000000000,3684531.589999999850988,14342343.919999999925494
20130716,3843424.439999999944121,3820130.439999999944121,2982527.520000000018626,3668262.679999999701977,14314345.080000000074506
20130717,3853964.859999999869615,3838185.880000000353903,2982527.520000000018626,3672910.939999999478459,14347589.199999999254942
20130718,3833842.239999999757856,3914574.279999999795109,2962768.850000000093132,3699251.079999999608845,14410436.449999999254942
20130719,3827613.810000000055879,3899991.039999999571592,3025164.650000000372529,3678333.909999999217689,14431103.410000000149012
20130722,3832884.020000000018626,3927768.640000000130385,3052202.830000000540167,3703899.339999999850988,14516754.830000000074506
20130723,3841987.109999999869615,3935407.479999999981374,3059482.340000000316650,3652768.479999999515712,14489645.410000000149012
20130724,3845819.989999999757856,3932629.720000000204891,3044923.320000000298023,3617131.819999999366701,14440504.850000001490116
20130725,3784493.909999999683350,3923602.000000000000000,3035563.950000000186265,3768974.979999999515712,14512634.839999999850988
20130726,3772516.159999999683350,3892352.199999999720603,3054282.690000000409782,3741860.129999999422580,14461011.179999999701977
