代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,14137471.109999999403954
真實報酬,4137471.109999999403954

夏普值報酬,0.405047111000000
夏普值風險,0.103813666144233
夏普值,3.901674278964873

預期報酬,16854.671519561466994
風險,353222.617377467977349
趨勢值,0.047716852461772
找到最佳解世代,2290
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,3
AAPL[0](1),MCD[15](3),VZ[26](8),
20100223,3419581.669999999459833,3463611.920000000391155,3255785.479999999981374,10138980.070000000298023
20100224,3482749.709999999962747,3484435.190000000409782,3281230.759999999776483,10248416.660000000149012
20100225,3505830.339999999385327,3437449.350000000093132,3271537.319999999832362,10214818.009999999776483
20100226,3550776.829999999608845,3409151.060000000521541,3277595.719999999739230,10237524.609999999403954
20100301,3627307.339999999385327,3416092.149999999906868,3283654.120000000111759,10327054.609999999403954
20100302,3624877.799999999813735,3420897.520000000018626,3315157.799999999813735,10360934.120000001043081
20100303,3632166.419999999459833,3397404.600000000558794,3299405.959999999962747,10328977.980000000447035
20100304,3656461.819999999832362,3386726.000000000000000,3316369.479999999981374,10359558.300000000745058
20100305,3799804.679999999701977,3399540.320000000298023,3311522.759999999776483,10510868.759999999776483
20100308,3802234.219999999739230,3476960.170000000391155,3356354.919999999925494,10635550.310000000521541
20100309,3870261.339999999385327,3475892.310000000055879,3387858.600000000093132,10734013.250000000000000
20100310,3901845.359999999403954,3467349.430000000167638,3369683.399999999906868,10738879.189999999478459
20100311,3912778.289999999571592,3481765.540000000037253,3380588.519999999552965,10775133.349999999627471
20100312,3932214.609999999403954,3498851.300000000279397,3368471.719999999739230,10799538.629999998956919
20100315,3884838.579999999608845,3520208.500000000465661,3383011.879999999888241,10788059.960000000894070
20100316,3894556.739999999757856,3527683.520000000018626,3390281.959999999962747,10812523.219999998807907
20100317,3889697.660000000149012,3544235.350000000093132,3415727.239999999757856,10849661.250000000000000
20100318,3898201.050000000279397,3560253.250000000465661,3432690.759999999776483,10891146.060000000521541
20100319,3856898.869999999646097,3552244.300000000279397,3444807.559999999590218,10853951.730000000447035
20100322,3900630.589999999385327,3577872.940000000409782,3472676.199999999720603,10951180.729999998584390
20100323,3962583.859999999403954,3596026.560000000055879,3509026.600000000093132,11067638.019999999552965
20100324,3980805.410000000149012,3566660.410000000149012,3450865.959999999962747,10998332.780000001192093
20100325,3933429.379999999888241,3571999.710000000428408,3433902.439999999944121,10939332.529999999329448
20100326,4007530.350000000093132,3591221.190000000409782,3439960.839999999850988,11038713.380000000819564
20100329,4033040.520000000018626,3581076.520000000018626,3449654.279999999795109,11063772.320000000298023
20100330,4092564.249999999534339,3590153.330000000074506,3538106.919999999925494,11220825.500000000000000
20100331,4077987.009999999776483,3562388.970000000204891,3513873.319999999832362,11154250.300000000745058
20100401,4094993.789999999571592,3608306.950000000186265,3542953.639999999664724,11246255.379999998956919
20100405,4138725.509999999776483,3632333.800000000279397,3563552.199999999720603,11334612.509999999776483
20100406,4156947.059999999590218,3620587.340000000316650,3534471.879999999888241,11312007.280000001192093
20100407,4175168.609999999403954,3614714.110000000335276,3425420.679999999701977,11215304.399999998509884
20100408,4164235.679999999701977,3671310.690000000409782,3416938.919999999925494,11252486.289999999105930
20100409,4195819.699999999254942,3667039.250000000465661,3407245.479999999981374,11270105.429999999701977
20100412,4204323.089999999850988,3659030.300000000279397,3391493.639999999664724,11254848.030000001192093
20100413,4206752.630000000819564,3679853.570000000298023,3406033.799999999813735,11292641.000000000000000
20100414,4263846.820000000298023,3706550.070000000298023,3381800.199999999720603,11352198.089999999850988
20100415,4319726.240000000223517,3692667.890000000130385,3346661.479999999981374,11359056.610000001266599
20100416,4293001.300000000745058,3685726.800000000279397,3351508.199999999720603,11330237.300000000745058
20100419,4288142.219999998807907,3733246.570000000298023,3368471.719999999739230,11389861.509999997913837
20100420,4244410.500000000000000,3755671.630000000353903,3370895.080000000074506,11370978.210000000894070
20100421,4498297.429999999701977,3756739.490000000223517,3349084.839999999850988,11604122.759999999776483
20100422,4624633.509999999776483,3792512.800000000279397,3316369.479999999981374,11733516.790000000968575
20100423,4699949.250000000000000,3798919.960000000428408,3290924.199999999720603,11789794.410000000149012
20100426,4676868.619999999180436,3791978.870000000111759,3278807.399999999906868,11747655.889999998733401
20100427,4546888.230000000447035,3765816.300000000279397,3256997.159999999683350,11569702.690000001341105
20100428,4539599.609999999403954,3755671.630000000353903,3299405.959999999962747,11594678.199999999254942
20100429,4662291.380000000819564,3818675.370000000111759,3310311.080000000074506,11791278.830000000074506
20100430,4531096.219999998807907,3769019.880000000353903,3273960.679999999701977,11574077.779999999329448
20100503,4622203.969999998807907,3813336.070000000298023,3317581.159999999683350,11753122.199999999254942
20100504,4488579.269999999552965,3771689.530000000260770,3256997.159999999683350,11517266.959999999031425
20100505,4442418.009999999776483,3772757.390000000130385,3248515.399999999906868,11463691.800000000745058
20100506,4273564.980000000447035,3706550.070000000298023,3173391.239999999757856,11153507.290000000968575
20100507,4092564.249999999534339,3631265.940000000409782,3193989.799999999813735,10917820.989999998360872
20100510,4407189.679999999701977,3768485.950000000186265,3241245.319999999832362,11416921.949999999254942
20100511,4452136.169999999925494,3763146.650000000372529,3217011.719999999739230,11432295.539999999105930
20100512,4548103.000000000000000,3773291.320000000298023,3250938.759999999776483,11572334.080000000074506
20100513,4483720.189999999478459,3764214.510000000242144,3249727.080000000074506,11497662.779999999329448
20100514,4404760.139999998733401,3715626.880000000353903,3230340.199999999720603,11350728.219999998807907
20100517,4412048.759999999776483,3744993.030000000260770,3247303.719999999739230,11404346.509999999776483
20100518,4379249.969999998807907,3738585.870000000111759,3219435.080000000074506,11337271.919999998062849
20100519,4310008.080000000074506,3705482.210000000428408,3230340.199999999720603,11245831.490000000223517
20100520,4126577.809999999590218,3612578.390000000130385,3144310.919999999925494,10883468.119999999180436
20100521,4205537.859999999403954,3623256.990000000223517,3167332.839999999850988,10996128.689999999478459
20100524,4282068.369999999180436,3612578.390000000130385,3114018.919999999925494,11008666.679999999701977
20100525,4255343.429999999701977,3622189.130000000353903,3104325.479999999981374,10981859.040000000968575
20100526,4235907.109999999403954,3524479.940000000409782,3051011.559999999590218,10811399.609999999403954
20100527,4396256.750000000000000,3588017.610000000335276,3124924.039999999571592,11109199.400000000372529
20100528,4458210.019999999552965,3570397.920000000391155,3117653.959999999962747,11146262.899999998509884
20100601,4526237.139999998733401,3543167.490000000223517,3082515.239999999757856,11151920.869999999180436
20100602,4580901.789999999105930,3618451.620000000111759,3124924.039999999571592,11324278.449999999254942
20100603,4566324.550000000745058,3622723.060000000055879,3130982.439999999944121,11320031.050000000745058
20100604,4442418.009999999776483,3561321.110000000335276,3082515.239999999757856,11086255.359999999403954
20100607,4354954.570000000298023,3563990.760000000242144,3067975.080000000074506,10986921.410000000149012
20100608,4327014.859999999403954,3651021.350000000093132,3135829.159999999683350,11113866.369999999180436
20100609,4220115.099999999627471,3644614.190000000409782,3146734.279999999795109,11011464.570000000298023
20100610,4347665.949999999254942,3703880.420000000391155,3210953.319999999832362,11262500.689999999478459
20100611,4399901.059999998658895,3712957.230000000447035,3235186.919999999925494,11348046.209999999031425
20100614,4413263.529999999329448,3700142.910000000149012,3243668.679999999701977,11357076.119999999180436
20100615,4506800.820000000298023,3758875.210000000428408,3298194.279999999795109,11563871.310000000521541
20100616,4637995.980000000447035,3753001.980000000447035,3305464.359999999869615,11696463.320000000298023
20100617,4718170.800000000745058,3740187.660000000149012,3295770.919999999925494,11754130.380000000819564
20100618,4755828.669999999925494,3731110.850000000093132,3299405.959999999962747,11786346.480000000447035
20100621,4689016.320000000298023,3733246.570000000298023,3292135.879999999888241,11714399.769999999552965
20100622,4752184.359999999403954,3664903.530000000260770,3292135.879999999888241,11709224.769999999552965
20100623,4702378.789999999105930,3664369.600000000093132,3322427.879999999888241,11689177.269999999552965
20100624,4668365.230000000447035,3616315.900000000372529,3281230.759999999776483,11565912.890000000596046
20100625,4628277.820000000298023,3599764.070000000298023,3233975.239999999757856,11462018.130000000819564
20100628,4656217.529999999329448,3594958.700000000186265,3252150.439999999944121,11503327.669999999925494
20100629,4446062.320000000298023,3548506.790000000037253,3242457.000000000000000,11237027.109999999403954
20100630,4364672.730000000447035,3517004.920000000391155,3174602.919999999925494,11056281.570000000298023
20100701,4312437.619999999180436,3561855.040000000037253,3186719.719999999739230,11061013.379999998956919
20100702,4285712.679999999701977,3531421.030000000260770,3248515.399999999906868,11065650.109999999403954
20100706,4314867.160000000149012,3529819.240000000223517,3224281.799999999813735,11068969.199999999254942
20100707,4488579.269999999552965,3593890.840000000316650,3213376.679999999701977,11295847.789999999105930
20100708,4478861.109999999403954,3685192.870000000111759,3244880.359999999869615,11408935.339999999850988
20100709,4505586.050000000745058,3695871.470000000204891,3229128.519999999552965,11430587.040000000968575
20100712,4465498.639999998733401,3734314.430000000167638,3209741.639999999664724,11409555.709999997168779
20100713,4369531.809999998658895,3782368.130000000353903,3258208.839999999850988,11410109.779999999329448
20100714,4385323.820000000298023,3785571.710000000428408,3252150.439999999944121,11423046.970000000670552
20100715,4363457.959999999031425,3808530.700000000186265,3247303.719999999739230,11419293.379999998956919
20100716,4336733.019999999552965,3734314.430000000167638,3233975.239999999757856,11305023.689999999478459
20100719,4261417.279999999329448,3732712.640000000130385,3237610.279999999795109,11231741.199999999254942
20100720,4370746.580000000074506,3783969.920000000391155,3231551.879999999888241,11386269.379999998956919
20100721,4412048.759999999776483,3743391.240000000223517,3213376.679999999701977,11368817.679999999701977
20100722,4494653.119999999180436,3812268.210000000428408,3271537.319999999832362,11578459.650000000372529
20100723,4510445.130000000819564,3732178.710000000428408,3395128.679999999701977,11637753.520000001415610
20100726,4499512.199999999254942,3783969.920000000391155,3426632.359999999869615,11710115.479999998584390
20100727,4583331.330000000074506,3758875.210000000428408,3464194.439999999944121,11806401.980000000447035
20100728,4528666.679999999701977,3725237.620000000111759,3502968.199999999720603,11756873.500000000000000
20100729,4478861.109999999403954,3704414.350000000093132,3499333.159999999683350,11682609.619999999180436
20100730,4464283.869999999180436,3723101.900000000372529,3521143.399999999906868,11708530.169999999925494
20100802,4544458.689999999478459,3750866.260000000242144,3581727.399999999906868,11877053.349999999627471
20100803,4545673.459999999031425,3761544.860000000335276,3579304.039999999571592,11886523.359999999403954
20100804,4563895.009999999776483,3774359.180000000167638,3562340.519999999552965,11900595.709999999031425
20100805,4542029.150000000372529,3761544.860000000335276,3580515.719999999739230,11884090.730000000447035
20100806,4514089.439999999478459,3830421.830000000074506,3580515.719999999739230,11925027.989999998360872
20100809,4542029.150000000372529,3893425.570000000298023,3618077.799999999813735,12053533.519999999552965
20100810,4501941.740000000223517,3889154.130000000353903,3637464.679999999701977,12028561.550000000745058
20100811,4341592.099999999627471,3821345.020000000018626,3581727.399999999906868,11744665.519999999552965
20100812,4369531.809999998658895,3847507.590000000316650,3673815.080000000074506,11890855.479999998584390
20100813,4323370.550000000745058,3838430.780000000260770,3638676.359999999869615,11800478.690000001341105
20100816,4297860.380000000819564,3833091.480000000447035,3630194.600000000093132,11761147.460000000894070
20100817,4373176.119999999180436,3909443.470000000204891,3655639.879999999888241,11938260.469999998807907
20100818,4391397.669999999925494,3911045.260000000242144,3653216.519999999552965,11955660.449999999254942
20100819,4336733.019999999552965,3896095.220000000204891,3588997.479999999981374,11821826.720000000670552
20100820,4331873.939999999478459,3901968.450000000186265,3558705.479999999981374,11792548.869999999180436
20100823,4265061.589999999850988,3915850.630000000353903,3563552.199999999720603,11744465.419999999925494
20100824,4164235.679999999701977,3882746.970000000204891,3570822.279999999795109,11617805.929999999701977
20100825,4215256.019999999552965,3907841.680000000167638,3593844.199999999720603,11716942.899999998509884
20100826,4170309.529999999329448,3906239.890000000130385,3574457.319999999832362,11651007.740000000223517
20100827,4193390.160000000149012,3950556.080000000074506,3615654.439999999944121,11759601.679999999701977
20100830,4207967.400000000372529,3883814.830000000074506,3567187.239999999757856,11658970.470000000670552
20100831,4218900.330000000074506,3900900.590000000316650,3578092.359999999869615,11697894.279999999329448
20100901,4344021.639999998733401,3979922.230000000447035,3666545.000000000000000,11990489.869999999180436
20100902,4375605.660000000149012,4005550.870000000111759,3648369.799999999813735,12029527.330000000074506
20100903,4491008.809999998658895,4009288.380000000353903,3659274.919999999925494,12159573.109999999403954
20100907,4474002.029999999329448,4047197.410000000149012,3661698.279999999795109,12182898.719999998807907
20100908,4562680.240000000223517,4062147.450000000186265,3690778.600000000093132,12315607.290000000968575
20100909,4565109.779999999329448,3970845.420000000391155,3736822.439999999944121,12272778.639999998733401
20100910,4571183.630000000819564,4005016.940000000409782,3734399.080000000074506,12310600.650000000372529
20100913,4634351.669999999925494,3981524.020000000018626,3744092.519999999552965,12359969.209999999031425
20100914,4651358.449999999254942,3947886.430000000167638,3745304.199999999720603,12344550.079999998211861
20100915,4689016.320000000298023,3988999.040000000037253,3779231.239999999757856,12457247.599999999627471
20100916,4799560.389999998733401,3993804.410000000149012,3807099.879999999888241,12600465.679999999701977
20100917,4778909.300000000745058,3968175.770000000018626,3838603.559999999590218,12585689.629999998956919
20100920,4914963.539999999105930,4010356.240000000223517,3888282.440000000409782,12813603.219999998807907
20100921,4924681.699999999254942,4031713.440000000409782,3916151.080000000074506,12872547.220000000670552
20100922,4993923.589999999850988,4011424.100000000093132,3924632.839999999850988,12929981.529999999329448
20100923,5013359.910000000149012,3985261.530000000260770,3897975.879999999888241,12896598.320000000298023
20100924,5072883.639999998733401,4009822.310000000055879,3954924.839999999850988,13037631.789999999105930
20100927,5052232.550000000745058,3991668.690000000409782,3981581.799999999813735,13025484.040000002831221
20100928,4978131.580000000074506,3984727.600000000093132,3964618.279999999795109,12927478.459999999031425
20100929,4986634.969999998807907,3975116.860000000335276,3957348.199999999254942,12919101.029999997466803
20100930,4924681.699999999254942,3978320.440000000409782,3948866.440000000409782,12851869.580000001937151
20101001,4902815.839999999850988,4000211.570000000298023,3985216.839999999850988,12888245.250000000000000
20101004,4836003.490000000223517,4001813.360000000335276,4002180.359999999869615,12839998.210000000894070
20101005,5014574.679999999701977,4048265.270000000018626,4067611.080000000074506,13130452.029999999329448
20101006,5002426.980000000447035,4025840.210000000428408,4028837.319999999832362,13057105.510000001639128
20101007,5019433.759999999776483,4050400.990000000223517,3990063.559999999590218,13059899.309999998658895
20101008,5103252.889999998733401,4063215.310000000055879,3977946.759999999776483,13144415.959999999031425
20101011,5125118.750000000000000,4035984.880000000353903,4002180.359999999869615,13163284.990000000223517
20101012,5180998.169999999925494,4035450.950000000186265,3942808.039999999571592,13159258.160000000149012
20101013,5208937.880000000819564,4044527.760000000242144,3902822.600000000093132,13156289.240000000223517
20101014,5246595.750000000000000,4113404.730000000447035,3930691.239999999757856,13290692.720000000670552
20101015,5461610.039999999105930,4136897.650000000372529,3929479.559999999590218,13527988.250000000000000
20101018,5518704.230000000447035,4128354.770000000018626,3948866.440000000409782,13595926.440000001341105
20101019,5370502.289999999105930,4110735.080000000074506,3896764.199999999254942,13378002.569999998435378
20101020,5388723.839999999850988,4133160.140000000130385,3954924.839999999850988,13476809.820000000298023
20101021,5371717.059999998658895,4188154.930000000167638,3940384.680000000167638,13500257.669999998062849
20101022,5335273.959999999031425,4194028.160000000149012,3888282.440000000409782,13417585.559999998658895
20101025,5359569.359999999403954,4202037.110000001266599,3919786.120000000111759,13481393.589999999850988
20101026,5346206.889999998733401,4205240.690000001341105,3937961.319999999832362,13489409.900000000372529
20101027,5342562.580000000074506,4136897.650000000372529,3939172.999999999534339,13418634.230000000447035
20101028,5297616.089999999850988,4136897.650000000372529,3927056.199999999254942,13361570.939999999478459
20101029,5223515.119999999180436,4152381.620000000111759,3935537.959999999497086,13311435.699999997392297
20101101,5278179.769999999552965,4158254.850000000093132,3925844.519999999552965,13362280.139999998733401
20101102,5368072.750000000000000,4186019.210000000428408,3974311.719999999273568,13528404.679999999701977
20101103,5428811.250000000000000,4191358.510000000242144,3997333.640000000130385,13617504.400000000372529
20101104,5523563.309999998658895,4227665.750000000000000,4061552.680000000167638,13812782.739999998360872
20101105,5502912.219999998807907,4234072.910000000149012,4050647.559999999590218,13787633.689999997615814
20101108,5529637.160000000149012,4234606.839999999850988,4019143.879999999888241,13783388.879999998956919
20101109,5484690.669999999925494,4223394.310000000521541,3999756.999999999534339,13707842.980000000447035
20101110,5518704.230000000447035,4244751.509999999776483,3980370.120000000111759,13743826.859999999403954
20101111,5495623.599999999627471,4255430.110000001266599,3953713.160000000149012,13704767.870000001043081
20101112,5344992.119999999180436,4210046.060000000521541,3945231.399999999906868,13500270.580000000074506
20101115,5327985.339999999850988,4221792.519999999552965,3970676.680000000167638,13520455.539999999105930
20101116,5233233.279999999329448,4133694.070000000298023,3900399.239999999757856,13267327.589999999850988
20101117,5215011.730000000447035,4184417.420000000391155,3918574.440000000409782,13318004.589999999850988
20101118,5352280.740000000223517,4219122.869999999180436,3956136.519999999552965,13527541.129999998956919
20101119,5323126.259999999776483,4252226.530000001192093,3948866.440000000409782,13524220.230000000447035
20101122,5438529.410000000149012,4245819.369999999180436,3937961.319999999832362,13622311.099999999627471
20101123,5357139.820000000298023,4218588.940000001341105,3924632.839999999850988,13500362.600000001490116
20101124,5462824.809999998658895,4243683.650000000372529,3919786.120000000111759,13626295.579999998211861
20101126,5466469.119999999180436,4193494.230000000447035,3902822.600000000093132,13562786.949999999254942
20101129,5499267.910000000149012,4178544.190000000409782,3865260.519999999552965,13543073.620000001043081
20101130,5399656.769999999552965,4180679.910000000149012,3878588.999999999534339,13458926.679999999701977
20101201,5490764.519999999552965,4233538.980000000447035,3919786.120000000111759,13644090.620000001043081
20101202,5521133.769999999552965,4238344.349999999627471,3967041.640000000130385,13726520.759999999776483
20101203,5508986.070000000298023,4258633.690000001341105,3986428.519999999552965,13754049.280000001192093
20101206,5556362.099999999627471,4249022.949999999254942,3985216.839999999850988,13790602.889999998733401
20101207,5522348.539999999105930,4289601.630000000819564,3992486.920000000391155,13804438.089999999850988
20101208,5570939.339999999850988,4204172.830000000074506,3996121.959999999497086,13771235.129999998956919
20101209,5549073.480000000447035,4143838.740000000223517,4066399.399999999906868,13759312.620000001043081
20101210,5562435.949999999254942,4141169.090000000316650,4124560.039999999571592,13828166.079999998211861
20101213,5581872.269999999552965,4117142.240000000223517,4133041.799999999813735,13832057.309999998658895
20101214,5558791.639999998733401,4117142.240000000223517,4200895.880000000819564,13876830.759999999776483
20101215,5560006.410000000149012,4110201.150000000372529,4196049.160000000149012,13866257.720000000670552
20101216,5574583.650000000372529,4095785.040000000037253,4211801.000000000000000,13882170.690000001341105
20101217,5563650.719999998807907,4101124.340000000316650,4197260.839999999850988,13862036.899999998509884
20101220,5591590.429999999701977,4106997.570000000298023,4209377.640000000596046,13907966.640000000596046
20101221,5625603.990000000223517,4103793.990000000223517,4233611.240000000223517,13963010.220000000670552
20101222,5642610.769999999552965,4111802.940000000409782,4262691.560000000521541,14017106.270000001415610
20101223,5615885.830000000074506,4109133.290000000037253,4294195.240000000223517,14019215.360000001266599
20101227,5634107.380000000819564,4080835.000000000465661,4301465.320000000298023,14016408.700000001117587
20101228,5648684.619999999180436,4080835.000000000465661,4316005.480000000447035,14045526.099999999627471
20101229,5645040.309999998658895,4110735.080000000074506,4311158.759999999776483,14066935.149999998509884
20101230,5617100.599999999627471,4098454.690000000409782,4308735.400000000372529,14024291.689999999478459
20101231,5597664.279999999329448,4098454.690000000409782,4335392.359999999403954,14031512.329999998211861
20110103,5719141.279999999329448,4089911.810000000055879,4414151.560000000521541,14223205.650000000372529
20110104,5749510.529999999329448,3967641.840000000316650,4502604.199999999254942,14219757.569999998435378
20110105,5795671.789999999105930,3986329.390000000130385,4564399.880000000819564,14346402.060000000521541
20110106,5792027.480000000447035,3962302.540000000037253,4389917.959999999031425,14144248.979999998584390
20110107,5833329.660000000149012,3970845.420000000391155,4353567.560000000521541,14157743.640000000596046
20110110,5942658.959999999031425,3927597.090000000316650,4352355.880000000819564,14222612.929999999701977
20110111,5929296.490000000223517,3945750.710000000428408,4284501.799999998882413,14159550.000000000000000
20110112,5976672.519999999552965,3929732.810000000055879,4297830.279999999329448,14204236.609999999403954
20110113,5998538.380000000819564,3880077.320000000298023,4337815.719999998807907,14216432.419999999925494
20110114,6047129.179999999701977,3954293.590000000316650,4296618.599999999627471,14298042.369999999180436
20110118,5911074.939999999478459,3987397.250000000465661,4163333.799999999813735,14061806.989999998360872
20110119,5880705.689999999478459,4023170.560000000055879,4192414.120000000111759,14096291.370000001043081
20110120,5773805.929999999701977,4013025.890000000130385,4193625.799999999813735,13980458.620000001043081
20110121,5669335.709999999031425,4005016.940000000409782,4234822.919999999925494,13909176.569999998435378
20110124,5856410.289999999105930,4024772.350000000093132,4269961.640000000596046,14151145.279999999329448
20110125,5924437.410000000149012,4030111.650000000372529,4336604.039999999105930,14291154.099999999627471
20110126,5966954.359999999403954,4013559.820000000298023,4410516.519999999552965,14391031.699999999254942
20110127,5956021.429999999701977,3969777.560000000055879,4421421.640000000596046,14347221.630000000819564
20110128,5832114.889999998733401,3912647.050000000279397,4317217.160000000149012,14061980.099999999627471
20110131,5887994.309999998658895,3933470.320000000298023,4316005.480000000447035,14137471.109999999403954
