代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,13721746.379999998956919
真實報酬,3721746.379999998956919

夏普值報酬,0.363474638000000
夏普值風險,0.103833315617211
夏普值,3.500558908664507

預期報酬,18453.426572660362581
風險,455092.837425773672294
趨勢值,0.040548707988994
找到最佳解世代,1586
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,2
AAPL[0](2),MCD[15](1),
20091028,5719932.579999999143183,5213369.599999999627471,10933302.179999999701977
20091029,5836453.459999999962747,5257821.599999999627471,11094275.059999998658895
20091030,5603411.699999999254942,5210702.480000000447035,10814114.179999999701977
20091102,5626299.729999999515712,5259599.679999999701977,10885899.410000000149012
20091103,5609653.889999999664724,5266712.000000000000000,10876365.890000000596046
20091104,5672075.790000000037253,5360061.200000000186265,11032136.990000000223517
20091105,5767789.369999999180436,5465856.959999999962747,11233646.329999998211861
20091106,5776112.290000000037253,5487193.919999999925494,11263306.210000000894070
20091109,5988346.750000000000000,5568985.599999999627471,11557332.349999999627471
20091110,6034122.809999999590218,5536980.160000000149012,11571102.969999998807907
20091111,6042445.729999999515712,5585877.360000000335276,11628323.089999999850988
20091112,6004992.589999999850988,5527200.719999999739230,11532193.309999998658895
20091113,6077818.139999999664724,5652555.360000000335276,11730373.500000000000000
20091116,6142320.769999999552965,5737014.160000000149012,11879334.929999999701977
20091117,6152724.419999999925494,5651666.320000000298023,11804390.740000000223517
20091118,6121513.469999999739230,5688116.959999999962747,11809630.429999999701977
20091119,5959216.529999999329448,5637441.679999999701977,11596658.209999999031425
20091120,5942570.689999999478459,5687227.919999999925494,11629798.609999999403954
20091123,6119432.739999999292195,5689006.000000000000000,11808438.739999998360872
20091124,6077818.139999999664724,5709453.919999999925494,11787272.059999998658895
20091125,6069495.219999999739230,5729901.839999999850988,11799397.059999998658895
20091127,5963377.989999999292195,5654333.440000000409782,11617711.429999999701977
20091130,5942570.689999999478459,5623217.040000000037253,11565787.730000000447035
20091201,5855180.029999999329448,5648999.200000000186265,11504179.230000000447035
20091202,5832292.000000000000000,5556539.040000000037253,11388831.039999999105930
20091203,5840614.919999999925494,5509419.919999999925494,11350034.839999999850988
20091204,5746982.069999999366701,5475636.400000000372529,11222618.469999998807907
20091207,5615896.079999999143183,5505863.759999999776483,11121759.839999999850988
20091208,5642945.569999999366701,5388510.480000000447035,11031456.050000000745058
20091209,5880148.790000000037253,5387621.440000000409782,11267770.230000000447035
20091210,5838534.189999999478459,5427628.240000000223517,11266162.429999999701977
20091211,5786515.939999999478459,5481859.679999999701977,11268375.619999999180436
20091214,5855180.029999999329448,5524533.599999999627471,11379713.629999998956919
20091215,5771950.829999999143183,5512087.040000000037253,11284037.869999999180436
20091216,5796919.589999999850988,5549426.719999999739230,11346346.309999998658895
20091217,5703286.739999999292195,5504974.719999999739230,11208261.459999999031425
20091218,5809403.969999999739230,5527200.719999999739230,11336604.689999999478459
20091221,5892633.169999999925494,5570763.679999999701977,11463396.849999999627471
20091222,5955055.069999999366701,5598323.919999999925494,11553378.989999998360872
20091223,6007073.319999999366701,5632996.480000000447035,11640069.800000000745058
20091224,6213065.589999999850988,5638330.719999999739230,11851396.309999998658895
20091228,6290052.599999999627471,5655222.480000000447035,11945275.080000000074506
20091229,6215146.319999999366701,5653444.400000000372529,11868590.719999998807907
20091230,6290052.599999999627471,5591211.599999999627471,11881264.199999999254942
20091231,6263003.110000000335276,5551204.799999999813735,11814207.910000000149012
20100104,6360797.419999999925494,5581432.160000000149012,11942229.580000000074506
20100105,6373281.799999999813735,5538758.240000000223517,11912040.039999999105930
20100106,6271326.029999999329448,5463189.839999999850988,11734515.869999999180436
20100107,6258841.649999999441206,5503196.639999999664724,11762038.289999999105930
20100108,6300456.250000000000000,5497862.400000000372529,11798318.650000000372529
20100111,6246357.269999999552965,5540536.320000000298023,11786893.589999999850988
20100112,6173531.719999999739230,5570763.679999999701977,11744295.399999998509884
20100113,6260922.379999999888241,5564540.400000000372529,11825462.780000001192093
20100114,6225549.969999999739230,5569874.639999999664724,11795424.609999999403954
20100115,6121513.469999999739230,5536980.160000000149012,11658493.629999998956919
20100119,6392008.369999999180436,5643664.959999999962747,12035673.329999998211861
20100120,6294214.059999999590218,5601880.080000000074506,11896094.140000000596046
20100121,6183935.369999999180436,5618771.839999999850988,11802707.209999999031425
20100122,5878068.059999999590218,5635663.599999999627471,11513731.660000000149012
20100125,6036203.540000000037253,5608992.400000000372529,11645195.940000001341105
20100126,6121513.469999999739230,5673003.280000000260770,11794516.750000000000000
20100127,6179773.909999999217689,5665890.959999999962747,11845664.869999999180436
20100128,5923844.119999999180436,5585877.360000000335276,11509721.480000000447035
20100129,5709528.929999999701977,5550315.759999999776483,11259844.689999999478459
20100201,5788596.669999999925494,5680115.599999999627471,11468712.269999999552965
20100202,5821888.349999999627471,5692562.160000000149012,11514450.509999999776483
20100203,5921763.389999999664724,5797468.879999999888241,11719232.269999999552965
20100204,5709528.929999999701977,5695229.280000000260770,11404758.210000000894070
20100205,5809403.969999999739230,5633885.519999999552965,11443289.489999998360872
20100208,5769870.099999999627471,5593878.719999999739230,11363748.820000000298023
20100209,5832292.000000000000000,5651666.320000000298023,11483958.320000000298023
20100210,5799000.319999999366701,5623217.040000000037253,11422217.359999999403954
20100211,5905117.549999999813735,5671225.200000000186265,11576342.750000000000000
20100212,5957135.799999999813735,5653444.400000000372529,11610580.199999999254942
20100216,6046607.189999999478459,5690784.080000000074506,11737391.269999999552965
20100217,6021638.429999999701977,5713010.080000000074506,11734648.509999999776483
20100218,6032042.079999999143183,5732568.959999999962747,11764611.039999999105930
20100219,5994588.939999999478459,5755684.000000000000000,11750272.939999999478459
20100222,5957135.799999999813735,5758351.120000000111759,11715486.919999999925494
20100223,5857260.759999998845160,5767241.520000000484288,11624502.279999999329448
20100224,5965458.719999999739230,5801914.080000000074506,11767372.800000000745058
20100225,6004992.589999999850988,5723678.559999999590218,11728671.149999998509884
20100226,6081979.599999999627471,5676559.440000000409782,11758539.039999999105930
20100301,6213065.589999999850988,5688116.959999999962747,11901182.550000000745058
20100302,6208904.129999999888241,5696118.319999999366701,11905022.449999999254942
20100303,6221388.509999998845160,5657000.560000000521541,11878389.070000000298023
20100304,6263003.110000000335276,5639219.759999999776483,11902222.870000001043081
20100305,6508529.250000000000000,5660556.719999999739230,12169085.969999998807907
20100308,6512690.709999999962747,5789467.520000000484288,12302158.230000000447035
20100309,6629211.589999999850988,5787689.439999999478459,12416901.029999999329448
20100310,6683310.569999999366701,5773464.799999999813735,12456775.369999999180436
20100311,6702037.139999999664724,5797468.879999999888241,12499506.019999999552965
20100312,6735328.819999999366701,5825918.160000000149012,12561246.980000000447035
20100315,6654180.349999999627471,5861479.760000000707805,12515660.109999999403954
20100316,6670826.190000000409782,5873926.319999999366701,12544752.509999999776483
20100317,6662503.270000000484288,5901486.559999999590218,12563989.830000000074506
20100318,6677068.379999999888241,5928157.760000000707805,12605226.140000000596046
20100319,6606323.559999999590218,5914822.160000000149012,12521145.719999998807907
20100322,6681229.839999999850988,5957496.080000000074506,12638725.919999999925494
20100323,6787347.069999999366701,5987723.439999999478459,12775070.509999997913837
20100324,6818558.020000000484288,5938826.240000000223517,12757384.260000001639128
20100325,6737409.549999999813735,5947716.640000000596046,12685126.190000001341105
20100326,6864334.080000000074506,5979722.080000000074506,12844056.160000000149012
20100329,6908029.410000000149012,5962830.319999999366701,12870859.730000000447035
20100330,7009985.179999998770654,5977944.000000000000000,12987929.179999999701977
20100331,6985016.419999999925494,5931713.919999999925494,12916730.339999999850988
20100401,7014146.639999999664724,6008171.360000000335276,13022318.000000000000000
20100405,7089052.919999999925494,6048178.160000000149012,13137231.080000000074506
20100406,7120263.869999999180436,6028619.280000000260770,13148883.149999998509884
20100407,7151474.819999999366701,6018839.839999999850988,13170314.660000000149012
20100408,7132748.250000000000000,6113078.080000000074506,13245826.330000000074506
20100409,7186847.229999999515712,6105965.760000000707805,13292812.990000000223517
20100412,7201412.339999999850988,6092630.160000000149012,13294042.500000000000000
20100413,7205573.799999999813735,6127302.719999999739230,13332876.519999999552965
20100414,7303368.110000000335276,6171754.719999999739230,13475122.830000000074506
20100415,7399081.690000000409782,6148639.679999999701977,13547721.370000001043081
20100416,7353305.629999999888241,6137082.160000000149012,13490387.789999999105930
20100419,7344982.709999999031425,6216206.719999999739230,13561189.429999999701977
20100420,7270076.429999998770654,6253546.400000000372529,13523622.829999998211861
20100421,7704949.000000000000000,6255324.480000000447035,13960273.480000000447035
20100422,7921344.919999999925494,6314890.160000000149012,14236235.080000000074506
20100423,8050350.179999998770654,6325558.640000000596046,14375908.820000000298023
20100426,8010816.309999999590218,6314001.120000000111759,14324817.429999999701977
20100427,7788178.199999999254942,6270438.160000000149012,14058616.359999999403954
20100428,7775693.819999999366701,6253546.400000000372529,14029240.219999998807907
20100429,7985847.549999999813735,6358453.120000000111759,14344300.669999999925494
20100430,7761128.709999999031425,6275772.400000000372529,14036901.109999999403954
20100503,7917183.459999999031425,6349562.719999999739230,14266746.179999999701977
20100504,7688303.160000000149012,6280217.599999999627471,13968520.759999999776483
20100505,7609235.419999999925494,6281995.679999999701977,13891231.099999999627471
20100506,7320013.949999999254942,6171754.719999999739230,13491768.669999998062849
20100507,7009985.179999998770654,6046400.080000000074506,13056385.259999997913837
20100510,7548894.250000000000000,6274883.360000000335276,13823777.609999999403954
20100511,7625881.259999998845160,6265992.959999999962747,13891874.219999998807907
20100512,7790258.929999998770654,6282884.719999999739230,14073143.649999998509884
20100513,7679980.239999999292195,6267771.040000000037253,13947751.279999999329448
20100514,7544732.789999999105930,6186868.400000000372529,13731601.189999999478459
20100517,7557217.169999999925494,6235765.599999999627471,13792982.769999999552965
20100518,7501037.459999999031425,6225097.120000000111759,13726134.579999998211861
20100519,7382435.849999998696148,6169976.640000000596046,13552412.489999998360872
20100520,7068245.619999999180436,6015283.679999999701977,13083529.299999998882413
20100521,7203493.069999999366701,6033064.480000000447035,13236557.550000000745058
20100524,7334579.059999999590218,6015283.679999999701977,13349862.739999998360872
20100525,7288803.000000000000000,6031286.400000000372529,13320089.400000000372529
20100526,7255511.319999999366701,5868592.080000000074506,13124103.399999998509884
20100527,7530167.679999998770654,5974387.839999999850988,13504555.519999999552965
20100528,7636284.910000000149012,5945049.520000000484288,13581334.429999999701977
20100601,7752805.789999999105930,5899708.480000000447035,13652514.269999999552965
20100602,7846438.639999999664724,6025063.120000000111759,13871501.759999999776483
20100603,7821469.879999999888241,6032175.439999999478459,13853645.320000000298023
20100604,7609235.419999999925494,5929935.839999999850988,13539171.259999999776483
20100607,7459422.860000000335276,5934381.040000000037253,13393803.900000000372529
20100608,7411566.069999999366701,6079294.559999999590218,13490860.629999998956919
20100609,7228461.830000000074506,6068626.080000000074506,13297087.910000000149012
20100610,7446938.479999999515712,6167309.520000000484288,13614248.000000000000000
20100611,7536409.869999999180436,6182423.200000000186265,13718833.070000000298023
20100614,7559297.899999999441206,6161086.240000000223517,13720384.140000000596046
20100615,7719514.110000000335276,6258880.640000000596046,13978394.750000000000000
20100616,7944232.949999999254942,6249101.200000000186265,14193334.149999998509884
20100617,8081561.129999999888241,6227764.240000000223517,14309325.370000001043081
20100618,8146063.759999998845160,6212650.559999999590218,14358714.319999998435378
20100621,8031623.610000000335276,6216206.719999999739230,14247830.330000000074506
20100622,8139821.569999999366701,6102409.599999999627471,14242231.169999998062849
20100623,8054511.639999999664724,6101520.559999999590218,14156032.199999999254942
20100624,7996251.199999999254942,6021506.959999999962747,14017758.160000000149012
20100625,7927587.110000000335276,5993946.719999999739230,13921533.830000000074506
20100628,7975443.899999999441206,5985945.360000000335276,13961389.259999999776483
20100629,7615477.610000000335276,5908598.879999999888241,13524076.490000000223517
20100630,7476068.699999999254942,5856145.520000000484288,13332214.219999998807907
20100701,7386597.309999999590218,5930824.879999999888241,13317422.189999999478459
20100702,7340821.250000000000000,5880149.599999999627471,13220970.849999999627471
20100706,7390758.770000000484288,5877482.480000000447035,13268241.250000000000000
20100707,7688303.160000000149012,5984167.280000000260770,13672470.440000001341105
20100708,7671657.319999999366701,6136193.120000000111759,13807850.439999999478459
20100709,7717433.379999999888241,6153973.919999999925494,13871407.300000000745058
20100712,7648769.289999999105930,6217984.799999999813735,13866754.089999999850988
20100713,7484391.619999999180436,6297998.400000000372529,13782390.019999999552965
20100714,7511441.110000000335276,6303332.640000000596046,13814773.750000000000000
20100715,7473987.969999999739230,6341561.360000000335276,13815549.330000000074506
20100716,7428211.910000000149012,6217984.799999999813735,13646196.710000000894070
20100719,7299206.649999999441206,6215317.679999999701977,13514524.329999998211861
20100720,7486472.349999998696148,6300665.520000000484288,13787137.869999999180436
20100721,7557217.169999999925494,6233098.480000000447035,13790315.650000000372529
20100722,7698706.809999999590218,6347784.640000000596046,14046491.449999999254942
20100723,7725756.299999999813735,6214428.640000000596046,13940184.940000001341105
20100726,7707029.729999999515712,6300665.520000000484288,14007695.250000000000000
20100727,7850600.099999998696148,6258880.640000000596046,14109480.739999998360872
20100728,7756967.250000000000000,6202871.120000000111759,13959838.370000001043081
20100729,7671657.319999999366701,6168198.559999999590218,13839855.879999998956919
20100730,7646688.559999999590218,6199314.959999999962747,13846003.519999999552965
20100802,7784016.739999999292195,6245545.040000000037253,14029561.779999999329448
20100803,7786097.469999999739230,6263325.839999999850988,14049423.309999998658895
20100804,7817308.419999999925494,6284662.799999999813735,14101971.219999998807907
20100805,7779855.279999999329448,6263325.839999999850988,14043181.119999999180436
20100806,7731998.489999999292195,6378012.000000000000000,14110010.489999998360872
20100809,7779855.279999999329448,6482918.719999999739230,14262774.000000000000000
20100810,7711191.190000000409782,6475806.400000000372529,14186997.589999999850988
20100811,7436534.830000000074506,6362898.319999999366701,13799433.149999998509884
20100812,7484391.619999999180436,6406461.280000000260770,13890852.899999998509884
20100813,7405323.879999999888241,6391347.599999999627471,13796671.480000000447035
20100816,7361628.549999999813735,6382457.200000000186265,13744085.750000000000000
20100817,7490633.809999999590218,6509589.919999999925494,14000223.730000000447035
20100818,7521844.759999998845160,6512257.040000000037253,14034101.799999998882413
20100819,7428211.910000000149012,6487363.919999999925494,13915575.830000000074506
20100820,7419888.989999999292195,6497143.360000000335276,13917032.349999999627471
20100823,7305448.839999999850988,6520258.400000000372529,13825707.240000000223517
20100824,7132748.250000000000000,6465137.919999999925494,13597886.169999999925494
20100825,7220138.910000000149012,6506922.799999999813735,13727061.710000000894070
20100826,7143151.899999999441206,6504255.679999999701977,13647407.579999998211861
20100827,7182685.770000000484288,6578046.000000000000000,13760731.769999999552965
20100830,7207654.529999999329448,6466916.000000000000000,13674570.529999999329448
20100831,7226381.099999998696148,6495365.280000000260770,13721746.379999998956919
