代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,12786080.939999997615814
真實報酬,2786080.939999997615814

夏普值報酬,0.269908094000000
夏普值風險,0.079365781440666
夏普值,3.400811900299668

預期報酬,13470.261251920066570
風險,297655.626675886509474
趨勢值,0.045254515771636
找到最佳解世代,2036
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,3
AAPL[0](3),MCD[15](6),UNH[23](4),
20110216,4265741.820000000298023,3400884.359999999403954,4034932.209999999962747,11701559.390000000596046
20110217,4209007.950000000186265,3399094.919999999925494,4043476.720000000204891,11651580.589999999850988
20110218,4117740.419999999925494,3405805.319999999366701,4067211.470000000204891,11590758.209999999031425
20110222,3977139.089999999850988,3386568.839999999850988,4078604.149999999906868,11442313.080000000074506
20110223,4024828.430000000167638,3363753.479999999515712,4073857.199999999720603,11462440.109999999403954
20110224,4027295.119999999646097,3364648.199999999254942,4058666.959999999962747,11450611.279999997466803
20110225,4089784.600000000093132,3330201.479999999515712,4036830.990000000223517,11456818.070000000298023
20110228,4148985.160000000149012,3385674.120000000111759,4042527.329999999608845,11577187.609999999403954
20110301,4102940.279999999795109,3350332.679999999701977,4030185.260000000242144,11483459.219999998807907
20110302,4135829.479999999981374,3341385.479999999515712,4135567.550000000279397,11612783.509999999776483
20110303,4223808.089999999850988,3410726.279999999329448,4252342.519999999552965,11886877.889999998733401
20110304,4228741.469999999739230,3401331.719999999739230,4220063.259999999776483,11850137.449999999254942
20110307,4174474.290000000502914,3412963.080000000074506,4135567.550000000279397,11723005.920000001788139
20110308,4178585.439999999944121,3379411.080000000074506,4161201.079999999608845,11719198.599999999627471
20110309,4139940.630000000353903,3390147.719999999739230,4223860.820000000298023,11753950.169999999925494
20110310,4071695.540000000502914,3430410.120000000111759,4157403.520000000018626,11659510.179999999701977
20110311,4134185.020000000018626,3432646.919999999925494,4138415.720000000204891,11705248.660000000149012
20110314,4153096.310000000055879,3385226.759999999776483,4097591.949999999720603,11635916.019999999552965
20110315,4057717.630000000353903,3360621.959999999962747,4062464.520000000018626,11480805.109999999403954
20110316,3876004.800000000279397,3282781.319999999366701,3974171.250000000000000,11132958.369999999180436
20110317,3931094.210000000428408,3283676.040000000037253,4013096.240000000223517,11227867.490000000223517
20110318,3884227.100000000093132,3265334.279999999329448,4044426.109999999869615,11193988.489999998360872
20110321,3985361.390000000130385,3299781.000000000000000,4100440.119999999646097,11385583.509999999776483
20110322,4007561.600000000093132,3304701.959999999962747,4057717.570000000298023,11369982.130000000819564
20110323,3984539.160000000149012,3334227.719999999739230,4058666.959999999962747,11377434.839999999850988
20110324,4051962.020000000018626,3352122.120000000111759,4158352.909999999683350,11562438.050000000745058
20110325,4129251.640000000130385,3366437.639999999664724,4153605.959999999962747,11649296.239999998360872
20110328,4116095.960000000428408,3355253.639999999664724,4164998.639999999664724,11636349.239999998360872
20110329,4122673.800000000279397,3371805.959999999962747,4222911.429999999701977,11717392.189999999478459
20110330,4094717.979999999981374,3391489.799999999813735,4310255.309999999590218,11796464.089999999850988
20110331,4093895.750000000000000,3404015.879999999888241,4291267.509999999776483,11789180.140000000596046
20110401,4047028.640000000130385,3399542.279999999329448,4330192.500000000000000,11776764.419999999925494
20110404,4007561.600000000093132,3417436.679999999701977,4329243.110000000335276,11754242.390000000596046
20110405,3980428.009999999776483,3426831.239999999292195,4280824.220000000670552,11688084.469999998807907
20110406,3970561.250000000000000,3432199.559999999590218,4268482.150000000372529,11671243.960000000894070
20110407,3971383.479999999981374,3400437.000000000000000,4218164.479999999515712,11589985.960000000894070
20110408,3936027.589999999850988,3401779.080000000074506,4213417.530000000260770,11551225.199999999254942
20110411,3885871.560000000055879,3411173.639999999664724,4207721.190000000409782,11504767.390000000596046
20110412,3904782.850000000093132,3429515.399999999441206,4254241.299999999813735,11588540.550000000745058
20110413,3948361.040000000502914,3439804.679999999701977,4208670.580000000074506,11596837.300000000745058
20110414,3904782.850000000093132,3447857.159999999217689,4255190.690000000409782,11607831.699999999254942
20110415,3846404.520000000018626,3461725.319999999366701,4270380.929999999701977,11578511.769999999552965
20110418,3898205.009999999776483,3444725.639999999664724,4134618.159999999683350,11477549.809999998658895
20110419,3968916.790000000502914,3426831.239999999292195,4173543.149999999906868,11569292.179999999701977
20110420,4022361.740000000223517,3507356.040000000037253,4200126.070000000298023,11729844.850000001490116
20110421,4119384.880000000353903,3440699.399999999441206,4539058.299999999813735,12099143.579999998211861
20110425,4146518.470000000204891,3450541.319999999366701,4529564.400000000372529,12126625.189999999478459
20110426,4116095.960000000428408,3442041.479999999515712,4495386.360000000335276,12053524.800000000745058
20110427,4112807.040000000502914,3483645.959999999962747,4577033.900000000372529,12173487.900000000372529
20110428,4073340.000000000000000,3490803.719999999739230,4661529.610000000335276,12225674.330000000074506
20110429,4112807.040000000502914,3503329.799999999813735,4673871.679999999701977,12290009.519999999552965
20110502,4067584.390000000130385,3518092.679999999701977,4735582.030000000260770,12321260.100000001490116
20110503,4089784.600000000093132,3531513.479999999515712,4716594.229999999515712,12337893.309999998658895
20110504,4106229.199999999720603,3537329.159999999217689,4705201.549999999813735,12348760.910000000149012
20110505,4073340.000000000000000,3516303.239999999292195,4707100.330000000074506,12296744.570000000298023
20110506,4071695.540000000502914,3520776.839999999850988,4758367.389999999664724,12350840.769999999552965
20110509,4083206.759999999776483,3548065.799999999813735,4791596.040000000037253,12422869.599999999627471
20110510,4104584.740000000223517,3565960.199999999254942,4795393.599999999627471,12465939.539999999105930
20110511,4078273.380000000353903,3557013.000000000000000,4748873.490000000223517,12384160.870000001043081
20110512,4070873.310000000055879,3608459.399999999441206,4754569.830000000074506,12433903.539999999105930
20110513,3999339.300000000279397,3612038.279999999329448,4742227.759999999776483,12353606.339999999850988
20110516,3914649.609999999869615,3629932.679999999701977,4763114.339999999850988,12307697.629999998956919
20110517,3948361.040000000502914,3620538.120000000111759,4746025.320000000298023,12314925.480000000447035
20110518,3991939.229999999981374,3646037.639999999664724,4804887.500000000000000,12442865.369999999180436
20110519,4000161.529999999795109,3691221.000000000000000,4799191.160000000149012,12490574.689999999478459
20110520,3937672.050000000279397,3683168.519999999552965,4722290.570000000298023,12343132.140000000596046
20110523,3927805.290000000502914,3690773.639999999664724,4667225.949999999254942,12285805.879999998956919
20110524,3902316.160000000149012,3697036.679999999701977,4553299.150000000372529,12152652.990000000223517
20110525,3955761.109999999869615,3700615.559999999590218,4544754.639999999664724,12201132.309999998658895
20110526,3935205.359999999869615,3687642.120000000111759,4528615.009999999776483,12151463.490000000223517
20110527,3963161.180000000167638,3651405.959999999962747,4585578.410000000149012,12200146.550000000745058
20110531,4085673.449999999720603,3647827.080000000074506,4647288.759999999776483,12380790.289999999105930
20110601,4058539.859999999869615,3622774.919999999925494,4590325.360000000335276,12271641.140000000596046
20110602,4065117.699999999720603,3612485.639999999664724,4689061.919999999925494,12366666.259999999776483
20110603,4033872.960000000428408,3603091.080000000074506,4637794.860000000335276,12274759.900000002235174
20110606,3970561.250000000000000,3610248.839999999850988,4571337.559999999590218,12152148.649999998509884
20110607,3899849.470000000204891,3629932.679999999701977,4554248.540000000037253,12084031.690000001341105
20110608,3902316.160000000149012,3630380.040000000037253,4576084.509999999776483,12108781.710000000894070
20110609,3894093.859999999869615,3635301.000000000000000,4803938.110000000335276,12333333.969999998807907
20110610,3828315.460000000428408,3595038.599999999627471,4690960.699999999254942,12114315.759999999776483
20110613,3836537.759999999776483,3611590.919999999925494,4662479.000000000000000,12110608.679999999701977
20110614,3904782.850000000093132,3644695.559999999590218,4708999.110000000335276,12258478.519999999552965
20110615,3838182.220000000204891,3634406.279999999329448,4685264.360000000335276,12157853.859999999403954
20110616,3819270.930000000167638,3659905.799999999813735,4714695.449999999254942,12193873.179999999701977
20110617,3761714.830000000074506,3691668.359999999403954,4743177.150000000372529,12196561.339999999850988
20110620,3704158.729999999981374,3699273.479999999515712,4867547.240000000223517,12270980.449999999254942
20110621,3820915.390000000130385,3704194.439999999478459,4957739.290000000037253,12482850.120000001043081
20110622,3789670.650000000372529,3697484.040000000037253,4915966.129999999888241,12403121.820000000298023
20110623,3890804.939999999944121,3681379.080000000074506,4856154.559999999590218,12428339.579999998211861
20110624,3833248.839999999850988,3661247.879999999888241,4790646.650000000372529,12285144.370000001043081
20110627,3899849.470000000204891,3682721.159999999217689,4844761.879999999888241,12427333.509999997913837
20110628,3937672.050000000279397,3773535.239999999292195,4915016.740000000223517,12626225.029999999329448
20110629,3923694.140000000130385,3783377.159999999217689,4893180.769999999552965,12600253.069999998435378
20110630,3942605.430000000167638,3772193.159999999217689,4896978.330000000074506,12611777.919999999925494
20110701,4032228.500000000000000,3831692.040000000037253,5044133.780000000260770,12908055.320000000298023
20110705,4104584.740000000223517,3831244.679999999701977,5017550.860000000335276,12953381.280000001192093
20110706,4131718.330000000074506,3841086.599999999627471,5044133.780000000260770,13016939.710000000894070
20110707,4195852.270000000484288,3850033.799999999813735,4996664.280000000260770,13042551.350000001490116
20110708,4225452.549999999813735,3829455.239999999292195,4944447.830000000074506,12999356.619999999180436
20110711,4158029.689999999944121,3818271.239999999292195,4836217.370000000111759,12812519.300000000745058
20110712,4155563.000000000000000,3802166.279999999329448,4880838.699999999254942,12838568.979999998584390
20110713,4205719.030000000260770,3800824.199999999254942,4911219.179999999701977,12917763.410000000149012
20110714,4202430.110000000335276,3838849.799999999813735,4962486.240000000223517,13003767.150000000372529
20110715,4286297.570000000298023,3824086.919999999925494,4934004.540000000037253,13044390.030000001192093
20110718,4390720.780000000260770,3820508.040000000037253,4932105.759999999776483,13143335.580000000074506
20110719,4426898.900000000372529,3856744.199999999254942,4884636.259999999776483,13168280.359999999403954
20110720,4544477.790000000037253,3859428.359999999403954,4890332.599999999627471,13294239.749999998137355
20110721,4549411.169999999925494,3871507.080000000074506,4951093.559999999590218,13372012.809999998658895
20110722,4620122.950000000186265,3961873.799999999813735,5008056.959999999962747,13590054.710000000894070
20110725,4680967.969999999739230,3942189.959999999962747,4901725.280000000260770,13524884.210000000894070
20110726,4738524.070000000298023,3937716.359999999403954,4866597.849999999627471,13542839.279999999329448
20110727,4611078.419999999925494,3896111.879999999888241,4736531.419999999925494,13243722.720000000670552
20110728,4602033.889999999664724,3882243.719999999739230,4739379.589999999850988,13223658.199999999254942
20110729,4586411.520000000484288,3868822.919999999925494,4711847.280000000260770,13167082.720000002533197
20110801,4660412.219999999739230,3864796.679999999701977,4558995.490000000223517,13084205.389999998733401
20110802,4568322.459999999962747,3805297.799999999813735,4460258.929999999701977,12833880.189999999478459
20110803,4611078.419999999925494,3826771.080000000074506,4479246.729999999515712,12917097.230000000447035
20110804,4432654.509999999776483,3770403.719999999739230,4278925.440000000409782,12481984.669999999925494
20110805,4388254.089999999850988,3806192.519999999552965,4325445.549999999813735,12519893.160000000149012
20110808,4148985.160000000149012,3673326.599999999627471,3980816.979999999981374,11803129.740000000223517
20110809,4393187.469999999739230,3845560.199999999254942,4246646.179999999701977,12485394.849999997764826
20110810,4272319.660000000149012,3761456.519999999552965,3973221.859999999869615,12006999.039999999105930
20110811,4389898.549999999813735,3859875.719999999739230,4170694.979999999981374,12420470.250000000000000
20110812,4428543.360000000335276,3869717.639999999664724,4254241.299999999813735,12552503.300000000745058
20110815,4503366.290000000037253,3884033.159999999217689,4361522.370000000111759,12748922.820000000298023
20110816,4468832.629999999888241,3877322.759999999776483,4319749.209999999962747,12665905.599999999627471
20110817,4468832.629999999888241,3914453.639999999664724,4322597.379999999888241,12705884.649999998509884
20110818,4299453.250000000000000,3829902.599999999627471,4166897.419999999925494,12296254.269999999552965
20110819,4181874.359999999869615,3902374.919999999925494,4112782.189999999944121,12197032.469999998807907
20110822,4186807.740000000223517,3926085.000000000000000,4140314.500000000000000,12253208.240000000223517
20110823,4388254.089999999850988,4005267.719999999739230,4259937.639999999664724,12653460.449999999254942
20110824,4418676.600000000558794,4032109.319999999366701,4358674.199999999254942,12809461.119999999180436
20110825,4389898.549999999813735,3968584.199999999254942,4280824.220000000670552,12639307.969999998807907
20110826,4505832.979999999515712,4023162.120000000111759,4340635.790000000037253,12869631.890000000596046
20110829,4580655.910000000149012,4061635.080000000074506,4439372.349999999627471,13081664.339999999850988
20110830,4580655.910000000149012,4061187.719999999739230,4488740.629999999888241,13130585.259999997913837
20110831,4520633.120000000111759,4044635.399999999441206,4511525.990000000223517,13076795.509999999776483
20110901,4475410.469999999739230,4029425.159999999217689,4479246.729999999515712,12984083.359999999403954
20110902,4394009.700000000186265,3985583.879999999888241,4341585.179999999701977,12721179.759999999776483
20110906,4460610.330000000074506,3973505.159999999217689,4339686.400000000372529,12773802.889999998733401
20110907,4509944.129999999888241,3994531.080000000074506,4482094.900000000372529,12986571.110000001266599
20110908,4512410.820000000298023,3964110.599999999627471,4481145.509999999776483,12957667.929999999701977
20110909,4434298.969999999739230,3803955.719999999739230,4321647.990000000223517,12559903.679999999701977
20110912,4463077.020000000484288,3855849.479999999515712,4391902.849999999627471,12710830.349999999627471
20110913,4518166.430000000633299,3852717.959999999962747,4556147.320000000298023,12927032.710000000894070
20110914,4572433.610000000335276,3880901.639999999664724,4621655.229999999515712,13074991.480000000447035
20110915,4616011.799999999813735,3939953.159999999217689,4798241.769999999552965,13354207.729999998584390
20110916,4703990.410000000149012,3949795.080000000074506,4819128.349999999627471,13472914.839999999850988
20110919,4834724.979999999515712,3973057.799999999813735,4742227.759999999776483,13550011.539999999105930
20110920,4856102.959999999962747,3995425.799999999813735,4730835.080000000074506,13582364.839999999850988
20110921,4841302.820000000298023,3915348.359999999403954,4558046.099999999627471,13314698.279999999329448
20110922,4719612.780000000260770,3846902.279999999329448,4470702.220000000670552,13037218.279999999329448
20110923,4749213.059999999590218,3908637.959999999962747,4519121.110000000335276,13176973.129999998956919
20110926,4736057.379999999888241,3996767.879999999888241,4633997.299999999813735,13366823.559999998658895
20110927,4690012.500000000000000,4014662.279999999329448,4694758.259999999776483,13399434.039999999105930
20110928,4663701.139999999664724,3938163.719999999739230,4522918.669999999925494,13124784.529999999329448
20110929,4588055.979999999515712,3971715.719999999739230,4422283.330000000074506,12982056.029999999329448
20110930,4478699.389999999664724,3928769.159999999217689,4378611.389999999664724,12786080.939999997615814
