代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,13389813.760000001639128
真實報酬,3389813.760000001639128

夏普值報酬,0.330281376000000
夏普值風險,0.084235256065674
夏普值,3.920939894128124

預期報酬,12607.472876079875277
風險,198964.482196393248159
趨勢值,0.063365444610538
找到最佳解世代,2696
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,3
TRV[22](7),V[25](2),WMT[28](9),
20120611,3190298.760000000242144,3153387.339999999850988,3821078.460000000428408,10164765.560000000521541
20120612,3209991.880000000353903,3175067.540000000037253,3831829.229999999981374,10216889.650000000372529
20120613,3194962.920000000391155,3114362.979999999981374,3795050.279999999795109,10104377.179999999701977
20120614,3271144.200000000186265,3156639.370000000111759,3826736.759999999776483,10254521.330000000074506
20120615,3286173.160000000149012,3208671.850000000093132,3833526.720000000204891,10328372.730000000447035
20120618,3268553.000000000465661,3255284.280000000260770,3854462.430000000633299,10378300.710000000894070
20120619,3288246.120000000577420,3288888.589999999850988,3836921.700000000186265,10414057.410000000149012
20120620,3308975.720000000204891,3322492.899999999906868,3877095.629999999888241,10508565.250000000000000
20120621,3243159.240000000223517,3237940.120000000111759,3830697.570000000298023,10311797.929999999701977
20120622,3283063.720000000204891,3386449.489999999757856,3808064.370000000111759,10477578.580000000074506
20120625,3220874.920000000391155,3286720.569999999832362,3857857.410000000614673,10365453.900000000372529
20120626,3220874.920000000391155,3337669.040000000037253,3880490.610000000335276,10439035.570000000298023
20120627,3256115.240000000223517,3345257.109999999869615,3881056.440000000409782,10482429.789999999105930
20120628,3257151.720000000204891,3293224.629999999888241,3864647.370000000111759,10415024.719999998807907
20120629,3308457.480000000447035,3350677.160000000149012,3944995.229999999981374,10604130.870000001043081
20120702,3312603.400000000372529,3431977.910000000149012,3924059.520000000018626,10668641.830000000074506
20120703,3323486.439999999944121,3424389.839999999850988,4003275.720000000204891,10751153.000000000000000
20120705,3314676.360000000335276,3441734.000000000000000,4021948.110000000335276,10778359.470000000670552
20120706,3278399.560000000055879,3395121.569999999832362,4037791.350000000093132,10711313.480000000447035
20120709,3268553.000000000465661,3350677.160000000149012,4060424.550000000279397,10679655.710000000894070
20120710,3275808.360000000335276,3313820.819999999832362,4080228.600000000093132,10669858.779999999329448
20120711,3240568.040000000502914,3272628.439999999944121,4088716.050000000279397,10601913.530000001192093
20120712,3225539.080000000540167,3323576.910000000149012,4091545.200000000186265,10640662.190000001341105
20120713,3271662.440000000409782,3362601.270000000018626,4140772.410000000614673,10775037.120000001043081
20120716,3241604.520000000018626,3446070.040000000037253,4129455.810000000521541,10817131.370000001043081
20120717,3280990.760000000242144,3475338.310000000055879,4136245.770000000018626,10892575.839999999850988
20120718,3316749.320000000298023,3464498.209999999962747,4122100.020000000018626,10903348.550000000745058
20120719,3300683.880000000353903,3398373.600000000093132,4047410.460000000428408,10746468.940000001341105
20120720,3249896.360000000335276,3408129.689999999944121,4088150.220000000204891,10746177.270000001415610
20120723,3199627.080000000540167,3373441.370000000111759,4065517.020000000018626,10638586.470000000670552
20120724,3155576.680000000167638,3323576.910000000149012,4081926.090000000316650,10561080.679999999701977
20120725,3160240.840000000316650,3311652.800000000279397,4078531.110000000335276,10550425.750000000000000
20120726,3192889.960000000428408,3435229.939999999944121,4168498.080000000074506,10796618.980000000447035
20120727,3250414.600000000093132,3499186.530000000260770,4216593.630000000819564,10966195.760000001639128
20120730,3275808.360000000335276,3545798.959999999962747,4242621.810000000521541,11064230.130000000819564
20120731,3246786.920000000391155,3498102.520000000484288,4211501.160000000149012,10956391.600000001490116
20120801,3283063.720000000204891,3454742.120000000111759,4165668.930000000633299,10903475.769999999552965
20120802,3258188.200000000186265,3503522.569999999832362,4189999.620000000111759,10951711.390000000596046
20120803,3301720.360000000335276,3549050.990000000223517,4218291.119999999180436,11069063.469999998807907
20120806,3291873.800000000279397,3551219.009999999776483,4203013.710000000894070,11046107.520000001415610
20120807,3284100.200000000186265,3533874.850000000093132,4186604.640000000130385,11004580.690000001341105
20120808,3306902.760000000242144,3554471.040000000037253,4204711.200000001117587,11066086.000000001862645
20120809,3311048.680000000167638,3482926.380000000353903,4178683.020000000018626,10972659.080000000074506
20120810,3315712.840000000316650,3498102.520000000484288,4169063.910000000614673,10982880.270000001415610
20120813,3302756.840000000316650,3477506.329999999608845,4153220.670000000391155,10933484.839999999850988
20120814,3292910.280000000260770,3519782.719999999739230,4187736.300000000279397,11000430.300000000745058
20120815,3303793.320000000298023,3498102.520000000484288,4212632.820000000298023,11014529.660000000149012
20120816,3318304.040000000502914,3514362.670000000391155,4082491.920000000391155,10915159.630000000819564
20120817,3375310.439999999944121,3487262.420000000391155,4073438.640000000130385,10936012.500000000000000
20120820,3401740.680000000167638,3473170.290000000037253,4090979.370000000111759,10965891.339999999850988
20120821,3380492.840000000316650,3455826.129999999888241,4041752.160000000614673,10878072.130000000819564
20120822,3391894.120000000577420,3472086.280000000260770,4060990.379999999888241,10924971.780000001192093
20120823,3358208.520000000018626,3446070.040000000037253,4049107.950000000186265,10853387.510000001639128
20120824,3389302.920000000391155,3433061.920000000391155,4080228.600000000093132,10902594.440000001341105
20120827,3377901.640000000596046,3460162.170000000391155,4102295.970000000204891,10940360.780000001192093
20120828,3360281.480000000447035,3452574.100000000093132,4097203.500000000000000,10910060.080000000074506
20120829,3358208.520000000018626,3469918.259999999776483,4117573.379999999888241,10945701.160000000149012
20120830,3342143.080000000074506,3434145.930000000167638,4088150.220000000204891,10864440.230000000447035
20120831,3355099.080000000074506,3475338.310000000055879,4107954.270000000018626,10938392.660000000149012
20120904,3349916.680000000167638,3482926.380000000353903,4159444.800000000279397,10992288.860000001266599
20120905,3344216.040000000502914,3457994.149999999906868,4161708.120000000111759,10963919.310000000521541
20120906,3386193.480000000447035,3510026.630000000353903,4233002.700000001117587,11129223.810000002384186
20120907,3379456.359999999869615,3515446.680000000167638,4176985.529999999795109,11071889.570000000298023
20120910,3384638.760000000242144,3487262.420000000391155,4159444.800000000279397,11031346.980000000447035
20120911,3469630.120000000577420,3563143.119999999646097,4190565.450000000186265,11223339.690000001341105
20120912,3500206.280000000726432,3617343.619999999646097,4191131.279999999795109,11308682.179999999701977
20120913,3547366.120000000577420,3657451.990000000223517,4251675.089999999850988,11456494.200000001117587
20120914,3554103.240000000223517,3637939.810000000055879,4215461.970000000670552,11407506.020000001415610
20120917,3548920.840000000316650,3628183.719999999739230,4186604.640000000130385,11363710.200000001117587
20120918,3547884.359999999869615,3622763.670000000391155,4184341.320000000298023,11354990.350000001490116
20120919,3535964.840000000316650,3653115.950000000186265,4208106.179999999701977,11397187.970000000670552
20120920,3547366.120000000577420,3647695.899999999906868,4229607.720000000670552,11424670.740000002086163
20120921,3555657.960000000428408,3658536.000000000000000,4212632.820000000298023,11426827.780000001192093
20120924,3545811.400000000372529,3624931.689999999944121,4229041.890000000596046,11399785.980000000447035
20120925,3548920.840000000316650,3646611.890000000130385,4201882.050000000745058,11397415.780000001192093
20120926,3512644.040000000502914,3591327.380000000353903,4197921.240000000223517,11301893.660000000149012
20120927,3545293.160000000149012,3629267.729999999515712,4186038.810000000521541,11360600.699999999254942
20120928,3537519.560000000521541,3639023.819999999832362,4175853.870000000111759,11352398.250000000000000
20121001,3579497.000000000000000,3705148.430000000167638,4189999.620000000111759,11474646.050000000745058
20121002,3560322.120000000577420,3685636.250000000000000,4173024.720000000204891,11418984.090000001713634
20121003,3576387.560000000521541,3753928.880000000353903,4198487.070000000298023,11528804.510000001639128
20121004,3590380.040000000502914,3785365.170000000391155,4227910.230000000447035,11603656.440000001341105
20121005,3604890.760000000242144,3801625.319999999832362,4251109.259999999776483,11657626.339999999850988
20121008,3603854.280000000726432,3759348.930000000167638,4257899.220000000670552,11621103.430000001564622
20121009,3592453.000000000000000,3706232.439999999944121,4195092.089999999850988,11493778.529999999329448
20121010,3596598.920000000391155,3723576.600000000093132,4267518.330000000074506,11587694.850000001490116
20121011,3584161.160000000149012,3768021.009999999776483,4244319.300000000745058,11596502.470000000670552
20121012,3561358.600000000093132,3770189.030000000260770,4289585.700000001117587,11621134.330000001937151
20121015,3616810.280000000726432,3790785.219999999739230,4365406.919999999925494,11773003.419999999925494
20121016,3653087.080000000074506,3825473.540000000037253,4351827.000000000000000,11830388.620000001043081
20121017,3699210.439999999944121,3863413.890000000130385,4358616.960000000894070,11921242.290000000968575
20121018,3831879.880000000353903,3844985.719999999739230,4332022.950000001117587,12008889.550000000745058
20121019,3809595.560000000521541,3792953.240000000223517,4278834.929999999701977,11881384.730000000447035
20121022,3834471.080000000074506,3766937.000000000000000,4280532.419999999925494,11881941.500000000000000
20121023,3802858.439999999944121,3702980.409999999683350,4230173.550000000745058,11736013.400000000372529
20121024,3792493.640000000596046,3698644.369999999646097,4233568.529999999329448,11724707.539999999105930
20121025,3737560.200000000651926,3727912.640000000130385,4261860.029999999329448,11727333.870000001043081
20121026,3708538.760000000242144,3748508.829999999608845,4249977.599999999627471,11707026.189999999478459
20121031,3676407.880000000353903,3760432.939999999944121,4244885.130000000819564,11681726.950000001117587
20121101,3639612.840000000316650,3899186.219999999739230,4156049.820000000298023,11694849.880000000819564
20121102,3608000.200000000651926,3886178.100000000093132,4117573.379999999888241,11611752.679999999701977
20121105,3581569.960000000428408,3835229.630000000353903,4138509.090000000316650,11555309.680000001564622
20121106,3636503.400000000372529,3899186.219999999739230,4173590.550000000279397,11709281.169999999925494
20121107,3560840.359999999869615,3863413.890000000130385,4136811.600000000093132,11561066.849999999627471
20121108,3575869.320000000298023,3850405.770000000484288,4101164.310000000521541,11527440.400000002235174
20121109,3574832.840000000316650,3873169.979999999515712,4091545.200000000186265,11539549.019999999552965
20121112,3546329.640000000596046,3881842.060000000055879,4101164.310000000521541,11529337.010000001639128
20121113,3535964.840000000316650,3860161.859999999869615,4063253.700000000186265,11459381.400000000372529
20121114,3527673.000000000000000,3792953.240000000223517,4034962.200000000186265,11355589.440000001341105
20121115,3540629.000000000000000,3794037.250000000000000,3888412.229999999981374,11223079.480000000447035
20121116,3557730.920000000391155,3867749.930000000167638,3849369.960000000428408,11274851.810000000521541
20121119,3603854.280000000726432,3946882.659999999683350,3905387.129999999888241,11456125.070000000298023
20121120,3609036.680000000167638,3966394.840000000316650,3904255.470000000204891,11479687.990000000223517
20121121,3639094.600000000093132,3975066.920000000391155,3898031.340000000316650,11512193.860000001266599
20121123,3693509.800000000279397,4014091.280000000260770,3972155.070000000298023,11679757.150000000372529
20121126,3672261.960000000428408,3990243.060000000055879,3955746.000000000000000,11618252.019999999552965
20121127,3670707.240000000223517,3978318.950000000186265,3932546.970000000204891,11581574.160000000149012
20121128,3677444.359999999869615,3991327.069999999832362,3992524.950000000186265,11661297.379999998956919
20121129,3688845.640000000596046,4016259.299999999813735,4007802.360000000335276,11712908.300000000745058
20121130,3670189.000000000000000,4057451.680000000167638,4075136.129999999888241,11802777.809999998658895
20121203,3676926.120000000577420,4028183.409999999683350,4036659.690000000409782,11741770.220000000670552
20121204,3655160.040000000502914,3999999.149999999906868,4080794.430000000633299,11735954.620000001043081
20121205,3834989.320000000298023,4013007.270000000484288,4054200.420000000391155,11902198.010000001639128
20121206,3790938.920000000391155,4023847.369999999646097,4050805.440000000409782,11865592.730000000447035
20121207,3803376.680000000167638,4026015.390000000130385,4090413.540000000502914,11919806.610000001266599
20121210,3800785.480000000447035,4029267.420000000391155,4082491.920000000391155,11912545.820000000298023
20121211,3805449.640000000596046,4035771.479999999515712,4011197.340000000316650,11852419.460000000894070
20121212,3799230.760000000242144,4007587.219999999739230,3900860.490000000223517,11707679.470000000670552
20121213,3795084.840000000316650,3989159.049999999813735,3906518.790000000502914,11690763.680000001564622
20121214,3802340.200000000651926,3979402.959999999962747,3890109.720000000204891,11671853.880000000819564
20121217,3844835.880000000353903,4041191.530000000260770,3915572.070000000298023,11801600.480000000447035
20121218,3852091.240000000223517,4084551.930000000167638,3932546.970000000204891,11869191.140000000596046
20121219,3805449.640000000596046,4042275.540000000037253,3877095.629999999888241,11724821.810000000521541
20121220,3825661.000000000000000,4132248.369999999646097,3904255.470000000204891,11862165.839999999850988
20121221,3773837.000000000000000,4085635.939999999944121,3884451.420000000391155,11743925.359999999403954
20121224,3749997.960000000428408,4097560.049999999813735,3879924.779999999795109,11727483.789999999105930
20121226,3745333.800000000279397,4058535.689999999944121,3847106.640000000130385,11650977.130000000819564
20121227,3722013.000000000000000,4048779.600000000093132,3858423.240000000223517,11629216.839999999850988
20121228,3691955.080000000074506,4028183.409999999683350,3825605.100000000093132,11545744.589999999850988
20121231,3722013.000000000000000,4108400.149999999906868,3860686.560000000521541,11691100.710000000894070
20130102,3775909.960000000428408,4211381.100000000558794,3917835.390000000130385,11905127.450000001117587
20130103,3804931.400000000372529,4214633.129999999888241,3892938.870000000111759,11912504.400000000372529
20130104,3838098.760000000242144,4248237.439999999478459,3907650.450000000186265,11993987.649999998509884
20130107,3786274.760000000242144,4278589.719999999739230,3870305.670000000391155,11935171.150000000372529
20130108,3793011.880000000353903,4318698.090000000782311,3881056.440000000409782,11992767.410000000149012
20130109,3831879.880000000353903,4384822.700000000186265,3879924.779999999795109,12096628.359999999403954
20130110,3858310.120000000577420,4350134.379999999888241,3868042.350000000093132,12076487.849999999627471
20130111,3879039.720000000204891,4367478.540000000037253,3883319.759999999776483,12129839.019999999552965
20130114,3884222.120000000577420,4353386.409999999217689,3864647.370000000111759,12102256.899999998509884
20130115,3915834.760000000242144,4347966.360000000335276,3903123.810000000521541,12166925.930000001564622
20130116,3915316.520000000018626,4341462.299999999813735,3916137.899999999906868,12172917.720000000670552
20130117,3933454.920000000391155,4332790.219999999739230,3895768.020000000018626,12162014.160000000149012
20130118,3954702.760000000242144,4289429.820000000298023,3915572.070000000298023,12159705.650000000372529
20130122,4039694.120000000577420,4310026.009999999776483,3937073.610000000335276,12286794.740000002086163
20130123,4023628.680000000167638,4310026.009999999776483,3931981.140000000130385,12265636.830000000074506
20130124,4046949.480000000447035,4324118.139999999664724,3948956.040000000502914,12320024.660000000149012
20130125,4060423.720000000204891,4331706.209999999962747,3904255.470000000204891,12296386.400000000372529
20130128,4008599.720000000204891,4237397.340000000782311,3924059.520000000018626,12170057.580000000074506
20130129,4032438.760000000242144,4246069.419999999925494,3954614.340000000316650,12233123.519999999552965
20130130,4020519.240000000223517,4200541.000000000000000,3946692.720000000204891,12167753.960000000894070
20130131,4066124.359999999869615,4279673.729999999515712,3958009.320000000298023,12303808.410000000149012
20130201,4140232.680000000167638,4297017.889999999664724,3988564.140000000130385,12425815.710000000894070
20130204,4042285.320000000298023,4244985.409999999217689,3939902.759999999776483,12227174.489999998360872
20130205,4075970.920000000391155,4323034.129999999888241,4004407.379999999888241,12403413.429999999701977
20130206,4092036.359999999869615,4358806.459999999962747,4034962.200000000186265,12485806.019999999552965
20130207,4100328.200000000651926,4256909.520000000484288,4030435.560000000521541,12387674.280000001192093
20130208,4086853.960000000428408,4276421.700000000186265,4044581.310000000521541,12407857.970000000670552
20130211,4104992.359999999869615,4236313.330000000074506,4040054.670000000391155,12381361.359999999403954
20130212,4140750.920000000391155,4249321.450000000186265,4040054.670000000391155,12430128.040000000968575
20130213,4145415.080000000074506,4194036.939999999944121,4039488.840000000316650,12378941.859999999403954
20130214,4163553.480000000447035,4226557.240000000223517,4007236.529999999795109,12397348.250000000000000
20130215,4166144.680000000167638,4281841.750000000000000,3921230.370000000111759,12369217.800000000745058
20130219,4177027.720000000204891,4271001.649999999441206,3890675.550000000279397,12338705.919999999925494
20130220,4151633.960000000428408,4211381.100000000558794,3916137.899999999906868,12279153.960000000894070
20130221,4165626.439999999944121,4266665.610000000335276,3975550.050000000279397,12407843.100000001490116
20130222,4198275.560000000521541,4320866.110000000335276,3983471.670000000391155,12502614.340000001713634
20130225,4107065.320000000298023,4224389.219999999739230,3985734.990000000223517,12317190.530000001192093
20130226,4148006.280000000726432,4277505.709999999962747,4023645.600000000093132,12449158.589999999850988
20130227,4186356.040000000502914,4332790.219999999739230,4054766.250000000000000,12573913.509999999776483
20130228,4167699.400000000372529,4299185.909999999217689,4004973.210000000428408,12471859.519999999552965
20130301,4181691.880000000353903,4284009.770000000484288,4059292.890000000130385,12524995.540000000968575
20130304,4172881.800000000279397,4323034.129999999888241,4145299.050000000279397,12641215.980000000447035
20130305,4221596.360000000335276,4343630.320000000298023,4171327.229999999981374,12736554.910000000149012
20130306,4201385.000000000000000,4365310.520000000484288,4152089.009999999776483,12718785.529999999329448
20130307,4208122.120000000111759,4350134.379999999888241,4148694.029999999795109,12706951.529999999329448
20130308,4231442.920000000856817,4354470.419999999925494,4132284.960000000428408,12718199.300000000745058
20130311,4236625.320000000298023,4368562.549999999813735,4129455.810000000521541,12734644.680000001564622
20130312,4236107.080000000074506,4330622.200000000186265,4164537.270000000018626,12731267.550000000745058
20130313,4255800.200000000186265,4318698.090000000782311,4167366.420000000391155,12741865.710000000894070
20130314,4268237.959999999962747,4354470.419999999925494,4143035.729999999981374,12765745.109999999403954
20130315,4264092.040000000037253,4297017.889999999664724,4102295.970000000204891,12663406.900000000372529
20130318,4277048.040000000037253,4284009.770000000484288,4088150.220000000204891,12649209.030000001192093
20130319,4311251.879999999888241,4227641.250000000000000,4099466.820000000298023,12638360.949999999254942
20130320,4344937.480000000447035,4317614.080000000074506,4130021.640000000130385,12792574.200000001117587
20130321,4340273.320000000298023,4276421.700000000186265,4137943.259999999776483,12754639.279999999329448
20130322,4337163.879999999888241,4338210.270000000484288,4203013.710000000894070,12878388.860000001266599
20130325,4320580.200000000186265,4444443.250000000000000,4235266.019999999552965,13000290.469999998807907
20130326,4320061.959999999962747,4538752.120000000111759,4230739.380000000819564,13089554.460000000894070
20130327,4320580.200000000186265,4571272.419999999925494,4231305.210000000894070,13123158.830000001937151
20130328,4363075.879999999888241,4602708.709999999962747,4234134.359999999403954,13199919.949999999254942
20130401,4350638.120000000111759,4535500.090000000782311,4268084.160000000149012,13154223.370000001043081
20130402,4374477.160000000149012,4551760.240000000223517,4301468.130000000819564,13227706.530000001192093
20130403,4338718.600000000558794,4465039.439999999478459,4300336.470000000670552,13104095.509999999776483
20130404,4370849.480000000447035,4511651.870000000111759,4311653.070000000298023,13194155.420000001788139
20130405,4374477.160000000149012,4475879.540000000037253,4322403.839999999850988,13172761.539999999105930
20130408,4391060.840000000782311,4506231.820000000298023,4373328.540000000968575,13270622.200000001117587
20130409,4419045.799999999813735,4465039.439999999478459,4420292.429999999701977,13304378.669999998062849
20130410,4395206.760000000707805,4525744.000000000000000,4377855.179999999701977,13298806.940000001341105
20130411,4459986.760000000707805,4543088.159999999217689,4401620.040000000968575,13404695.960000000894070
20130412,4470351.560000000521541,4492139.689999999478459,4445188.950000001117587,13407681.200000001117587
20130415,4390024.360000000335276,4370730.570000000298023,4440096.480000000447035,13200852.410000000149012
20130416,4485380.520000000484288,4463955.429999999701977,4451978.910000000149012,13401315.859999999403954
20130417,4408681.000000000000000,4396746.810000000521541,4442359.800000000745058,13247788.610000001266599
20130418,4358411.719999999739230,4373982.600000000558794,4365972.750000000000000,13098368.070000000298023
20130419,4395206.760000000707805,4443359.240000000223517,4429911.540000000968575,13268478.540000000968575
20130422,4383287.240000000223517,4431435.129999999888241,4411804.980000000447035,13226528.350000001490116
20130423,4475015.719999999739230,4489971.669999999925494,4475177.939999999478459,13440166.330000000074506
20130424,4449621.959999999962747,4527912.020000000484288,4415199.960000000894070,13392734.940000001341105
20130425,4419045.799999999813735,4573440.439999999478459,4450281.419999999925494,13442768.659999998286366
20130426,4412826.920000000856817,4532248.060000000521541,4472348.790000000968575,13417424.770000001415610
20130429,4429928.840000000782311,4550676.229999999515712,4435569.839999999850988,13416175.910000000149012
20130430,4426301.160000000149012,4565852.370000000111759,4397659.230000000447035,13389813.760000001639128
