代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,14458243.300000000745058
真實報酬,4458243.300000000745058

夏普值報酬,0.437124330000000
夏普值風險,0.109629759348760
夏普值,3.987278021922844

預期報酬,17312.707843389929621
風險,322284.124656688305549
趨勢值,0.053718773339618
找到最佳解世代,1826
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,2
MCD[15](1),V[25](3),
20110525,5435663.929999999701977,5347636.480000000447035,10783300.410000000149012
20110526,5416607.740000000223517,5382943.310000000521541,10799551.050000000745058
20110527,5363381.830000000074506,5418250.140000000596046,10781631.970000000670552
20110531,5358124.950000000186265,5505159.260000000707805,10863284.210000000894070
20110601,5321326.790000000037253,5377511.490000000223517,10698838.280000001192093
20110602,5306213.259999999776483,5480716.070000000298023,10786929.330000000074506
20110603,5292413.950000000186265,5372079.670000000856817,10664493.620000001043081
20110606,5302927.709999999962747,5309613.740000000223517,10612541.449999999254942
20110607,5331840.549999999813735,5418250.140000000596046,10750090.690000001341105
20110608,5332497.660000000149012,5209125.070000000298023,10541622.730000000447035
20110609,5339725.870000000111759,5190113.700000000186265,10529839.570000000298023
20110610,5280585.969999999739230,5070613.660000001080334,10351199.630000000819564
20110613,5304899.040000000037253,5084193.209999999962747,10389092.250000000000000
20110614,5353525.179999999701977,5154806.870000000111759,10508332.050000000745058
20110615,5338411.649999999441206,5081477.300000000745058,10419888.949999999254942
20110616,5375866.919999999925494,5084193.209999999962747,10460060.129999998956919
20110617,5422521.729999999515712,5054318.200000000186265,10476839.929999999701977
20110620,5433692.599999999627471,5027159.100000000558794,10460851.699999999254942
20110621,5440920.809999999590218,5092340.940000000409782,10533261.750000000000000
20110622,5431064.160000000149012,5070613.660000001080334,10501677.820000000298023
20110623,5407408.200000000186265,5114068.219999999739230,10521476.419999999925494
20110624,5377838.250000000000000,4980988.630000000819564,10358826.880000000819564
20110627,5409379.529999999329448,5016295.459999999962747,10425674.989999998360872
20110628,5542772.859999999403954,5111352.310000000521541,10654125.169999999925494
20110629,5557229.279999999329448,5877238.930000000633299,11434468.210000000894070
20110630,5540801.529999999329448,5722432.060000000521541,11263233.589999999850988
20110701,5628197.160000000149012,5972295.780000000260770,11600492.940000001341105
20110705,5627540.049999999813735,5996738.969999999739230,11624279.019999999552965
20110706,5641996.469999999739230,5988591.240000000223517,11630587.710000000894070
20110707,5655138.669999999925494,6121670.830000000074506,11776809.500000000000000
20110708,5624911.609999999403954,6091795.820000000298023,11716707.429999999701977
20110711,5608483.859999999403954,5969579.870000000111759,11578063.730000000447035
20110712,5584827.899999999441206,5956000.320000000298023,11540828.219999998807907
20110713,5582856.569999999366701,6026613.980000000447035,11609470.550000000745058
20110714,5638710.919999999925494,5972295.780000000260770,11611006.699999999254942
20110715,5617026.290000000037253,6026613.980000000447035,11643640.269999999552965
20110718,5611769.410000000149012,5980443.510000000707805,11592212.920000001788139
20110719,5664995.319999999366701,6056488.990000000223517,11721484.309999998658895
20110720,5668937.979999999515712,6018466.250000000000000,11687404.230000000447035
20110721,5686679.950000000186265,5977727.600000000558794,11664407.550000000745058
20110722,5819416.169999999925494,6078216.270000000484288,11897632.440000001341105
20110725,5790503.330000000074506,6048341.260000000707805,11838844.589999999850988
20110726,5783932.229999999515712,6056488.990000000223517,11840421.219999998807907
20110727,5722821.000000000000000,5958716.230000000447035,11681537.230000000447035
20110728,5702450.589999999850988,5901682.120000000111759,11604132.710000000894070
20110729,5682737.290000000037253,5809341.180000000633299,11492078.470000000670552
20110801,5676823.299999999813735,5817488.910000001080334,11494312.210000000894070
20110802,5589427.669999999925494,5673545.680000000633299,11262973.350000001490116
20110803,5620968.950000000186265,5939704.860000000335276,11560673.810000000521541
20110804,5538173.089999999850988,5771318.440000000409782,11309491.530000001192093
20110805,5590741.889999999664724,5662682.040000000968575,11253423.929999999701977
20110808,5395580.219999999739230,5380227.400000000372529,10775807.620000001043081
20110809,5648567.569999999366701,5619227.480000000447035,11267795.050000000745058
20110810,5525030.889999999664724,5382943.310000000521541,10907974.199999999254942
20110811,5669595.089999999850988,5738727.520000000484288,11408322.609999999403954
20110812,5684051.509999999776483,5692557.050000000745058,11376608.560000000521541
20110815,5705079.029999999329448,5831068.459999999962747,11536147.489999998360872
20110816,5695222.379999999888241,5828352.550000000745058,11523574.929999999701977
20110817,5749762.509999999776483,5703420.690000000409782,11453183.199999999254942
20110818,5625568.719999999739230,5450841.060000000521541,11076409.780000001192093
20110819,5732020.540000000037253,5404670.589999999850988,11136691.129999998956919
20110822,5766847.370000000111759,5418250.140000000596046,11185097.510000001639128
20110823,5883155.839999999850988,5687125.230000000447035,11570281.070000000298023
20110824,5922582.439999999478459,5866375.290000000968575,11788957.730000000447035
20110825,5829272.819999999366701,5711568.420000000856817,11540841.240000000223517
20110826,5909440.240000000223517,5828352.550000000745058,11737792.790000000968575
20110829,5965951.700000000186265,5879954.839999999850988,11845906.539999999105930
20110830,5965294.589999999850988,5969579.870000000111759,11934874.460000000894070
20110831,5940981.519999999552965,5966863.959999999962747,11907845.480000000447035
20110901,5918639.779999999329448,5956000.320000000298023,11874640.099999999627471
20110902,5854243.000000000000000,5809341.180000000633299,11663584.179999999701977
20110906,5836501.029999999329448,5831068.459999999962747,11667569.489999998360872
20110907,5867385.200000000186265,6007602.610000000335276,11874987.810000000521541
20110908,5822701.719999999739230,5939704.860000000335276,11762406.580000000074506
20110909,5587456.339999999850988,5863659.380000000819564,11451115.720000000670552
20110912,5663681.099999999627471,5936988.950000000186265,11600670.050000000745058
20110913,5659081.330000000074506,5958716.230000000447035,11617797.560000000521541
20110914,5700479.259999999776483,6083648.089999999850988,11784127.349999999627471
20110915,5787217.779999999329448,6146114.020000000484288,11933331.800000000745058
20110916,5801674.200000000186265,6167841.300000000745058,11969515.500000000000000
20110919,5835843.919999999925494,6113523.100000000558794,11949367.019999999552965
20110920,5868699.419999999925494,6303636.800000000745058,12172336.220000000670552
20110921,5751076.729999999515712,6208579.950000000186265,11959656.679999999701977
20110922,5650538.899999999441206,5996738.969999999739230,11647277.869999999180436
20110923,5741220.080000000074506,6116239.010000000707805,11857459.089999999850988
20110926,5870670.750000000000000,6129818.560000000521541,12000489.310000000521541
20110927,5896955.149999999441206,6075500.360000000335276,11972455.509999999776483
20110928,5784589.339999999850988,5950568.500000000000000,11735157.839999999850988
20110929,5833872.589999999850988,5953284.410000001080334,11787157.000000000000000
20110930,5770790.029999999329448,5820204.820000000298023,11590994.849999999627471
20111003,5652510.229999999515712,5722432.060000000521541,11374942.289999999105930
20111004,5682737.290000000037253,5757738.890000000596046,11440476.179999999701977
20111005,5640025.139999999664724,5771318.440000000409782,11411343.580000000074506
20111006,5724135.219999999739230,5915261.670000000856817,11639396.890000000596046
20111007,5730049.209999999962747,5855511.650000000372529,11585560.859999999403954
20111010,5816130.620000000111759,6059204.900000000372529,11875335.519999999552965
20111011,5870670.750000000000000,6146114.020000000484288,12016784.769999999552965
20111012,5806273.969999999739230,6189568.580000000074506,11995842.550000000745058
20111013,5868699.419999999925494,6287341.339999999850988,12156040.759999999776483
20111014,5910097.349999999627471,6376966.370000000111759,12287063.719999998807907
20111017,5825987.269999999552965,6192284.490000000223517,12018271.759999999776483
20111018,5890384.049999999813735,6376966.370000000111759,12267350.419999999925494
20111019,5889069.830000000074506,6116239.010000000707805,12005308.839999999850988
20111020,5848986.120000000111759,6203148.130000000819564,12052134.250000000000000
20111021,6066489.529999999329448,6344375.450000000186265,12410864.980000000447035
20111024,6046119.120000000111759,6395977.740000000223517,12442096.859999999403954
20111025,6030348.479999999515712,6156977.660000001080334,12187326.140000000596046
20111026,6031005.589999999850988,6249318.600000000558794,12280324.190000001341105
20111027,6144685.620000000111759,6409557.290000000968575,12554242.910000000149012
20111028,6130229.200000000186265,6458443.670000000856817,12588672.870000001043081
20111031,6101316.359999999403954,6333511.810000000521541,12434828.169999999925494
20111101,6039548.019999999552965,6113523.100000000558794,12153071.120000001043081
20111102,6080288.839999999850988,6214011.770000000484288,12294300.609999999403954
20111103,6111173.009999999776483,6328079.990000000223517,12439253.000000000000000
20111104,6164398.919999999925494,6290057.250000000000000,12454456.169999999925494
20111107,6217624.830000000074506,6311784.530000000260770,12529409.359999999403954
20111108,6216310.609999999403954,6420420.930000000633299,12636731.539999999105930
20111109,6088174.160000000149012,6322648.170000000856817,12410822.330000001937151
20111110,6128257.870000000111759,6317216.350000000558794,12445474.220000000670552
20111111,6226824.370000000111759,6461159.580000000074506,12687983.949999999254942
20111114,6180826.669999999925494,6371534.550000000745058,12552361.220000000670552
20111115,6207768.179999999701977,6493750.500000000000000,12701518.679999999701977
20111116,6121029.660000000149012,6341659.540000000968575,12462689.200000001117587
20111117,6064518.200000000186265,6205864.040000000968575,12270382.240000002086163
20111118,6094088.149999999441206,6165125.390000000596046,12259213.539999999105930
20111121,6063861.089999999850988,6192284.490000000223517,12256145.580000000074506
20111122,6088174.160000000149012,6167841.300000000745058,12256015.460000000894070
20111123,6036919.580000000074506,6061920.810000000521541,12098840.390000000596046
20111125,6052033.109999999403954,6045625.350000000558794,12097658.460000000894070
20111128,6161113.370000000111759,6347091.360000000335276,12508204.730000000447035
20111129,6141400.069999999366701,6309068.620000000111759,12450468.689999999478459
20111130,6276764.729999999515712,6583375.530000000260770,12860140.259999999776483
20111201,6275450.509999999776483,6637693.730000000447035,12913144.240000000223517
20111202,6288592.709999999962747,6599670.990000000223517,12888263.699999999254942
20111205,6265593.859999999403954,6523625.510000000707805,12789219.370000001043081
20111206,6308963.120000000111759,6474739.130000000819564,12783702.250000000000000
20111207,6337875.959999999962747,6591523.260000000707805,12929399.220000000670552
20111208,6368760.129999999888241,6504614.140000000596046,12873374.269999999552965
20111209,6441699.339999999850988,6599670.990000000223517,13041370.330000000074506
20111212,6471269.290000000037253,6580659.620000000111759,13051928.910000000149012
20111213,6439728.009999999776483,6512761.870000000111759,12952489.879999998956919
20111214,6414100.719999999739230,6542636.880000000819564,12956737.600000001490116
20111215,6448927.549999999813735,6507330.050000000745058,12956257.600000001490116
20111216,6406215.399999999441206,6615966.450000000186265,13022181.849999999627471
20111219,6389787.649999999441206,6694727.839999999850988,13084515.489999998360872
20111220,6493611.029999999329448,6882125.630000000819564,13375736.660000000149012
20111221,6518581.209999999962747,6838671.070000000298023,13357252.280000001192093
20111222,6479154.609999999403954,6827807.430000000633299,13306962.039999999105930
20111223,6581006.660000000149012,6958171.110000000335276,13539177.769999999552965
20111227,6607291.059999999590218,6920148.370000000111759,13527439.429999999701977
20111228,6543551.389999999664724,6838671.070000000298023,13382222.460000000894070
20111229,6624375.919999999925494,7004341.580000000074506,13628717.500000000000000
20111230,6592834.639999999664724,6892989.270000000484288,13485823.910000000149012
20120103,6494925.250000000000000,6993477.940000000409782,13488403.190000001341105
20120104,6531066.299999999813735,6868546.080000000074506,13399612.379999998956919
20120105,6559979.139999999664724,6920148.370000000111759,13480127.509999999776483
20120106,6610576.609999999403954,6838671.070000000298023,13449247.679999999701977
20120109,6547494.049999999813735,6784352.870000000111759,13331846.919999999925494
20120110,6551436.709999999962747,6776205.140000000596046,13327641.850000001490116
20120111,6566550.240000000223517,6730034.670000000856817,13296584.910000000149012
20120112,6608605.279999999329448,6882125.630000000819564,13490730.910000000149012
20120113,6594148.859999999403954,6841386.980000000447035,13435535.839999999850988
20120117,6607291.059999999590218,6960887.020000000484288,13568178.080000000074506
20120118,6673659.169999999925494,7047796.140000000596046,13721455.310000000521541
20120119,6653945.870000000111759,6950023.380000000819564,13603969.250000000000000
20120120,6685487.149999999441206,6830523.339999999850988,13516010.489999998360872
20120123,6633575.459999999962747,6762625.589999999850988,13396201.050000000745058
20120124,6489011.259999999776483,6857682.440000000409782,13346693.699999999254942
20120125,6520552.540000000037253,6827807.430000000633299,13348359.970000000670552
20120126,6517266.990000000223517,6849534.709999999962747,13366801.699999999254942
20120127,6485068.599999999627471,6860398.350000000558794,13345466.949999999254942
20120130,6485068.599999999627471,6781636.959999999962747,13266705.559999998658895
20120131,6508724.559999999590218,6833239.250000000000000,13341963.809999998658895
20120201,6466012.410000000149012,6960887.020000000484288,13426899.429999999701977
20120202,6480468.830000000074506,7202603.010000000707805,13683071.839999999850988
20120203,6571807.120000000111759,7267784.850000000558794,13839591.970000000670552
20120206,6537637.399999999441206,7289512.130000000819564,13827149.530000001192093
20120207,6630947.019999999552965,7265068.940000000409782,13896015.960000000894070
20120208,6574435.559999999590218,7357409.880000000819564,13931845.440000001341105
20120209,6570492.899999999441206,7634432.700000000186265,14204925.599999999627471
20120210,6536323.179999999701977,7734921.370000000111759,14271244.550000000745058
20120213,6548151.160000000149012,7653444.070000000298023,14201595.230000000447035
20120214,6541580.059999999590218,7824546.400000000372529,14366126.460000000894070
20120215,6479811.719999999739230,7816398.670000000856817,14296210.390000000596046
20120216,6522523.870000000111759,7726773.640000000596046,14249297.510000001639128
20120217,6570492.899999999441206,7808250.940000000409782,14378743.839999999850988
20120221,6603348.399999999441206,7753932.740000000223517,14357281.140000000596046
20120222,6614519.269999999552965,7900591.880000000819564,14515111.150000000372529
20120223,6624375.919999999925494,7908739.610000000335276,14533115.530000001192093
20120224,6592177.529999999329448,7982069.180000000633299,14574246.710000000894070
20120227,6594805.969999999739230,7935898.709999999962747,14530704.679999999701977
20120228,6556693.589999999850988,8077126.030000000260770,14633819.620000001043081
20120229,6523838.089999999850988,7900591.880000000819564,14424429.970000000670552
20120301,6521866.759999999776483,7957625.990000000223517,14479492.750000000000000
20120302,6538294.509999999776483,7887012.330000000074506,14425306.839999999850988
20120305,6567207.349999999627471,7892444.150000000372529,14459651.500000000000000
20120306,6563921.799999999813735,7797387.300000000745058,14361309.100000001490116
20120307,6582977.990000000223517,7851705.500000000000000,14434683.490000000223517
20120308,6371388.569999999366701,8009228.280000000260770,14380616.849999999627471
20120309,6363503.250000000000000,7954910.080000000074506,14318413.330000000074506
20120312,6351675.269999999552965,7911455.520000000484288,14263130.789999999105930
20120313,6359560.589999999850988,7963057.810000000521541,14322618.400000000372529
20120314,6393073.200000000186265,7927750.980000000447035,14320824.179999999701977
20120315,6442356.450000000186265,7944046.440000000409782,14386402.890000000596046
20120316,6417386.269999999552965,7922319.160000001080334,14339705.429999999701977
20120319,6421986.040000000037253,8068978.300000000745058,14490964.339999999850988
20120320,6416729.160000000149012,7911455.520000000484288,14328184.679999999701977
20120321,6355617.929999999701977,7927750.980000000447035,14283368.910000000149012
20120322,6295163.809999999590218,7963057.810000000521541,14258221.620000001043081
20120323,6278736.059999999590218,8066262.390000000596046,14344998.449999999254942
20120326,6372045.679999999701977,8153171.510000000707805,14525217.190000001341105
20120327,6396358.750000000000000,8134160.140000000596046,14530518.890000000596046
20120328,6379273.889999999664724,8104285.130000000819564,14483559.019999999552965
20120329,6416072.049999999813735,8079841.940000000409782,14495913.990000000223517
20120330,6446299.109999999403954,8011944.190000000409782,14458243.300000000745058
