代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,14107004.950000001117587
真實報酬,4107004.950000001117587

夏普值報酬,0.402000495000000
夏普值風險,0.110486545900767
夏普值,3.638456535341915

預期報酬,18084.785588329021266
風險,183952.131417656812118
趨勢值,0.098312454707405
找到最佳解世代,2187
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,4
BA[2](1),DD[7](12),MRK[17](15),UNH[23](9),
20130222,2594421.969999999739230,2436219.789999999571592,2483815.160000000149012,2466492.059999999590218,9980948.980000000447035
20130225,2539257.879999999888241,2378436.009999999776483,2457803.810000000055879,2413513.289999999571592,9789010.989999998360872
20130226,2560240.540000000037253,2398060.689999999944121,2452023.510000000242144,2402193.039999999571592,9812517.779999999329448
20130227,2618112.069999999832362,2469472.719999999739230,2483815.160000000149012,2439323.459999999497086,10010723.409999998286366
20130228,2602544.290000000037253,2462386.029999999795109,2469942.439999999944121,2420305.439999999944121,9955178.199999999254942
20130301,2615404.629999999888241,2469472.719999999739230,2464162.140000000130385,2423475.109999999869615,9972514.599999999627471
20130304,2608974.459999999962747,2478194.799999999813735,2505202.270000000018626,2414418.909999999683350,10006790.439999999478459
20130305,2662107.969999999739230,2500000.000000000000000,2500000.000000000000000,2422569.489999999757856,10084677.459999999031425
20130306,2676322.029999999795109,2539249.359999999869615,2524855.290000000037253,2427550.399999999906868,10167977.080000000074506
20130307,2742992.739999999757856,2522895.459999999962747,2501156.060000000055879,2436153.789999999571592,10203198.049999998882413
20130308,2749084.479999999981374,2544155.529999999795109,2483815.160000000149012,2436606.600000000093132,10213661.769999999552965
20130311,2806956.009999999776483,2561054.559999999590218,2523699.229999999981374,2454719.000000000000000,10346428.799999998882413
20130312,2848244.469999999739230,2580679.240000000223517,2603467.370000000111759,2482793.219999999739230,10515184.300000000745058
20130313,2868211.839999999850988,2577953.589999999850988,2577456.020000000018626,2466944.869999999646097,10490566.319999998435378
20130314,2863812.250000000000000,2613932.169999999925494,2558959.060000000055879,2478265.119999999646097,10514968.599999999627471
20130315,2925068.080000000074506,2624834.769999999552965,2548554.520000000018626,2478265.119999999646097,10576722.489999998360872
20130318,2882764.330000000074506,2582859.759999999776483,2521965.140000000130385,2490490.989999999757856,10478080.220000000670552
20130319,2893932.520000000018626,2576863.330000000074506,2526011.350000000093132,2498188.759999999776483,10494995.959999999031425
20130320,2889194.500000000000000,2595942.879999999888241,2550288.609999999869615,2485057.270000000018626,10520483.259999999776483
20130321,2853997.779999999795109,2521260.069999999832362,2531213.620000000111759,2493207.850000000093132,10399679.320000000298023
20130322,2870580.849999999627471,2544700.659999999683350,2537571.949999999720603,2466039.250000000000000,10418892.709999999031425
20130325,2871596.139999999664724,2506541.559999999590218,2525433.319999999832362,2484151.649999999906868,10387722.669999999925494
20130326,2931498.250000000000000,2484191.229999999981374,2565895.419999999925494,2519923.639999999664724,10501508.539999999105930
20130327,2917284.189999999944121,2467292.199999999720603,2549132.550000000279397,2563846.209999999497086,10497555.149999998509884
20130328,2905439.139999999664724,2471653.240000000223517,2554912.850000000093132,2590562.000000000000000,10522567.230000000447035
20130401,2885133.339999999850988,2435129.529999999795109,2563583.300000000279397,2670256.559999999590218,10554102.730000000447035
20130402,2845875.459999999962747,2402966.859999999869615,2595952.979999999981374,2795684.929999999701977,10640480.230000000447035
20130403,2855013.069999999832362,2406782.769999999552965,2621964.330000000074506,2792515.259999999776483,10676275.429999999701977
20130404,2874980.439999999944121,2440035.699999999720603,2619652.209999999962747,2808816.419999999925494,10743484.769999999552965
20130405,2916268.899999999906868,2398605.819999999832362,2608669.640000000130385,2811986.089999999850988,10735530.449999999254942
20130408,2935897.839999999850988,2381706.789999999571592,2628900.689999999944121,2802477.079999999608845,10748982.399999998509884
20130409,2951465.619999999646097,2440580.830000000074506,2630634.779999999795109,2815608.569999999832362,10838289.799999998882413
20130410,2972109.849999999627471,2471108.109999999869615,2707512.770000000018626,2826023.199999999720603,10976753.929999997839332
20130411,2996138.379999999888241,2473288.629999999888241,2728899.879999999888241,2851833.369999999646097,11050160.259999999776483
20130412,3008321.859999999869615,2464566.549999999813735,2723119.580000000074506,2854097.419999999925494,11050105.410000000149012
20130415,2936574.699999999720603,2343002.559999999590218,2685547.629999999888241,2788892.779999999795109,10754017.669999999925494
20130416,2940635.859999999869615,2350089.250000000000000,2714449.129999999888241,2844135.600000000093132,10849309.839999999850988
20130417,2933867.259999999776483,2352269.769999999552965,2702888.529999999795109,2808816.419999999925494,10797841.979999998584390
20130418,2914576.750000000000000,2343002.559999999590218,2691327.930000000167638,2702858.879999999422580,10651766.119999999180436
20130419,2976847.869999999646097,2371894.449999999720603,2745084.720000000204891,2718707.229999999515712,10812534.269999999552965
20130422,2942328.009999999776483,2405692.509999999776483,2769940.010000000242144,2681576.809999999590218,10799537.339999999850988
20130423,2984293.330000000074506,2458024.990000000223517,2810980.140000000130385,2650785.729999999515712,10904084.190000001341105
20130424,3073977.279999999795109,2497274.350000000093132,2771674.100000000093132,2662105.979999999515712,11005031.710000000894070
20130425,3102405.399999999906868,2637372.759999999776483,2736992.300000000279397,2687010.529999999795109,11163780.990000000223517
20130426,3142340.139999999664724,2594307.490000000223517,2767049.859999999869615,2693349.869999999646097,11197047.359999999403954
20130429,3110189.290000000037253,2629195.809999999590218,2764159.709999999962747,2717348.799999999813735,11220893.609999999403954
20130430,3093606.219999999739230,2632466.589999999850988,2716761.250000000000000,2713726.319999999832362,11156560.379999998956919
20130501,3085822.330000000074506,2573592.549999999813735,2641039.319999999832362,2704217.309999999590218,11004671.509999997913837
20130502,3120680.619999999646097,2571412.029999999795109,2643351.439999999944121,2693349.869999999646097,11028793.959999999031425
20130503,3172460.409999999683350,2636282.500000000000000,2639883.260000000242144,2667992.509999999776483,11116618.679999999701977
20130506,3187689.759999999776483,2640098.409999999683350,2599999.189999999944121,2725952.189999999944121,11153739.549999998882413
20130507,3207995.560000000055879,2681528.289999999571592,2616762.060000000055879,2739536.489999999757856,11245822.400000000372529
20130508,3182613.310000000055879,2679347.769999999552965,2600577.220000000204891,2830551.299999999813735,11293089.600000001490116
20130509,3201903.819999999832362,2710965.309999999590218,2629478.720000000204891,2807910.799999999813735,11350258.649999998509884
20130510,3189381.909999999683350,2674986.729999999981374,2656068.100000000093132,2848663.699999999720603,11369100.439999999478459
20130513,3206980.270000000018626,2666809.779999999795109,2668784.760000000242144,2825117.579999999608845,11367692.390000000596046
20130514,3252668.319999999832362,2711510.439999999944121,2696530.199999999720603,2795232.119999999646097,11455941.079999998211861
20130515,3283465.449999999720603,2743673.109999999869615,2701154.439999999944121,2789798.399999999906868,11518091.400000000372529
20130516,3268574.529999999795109,2725138.689999999944121,2680345.359999999869615,2813797.329999999608845,11487855.910000000149012
20130517,3347767.149999999906868,2780741.949999999720603,2658380.220000000204891,2845494.029999999795109,11632383.349999999627471
20130520,3340998.549999999813735,2764388.049999999813735,2613293.879999999888241,2832815.350000000093132,11551495.830000000074506
20130521,3342013.839999999850988,2777471.169999999925494,2735836.239999999757856,2846852.459999999497086,11702173.709999999031425
20130522,3314262.580000000074506,2726228.949999999720603,2699998.379999999888241,2820136.669999999925494,11560626.580000000074506
20130523,3375856.839999999850988,2725138.689999999944121,2735836.239999999757856,2823759.149999999906868,11660590.919999999925494
20130524,3384317.589999999850988,2723503.299999999813735,2726009.729999999981374,2810174.850000000093132,11644005.469999998807907
20130528,3388040.319999999832362,2720232.519999999552965,2752599.109999999869615,2868134.529999999795109,11729006.479999998584390
20130529,3353520.459999999962747,2712600.699999999720603,2709246.859999999869615,2868587.339999999850988,11643955.359999999403954
20130530,3402592.810000000055879,2701698.100000000093132,2720807.459999999962747,2927905.449999999720603,11753003.820000000298023
20130531,3351151.449999999720603,2674986.729999999981374,2699420.350000000093132,2835985.020000000018626,11561543.549999998882413
20130603,3409361.409999999683350,2665719.519999999552965,2800575.600000000093132,2843682.789999999571592,11719339.319999998435378
20130604,3371118.819999999832362,2687524.719999999739230,2857800.569999999832362,2823759.149999999906868,11740203.259999999776483
20130605,3333214.659999999683350,2612841.909999999683350,2816760.439999999944121,2796137.739999999757856,11558954.750000000000000
20130606,3376195.270000000018626,2630831.199999999720603,2809246.050000000279397,2803835.509999999776483,11620108.029999999329448
20130607,3468586.659999999683350,2666809.779999999795109,2785546.819999999832362,2833268.159999999683350,11754211.419999999925494
20130610,3460125.909999999683350,2665174.389999999664724,2801153.629999999888241,2883530.069999999832362,11809984.000000000000000
20130611,3443542.839999999850988,2639553.279999999795109,2749130.930000000167638,2894850.319999999832362,11727077.369999999180436
20130612,3414099.429999999701977,2623199.379999999888241,2731212.000000000000000,2890322.219999999739230,11658833.029999997466803
20130613,3457418.469999999739230,2689705.240000000223517,2768783.949999999720603,2904812.140000000130385,11820719.800000000745058
20130614,3446250.279999999795109,2640098.409999999683350,2771674.100000000093132,2888963.789999999571592,11746986.579999998211861
20130617,3486861.879999999888241,2650455.879999999888241,2763003.649999999906868,2914773.959999999962747,11815095.370000001043081
20130618,3522397.029999999795109,2687524.719999999739230,2760113.500000000000000,2974092.070000000298023,11944127.320000000298023
20130619,3460464.339999999850988,2647185.100000000093132,2750286.989999999757856,2955074.049999999813735,11813010.480000000447035
20130620,3372134.109999999869615,2576863.330000000074506,2676877.180000000167638,2888963.789999999571592,11514838.409999998286366
20130621,3383640.729999999981374,2533252.929999999701977,2716761.250000000000000,2893491.889999999664724,11527146.800000000745058
20130624,3311555.139999999664724,2511447.729999999981374,2682657.479999999981374,2927452.640000000130385,11433112.990000000223517
20130625,3339306.399999999906868,2522895.459999999962747,2672252.939999999944121,2885794.119999999646097,11420248.919999998062849
20130626,3409699.839999999850988,2500000.000000000000000,2698842.319999999832362,2933339.169999999925494,11541881.330000000074506
20130627,3490923.040000000037253,2511447.729999999981374,2732946.089999999850988,2992657.279999999795109,11727974.139999998733401
20130628,3466894.509999999776483,2497274.350000000093132,2684969.600000000093132,2965035.870000000111759,11614174.329999998211861
20130701,3493968.909999999683350,2522895.459999999962747,2677455.209999999962747,2971828.019999999552965,11666147.599999997764826
20130702,3434066.799999999813735,2518534.419999999925494,2690749.899999999906868,2955526.859999999403954,11598877.979999998584390
20130703,3482123.859999999869615,2517444.159999999683350,2690749.899999999906868,2967752.729999999981374,11658070.650000000372529
20130705,3526458.189999999944121,2537613.969999999739230,2726009.729999999981374,2996279.759999999776483,11786361.650000000372529
20130708,3532211.500000000000000,2568686.379999999888241,2740460.479999999981374,3059220.350000000093132,11900578.709999999031425
20130709,3542702.830000000074506,2641188.669999999925494,2752599.109999999869615,3077785.559999999590218,12014276.169999998062849
20130710,3570454.089999999850988,2623199.379999999888241,2772252.129999999888241,3065106.879999999422580,12031012.479999998584390
20130711,3617157.429999999701977,2654816.919999999925494,2792483.180000000167638,3095445.149999999906868,12159902.679999999701977
20130712,3447604.000000000000000,2648820.490000000223517,2805777.870000000111759,3079143.989999999757856,11981346.349999999627471
20130715,3575868.969999999739230,2670625.689999999944121,2804621.810000000055879,3061937.209999999962747,12113053.679999999701977
20130716,3527473.479999999981374,2637372.759999999776483,2787858.939999999944121,3029787.699999999720603,11982492.879999998956919
20130717,3546425.560000000055879,2696246.799999999813735,2782078.640000000130385,2998996.620000000111759,12023747.620000001043081
20130718,3642539.679999999701977,2684799.069999999832362,2739882.449999999720603,3194610.539999999571592,12261831.739999998360872
20130719,3619864.869999999646097,2691340.629999999888241,2762425.620000000111759,3235363.439999999944121,12308994.560000000521541
20130722,3616480.569999999832362,2685344.199999999720603,2758379.410000000149012,3268418.570000000298023,12328622.750000000000000
20130723,3647954.560000000055879,2682073.419999999925494,2770518.040000000037253,3291511.879999999422580,12392057.899999998509884
20130724,3619526.439999999944121,2668445.169999999925494,2761269.560000000055879,3284266.919999999925494,12333508.089999999850988
20130725,3611065.689999999944121,2716416.609999999869615,2784390.760000000242144,3288342.209999999962747,12400215.269999999552965
20130726,3573838.389999999664724,2694066.279999999795109,2802887.720000000204891,3269776.999999999534339,12340569.390000000596046
20130729,3547102.419999999925494,2716961.740000000223517,2794217.270000000018626,3296039.979999999981374,12354321.410000000149012
20130730,3578237.979999999981374,2721867.909999999683350,2777454.399999999906868,3272493.859999999403954,12350054.149999998509884
20130731,3556916.889999999664724,2720232.519999999552965,2784390.760000000242144,3298756.839999999385327,12360297.009999999776483
20130801,3611065.689999999944121,2748034.149999999441206,2808089.989999999757856,3312793.949999999720603,12479983.779999999329448
20130802,3651677.290000000037253,2811814.359999999869615,2805777.870000000111759,3272041.049999999813735,12541310.570000000298023
20130805,3638140.089999999850988,2831984.169999999925494,2805199.839999999850988,3320944.529999999795109,12596268.629999998956919
20130806,3622572.310000000055879,2799276.370000000111759,2799997.569999999832362,3316416.429999999701977,12538262.679999999701977
20130807,3601589.649999999906868,2817265.659999999683350,2806355.899999999906868,3301926.509999999776483,12527137.719999998807907
20130808,3581960.709999999962747,2865237.100000000093132,2801731.660000000149012,3313699.570000000298023,12562629.040000000968575
20130809,3564700.779999999795109,2953003.029999999795109,2797107.419999999925494,3302379.320000000298023,12617190.550000000745058
20130812,3527811.909999999683350,2909392.629999999888241,2801731.660000000149012,3277927.579999999608845,12516863.779999999329448
20130813,3595159.479999999981374,2940465.039999999571592,2799419.540000000037253,3321397.339999999385327,12656441.399999998509884
20130814,3525104.469999999739230,2930652.699999999720603,2807511.959999999962747,3282455.679999999701977,12545724.809999998658895
20130815,3476708.979999999981374,2884316.649999999441206,2772830.160000000149012,3233099.390000000130385,12366955.179999999701977
20130816,3501752.799999999813735,2863601.709999999962747,2757223.350000000093132,3234457.820000000298023,12357035.679999999701977
20130819,3544056.549999999813735,2843431.899999999441206,2750286.989999999757856,3247136.499999999534339,12384911.939999999478459
20130820,3541010.679999999701977,2868507.879999999888241,2749130.930000000167638,3281097.249999999534339,12439746.740000000223517
20130821,3516643.719999999739230,2883226.389999999664724,2743350.629999999888241,3253475.839999999385327,12396696.579999998211861
20130822,3558270.609999999869615,2887042.299999999813735,2763581.680000000167638,3258909.559999999590218,12467804.149999998509884
20130823,3569777.229999999981374,3007516.029999999795109,2758957.439999999944121,3284719.729999999981374,12620970.429999999701977
20130826,3571469.379999999888241,3000429.339999999850988,2752599.109999999869615,3277474.769999999552965,12601972.599999999627471
20130827,3492953.619999999646097,2915934.189999999944121,2723119.580000000074506,3238533.109999999403954,12370540.500000000000000
20130828,3494984.199999999720603,2907212.109999999869615,2721963.520000000018626,3239438.729999999981374,12363598.560000000521541
20130829,3551163.580000000074506,2912663.409999999683350,2722541.550000000279397,3280191.629999999422580,12466560.169999999925494
20130830,3516982.149999999906868,2903396.199999999720603,2733524.120000000111759,3248494.929999999701977,12402397.399999998509884
20130903,3553871.020000000018626,2906666.979999999981374,2728899.879999999888241,3285625.350000000093132,12475063.229999998584390
20130904,3599897.500000000000000,2932833.219999999739230,2756067.290000000037253,3321397.339999999385327,12610195.349999999627471
20130905,3609373.540000000037253,2981894.919999999925494,2746240.779999999795109,3352641.229999999981374,12690150.470000000670552
20130906,3589744.599999999627471,2993342.649999999441206,2745084.720000000204891,3353546.850000000093132,12681718.819999998435378
20130909,3627648.759999999776483,3012967.330000000074506,2759535.470000000204891,3362150.239999999757856,12762301.800000000745058
20130910,3660814.899999999906868,3104004.039999999571592,2773408.189999999944121,3379357.019999999552965,12917584.149999998509884
20130911,3696688.479999999981374,3093646.569999999832362,2782656.669999999925494,3404261.570000000298023,12977253.289999999105930
20130912,3715978.989999999757856,3016783.240000000223517,2765893.800000000279397,3384337.929999999701977,12882993.960000000894070
20130913,3767758.779999999795109,3095281.959999999962747,2762425.620000000111759,3372564.870000000111759,12998031.230000000447035
20130916,3914637.399999999906868,3089830.659999999683350,2785546.819999999832362,3401544.709999999962747,13191559.589999999850988
20130917,3963371.319999999832362,3082743.969999999739230,2775142.279999999795109,3364867.100000000093132,13186124.669999998062849
20130918,4007028.790000000037253,3172145.289999999571592,2797685.449999999720603,3307360.229999999981374,13284219.759999999776483
20130919,4028688.310000000055879,3152520.609999999869615,2789593.029999999795109,3207742.029999999795109,13178543.979999998584390
20130920,3947126.679999999701977,3082198.839999999850988,2775142.279999999795109,3195516.159999999217689,12999983.959999997168779
20130923,3976908.520000000018626,3046220.259999999776483,2756067.290000000037253,3252117.409999999217689,13031313.480000000447035
20130924,4027334.589999999850988,3036407.919999999925494,2747396.839999999850988,3274757.909999999217689,13085897.259999997913837
20130925,4010751.520000000018626,3094191.699999999720603,2755489.260000000242144,3259362.370000000111759,13119794.850000001490116
20130926,4040194.929999999701977,3104549.169999999925494,2756067.290000000037253,3267512.949999999720603,13168324.339999999850988
20130927,4018535.409999999683350,3029321.229999999981374,2762425.620000000111759,3259815.179999999701977,13070097.439999999478459
20130930,3976570.089999999850988,2981349.789999999571592,2752021.080000000074506,3242608.399999999906868,12952549.359999999403954
20131001,3985030.839999999850988,2974263.100000000093132,2817338.470000000204891,3286530.969999999739230,13063163.379999998956919
20131002,3988076.709999999962747,3004245.250000000000000,2795951.359999999869615,3286078.159999999217689,13074351.480000000447035
20131003,3900084.909999999683350,3009696.549999999813735,2795373.330000000074506,3283814.109999999403954,12988968.899999998509884
20131004,3966417.189999999944121,3104549.169999999925494,2787858.939999999944121,3305096.179999999701977,13163921.479999998584390
20131007,3949157.259999999776483,3054942.339999999850988,2768205.919999999925494,3267965.759999999776483,13040271.279999999329448
20131008,3906853.509999999776483,2990617.000000000000000,2760113.500000000000000,3236721.870000000111759,12894305.879999998956919
20131009,3874025.799999999813735,3021689.409999999683350,2732368.060000000055879,3232193.769999999552965,12860277.039999999105930
20131010,4023950.290000000037253,3136166.709999999962747,2745084.720000000204891,3349924.370000000111759,13255126.089999999850988
20131011,3992814.729999999981374,3188499.189999999944121,2733524.120000000111759,3363055.859999999403954,13277893.899999998509884
20131014,4042902.369999999646097,3168874.509999999776483,2702310.500000000000000,3383432.309999999590218,13297519.689999997615814
20131015,3999583.330000000074506,3138892.359999999869615,2691905.959999999962747,3344943.459999999962747,13175325.109999999403954
20131016,4072684.209999999962747,3192860.229999999981374,2726587.760000000242144,3404714.379999999422580,13396846.579999998211861
20131017,4138678.060000000055879,3213030.039999999571592,2723119.580000000074506,3231740.959999999962747,13306568.640000000596046
20131018,4146461.949999999720603,3207033.609999999869615,2694218.080000000074506,3113557.549999999813735,13161271.190000001341105
20131021,4110926.799999999813735,3210849.519999999552965,2688437.779999999795109,3088200.189999999944121,13098414.289999999105930
20131022,4145108.229999999981374,3225568.029999999795109,2686125.660000000149012,3118085.649999999906868,13174887.570000000298023
20131023,4366441.450000000186265,3185773.539999999571592,2691327.930000000167638,3079596.799999999813735,13323139.719999998807907
20131024,4365087.729999999515712,3153610.870000000111759,2671674.910000000149012,3061484.399999999906868,13251857.910000000149012
20131025,4439880.759999999776483,3068025.459999999962747,2690171.870000000111759,3061937.209999999962747,13260015.300000000745058
20131028,4395546.429999999701977,3036407.919999999925494,2621386.300000000279397,3031146.129999999422580,13084486.779999999329448
20131029,4388100.969999999739230,3063119.289999999571592,2634680.989999999757856,3082766.469999999739230,13168667.719999998807907
20131030,4388777.830000000074506,3047855.649999999441206,2615027.970000000204891,3079596.799999999813735,13131258.250000000000000
20131031,4416529.089999999850988,3064209.549999999813735,2606357.520000000018626,3090917.049999999813735,13178013.210000000894070
20131101,4502151.879999999888241,3023869.929999999701977,2614449.939999999944121,3107671.019999999552965,13248142.769999999552965
20131104,4494029.559999999590218,2981349.789999999571592,2642773.410000000149012,3122160.939999999944121,13240313.699999999254942
20131105,4520427.099999999627471,3005880.639999999664724,2621964.330000000074506,3111746.309999999590218,13260018.379999998956919
20131106,4504182.459999999962747,3047855.649999999441206,2656646.129999999888241,3182837.479999999981374,13391521.719999998807907
20131107,4450710.519999999552965,3002064.729999999981374,2648553.709999999962747,3158838.549999999813735,13260167.510000001639128
20131108,4517719.660000000149012,3079473.189999999944121,2705200.649999999906868,3192346.489999999757856,13494739.990000000223517
20131111,4485230.379999999888241,3078928.059999999590218,2716761.250000000000000,3192346.489999999757856,13473266.179999999701977
20131112,4478461.780000000260770,3053852.080000000074506,2750865.020000000018626,3167441.939999999944121,13450620.820000000298023
20131113,4506889.899999999441206,3074021.889999999664724,2736414.270000000018626,3215439.799999999813735,13532765.859999999403954
20131114,4571868.459999999962747,3113271.250000000000000,2764159.709999999962747,3234910.629999999422580,13684210.049999998882413
20131115,4605373.030000000260770,3123083.589999999850988,2778610.459999999962747,3254381.459999999962747,13761448.539999999105930
20131118,4682535.070000000298023,3095281.959999999962747,2775142.279999999795109,3245778.070000000298023,13798737.380000000819564
20131119,4635831.729999999515712,3082198.839999999850988,2778610.459999999962747,3242608.399999999906868,13739249.429999999701977
20131120,4482522.939999999478459,3047855.649999999441206,2782078.640000000130385,3259362.370000000111759,13571819.599999997764826
20131121,4498767.580000000074506,3076747.539999999571592,2810402.109999999869615,3301473.699999999720603,13687390.929999997839332
20131122,4601650.299999999813735,3078928.059999999590218,2828899.069999999832362,3339056.929999999701977,13848534.359999999403954
20131125,4501136.589999999850988,3028230.969999999739230,2870517.229999999981374,3353999.659999999217689,13753884.449999999254942
20131126,4561377.129999999888241,3011331.939999999944121,2865892.989999999757856,3374376.109999999403954,13812978.169999999925494
20131127,4559346.549999999813735,3035317.659999999683350,2880343.739999999757856,3367131.149999999906868,13842139.099999999627471
20131129,4543440.339999999850988,3032592.009999999776483,2880343.739999999757856,3372564.870000000111759,13828940.960000000894070
20131202,4540394.469999999739230,3104004.039999999571592,2900574.790000000037253,3358074.949999999720603,13903048.250000000000000
20131203,4467293.589999999850988,3005880.639999999664724,2876297.529999999795109,3338604.120000000111759,13688075.879999998956919
20131204,4450372.089999999850988,3018963.759999999776483,2850286.180000000167638,3334981.640000000130385,13654603.669999999925494
20131205,4491998.979999999515712,2997158.559999999590218,2821384.680000000167638,3294228.739999999757856,13604770.959999999031425
20131206,4574914.330000000074506,3048400.779999999795109,2854910.419999999925494,3328189.489999999757856,13806415.019999999552965
20131209,4557992.830000000074506,3167239.120000000111759,2864736.930000000167638,3338151.309999999590218,13928120.190000001341105
20131210,4524826.689999999478459,3243557.319999999832362,2857222.540000000037253,3353094.039999999571592,13978700.589999999850988
20131211,4486245.669999999925494,3186863.799999999813735,2829477.100000000093132,3266607.329999999608845,13769193.900000000372529
20131212,4499782.870000000111759,3164513.469999999739230,2793061.209999999962747,3215439.799999999813735,13672797.350000001490116
20131213,4529226.280000000260770,3223387.509999999776483,2796529.390000000130385,3191440.870000000111759,13740584.050000000745058
20131216,4559346.549999999813735,3229383.939999999944121,2779766.520000000018626,3217703.850000000093132,13786200.859999999403954
20131217,4598604.429999999701977,3276265.120000000111759,2768783.949999999720603,3202761.120000000111759,13846414.620000001043081
20131218,4585405.660000000149012,3377659.299999999813735,2826586.949999999720603,3277474.769999999552965,14067126.679999999701977
20131219,4574575.899999999441206,3408186.580000000074506,2820228.620000000111759,3277927.579999999608845,14080918.679999999701977
20131220,4625340.399999999441206,3398919.370000000111759,2850864.209999999962747,3321397.339999999385327,14196521.320000000298023
20131223,4616202.790000000037253,3406551.189999999944121,2853176.330000000074506,3366678.339999999385327,14242608.650000000372529
20131224,4630755.280000000260770,3448526.199999999720603,2856066.479999999981374,3356716.519999999552965,14292064.480000000447035
20131226,4679489.200000000186265,3482324.259999999776483,2873985.410000000149012,3389318.839999999385327,14425117.710000000894070
20131227,4633124.290000000037253,3462154.449999999720603,2878031.620000000111759,3382073.879999999422580,14355384.239999998360872
20131230,4599958.149999999441206,3462154.449999999720603,2886702.069999999832362,3386149.169999999925494,14334963.839999999850988
20131231,4619248.660000000149012,3446890.809999999590218,2893060.399999999906868,3409695.289999999571592,14368895.159999998286366
20140102,4625340.399999999441206,3405460.929999999701977,2860690.720000000204891,3376640.159999999217689,14268132.209999997168779
20140103,4657491.250000000000000,3390197.289999999571592,2874563.439999999944121,3400639.089999999385327,14322891.069999998435378
20140106,4684227.219999999739230,3384200.859999999869615,2875141.470000000204891,3361697.429999999701977,14305266.980000000447035
20140107,4755297.519999999552965,3346586.889999999664724,2896528.580000000074506,3464485.299999999813735,14462898.289999999105930
20140108,4765788.849999999627471,3350402.799999999813735,2878031.620000000111759,3424185.209999999962747,14418408.480000000447035
20140109,4810123.179999999701977,3307337.529999999795109,2862424.810000000055879,3445014.469999999739230,14424899.989999998360872
20140110,4802339.290000000037253,3315514.479999999981374,2883233.890000000130385,3382526.689999999944121,14383614.349999999627471
20140113,4761727.689999999478459,3252279.399999999441206,3070515.609999999869615,3348113.129999999422580,14432635.829999998211861
20140114,4738376.019999999552965,3311153.439999999944121,3063579.250000000000000,3351735.609999999403954,14464844.319999998435378
20140115,4759020.250000000000000,3342225.850000000093132,3035833.810000000055879,3388866.029999999795109,14525945.939999999478459
20140116,4745144.620000000111759,3344951.500000000000000,3034677.750000000000000,3294681.549999999813735,14419455.420000001788139
20140117,4753605.370000000111759,3343861.240000000223517,3002886.100000000093132,3283814.109999999403954,14384166.820000000298023
20140121,4794555.399999999441206,3565729.149999999441206,2995949.739999999757856,3312793.949999999720603,14669028.239999998360872
20140122,4885931.500000000000000,3546104.469999999739230,2968204.300000000279397,3323661.390000000130385,14723901.660000000149012
20140123,4782371.919999999925494,3471966.789999999571592,2982655.050000000279397,3314605.189999999944121,14551598.949999999254942
20140124,4624663.540000000037253,3370027.479999999981374,3004620.189999999944121,3242155.589999999385327,14241466.799999998882413
