代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,13906200.350000001490116
真實報酬,3906200.350000001490116

夏普值報酬,0.381920035000000
夏普值風險,0.090221497136113
夏普值,4.233137856533401

預期報酬,15151.435930065601497
風險,200166.208549244707683
趨勢值,0.075694274472597
找到最佳解世代,1716
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,4
HD[9](1),TRV[22](4),V[25](2),WMT[28](8),
20120308,2693170.740000000223517,2448542.800000000279397,2930246.119999999646097,2435218.630000000353903,10507178.290000000968575
20120309,2708939.780000000260770,2470412.110000000335276,2910373.319999999832362,2447848.959999999962747,10537574.170000001788139
20120312,2736535.600000000093132,2470412.110000000335276,2894475.079999999608845,2472294.759999999776483,10573717.550000000745058
20120313,2767510.500000000000000,2504716.910000000149012,2913354.239999999757856,2485332.520000000018626,10670914.169999999925494
20120314,2786095.439999999944121,2527872.650000000372529,2900436.919999999925494,2488591.959999999962747,10702996.969999998807907
20120315,2770889.580000000074506,2533447.180000000167638,2906398.759999999776483,2494703.409999999683350,10705438.929999999701977
20120316,2762441.879999999888241,2538592.900000000372529,2898449.640000000130385,2478813.640000000130385,10678298.060000000521541
20120319,2750051.919999999925494,2535162.419999999925494,2952106.199999999720603,2474739.340000000316650,10712059.879999998956919
20120320,2781026.820000000298023,2536877.660000000149012,2894475.079999999608845,2469035.320000000298023,10681414.880000000819564
20120321,2804117.199999999720603,2509005.010000000242144,2900436.919999999925494,2467405.600000000093132,10680964.730000000447035
20120322,2797922.219999999739230,2485849.270000000018626,2913354.239999999757856,2471072.469999999739230,10668198.199999999254942
20120323,2790037.699999999720603,2495711.900000000372529,2951112.559999999590218,2475146.770000000018626,10712008.929999999701977
20120326,2823265.320000000298023,2523584.550000000279397,2982909.039999999571592,2493481.120000000111759,10823240.030000001192093
20120327,2818196.699999999720603,2507718.580000000074506,2975953.559999999590218,2488999.390000000130385,10790868.229999998584390
20120328,2810875.359999999869615,2520154.070000000298023,2965023.519999999552965,2493073.689999999944121,10789126.639999998733401
20120329,2810875.359999999869615,2515008.350000000093132,2956080.759999999776483,2477998.780000000260770,10759963.250000000000000
20120330,2833402.560000000055879,2538592.900000000372529,2931239.759999999776483,2493481.120000000111759,10796716.339999999850988
20120402,2815380.800000000279397,2544167.430000000167638,2956080.759999999776483,2500000.000000000000000,10815628.990000000223517
20120403,2815943.979999999981374,2542023.380000000353903,2989864.519999999552965,2471072.469999999739230,10818904.349999999627471
20120404,2807496.280000000260770,2539450.520000000018626,2956080.759999999776483,2455182.699999999720603,10758210.259999999776483
20120405,2850861.139999999664724,2524870.980000000447035,3005762.759999999776483,2471887.330000000074506,10853382.210000000894070
20120409,2848608.419999999925494,2489279.750000000000000,2968998.079999999608845,2449886.110000000335276,10756772.359999999403954
20120410,2779900.459999999962747,2476415.450000000186265,2900436.919999999925494,2441737.509999999776483,10598490.339999999850988
20120411,2801864.479999999981374,2494425.470000000204891,2916335.160000000149012,2436440.919999999925494,10649066.030000001192093
20120412,2851424.320000000298023,2534304.800000000279397,3006756.399999999906868,2450293.540000000037253,10842779.060000002384186
20120413,2870009.260000000242144,2492281.419999999925494,3059419.319999999832362,2435218.630000000353903,10856928.630000000819564
20120416,2911121.399999999906868,2536877.660000000149012,3001788.199999999720603,2468220.459999999962747,10918007.719999998807907
20120417,2930269.520000000018626,2572468.890000000130385,3032591.039999999571592,2520778.929999999701977,11056108.379999998956919
20120418,2917879.560000000055879,2550170.770000000018626,3025635.559999999590218,2528520.100000000093132,11022205.990000000223517
20120419,2903800.060000000055879,2645795.400000000372529,3010730.959999999962747,2515889.770000000018626,11076216.190000001341105
20120420,2898168.260000000242144,2690820.450000000186265,3005762.759999999776483,2544409.870000000111759,11139161.339999999850988
20120423,2877893.780000000260770,2697681.410000000149012,2934220.679999999701977,2425847.739999999757856,10935643.610000001266599
20120424,2885215.119999999646097,2717406.669999999925494,2954093.479999999981374,2353732.630000000353903,10910447.900000000372529
20120425,2923511.359999999869615,2734987.880000000353903,3025635.559999999590218,2337028.000000000000000,11021162.800000000745058
20120426,2921258.639999999664724,2777440.069999999832362,3060412.959999999962747,2401809.370000000111759,11160921.039999999105930
20120427,2925764.080000000074506,2744850.510000000242144,3068362.079999999608845,2405068.810000000055879,11144045.480000000447035
20120430,2916753.199999999720603,2758143.620000000111759,3055444.759999999776483,2400179.649999999906868,11130521.230000000447035
20120501,2946601.740000000223517,2770150.299999999813735,3057432.039999999571592,2406698.530000000260770,11180882.609999999403954
20120502,2968565.760000000242144,2776153.640000000130385,3035571.959999999962747,2404253.949999999720603,11184545.309999998658895
20120503,2955049.439999999944121,2776582.450000000186265,2891494.160000000149012,2403439.090000000316650,11026565.140000000596046
20120504,2926327.260000000242144,2765862.200000000186265,2926271.559999999590218,2391623.620000000111759,11010084.640000000596046
20120507,2894226.000000000000000,2769721.490000000223517,2944157.079999999608845,2411587.689999999944121,11019692.259999999776483
20120508,2850861.139999999664724,2761145.290000000037253,2935214.319999999832362,2405883.669999999925494,10953104.419999999925494
20120509,2822138.959999999962747,2740991.220000000204891,2917328.799999999813735,2405068.810000000055879,10885527.790000000968575
20120510,2850861.139999999664724,2771865.540000000037253,2935214.319999999832362,2411587.689999999944121,10969528.689999999478459
20120511,2835092.100000000093132,2771007.920000000391155,2929252.479999999981374,2420958.580000000074506,10956311.080000000074506
20120514,2809185.820000000298023,2765004.580000000540167,2899443.279999999795109,2406698.530000000260770,10880332.210000000894070
20120515,2741041.040000000037253,2750853.850000000558794,2896462.359999999403954,2418106.570000000298023,10806463.820000000298023
20120516,2746672.840000000316650,2727698.110000000335276,2919316.079999999608845,2411587.689999999944121,10805274.720000000670552
20120517,2648116.340000000316650,2688676.400000000372529,2856716.759999999776483,2513037.759999999776483,10706547.259999999776483
20120518,2649805.879999999888241,2666378.280000000260770,2798092.000000000000000,2543595.009999999776483,10657871.169999999925494
20120521,2681343.959999999962747,2688676.400000000372529,2887519.599999999627471,2568448.239999999757856,10825988.199999999254942
20120522,2717950.659999999683350,2693822.120000000111759,2941176.160000000149012,2596560.909999999683350,10949509.849999999627471
20120523,2717950.659999999683350,2693822.120000000111759,2941176.160000000149012,2596560.909999999683350,10949509.849999999627471
20120524,2799611.760000000242144,2709688.090000000316650,2974959.919999999925494,2651156.529999999795109,11135416.299999998882413
20120525,2784405.899999999906868,2684388.300000000279397,2965023.519999999552965,2660934.850000000093132,11094752.569999998435378
20120529,2803554.020000000018626,2696394.980000000447035,2987877.239999999757856,2676009.760000000242144,11163836.000000000000000
20120530,2799611.760000000242144,2653942.790000000037253,2918322.439999999944121,2666231.439999999944121,11038108.429999999701977
20120531,2778774.100000000093132,2679671.390000000130385,2861684.959999999962747,2681713.779999999795109,11001844.230000000447035
20120601,2701055.260000000242144,2597768.680000000167638,2788155.599999999627471,2670713.169999999925494,10757692.710000000894070
20120604,2746109.659999999683350,2589192.480000000447035,2835850.319999999832362,2688640.089999999850988,10859792.550000000745058
20120605,2755120.540000000037253,2607202.500000000000000,2826907.559999999590218,2668676.020000000018626,10857906.619999999180436
20120606,2849734.780000000260770,2643222.540000000037253,2890500.519999999552965,2686195.510000000242144,11069653.349999999627471
20120607,2885778.300000000279397,2654800.410000000149012,2901430.559999999590218,2683750.930000000167638,11125760.199999999254942
20120608,2948291.280000000260770,2664663.040000000037253,2896462.359999999403954,2779496.979999999981374,11288913.660000000149012
20120611,2891973.280000000260770,2639792.060000000055879,2890500.519999999552965,2751384.310000000055879,11173650.169999999925494
20120612,2942096.300000000279397,2656086.840000000316650,2910373.319999999832362,2759125.479999999981374,11267681.940000001341105
20120613,2870572.439999999944121,2643651.350000000093132,2854729.479999999981374,2732642.529999999795109,11101595.799999998882413
20120614,2937590.859999999869615,2706686.419999999925494,2893481.439999999944121,2755458.609999999869615,11293217.329999998211861
20120615,2921258.639999999664724,2719121.910000000149012,2941176.160000000149012,2760347.770000000018626,11341904.480000000447035
20120618,2946601.740000000223517,2704542.370000000111759,2983902.679999999701977,2775422.680000000167638,11410469.469999998807907
20120619,2983208.439999999944121,2720837.150000000372529,3014705.519999999552965,2762792.350000000093132,11481543.459999999031425
20120620,2975323.919999999925494,2737989.550000000279397,3045508.359999999403954,2791719.879999999888241,11550541.710000000894070
20120621,2886904.659999999683350,2683530.680000000167638,2968004.439999999944121,2758310.620000000111759,11296750.399999998509884
20120622,2929706.340000000316650,2716549.050000000279397,3104133.119999999646097,2742013.419999999925494,11492401.929999999701977
20120625,2901547.340000000316650,2665091.850000000093132,3012718.239999999757856,2777867.260000000242144,11357224.689999999478459
20120626,2921821.820000000298023,2665091.850000000093132,3059419.319999999832362,2794164.459999999962747,11440497.449999999254942
20120627,2903236.879999999888241,2694250.930000000167638,3066374.799999999813735,2794571.890000000130385,11458434.500000000000000
20120628,2911121.399999999906868,2695108.550000000279397,3018680.079999999608845,2782756.419999999925494,11407666.449999999254942
20120629,2984334.800000000279397,2737560.740000000223517,3071343.000000000000000,2840611.479999999981374,11633850.020000001415610
20120702,2985461.159999999683350,2740991.220000000204891,3145866.000000000000000,2825536.569999999832362,11697854.949999999254942
20120703,2908868.679999999701977,2749996.229999999981374,3138910.519999999552965,2882576.770000000018626,11680352.199999999254942
20120705,2934774.959999999962747,2742706.460000000428408,3154808.759999999776483,2896021.959999999962747,11728312.140000000596046
20120706,2937027.679999999701977,2712689.760000000242144,3112082.239999999757856,2907430.000000000000000,11669229.679999999701977
20120709,2935338.139999999664724,2704542.370000000111759,3071343.000000000000000,2923727.200000000186265,11634950.710000000894070
20120710,2940969.939999999944121,2710545.710000000428408,3037559.239999999757856,2937987.250000000000000,11627062.140000000596046
20120711,2909995.040000000037253,2681386.630000000353903,2999800.919999999925494,2944098.700000000186265,11535281.289999999105930
20120712,2903236.879999999888241,2668951.140000000130385,3046502.000000000000000,2946135.850000000093132,11564825.869999999180436
20120713,2933648.600000000093132,2707115.230000000447035,3082273.039999999571592,2981582.260000000242144,11704619.129999998956919
20120716,2897605.080000000074506,2682244.250000000000000,3158783.319999999832362,2973433.660000000149012,11712066.310000000521541
20120717,2856492.939999999944121,2714833.810000000055879,3185611.600000000093132,2978322.819999999832362,11735261.169999999925494
20120718,2867193.359999999869615,2744421.700000000186265,3175675.199999999720603,2968137.069999999832362,11755427.330000000074506
20120719,2870009.260000000242144,2731128.590000000316650,3115063.160000000149012,2914356.310000000055879,11630557.320000002160668
20120720,2855366.580000000074506,2689105.210000000428408,3124005.919999999925494,2943691.270000000018626,11612168.980000000447035
20120723,2870009.260000000242144,2647510.640000000130385,3092209.439999999944121,2927394.069999999832362,11537123.410000000149012
20120724,2881836.040000000037253,2611061.790000000037253,3046502.000000000000000,2939209.540000000037253,11478609.370000001043081
20120725,2876204.240000000223517,2614921.080000000074506,3035571.959999999962747,2936764.959999999962747,11463462.240000002086163
20120726,2979829.359999999869615,2641936.110000000335276,3148846.919999999925494,3001546.330000000074506,11772158.720000000670552
20120727,3024883.760000000242144,2689534.020000000018626,3207471.679999999701977,3036177.879999999888241,11958067.339999999850988
20120730,2998977.479999999981374,2710545.710000000428408,3250198.199999999720603,3054919.660000000149012,12014641.050000000745058
20120731,2938717.219999999739230,2686532.350000000093132,3206478.040000000037253,3032511.010000000242144,11864238.619999999180436
20120801,2910558.219999999739230,2716549.050000000279397,3166732.439999999944121,2999509.180000000167638,11793348.889999998733401
20120802,2894226.000000000000000,2695966.169999999925494,3211446.239999999757856,3017028.669999999925494,11818667.080000000074506
20120803,2944912.199999999720603,2731986.210000000428408,3253179.120000000111759,3037400.169999999925494,11967477.700000001117587
20120806,2928579.979999999981374,2723838.820000000298023,3255166.399999999441206,3026399.560000000055879,11933984.759999999776483
20120807,2951107.179999999701977,2717406.669999999925494,3239268.160000000149012,3014584.089999999850988,11922366.099999999627471
20120808,2973071.199999999720603,2736274.310000000055879,3258147.319999999832362,3027621.850000000093132,11995114.679999999701977
20120809,2993345.679999999701977,2739704.790000000037253,3192567.080000000074506,3008880.069999999832362,11934497.620000001043081
20120810,2988277.060000000055879,2743564.080000000074506,3206478.040000000037253,3001953.760000000242144,11940272.939999999478459
20120813,2974760.740000000223517,2732843.830000000074506,3187598.879999999422580,2990545.720000000204891,11885749.169999999925494
20120814,3081201.760000000242144,2724696.439999999944121,3226350.839999999850988,3015398.950000000186265,12047647.989999998360872
20120815,3097533.979999999981374,2733701.450000000186265,3206478.040000000037253,3033325.870000000111759,12071039.339999999850988
20120816,3171310.560000000055879,2745708.130000000353903,3221382.640000000130385,2939616.970000000204891,12078018.300000000745058
20120817,3194964.119999999646097,2792877.229999999981374,3196541.640000000130385,2933098.089999999850988,12117481.080000000074506
20120820,3185953.240000000223517,2814746.540000000037253,3183624.319999999832362,2945728.419999999925494,12130052.519999999552965
20120821,3171873.740000000223517,2797165.330000000540167,3167726.079999999608845,2910282.010000000242144,12047047.160000000149012
20120822,3189895.500000000000000,2806599.150000000372529,3182630.679999999701977,2924134.629999999888241,12103259.960000000894070
20120823,3184826.879999999888241,2778726.500000000000000,3158783.319999999832362,2915578.600000000093132,12037915.299999998882413
20120824,3207917.260000000242144,2804455.100000000558794,3146859.640000000130385,2937987.250000000000000,12097219.250000001862645
20120827,3191585.040000000037253,2795021.280000000260770,3171700.640000000130385,2953877.020000000018626,12112183.980000000447035
20120828,3183700.520000000018626,2780441.740000000223517,3164745.160000000149012,2950210.149999999906868,12079097.570000000298023
20120829,3201159.100000000093132,2778726.500000000000000,3180643.399999999441206,2964877.629999999888241,12125406.629999998956919
20120830,3188769.139999999664724,2765433.390000000130385,3147853.279999999795109,2943691.270000000018626,12045747.079999998211861
20120831,3196090.479999999981374,2776153.640000000130385,3185611.600000000093132,2957951.319999999832362,12115807.040000000968575
20120904,3198343.199999999720603,2771865.540000000037253,3192567.080000000074506,2995027.450000000186265,12157803.269999999552965
20120905,3184263.699999999720603,2767148.630000000353903,3169713.359999999403954,2996657.169999999925494,12117782.859999999403954
20120906,3246776.679999999701977,2801882.240000000223517,3217408.080000000074506,3047993.350000000093132,12314060.349999999627471
20120907,3224812.659999999683350,2796307.709999999962747,3222376.279999999795109,3007657.779999999795109,12251154.429999997839332
20120910,3227065.379999999888241,2800595.810000000055879,3196541.640000000130385,2995027.450000000186265,12219230.280000001192093
20120911,3194400.939999999944121,2870920.650000000372529,3266096.439999999478459,3017436.100000000093132,12348854.129999998956919
20120912,3212985.879999999888241,2896220.440000000409782,3315778.439999999478459,3017843.529999999795109,12442828.289999999105930
20120913,3283383.379999999888241,2935242.150000000372529,3352543.120000000111759,3061438.540000000037253,12632607.190000001341105
20120914,3348712.260000000242144,2940816.680000000167638,3334657.600000000093132,3035363.020000000018626,12659549.560000000521541
20120917,3317737.359999999869615,2936528.580000000540167,3325714.839999999850988,3014584.089999999850988,12594564.870000001043081
20120918,3314921.459999999962747,2935670.959999999962747,3320746.640000000130385,3012954.370000000111759,12584293.429999999701977
20120919,3349275.439999999944121,2925808.330000000540167,3348568.560000000055879,3030066.430000000167638,12653718.759999999776483
20120920,3338575.020000000018626,2935242.150000000372529,3343600.359999999403954,3045548.770000000018626,12662966.299999998882413
20120921,3346459.540000000037253,2942103.110000000335276,3353536.759999999776483,3033325.870000000111759,12675425.280000001192093
20120924,3344770.000000000000000,2933955.720000000204891,3322733.919999999459833,3045141.339999999850988,12646600.980000000447035
20120925,3363354.939999999944121,2936528.580000000540167,3342606.719999999739230,3025584.700000000186265,12668074.940000001341105
20120926,3332380.040000000037253,2906511.880000000353903,3291931.080000000074506,3022732.689999999944121,12553555.689999999478459
20120927,3372365.820000000298023,2933526.910000000149012,3326708.479999999515712,3014176.660000000149012,12646777.870000001043081
20120928,3399961.639999999664724,2927094.760000000242144,3335651.239999999757856,3006842.919999999925494,12669550.560000000521541
20121001,3411225.240000000223517,2961828.370000000111759,3396263.279999999795109,3017028.669999999925494,12786345.560000000521541
20121002,3397708.919999999925494,2945962.400000000372529,3378377.759999999776483,3004805.770000000018626,12726854.849999999627471
20121003,3478806.840000000316650,2959255.510000000242144,3440977.080000000074506,3023140.120000000111759,12902179.550000000745058
20121004,3477117.300000000279397,2970833.380000000353903,3469792.640000000130385,3044326.479999999981374,12962069.800000000745058
20121005,3559341.580000000074506,2982840.060000000055879,3484697.239999999757856,3061031.109999999869615,13087909.990000000223517
20121008,3485001.820000000298023,2981982.440000000409782,3445945.279999999795109,3065920.270000000018626,12978849.810000000521541
20121009,3432626.080000000074506,2972548.620000000111759,3397256.919999999459833,3020695.540000000037253,12823127.160000000149012
20121010,3364481.300000000279397,2975979.100000000558794,3413155.160000000149012,3072846.580000000074506,12826462.140000000596046
20121011,3323369.159999999683350,2965687.660000000149012,3453894.399999999441206,3056141.950000000186265,12799093.169999998062849
20121012,3354344.060000000055879,2946820.020000000018626,3455881.679999999701977,3088736.350000000093132,12845782.109999999403954
20121015,3415730.679999999701977,2992702.690000000409782,3474760.839999999850988,3143331.970000000204891,13026526.180000001564622
20121016,3427557.459999999962747,3022719.390000000130385,3506557.319999999832362,3133553.649999999906868,13090387.820000000298023
20121017,3457406.000000000000000,3060883.479999999981374,3541334.719999999739230,3138442.810000000055879,13198067.009999999776483
20121018,3480496.379999999888241,3170658.840000000316650,3524442.839999999850988,3119293.600000000093132,13294891.660000000149012
20121019,3485565.000000000000000,3152220.010000000242144,3476748.120000000111759,3080995.180000000167638,13195528.309999998658895
20121022,3494012.699999999720603,3172802.890000000130385,3452900.759999999776483,3082217.470000000204891,13201933.820000000298023
20121023,3477680.479999999981374,3146645.479999999981374,3394275.999999999534339,3045956.200000000186265,13064558.160000000149012
20121024,3451211.020000000018626,3138069.280000000260770,3390301.439999999478459,3048400.779999999795109,13027982.519999999552965
20121025,3406156.619999999646097,3092615.420000000391155,3417129.719999999739230,3068772.279999999795109,12984674.039999999105930
20121026,3381376.699999999720603,3068602.060000000055879,3436008.879999999422580,3060216.250000000000000,12946203.889999998733401
20121031,3456842.820000000298023,3042015.840000000316650,3446938.919999999459833,3056549.379999999888241,13002346.960000000894070
20121101,3506402.659999999683350,3011570.330000000540167,3574124.839999999850988,2992582.870000000111759,13084680.699999999254942
20121102,3492886.340000000316650,2985412.920000000391155,3562201.160000000149012,2964877.629999999888241,13005378.050000000745058
20121105,3513160.820000000298023,2963543.610000000335276,3515500.080000000074506,2979952.540000000037253,12972157.050000000745058
20121106,3526677.139999999664724,3008997.470000000204891,3574124.839999999850988,3005213.200000000186265,13115012.649999998509884
20121107,3491196.800000000279397,2946391.209999999962747,3541334.719999999739230,2978730.250000000000000,12957652.980000000447035
20121108,3427557.459999999962747,2958826.700000000186265,3529411.040000000037253,2953062.160000000149012,12868857.359999999403954
20121109,3433189.260000000242144,2957969.080000000540167,3550277.479999999515712,2946135.850000000093132,12887571.669999999925494
20121112,3444452.859999999869615,2934384.530000000260770,3558226.600000000093132,2953062.160000000149012,12890126.150000000372529
20121113,3569478.820000000298023,2925808.330000000540167,3538353.799999999813735,2925764.350000000093132,12959405.299999998882413
20121114,3461911.439999999944121,2918947.370000000111759,3476748.120000000111759,2905392.850000000093132,12762999.779999999329448
20121115,3449521.479999999981374,2929667.620000000111759,3477741.759999999776483,2799868.479999999981374,12656799.339999999850988
20121116,3498518.139999999664724,2943818.350000000558794,3545309.279999999795109,2771755.810000000055879,12759401.580000000074506
20121119,3566662.919999999925494,2981982.440000000409782,3617844.999999999534339,2812091.379999999888241,12978581.739999998360872
20121120,3594258.740000000223517,2986270.540000000037253,3635730.520000000018626,2811276.520000000018626,13027536.320000000298023
20121121,3609464.600000000093132,3011141.520000000018626,3643679.640000000130385,2806794.790000000037253,13071080.550000000745058
20121123,3650576.739999999757856,3056166.569999999832362,3679450.679999999701977,2860168.120000000111759,13246362.109999999403954
20121126,3642129.040000000037253,3038585.360000000335276,3657590.600000000093132,2848352.649999999906868,13186657.650000000372529
20121127,3613406.859999999869615,3037298.930000000167638,3646660.560000000055879,2831648.020000000018626,13129014.369999999180436
20121128,3651139.919999999925494,3042873.459999999962747,3658584.239999999757856,2874835.600000000093132,13227433.219999998807907
20121129,3617912.299999999813735,3052307.280000000260770,3681437.959999999497086,2885836.209999999962747,13237493.750000000000000
20121130,3664656.239999999757856,3036870.120000000111759,3719196.279999999795109,2934320.379999999888241,13355043.019999999552965
20121203,3659587.620000000111759,3042444.650000000372529,3692367.999999999534339,2906615.140000000130385,13301015.410000000149012
20121204,3617912.299999999813735,3024434.630000000353903,3666533.359999999403954,2938394.680000000167638,13247274.969999998807907
20121205,3605522.339999999850988,3173231.700000000186265,3678457.040000000037253,2919245.470000000204891,13376456.550000000745058
20121206,3623544.100000000093132,3136782.850000000558794,3688393.439999999478459,2916800.890000000130385,13365521.280000001192093
20121207,3629739.080000000074506,3147074.290000000037253,3690380.719999999739230,2945320.990000000223517,13412515.080000000074506
20121210,3550330.699999999720603,3144930.240000000223517,3693361.640000000130385,2939616.970000000204891,13328239.550000000745058
20121211,3541883.000000000000000,3148789.530000000260770,3699323.479999999515712,2888280.790000000037253,13278276.800000000745058
20121212,3544135.719999999739230,3143643.810000000055879,3673488.839999999850988,2808831.939999999944121,13170100.309999998658895
20121213,3514850.359999999869615,3140213.330000000540167,3656596.959999999497086,2812906.240000000223517,13124566.890000000596046
20121214,3495139.060000000055879,3146216.670000000391155,3647654.199999999720603,2801090.770000000018626,13090100.699999999254942
20121217,3565536.560000000055879,3181379.090000000316650,3704291.679999999701977,2819425.120000000111759,13270632.449999999254942
20121218,3548077.979999999981374,3187382.430000000167638,3744037.279999999795109,2831648.020000000018626,13311145.709999999031425
20121219,3478806.840000000316650,3148789.530000000260770,3705285.319999999832362,2791719.879999999888241,13124601.570000000298023
20121220,3490070.439999999944121,3165513.120000000111759,3787757.439999999478459,2811276.520000000018626,13254617.519999999552965
20121221,3453463.740000000223517,3122632.120000000111759,3745030.919999999459833,2797016.470000000204891,13118143.250000000000000
20121224,3467543.240000000223517,3102906.860000000335276,3755960.959999999497086,2793757.029999999795109,13120168.089999999850988
20121226,3443326.500000000000000,3099047.569999999832362,3720189.919999999459833,2770126.089999999850988,13032690.080000000074506
20121227,3439384.240000000223517,3079751.120000000111759,3711247.160000000149012,2778274.689999999944121,13008657.209999999031425
20121228,3415730.679999999701977,3054880.140000000130385,3692367.999999999534339,2754643.750000000000000,12917622.570000000298023
20121231,3483312.280000000260770,3079751.120000000111759,3765897.359999999403954,2779904.410000000149012,13108865.169999999925494
20130102,3575110.619999999646097,3124347.360000000335276,3860293.160000000149012,2821054.839999999850988,13380805.980000000447035
20130103,3564973.379999999888241,3148360.720000000204891,3863274.080000000074506,2803127.919999999925494,13379736.099999999627471
20130104,3558215.219999999739230,3175804.560000000055879,3894076.919999999459833,2813721.100000000093132,13441817.799999998882413
20130107,3539067.100000000093132,3132923.560000000055879,3921898.839999999850988,2786830.720000000204891,13380720.220000000670552
20130108,3560467.939999999944121,3138498.090000000316650,3958663.520000000018626,2794571.890000000130385,13452201.440000001341105
20130109,3557652.040000000037253,3170658.840000000316650,4019275.560000000055879,2793757.029999999795109,13541343.470000000670552
20130110,3582995.139999999664724,3192528.150000000372529,3987479.080000000074506,2785201.000000000000000,13548203.370000001043081
20130111,3587500.580000000074506,3209680.549999999813735,4003377.319999999832362,2796201.609999999869615,13596760.059999998658895
20130114,3575110.619999999646097,3213968.650000000372529,3990459.999999999534339,2782756.419999999925494,13562295.689999999478459
20130115,3601580.080000000074506,3240126.060000000055879,3985491.799999999813735,2810461.660000000149012,13637659.600000001490116
20130116,3596511.459999999962747,3239697.250000000000000,3979529.959999999497086,2819832.549999999813735,13635571.219999998807907
20130117,3663529.879999999888241,3254705.600000000558794,3971580.839999999850988,2805165.069999999832362,13694981.390000000596046
20130118,3687183.439999999944121,3272286.810000000055879,3931835.239999999757856,2819425.120000000111759,13710730.609999999403954
20130122,3702952.479999999981374,3342611.650000000372529,3950714.399999999441206,2834907.459999999962747,13831185.990000002086163
20130123,3742938.259999999776483,3329318.540000000037253,3950714.399999999441206,2831240.589999999850988,13854211.789999999105930
20130124,3793061.279999999795109,3348614.990000000223517,3963631.719999999739230,2843463.490000000223517,13948771.479999998584390
20130125,3819530.739999999757856,3359764.049999999813735,3970587.199999999720603,2811276.520000000018626,13961158.509999997913837
