代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,13908485.259999999776483
真實報酬,3908485.259999999776483

夏普值報酬,0.382148526000000
夏普值風險,0.088919970266424
夏普值,4.297668171221827

預期報酬,15560.306889271463660
風險,229274.821691541117616
趨勢值,0.067867490963337
找到最佳解世代,2178
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,5
INTC[11](11),MRK[17](28),MSFT[18](2),NKE[19](3),V[25](1),
20171023,2144432.750000000000000,1980321.949999999953434,2116524.660000000149012,2069815.319999999832362,2056415.800000000046566,10367510.480000000447035
20171024,2150735.270000000484288,1971263.800000000046566,2117330.130000000353903,2060558.040000000037253,2073244.919999999925494,10373132.160000000149012
20171025,2141806.700000000186265,1950648.699999999953434,2111154.859999999869615,2119187.479999999515712,2093898.840000000083819,10416696.580000000074506
20171026,2171743.669999999925494,1936280.600000000093132,2114645.230000000447035,2191317.120000000111759,2099827.279999999795109,10513813.900000000372529
20171027,2331932.719999999739230,1819149.350000000093132,2250232.680000000167638,2158530.919999999925494,2098106.120000000111759,10657951.789999999105930
20171030,2330357.089999999850988,1708889.800000000046566,2252380.600000000093132,2131916.240000000223517,2104417.040000000037253,10527960.769999999552965
20171031,2389180.610000000335276,1720759.100000000093132,2233317.810000000521541,2121116.080000000074506,2103269.600000000093132,10567643.200000001117587
20171101,2453256.230000000447035,1728567.850000000093132,2233317.810000000521541,2124201.839999999850988,2124114.759999999776483,10663458.490000000223517
20171102,2473739.419999999925494,1729504.899999999906868,2256676.439999999944121,2126130.440000000409782,2122393.600000000093132,10708444.799999998882413
20171103,2433823.459999999962747,1751057.050000000046566,2259092.850000000093132,2148887.919999999925494,2129660.720000000204891,10722522.000000000000000
20171106,2452731.020000000484288,1745434.750000000000000,2267953.020000000018626,2161616.679999999701977,2140370.160000000149012,10768105.630000000819564
20171107,2456932.700000000186265,1736376.600000000093132,2262583.220000000204891,2127287.599999999627471,2143621.240000000223517,10726801.360000001266599
20171108,2452731.020000000484288,1767299.250000000000000,2270369.430000000167638,2150816.519999999552965,2150888.359999999869615,10792104.580000000074506
20171109,2431722.620000000111759,1755742.300000000046566,2257750.400000000372529,2165088.160000000149012,2144577.439999999944121,10754880.919999999925494
20171110,2393907.500000000000000,1732940.749999999767169,2251843.620000000577420,2163545.280000000260770,2139605.200000000186265,10681842.350000001490116
20171113,2402836.070000000298023,1721071.449999999953434,2253454.560000000521541,2156602.320000000298023,2130425.680000000167638,10664390.080000001937151
20171114,2408613.379999999888241,1717635.600000000093132,2256676.439999999944121,2159302.360000000335276,2141517.600000000093132,10683745.380000000819564
20171115,2387604.980000000447035,1711700.949999999953434,2227948.010000000242144,2184374.160000000149012,2108433.080000000074506,10620061.180000001564622
20171116,2397583.969999999739230,1723257.899999999906868,2233854.790000000502914,2207517.360000000335276,2123158.560000000055879,10685372.580000000074506
20171117,2344012.549999999813735,1724194.949999999953434,2212375.590000000316650,2283118.479999999515712,2100209.759999999776483,10663911.330000000074506
20171120,2343487.339999999850988,1689836.449999999953434,2215865.960000000428408,2285432.799999999813735,2102695.880000000353903,10637318.430000001564622
20171121,2360294.059999999590218,1695146.400000000139698,2247816.270000000018626,2290832.879999999888241,2131381.880000000353903,10725471.490000000223517
20171122,2345062.969999999739230,1698269.899999999906868,2231438.380000000353903,2278489.839999999850988,2119333.759999999776483,10672594.849999999627471
20171124,2350315.070000000298023,1697645.199999999953434,2235465.730000000447035,2288132.839999999850988,2141326.359999999869615,10712885.199999999254942
20171127,2336659.610000000335276,1703892.199999999953434,2251843.620000000577420,2300090.160000000149012,2149167.200000000186265,10741652.790000002831221
20171128,2349264.649999999441206,1715761.500000000000000,2278961.109999999869615,2298161.559999999590218,2167908.720000000204891,10810057.540000000968575
20171129,2308298.270000000484288,1729192.550000000046566,2237613.650000000372529,2328247.719999999739230,2100974.720000000204891,10704326.910000002011657
20171130,2355041.959999999962747,1726381.400000000139698,2259898.320000000298023,2330562.040000000037253,2153183.240000000223517,10825066.960000000894070
20171201,2346638.599999999627471,1745122.399999999906868,2262314.730000000447035,2309733.160000000149012,2117612.600000000093132,10781421.490000000223517
20171204,2336659.610000000335276,1756054.649999999906868,2176934.910000000149012,2318219.000000000000000,2054503.400000000139698,10642371.570000000298023
20171205,2281512.559999999590218,1741998.900000000139698,2190627.900000000372529,2330562.040000000037253,2076496.000000000000000,10621197.400000000372529
20171206,2282037.770000000484288,1697645.199999999953434,2222578.210000000428408,2303561.639999999664724,2098679.839999999850988,10604502.660000000149012
20171207,2262605.000000000000000,1710763.900000000139698,2214792.000000000000000,2337505.000000000000000,2130425.680000000167638,10656091.580000000074506
20171208,2276785.669999999925494,1735751.899999999906868,2259629.830000000074506,2364505.400000000372529,2153374.479999999981374,10790047.280000001192093
20171211,2293067.179999999701977,1759802.850000000093132,2288358.260000000242144,2388034.320000000298023,2148975.959999999962747,10878238.570000000298023
20171212,2275735.250000000000000,1782604.399999999906868,2297755.410000000149012,2398063.040000000037253,2169821.120000000111759,10923979.220000002533197
20171213,2276260.459999999962747,1777606.799999999813735,2291580.140000000130385,2480221.400000000372529,2166952.520000000018626,10992621.320000000298023
20171214,2272058.780000000260770,1749495.299999999813735,2273859.800000000279397,2489092.959999999962747,2159494.160000000149012,10944001.000000000000000
20171215,2340336.080000000074506,1756679.350000000093132,2331853.640000000130385,2499121.680000000633299,2176705.759999999776483,11104696.509999999776483
20171218,2429621.780000000260770,1756054.649999999906868,2319234.609999999869615,2499893.120000000111759,2171542.279999999795109,11176346.439999999478459
20171219,2470588.160000000149012,1756366.999999999767169,2304467.660000000149012,2477907.080000000074506,2144577.439999999944121,11153907.339999999850988
20171220,2497899.080000000074506,1752618.800000000046566,2296144.470000000204891,2452835.280000000260770,2144194.959999999962747,11143692.589999999850988
20171221,2455882.280000000260770,1767923.949999999953434,2295607.490000000223517,2498350.240000000223517,2149740.919999999925494,11167504.880000000819564
20171222,2452731.020000000484288,1760427.550000000046566,2295875.980000000447035,2441263.679999999701977,2155095.640000000130385,11105393.870000001043081
20171226,2420168.000000000000000,1759802.850000000093132,2292922.590000000316650,2455149.599999999627471,2160832.839999999850988,11088875.879999998956919
20171227,2421743.629999999888241,1759802.850000000093132,2301245.780000000260770,2428149.200000000186265,2180530.560000000055879,11091472.020000001415610
20171228,2427520.940000000409782,1767923.949999999953434,2301514.270000000018626,2428149.200000000186265,2186841.479999999981374,11111949.839999999850988
20171229,2424369.679999999701977,1757616.400000000139698,2296681.450000000186265,2412720.400000000372529,2180530.560000000055879,11071918.490000000223517
20180102,2460609.169999999925494,1756054.649999999906868,2307689.540000000502914,2448978.080000000074506,2189901.320000000298023,11163232.760000001639128
20180103,2377100.780000000260770,1753555.849999999860302,2318429.140000000130385,2448592.360000000335276,2211702.680000000167638,11109380.809999998658895
20180104,2333508.349999999627471,1781979.699999999953434,2338834.380000000353903,2447049.479999999515712,2219926.000000000000000,11121297.910000000149012
20180105,2349789.860000000335276,1780105.600000000093132,2367831.300000000279397,2467878.360000000335276,2273090.720000000204891,11238695.840000001713634
20180108,2349789.860000000335276,1769798.049999999813735,2370247.710000000428408,2489864.400000000372529,2282270.240000000223517,11261970.260000001639128
20180109,2290966.339999999850988,1774170.949999999953434,2368636.770000000018626,2472121.280000000260770,2277871.720000000204891,11183767.060000000521541
20180110,2232142.820000000298023,1789788.449999999953434,2357897.169999999925494,2477135.639999999664724,2275385.600000000093132,11132349.679999999701977
20180111,2279936.929999999701977,1799158.949999999953434,2364877.910000000149012,2479835.680000000633299,2291832.240000000223517,11215641.710000000894070
20180112,2271008.360000000335276,1832268.049999999813735,2405688.390000000130385,2494493.040000000037253,2296613.240000000223517,11300071.080000000074506
20180116,2265756.259999999776483,1938779.399999999906868,2372127.140000000130385,2446278.040000000037253,2302350.439999999944121,11325291.279999999329448
20180117,2331407.509999999776483,1937530.000000000000000,2420186.850000000093132,2461321.120000000111759,2332757.600000000093132,11483203.080000000074506
20180118,2336134.399999999441206,1909418.500000000000000,2419112.890000000130385,2472892.719999999739230,2354367.720000000204891,11491926.229999998584390
20180119,2353991.540000000037253,1914103.750000000000000,2416427.990000000223517,2592465.919999999925494,2346526.880000000353903,11623516.080000000074506
20180122,2402836.070000000298023,1913166.699999999953434,2459654.880000000353903,2560836.879999999888241,2377699.000000000000000,11714193.530000001192093
20180123,2419117.580000000074506,1927222.449999999953434,2467441.090000000316650,2589765.879999999888241,2383818.680000000167638,11787365.679999999701977
20180124,2390231.030000000260770,1910980.250000000000000,2465293.169999999925494,2622937.799999999813735,2381906.279999999795109,11771348.529999999329448
20180125,2379201.620000000111759,1914728.449999999953434,2478986.160000000149012,2611751.919999999925494,2394719.359999999869615,11779387.509999999776483
20180126,2630252.000000000000000,1937842.349999999860302,2525434.930000000167638,2624480.680000000633299,2415755.759999999776483,12133765.720000000670552
20180129,2624999.899999999441206,1925036.000000000000000,2521676.070000000298023,2606737.559999999590218,2387452.240000000223517,12065901.769999999552965
20180130,2562499.910000000149012,1894425.699999999953434,2489994.250000000000000,2597094.559999999590218,2362782.279999999795109,11906796.699999999254942
20180131,2528361.259999999776483,1850696.699999999953434,2550941.480000000447035,2631423.639999999664724,2375786.600000000093132,11937209.679999999701977
20180201,2502625.969999999739230,1869750.050000000046566,2530804.730000000447035,2609437.600000000558794,2404281.359999999869615,11916899.710000000894070
20180202,2423844.469999999739230,1829144.550000000046566,2464219.210000000428408,2592851.639999999664724,2312294.919999999925494,11622354.790000000968575
20180205,2338235.240000000223517,1761676.949999999953434,2362729.990000000223517,2483692.879999999888241,2223559.560000000055879,11169894.620000001043081
20180206,2358718.429999999701977,1732316.050000000046566,2452137.160000000149012,2515707.639999999664724,2294318.359999999869615,11353197.639999998733401
20180207,2373949.520000000484288,1745434.750000000000000,2405956.880000000353903,2531522.160000000149012,2288198.680000000167638,11345061.990000000223517
20180208,2245273.070000000298023,1709514.499999999767169,2282451.480000000447035,2410406.080000000074506,2177470.720000000204891,10825115.850000001490116
20180209,2308298.270000000484288,1713887.399999999906868,2367562.810000000521541,2526122.080000000074506,2224515.759999999776483,11140386.320000000298023
20180212,2354516.750000000000000,1731379.000000000000000,2393069.359999999869615,2545022.360000000335276,2265632.359999999869615,11289619.829999998211861
20180213,2335083.980000000447035,1714824.449999999953434,2411863.660000000149012,2540779.440000000409782,2263337.479999999981374,11265889.010000001639128
20180214,2383403.299999999813735,1714824.449999999953434,2438175.680000000167638,2621394.919999999925494,2310765.000000000000000,11468563.349999999627471
20180215,2411764.640000000596046,1748870.600000000093132,2487846.330000000074506,2634123.680000000633299,2338494.800000000279397,11621100.050000000745058
20180216,2392857.080000000074506,1758241.099999999860302,2470125.990000000223517,2634509.400000000372529,2330271.479999999981374,11586005.050000000745058
20180220,2432773.040000000037253,1717323.249999999767169,2489457.270000000018626,2603266.080000000074506,2333331.320000000298023,11576150.960000000894070
20180221,2412815.059999999590218,1703892.199999999953434,2456433.000000000000000,2586294.400000000372529,2303115.400000000372529,11462550.060000000521541
20180222,2405462.120000000111759,1704516.899999999906868,2462876.760000000242144,2589380.160000000149012,2302159.200000000186265,11464395.140000000596046
20180223,2506827.649999999441206,1713887.399999999906868,2525434.930000000167638,2629109.320000000298023,2350925.400000000372529,11726184.699999999254942
20180226,2579306.629999999888241,1751057.050000000046566,2561949.570000000298023,2686581.600000000558794,2382671.240000000223517,11961566.090000001713634
20180227,2621323.429999999701977,1709202.149999999906868,2529193.790000000502914,2624094.959999999962747,2359339.959999999962747,11843154.290000002831221
20180228,2588760.410000000149012,1693584.649999999906868,2517648.720000000204891,2585522.959999999962747,2351116.640000000130385,11736633.380000002682209
20180301,2512604.959999999962747,1677342.449999999953434,2492947.640000000130385,2558136.839999999850988,2302541.680000000167638,11543573.570000000298023
20180302,2572478.899999999441206,1697957.550000000046566,2498317.439999999944121,2541550.879999999888241,2309617.560000000055879,11619922.330000000074506
20180305,2612920.070000000298023,1699206.949999999953434,2514158.350000000093132,2509150.400000000372529,2330845.200000000186265,11666280.970000002533197
20180306,2663340.230000000447035,1696083.449999999953434,2505566.669999999925494,2516479.080000000074506,2315163.520000000018626,11696632.949999999254942
20180307,2695378.040000000037253,1701393.399999999906868,2520065.130000000353903,2475207.040000000037253,2330271.479999999981374,11722315.089999999850988
20180308,2664915.860000000335276,1710451.549999999813735,2535369.060000000521541,2511464.719999999739230,2337347.359999999869615,11759548.550000000745058
20180309,2741071.309999999590218,1722320.849999999860302,2592020.450000000186265,2557365.400000000372529,2381141.320000000298023,11993919.330000000074506
20180312,2705882.240000000223517,1729192.550000000046566,2598195.720000000204891,2577422.839999999850988,2375977.839999999850988,11986671.189999999478459
20180313,2719537.700000000186265,1729504.899999999906868,2534832.080000000074506,2552351.040000000037253,2356088.880000000353903,11892314.599999999627471
20180314,2723739.379999999888241,1711700.949999999953434,2519796.640000000130385,2553508.200000000186265,2344232.000000000000000,11852977.170000001788139
20180315,2672268.799999999813735,1725756.699999999953434,2528656.810000000521541,2560836.879999999888241,2360104.919999999925494,11847624.110000001266599
20180316,2687499.890000000596046,1738875.399999999906868,2539933.390000000130385,2542322.320000000298023,2381523.800000000279397,11890154.800000002607703
20180319,2669642.750000000000000,1706391.000000000000000,2494021.600000000093132,2534607.919999999925494,2356280.120000000111759,11760943.390000000596046
20180320,2707457.870000000111759,1706703.349999999860302,2500465.359999999869615,2576651.400000000372529,2388790.919999999925494,11880068.900000000372529
20180321,2707983.080000000074506,1708265.099999999860302,2483013.510000000242144,2559294.000000000000000,2356471.359999999869615,11815027.049999998882413
20180322,2669642.750000000000000,1690461.149999999906868,2410789.700000000186265,2484850.040000000037253,2294700.839999999850988,11550444.480000000447035
20180323,2592436.879999999888241,1668284.299999999813735,2340713.810000000521541,2492950.160000000149012,2237520.080000000074506,11331905.230000000447035
20180326,2756302.399999999441206,1687962.349999999860302,2517917.210000000428408,2541936.600000000558794,2307131.439999999944121,11811249.999999998137355
20180327,2688550.309999999590218,1678904.199999999953434,2402198.020000000018626,2552351.040000000037253,2245169.680000000167638,11567173.250000000000000
20180328,2605041.919999999925494,1720759.100000000093132,2400050.100000000093132,2524193.479999999515712,2237328.839999999850988,11487373.439999997615814
20180329,2735294.000000000000000,1701393.399999999906868,2450526.220000000204891,2562765.479999999515712,2287624.959999999962747,11737604.060000002384186
20180402,2569327.640000000596046,1663911.400000000139698,2376691.470000000204891,2473278.440000000409782,2264102.439999999944121,11347311.390000002458692
20180403,2612920.070000000298023,1689524.100000000093132,2408641.780000000260770,2572794.200000000186265,2279592.880000000353903,11563473.030000001192093
20180404,2625525.110000000335276,1703579.849999999860302,2478986.160000000149012,2639138.040000000037253,2291258.520000000018626,11738487.679999999701977
20180405,2646008.299999999813735,1703267.500000000000000,2480328.609999999869615,2684267.280000000260770,2317649.640000000130385,11831521.330000001937151
20180406,2562499.910000000149012,1666722.550000000046566,2422603.260000000242144,2605580.400000000372529,2250906.880000000353903,11508313.000000001862645
20180409,2602415.870000000111759,1754180.549999999813735,2437101.720000000204891,2591308.760000000707805,2271752.040000000037253,11656758.940000001341105
20180410,2692751.990000000223517,1764488.100000000093132,2493753.109999999869615,2584365.799999999813735,2308661.359999999869615,11844020.359999999403954
20180411,2683823.419999999925494,1755429.949999999953434,2466367.130000000353903,2577808.559999999590218,2290684.800000000279397,11774113.859999999403954
20180412,2768907.440000000409782,1772296.850000000093132,2512547.410000000149012,2614066.240000000223517,2315354.759999999776483,11983172.700000001117587
20180413,2723739.379999999888241,1785727.899999999906868,2499122.910000000149012,2594008.799999999813735,2309235.080000000074506,11911834.069999998435378
20180416,2752100.719999999739230,1831955.699999999953434,2528388.320000000298023,2586680.120000000111759,2330845.200000000186265,12029970.059999998658895
20180417,2811974.660000000149012,1851321.400000000139698,2579401.419999999925494,2604037.520000000484288,2367563.279999999795109,12214298.279999999329448
20180418,2815651.129999999888241,1840389.149999999906868,2589335.550000000279397,2553508.200000000186265,2367563.279999999795109,12166447.310000000521541
20180419,2742646.940000000409782,1831643.349999999860302,2580475.380000000353903,2535379.360000000335276,2370623.120000000111759,12060768.150000002235174
20180420,2706407.450000000186265,1837578.000000000000000,2550672.990000000223517,2549265.280000000260770,2375212.880000000353903,12019136.600000001490116
20180423,2683823.419999999925494,1881931.699999999953434,2560070.140000000130385,2579737.160000000149012,2380185.120000000111759,12085747.539999999105930
20180424,2702205.770000000484288,1876934.100000000093132,2500196.870000000577420,2583208.639999999664724,2319179.560000000055879,11981724.940000003203750
20180425,2698529.299999999813735,1862566.000000000000000,2478449.180000000167638,2571637.040000000037253,2318032.120000000111759,11929213.640000000596046
20180426,2786239.370000000111759,1855694.299999999813735,2530804.730000000447035,2624866.400000000372529,2430290.000000000000000,12227894.800000000745058
20180427,2769432.649999999441206,1857568.399999999906868,2572689.169999999925494,2683110.120000000111759,2409827.320000000298023,12292627.660000000149012
20180430,2711134.339999999850988,1838827.399999999906868,2510936.470000000204891,2637980.879999999888241,2426465.200000000186265,12125344.289999999105930
20180501,2800945.250000000000000,1811028.249999999767169,2550672.990000000223517,2626795.000000000000000,2438513.320000000298023,12227954.810000000521541
20180502,2747373.830000000074506,1789788.449999999953434,2510667.980000000447035,2632966.520000000484288,2416903.200000000186265,12097699.980000000447035
20180503,2745798.200000000186265,1796972.500000000000000,2525703.419999999925494,2580508.600000000558794,2432202.400000000372529,12081185.120000001043081
20180504,2772058.700000000186265,1803844.199999999953434,2554968.830000000074506,2626795.000000000000000,2450943.919999999925494,12208610.650000000372529
20180507,2800945.250000000000000,1792287.250000000000000,2583428.770000000018626,2674624.280000000260770,2471980.319999999832362,12323265.870000001043081
20180508,2816701.549999999813735,1772921.549999999813735,2572420.680000000167638,2640680.919999999925494,2484219.680000000167638,12286944.379999998956919
20180509,2853991.459999999962747,1810091.199999999953434,2602760.050000000279397,2621009.200000000186265,2502196.240000000223517,12390048.150000000372529
20180510,2887604.899999999441206,1813527.050000000046566,2628803.580000000074506,2619852.040000000037253,2502196.240000000223517,12451983.810000000521541
20180511,2871323.390000000596046,1864440.099999999860302,2623165.290000000502914,2639523.760000000707805,2520937.759999999776483,12519390.300000002607703
20180514,2883403.219999999739230,1864127.750000000000000,2632025.460000000428408,2655338.280000000260770,2509272.120000000111759,12544166.830000001937151
20180515,2831932.640000000596046,1849134.949999999953434,2612962.669999999925494,2680795.799999999813735,2507168.479999999981374,12481994.540000000968575
20180516,2869747.759999999776483,1866314.199999999953434,2608398.340000000316650,2751768.280000000260770,2503152.439999999944121,12599381.020000001415610
20180517,2878676.330000000074506,1845074.399999999906868,2582354.810000000521541,2736339.479999999515712,2484793.400000000372529,12527238.419999999925494
20180518,2878676.330000000074506,1847260.849999999860302,2587187.630000000353903,2750996.839999999850988,2484793.400000000372529,12548915.050000000745058
20180521,2852941.040000000037253,1829456.899999999906868,2620480.390000000130385,2753311.160000000149012,2498753.919999999925494,12554943.410000000149012
20180522,2859768.770000000484288,1825708.699999999953434,2617795.490000000223517,2750611.120000000111759,2499710.120000000111759,12553594.200000002980232
20180523,2899684.730000000447035,1848197.899999999906868,2648940.330000000074506,2751768.280000000260770,2522085.200000000186265,12670676.440000001341105
20180524,2875525.070000000298023,1846948.500000000000000,2639543.180000000167638,2784168.760000000707805,2522276.439999999944121,12668461.950000001117587
20180525,2911764.559999999590218,1845699.100000000093132,2640885.630000000353903,2786868.799999999813735,2510610.800000000279397,12695828.890000000596046
20180529,2905462.040000000037253,1824146.949999999953434,2631488.480000000447035,2735568.040000000037253,2480203.640000000130385,12576869.150000002235174
20180530,2924369.599999999627471,1865377.149999999906868,2656726.540000000502914,2786097.360000000335276,2498371.439999999944121,12730942.090000001713634
20180531,2899159.520000000484288,1859442.500000000000000,2653773.150000000372529,2769511.400000000372529,2499901.359999999869615,12681787.929999999701977
20180601,2997899.000000000000000,1891614.550000000046566,2706128.700000000186265,2806540.520000000484288,2502387.479999999981374,12904570.250000000000000
20180604,2984768.750000000000000,1937217.650000000139698,2729755.820000000298023,2847812.559999999590218,2544842.759999999776483,13044397.540000000968575
20180605,2969012.450000000186265,1917539.599999999860302,2743717.300000000279397,2856298.400000000372529,2554213.520000000018626,13040781.269999999552965
20180606,2995272.950000000186265,1934406.500000000000000,2751772.000000000000000,2883298.799999999813735,2606230.800000000279397,13170981.050000000745058
20180607,2934873.799999999813735,1936280.600000000093132,2708545.109999999869615,2883684.520000000484288,2559568.240000000223517,13022952.270000001415610
20180608,2891281.370000000111759,1954709.250000000000000,2728681.859999999869615,2889084.600000000558794,2576779.840000000316650,13040536.920000001788139
20180611,2863445.240000000223517,1946900.500000000000000,2713109.439999999944121,2877127.280000000260770,2560906.919999999925494,12961489.380000000819564
20180612,2879201.540000000037253,1950336.349999999860302,2720090.180000000167638,2865555.680000000633299,2579074.720000000204891,12994258.470000000670552
20180613,2890230.950000000186265,1955021.600000000093132,2707739.640000000130385,2858612.719999999739230,2570277.680000000167638,12981882.589999999850988
20180614,2917016.660000000149012,1922849.550000000046566,2723043.570000000298023,2881370.200000000186265,2581752.080000000074506,13026032.060000000521541
20180615,2894432.629999999888241,1937530.000000000000000,2688408.359999999869615,2925342.280000000260770,2583664.479999999981374,13029377.750000000000000
20180618,2795167.940000000409782,1905045.600000000093132,2708008.130000000353903,2916470.719999999739230,2604700.879999999888241,12929393.269999999552965
20180619,2779936.849999999627471,1906295.000000000000000,2708008.130000000353903,2864398.520000000484288,2583855.720000000204891,12842494.220000000670552
20180620,2779936.849999999627471,1914103.750000000000000,2735125.620000000577420,2882141.639999999664724,2591314.080000000074506,12902621.939999999478459
20180621,2741071.309999999590218,1910980.250000000000000,2715525.850000000093132,2852055.479999999515712,2572763.800000000279397,12792396.690000001341105
20180622,2757352.820000000298023,1920038.399999999906868,2695926.080000000074506,2832383.760000000707805,2588063.000000000465661,12793764.060000002384186
20180625,2663340.230000000447035,1907856.750000000000000,2641691.100000000093132,2790726.000000000000000,2503917.400000000372529,12507531.480000000447035
20180626,2608718.390000000596046,1896612.149999999906868,2660216.910000000149012,2798826.120000000111759,2534898.280000000260770,12499271.850000001490116
20180627,2560924.280000000260770,1870374.750000000000000,2618869.450000000186265,2752154.000000000000000,2505638.560000000055879,12307961.040000000968575
20180628,2586659.570000000298023,1883493.449999999953434,2648134.859999999869615,2765654.200000000186265,2538531.840000000316650,12422473.920000001788139
20180629,2610819.230000000447035,1895987.449999999953434,2647597.880000000353903,3073458.760000000707805,2532985.879999999888241,12760849.199999999254942
20180702,2636554.520000000484288,1888491.050000000046566,2685186.480000000447035,3022158.000000000000000,2533942.080000000074506,12766332.130000000819564
20180703,2598214.190000000409782,1896299.800000000046566,2659411.439999999944121,2942313.959999999962747,2513861.879999999888241,12610101.269999999552965
20180705,2665441.070000000298023,1925348.349999999860302,2678474.230000000447035,2952728.400000000372529,2549050.040000000037253,12771042.089999999850988
20180706,2698004.089999999850988,1942839.949999999953434,2716062.830000000074506,2950028.360000000335276,2564349.240000000223517,12871284.470000000670552
20180709,2723739.379999999888241,1937217.650000000139698,2734588.640000000130385,2980885.959999999962747,2591696.560000000055879,12968128.189999999478459
20180710,2739495.679999999701977,1945963.449999999953434,2741837.870000000577420,2992071.839999999850988,2614071.640000000130385,13033440.480000000447035
20180711,2689075.520000000484288,1933469.449999999953434,2738079.010000000242144,2983971.719999999739230,2641992.680000000167638,12986588.379999998956919
20180712,2749474.669999999925494,1957208.049999999813735,2797415.300000000279397,2984357.440000000409782,2675459.680000000167638,13163915.140000000596046
20180713,2742646.940000000409782,1964392.099999999860302,2830708.060000000521541,2984743.160000000149012,2666280.159999999683350,13188770.420000001788139
20180716,2731617.530000000260770,1955021.600000000093132,2816746.580000000074506,2999014.799999999813735,2647921.120000000111759,13150321.630000002682209
20180717,2717962.070000000298023,1953147.500000000000000,2844669.540000000502914,2988214.639999999664724,2670487.439999999944121,13174481.189999999478459
20180718,2716386.440000000409782,1965953.849999999860302,2822384.870000000577420,2954271.280000000260770,2694583.680000000167638,13153580.120000001043081
20180719,2730041.899999999441206,1952522.799999999813735,2803053.590000000316650,2968157.200000000186265,2679858.200000000186265,13133633.689999997615814
20180720,2726365.429999999701977,1952835.150000000139698,2853261.220000000204891,2968542.919999999925494,2696304.840000000316650,13197309.560000000521541
20180723,2747373.830000000074506,1958145.099999999860302,2898904.520000000018626,2954271.280000000260770,2677945.800000000279397,13236640.530000001192093
20180724,2740546.099999999627471,1980946.649999999906868,2890581.330000000074506,2913384.959999999962747,2677945.800000000279397,13203404.839999999850988
20180725,2753676.349999999627471,2014368.099999999860302,2975692.660000000149012,2976257.320000000298023,2727859.439999999944121,13447853.869999999180436
20180726,2739495.679999999701977,1999375.300000000046566,2943205.370000000577420,3014443.600000000558794,2725182.080000000074506,13421702.029999999329448
20180727,2504201.599999999627471,1983133.100000000093132,2891118.310000000521541,2965842.879999999888241,2690950.120000000111759,13035246.010000001639128
20180730,2504726.809999999590218,2024363.300000000046566,2829097.120000000577420,2929970.919999999925494,2610055.600000000093132,12898213.750000000000000
