代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,12994266.060000000521541
真實報酬,2994266.060000000521541

夏普值報酬,0.290726606000000
夏普值風險,0.073787545994108
夏普值,3.940049802214815

預期報酬,11779.977527124558037
風險,161118.670342054887442
趨勢值,0.073113671445498
找到最佳解世代,1976
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,5
HD[9](2),KO[14](12),TRV[22](3),V[25](5),WMT[28](8),
20120405,2128231.149999999441206,2103635.169999999925494,2031395.000000000000000,2079752.320000000065193,2053824.680000000167638,10396838.320000000298023
20120409,2126549.429999999701977,2086458.069999999832362,2002760.000000000000000,2054314.080000000074506,2035544.600000000093132,10305626.179999999701977
20120410,2075256.969999999972060,2061837.559999999823049,1992410.000000000000000,2006875.200000000186265,2028774.200000000186265,10165153.929999999701977
20120411,2091653.739999999990687,2064700.410000000149012,2006900.000000000000000,2017875.520000000251457,2024373.439999999944121,10205503.110000001266599
20120412,2128651.580000000074506,2067563.260000000009313,2038985.000000000000000,2080439.840000000083819,2035883.120000000111759,10351522.800000000745058
20120413,2142525.770000000484288,2059547.280000000027940,2005175.000000000000000,2116878.400000000372529,2023357.880000000121072,10347484.330000001937151
20120416,2173217.160000000149012,2073861.530000000027940,2041054.999999999767169,2077002.240000000223517,2050778.000000000000000,10415913.929999999701977
20120417,2187511.780000000260770,2117376.849999999627471,2069690.000000000000000,2098315.360000000335276,2094447.080000000074506,10567341.070000000298023
20120418,2178262.320000000298023,2123675.120000000111759,2051750.000000000000000,2093502.719999999972060,2100878.959999999962747,10548069.120000001043081
20120419,2167751.570000000298023,2113368.859999999403954,2128685.000000000000000,2083189.920000000158325,2090384.840000000083819,10583380.189999999478459
20120420,2163547.270000000484288,2122529.980000000447035,2164910.000000000000000,2079752.320000000065193,2114081.240000000223517,10644820.810000000521541
20120423,2148411.790000000037253,2109933.440000000409782,2170430.000000000000000,2030250.880000000121072,2015571.920000000158325,10474598.030000001192093
20120424,2153877.379999999888241,2121957.410000000149012,2186300.000000000000000,2044001.280000000027940,1955653.880000000121072,10461789.950000001117587
20120425,2182466.620000000111759,2145432.780000000260770,2200445.000000000000000,2093502.719999999972060,1941774.560000000055879,10563621.680000001564622
20120426,2180784.899999999441206,2167190.440000000409782,2234600.000000000000000,2117565.919999999925494,1995599.240000000223517,10695740.500000000000000
20120427,2184148.339999999850988,2194101.230000000447035,2208380.000000000000000,2123066.080000000074506,1998307.400000000139698,10708003.050000000745058
20120430,2177421.459999999962747,2184940.109999999403954,2219074.999999999534339,2114128.320000000298023,1994245.159999999916181,10689810.049999998882413
20120501,2199704.250000000000000,2202689.780000000260770,2228735.000000000000000,2115503.360000000335276,1999661.479999999981374,10746293.870000001043081
20120502,2216101.020000000484288,2208988.049999999813735,2233565.000000000000000,2100377.919999999925494,1997630.360000000102445,10756662.349999999627471
20120503,2206010.700000000186265,2217004.030000000260770,2233910.000000000000000,2000687.520000000251457,1996953.320000000065193,10654565.570000000298023
20120504,2184568.770000000484288,2204407.490000000223517,2225285.000000000000000,2024750.719999999972060,1987136.240000000223517,10626148.220000000670552
20120507,2160604.259999999776483,2212423.469999999739230,2228390.000000000000000,2037126.080000000074506,2003723.719999999972060,10642267.529999999329448
20120508,2128231.149999999441206,2208415.480000000447035,2221490.000000000000000,2030938.399999999906868,1998984.439999999944121,10588059.469999998807907
20120509,2106789.219999999739230,2198109.219999999739230,2205275.000000000000000,2018563.040000000037253,1998307.400000000139698,10527043.880000000819564
20120510,2128231.149999999441206,2216431.459999999962747,2230115.000000000000000,2030938.399999999906868,2003723.719999999972060,10609439.730000000447035
20120511,2116459.110000000335276,2218149.169999999925494,2229425.000000000000000,2026813.280000000027940,2011509.680000000167638,10602356.240000000223517
20120514,2097119.330000000074506,2200972.070000000298023,2224595.000000000000000,2006187.679999999934807,1999661.479999999981374,10528535.560000000521541
20120515,2046247.300000000046566,2191810.950000000186265,2213210.000000000000000,2004125.119999999878928,2009140.040000000037253,10464533.410000000149012
20120516,2050451.600000000093132,2185512.679999999701977,2194580.000000000000000,2019938.080000000074506,2003723.719999999972060,10454206.080000000074506
20120517,1976876.350000000093132,2150585.910000000149012,2163185.000000000000000,1976624.320000000065193,2088015.200000000186265,10355286.780000001192093
20120518,1978137.639999999897555,2120239.700000000186265,2145245.000000000000000,1936060.640000000130385,2113404.200000000186265,10293087.179999999701977
20120521,2001681.719999999972060,2133408.809999999590218,2163185.000000000000000,1997937.439999999944121,2134053.919999999925494,10430266.889999998733401
20120522,2029009.669999999925494,2124247.690000000409782,2167325.000000000000000,2035063.520000000251457,2157411.799999999813735,10513057.679999999701977
20120523,2029009.669999999925494,2124247.690000000409782,2167325.000000000000000,2035063.520000000251457,2157411.799999999813735,10513057.679999999701977
20120524,2089972.020000000018626,2163182.450000000186265,2180090.000000000000000,2058439.200000000186265,2202773.479999999515712,10694457.150000002235174
20120525,2078620.409999999916181,2154021.330000000074506,2159735.000000000000000,2051564.000000000000000,2210897.959999999962747,10654838.699999999254942
20120529,2092915.030000000027940,2160319.599999999627471,2169395.000000000000000,2067376.960000000195578,2223423.200000000186265,10713429.789999999105930
20120530,2089972.020000000018626,2148868.200000000186265,2135240.000000000000000,2019250.560000000055879,2215298.719999999739230,10608629.500000000000000
20120531,2074416.110000000102445,2139707.080000000074506,2155940.000000000000000,1980061.920000000158325,2228162.479999999515712,10578287.589999999850988
20120601,2016396.770000000018626,2092756.339999999850988,2090045.000000000000000,1929185.439999999944121,2219022.440000000409782,10347405.989999998360872
20120604,2050031.169999999925494,2108215.730000000447035,2083145.000000000000000,1962186.399999999906868,2233917.320000000298023,10437495.620000001043081
20120605,2056758.050000000046566,2096764.329999999841675,2097635.000000000000000,1955998.719999999972060,2217329.839999999850988,10424485.939999999478459
20120606,2127390.290000000037253,2136271.660000000149012,2126615.000000000000000,2000000.000000000000000,2231886.200000000186265,10622163.149999998509884
20120607,2154297.810000000521541,2126537.969999999739230,2135930.000000000000000,2007562.719999999972060,2229855.080000000074506,10654183.580000000074506
20120608,2200965.540000000037253,2154021.330000000074506,2143865.000000000000000,2004125.119999999878928,2309407.280000000260770,10812384.269999999552965
20120611,2158922.540000000037253,2137416.799999999813735,2123855.000000000000000,2000000.000000000000000,2286049.400000000372529,10706243.740000000223517
20120612,2196340.810000000521541,2152876.190000000409782,2136965.000000000000000,2013750.399999999906868,2292481.280000000260770,10792413.679999999701977
20120613,2142946.200000000186265,2138561.940000000409782,2126960.000000000000000,1975249.280000000027940,2270477.479999999515712,10654194.900000000372529
20120614,2192977.370000000111759,2168335.580000000074506,2177675.000000000000000,2002062.560000000055879,2289434.599999999627471,10830485.109999999403954
20120615,2180784.899999999441206,2178641.839999999850988,2187680.000000000000000,2035063.520000000251457,2293496.839999999850988,10875667.099999999627471
20120618,2199704.250000000000000,2175206.419999999925494,2175950.000000000000000,2064626.880000000121072,2306022.080000000074506,10921509.630000000819564
20120619,2227032.200000000186265,2168335.580000000074506,2189060.000000000000000,2085940.000000000000000,2295527.959999999962747,10965895.740000002086163
20120620,2221146.179999999701977,2163182.450000000186265,2202860.000000000000000,2107253.120000000111759,2319562.879999999888241,11014004.629999998956919
20120621,2155138.669999999925494,2137989.370000000111759,2159045.000000000000000,2053626.560000000055879,2291804.240000000223517,10797603.839999999850988
20120622,2187091.350000000558794,2145432.780000000260770,2185610.000000000000000,2147816.799999999813735,2278263.440000000409782,10944214.370000001043081
20120625,2166069.850000000558794,2140852.219999999739230,2144210.000000000000000,2084564.960000000195578,2308053.200000000186265,10843750.230000000447035
20120626,2181205.330000000074506,2149440.769999999552965,2144210.000000000000000,2116878.400000000372529,2321594.000000000000000,10913328.500000000000000
20120627,2167331.139999999664724,2185512.679999999701977,2167670.000000000000000,2121691.040000000037253,2321932.520000000484288,10964137.379999998956919
20120628,2173217.160000000149012,2191810.950000000186265,2168360.000000000000000,2088690.080000000074506,2312115.440000000409782,10934193.630000002682209
20120629,2227873.060000000521541,2238761.690000000409782,2202515.000000000000000,2125128.639999999664724,2360185.280000000260770,11154463.670000001788139
20120702,2228713.919999999925494,2259374.209999999962747,2205275.000000000000000,2176692.639999999664724,2347660.040000000037253,11217715.809999998658895
20120703,2171535.439999999478459,2266245.049999999813735,2212520.000000000000000,2171880.000000000000000,2395052.839999999850988,11217233.329999998211861
20120705,2190875.219999999739230,2246205.099999999627471,2206655.000000000000000,2182880.320000000298023,2406224.000000000000000,11232839.640000000596046
20120706,2192556.939999999478459,2237616.549999999813735,2182505.000000000000000,2153316.959999999962747,2415702.560000000521541,11181698.009999999776483
20120709,2191295.649999999441206,2232463.419999999925494,2175950.000000000000000,2125128.639999999664724,2429243.360000000335276,11154081.070000000298023
20120710,2195499.950000000186265,2232463.419999999925494,2180780.000000000000000,2101752.959999999962747,2441091.560000000521541,11151587.890000000596046
20120711,2172376.299999999813735,2217576.599999999627471,2157320.000000000000000,2075627.200000000186265,2446169.360000000335276,11069069.460000000894070
20120712,2167331.139999999664724,2194101.230000000447035,2147315.000000000000000,2107940.639999999664724,2447861.959999999962747,11064549.969999998807907
20120713,2190034.360000000335276,2212423.469999999739230,2178020.000000000000000,2132691.360000000335276,2477313.200000000186265,11190482.390000000596046
20120716,2163126.839999999850988,2189520.669999999925494,2158010.000000000000000,2185630.400000000372529,2470542.799999999813735,11166830.710000000894070
20120717,2132435.450000000186265,2224447.440000000409782,2184230.000000000000000,2204193.440000000409782,2474605.040000000037253,11219911.370000001043081
20120718,2140423.620000000111759,2217004.030000000260770,2208035.000000000000000,2197318.240000000223517,2466142.040000000037253,11228922.929999999701977
20120719,2142525.770000000484288,2220439.450000000186265,2197340.000000000000000,2155379.520000000484288,2421457.400000000372529,11137142.140000002458692
20120720,2131594.589999999850988,2205552.629999999888241,2163530.000000000000000,2161567.200000000186265,2445830.839999999850988,11108075.259999999776483
20120723,2142525.770000000484288,2200972.070000000298023,2130065.000000000000000,2139566.560000000521541,2432290.040000000037253,11045419.440000001341105
20120724,2151354.799999999813735,2194673.799999999813735,2100740.000000000000000,2107940.639999999664724,2442107.120000000111759,10996816.359999999403954
20120725,2147150.500000000000000,2204980.059999999590218,2103845.000000000000000,2100377.919999999925494,2440076.000000000000000,10996429.480000000447035
20120726,2224509.620000000111759,2257083.929999999701977,2125580.000000000000000,2178755.200000000186265,2493900.679999999701977,11279829.429999999701977
20120727,2258144.020000000484288,2290865.559999999590218,2163875.000000000000000,2219318.879999999888241,2522674.879999999888241,11454878.339999999850988
20120730,2238804.240000000223517,2322356.910000000149012,2180780.000000000000000,2248882.240000000223517,2538246.799999999813735,11529070.190000001341105
20120731,2193818.229999999515712,2313195.790000000037253,2161460.000000000000000,2218631.360000000335276,2519628.200000000186265,11406733.579999998211861
20120801,2172796.729999999515712,2319494.059999999590218,2185610.000000000000000,2191130.560000000521541,2492208.080000000074506,11361239.429999999701977
20120802,2160604.259999999776483,2283422.150000000372529,2169050.000000000000000,2222068.959999999962747,2506764.440000000409782,11341909.810000002384186
20120803,2198442.959999999962747,2314340.929999999701977,2198030.000000000000000,2250944.799999999813735,2523690.440000000409782,11485449.129999998956919
20120806,2186250.490000000223517,2308615.230000000447035,2191475.000000000000000,2252319.839999999850988,2514550.400000000372529,11453210.960000000894070
20120807,2203067.689999999478459,2283994.719999999739230,2186300.000000000000000,2241319.520000000484288,2504733.320000000298023,11419415.250000000000000
20120808,2219464.459999999962747,2277696.450000000186265,2201480.000000000000000,2254382.400000000372529,2515565.959999999962747,11468589.269999999552965
20120809,2234599.939999999478459,2268535.330000000074506,2204240.000000000000000,2209006.080000000074506,2499994.040000000037253,11416375.390000000596046
20120810,2230816.070000000298023,2255938.790000000037253,2207345.000000000000000,2218631.360000000335276,2494239.200000000186265,11406970.420000001788139
20120813,2220725.750000000000000,2250213.089999999850988,2198720.000000000000000,2205568.479999999515712,2484760.640000000596046,11359987.960000000894070
20120814,2300187.020000000484288,2254793.650000000372529,2192165.000000000000000,2232381.759999999776483,2505410.360000000335276,11484937.789999999105930
20120815,2312379.490000000223517,2253075.940000000409782,2199410.000000000000000,2218631.360000000335276,2520305.240000000223517,11503802.030000001192093
20120816,2367455.820000000298023,2264527.339999999850988,2209070.000000000000000,2228944.160000000149012,2442445.640000000596046,11512442.960000000894070
20120817,2385113.879999999888241,2263382.200000000186265,2247020.000000000000000,2211756.160000000149012,2437029.320000000298023,11544301.560000000521541
20120820,2378387.000000000000000,2259946.780000000260770,2264615.000000000000000,2202818.400000000372529,2447523.440000000409782,11553290.620000001043081
20120821,2367876.250000000000000,2247922.809999999590218,2250470.000000000000000,2191818.080000000074506,2418072.200000000186265,11476159.339999999850988
20120822,2381330.009999999776483,2219866.879999999888241,2258060.000000000000000,2202130.879999999888241,2429581.879999999888241,11490969.649999998509884
20120823,2377546.139999999664724,2182077.259999999776483,2235635.000000000000000,2185630.400000000372529,2422472.959999999962747,11403361.760000001639128
20120824,2394783.770000000484288,2202689.780000000260770,2256335.000000000000000,2177380.160000000149012,2441091.560000000521541,11472280.270000001415610
20120827,2382591.299999999813735,2185512.679999999701977,2248745.000000000465661,2194568.160000000149012,2454293.839999999850988,11465710.980000000447035
20120828,2376705.280000000260770,2175778.990000000223517,2237015.000000000000000,2189755.520000000484288,2451247.160000000149012,11430501.950000001117587
20120829,2389738.610000000335276,2144860.209999999962747,2235635.000000000000000,2200755.839999999850988,2463433.879999999888241,11434423.539999999105930
20120830,2380489.149999999441206,2126537.969999999739230,2224940.000000000000000,2178067.679999999701977,2445830.839999999850988,11355865.639999998733401
20120831,2385954.740000000223517,2141424.790000000037253,2233565.000000000000000,2204193.440000000409782,2457679.040000000037253,11422817.010000001639128
20120904,2387636.459999999962747,2134553.950000000186265,2230115.000000000000000,2209006.080000000074506,2488484.360000000335276,11449795.850000001490116
20120905,2377125.709999999962747,2147723.059999999590218,2226320.000000000000000,2193193.120000000111759,2489838.440000000409782,11434200.330000001937151
20120906,2423793.439999999478459,2184367.540000000037253,2254265.000000000000000,2226194.080000000074506,2532491.959999999962747,11621112.019999999552965
20120907,2407396.669999999925494,2170053.290000000037253,2249780.000000000000000,2229631.679999999701977,2498978.479999999515712,11555840.120000001043081
20120910,2409078.389999999664724,2156311.609999999403954,2253230.000000000000000,2211756.160000000149012,2488484.360000000335276,11518860.519999999552965
20120911,2384693.450000000186265,2162609.879999999888241,2309810.000000000000000,2259882.559999999590218,2507102.959999999962747,11624098.850000001490116
20120912,2398567.639999999664724,2150013.339999999850988,2330165.000000000000000,2294258.559999999590218,2507441.479999999515712,11680446.019999999552965
20120913,2451121.389999999664724,2195818.940000000409782,2361560.000000000000000,2319696.799999999813735,2543663.120000000111759,11871860.250000000000000
20120914,2499891.270000000484288,2182649.830000000074506,2366045.000000000000000,2307321.440000000409782,2521997.839999999850988,11877905.380000000819564
20120917,2476767.620000000111759,2195818.940000000409782,2362595.000000000000000,2301133.759999999776483,2504733.320000000298023,11841048.640000000596046
20120918,2474665.469999999739230,2211278.330000000074506,2361905.000000000000000,2297696.160000000149012,2503379.240000000223517,11848924.200000001117587
20120919,2500311.700000000186265,2205552.629999999888241,2353970.000000000000000,2316946.720000000670552,2517597.080000000074506,11894378.130000000819564
20120920,2492323.530000000260770,2212423.469999999739230,2361560.000000000000000,2313509.120000000111759,2530460.839999999850988,11910276.960000000894070
20120921,2498209.549999999813735,2177496.700000000186265,2367080.000000000000000,2320384.320000000298023,2520305.240000000223517,11883475.810000000521541
20120924,2496948.259999999776483,2182649.830000000074506,2360525.000000000000000,2299071.200000000186265,2530122.320000000298023,11869316.609999999403954
20120925,2510822.450000000186265,2157456.750000000000000,2362595.000000000000000,2312821.600000000558794,2513873.360000000335276,11857569.160000000149012
20120926,2487698.799999999813735,2162037.309999999590218,2338445.000000000000000,2277758.080000000074506,2511503.719999999739230,11777442.910000000149012
20120927,2517549.330000000074506,2193528.660000000149012,2360180.000000000000000,2301821.280000000260770,2504394.799999999813735,11877474.070000000298023
20120928,2538150.399999999441206,2171771.000000000000000,2355005.000000000000000,2308008.959999999962747,2498301.440000000409782,11871236.800000000745058
20121001,2546559.000000000000000,2197536.650000000372529,2382949.999999999534339,2349947.679999999701977,2506764.440000000409782,11983757.769999999552965
20121002,2536468.679999999701977,2195246.370000000111759,2370185.000000000000000,2337572.320000000298023,2496608.839999999850988,11936081.210000000894070
20121003,2597010.600000000558794,2189520.669999999925494,2380880.000000000000000,2380886.080000000074506,2511842.240000000223517,12060139.590000001713634
20121004,2595749.310000000521541,2194673.799999999813735,2390195.000000000000000,2400824.160000000149012,2529445.280000000260770,12110887.550000000745058
20121005,2657132.089999999850988,2208988.049999999813735,2399855.000000000000000,2411136.959999999962747,2543324.599999999627471,12220436.699999999254942
20121008,2601635.330000000074506,2208988.049999999813735,2399165.000000000000000,2384323.679999999701977,2547386.839999999850988,12141498.899999998509884
20121009,2562535.339999999850988,2207842.910000000149012,2391574.999999999534339,2350635.200000000186265,2509811.120000000111759,12022399.570000000298023
20121010,2511663.310000000521541,2180932.120000000111759,2394335.000000000000000,2361635.520000000484288,2553141.679999999701977,12001707.630000000819564
20121011,2480971.919999999925494,2182077.259999999776483,2386055.000000000000000,2389823.839999999850988,2539262.360000000335276,11978190.379999998956919
20121012,2504095.570000000298023,2188948.099999999627471,2370875.000000000000000,2391198.879999999888241,2566343.959999999962747,12021461.510000001639128
20121015,2549922.439999999478459,2183222.400000000372529,2407790.000000000000000,2404261.759999999776483,2611705.640000000596046,12156902.240000000223517
20121016,2558751.469999999739230,2170053.290000000037253,2431940.000000000000000,2426262.400000000372529,2603581.160000000149012,12190588.320000000298023
20121017,2581034.259999999776483,2160892.169999999925494,2462645.000000000000000,2450325.600000000558794,2607643.400000000372529,12262540.430000001564622
20121018,2598271.889999999664724,2166617.870000000111759,2550965.000000000000000,2438637.759999999776483,2591732.959999999962747,12346225.480000000447035
20121019,2602055.759999999776483,2141424.790000000037253,2536130.000000000000000,2405636.799999999813735,2559912.080000000074506,12245159.429999999701977
20121022,2608362.209999999962747,2131691.099999999627471,2552690.000000000000000,2389136.320000000298023,2560927.640000000596046,12242807.269999999552965
20121023,2596169.740000000223517,2096191.760000000009313,2531645.000000000000000,2348572.639999999664724,2530799.360000000335276,12103378.500000000000000
20121024,2576409.530000000260770,2111651.150000000372529,2524745.000000000465661,2345822.559999999590218,2532830.479999999515712,12091458.720000002533197
20121025,2542775.129999999888241,2123675.120000000111759,2488175.000000000000000,2364385.600000000558794,2549756.479999999515712,12068767.330000001937151
20121026,2524276.209999999962747,2120812.269999999552965,2468855.000000000000000,2377448.479999999515712,2542647.560000000521541,12034039.519999999552965
20121031,2580613.830000000074506,2128828.250000000000000,2447465.000000000000000,2385011.200000000186265,2539600.879999999888241,12081519.160000000149012
20121101,2617611.669999999925494,2137416.799999999813735,2422970.000000000000000,2473013.759999999776483,2486453.240000000223517,12137465.470000000670552
20121102,2607521.350000000558794,2123102.549999999813735,2401925.000000000000000,2464763.520000000484288,2463433.879999999888241,12060746.300000000745058
20121105,2622656.830000000074506,2105352.879999999888241,2384330.000000000000000,2432450.080000000074506,2475959.120000000111759,12020748.910000000149012
20121106,2632747.149999999441206,2142569.929999999701977,2420900.000000000000000,2473013.759999999776483,2496947.360000000335276,12166178.199999999254942
20121107,2606260.060000000521541,2102490.030000000260770,2370530.000000000000000,2450325.600000000558794,2474943.560000000521541,12004549.250000001862645
20121108,2558751.469999999739230,2081877.510000000009313,2380535.000000000000000,2442075.360000000335276,2453616.799999999813735,11916856.140000000596046
20121109,2562955.770000000484288,2077869.520000000018626,2379845.000000000000000,2456513.280000000260770,2447861.959999999962747,11925045.530000001192093
20121112,2571364.370000000111759,2065845.549999999813735,2360870.000000000465661,2462013.440000000409782,2453616.799999999813735,11913710.160000000149012
20121113,2664699.830000000074506,2070426.109999999869615,2353970.000000000000000,2448263.040000000037253,2430935.959999999962747,11968294.940000001341105
20121114,2584397.700000000186265,2061837.559999999823049,2348449.999999999534339,2405636.799999999813735,2414009.959999999962747,11814332.019999999552965
20121115,2575148.240000000223517,2085885.500000000000000,2357074.999999999534339,2406324.320000000298023,2326333.280000000260770,11750766.339999999850988
20121116,2611725.649999999441206,2093328.910000000149012,2368460.000000000000000,2453075.679999999701977,2302975.400000000372529,11829565.639999998733401
20121119,2662597.679999999701977,2132263.669999999925494,2399165.000000000000000,2503264.639999999664724,2336488.879999999888241,12033779.869999997317791
20121120,2683198.750000000000000,2132836.240000000223517,2402615.000000000000000,2515640.000000000000000,2335811.839999999850988,12070101.830000000074506
20121121,2694550.360000000335276,2140852.219999999739230,2422625.000000000000000,2521140.160000000149012,2332088.120000000111759,12111255.859999999403954
20121123,2725241.750000000000000,2171771.000000000000000,2458850.000000000000000,2545890.879999999888241,2376434.240000000223517,12278187.869999999180436
20121126,2718935.299999999813735,2139134.509999999776483,2444705.000000000000000,2530765.440000000409782,2366617.160000000149012,12200157.410000000149012
20121127,2697493.370000000111759,2142569.929999999701977,2443670.000000000000000,2523202.720000000670552,2352737.839999999850988,12159673.859999999403954
20121128,2725662.179999999701977,2150585.910000000149012,2448155.000000000000000,2531452.959999999962747,2388620.959999999962747,12244477.010000001639128
20121129,2700856.809999999590218,2174061.280000000260770,2455745.000000000465661,2547265.919999999925494,2397761.000000000000000,12275690.009999999776483
20121130,2735752.500000000000000,2171198.429999999701977,2443324.999999999534339,2573391.679999999701977,2438044.879999999888241,12361712.489999998360872
20121203,2731968.629999999888241,2140279.650000000372529,2447810.000000000000000,2554828.639999999664724,2415025.520000000484288,12289912.440000001341105
20121204,2700856.809999999590218,2127110.540000000037253,2433320.000000000000000,2536953.120000000111759,2441430.080000000074506,12239670.549999998882413
20121205,2691607.349999999627471,2136271.660000000149012,2553035.000000000000000,2545203.360000000335276,2425519.640000000596046,12351637.010000001639128
20121206,2705061.110000000335276,2140279.650000000372529,2523710.000000000000000,2552078.559999999590218,2423488.520000000484288,12344617.839999999850988
20121207,2709685.839999999850988,2159174.459999999962747,2531990.000000000000000,2553453.600000000558794,2447184.919999999925494,12401488.820000000298023
20121210,2650405.209999999962747,2155166.469999999739230,2530265.000000000000000,2555516.160000000149012,2442445.640000000596046,12333798.480000000447035
20121211,2644098.759999999776483,2167763.009999999776483,2533370.000000000465661,2559641.280000000260770,2399792.120000000111759,12304665.170000001788139
20121212,2645780.479999999515712,2155166.469999999739230,2529230.000000000000000,2541765.759999999776483,2333780.719999999739230,12205723.429999999701977
20121213,2623918.120000000111759,2152876.190000000409782,2526470.000000000000000,2530077.919999999925494,2337165.919999999925494,12170508.150000000372529
20121214,2609203.070000000298023,2156311.609999999403954,2531300.000000000000000,2523890.240000000223517,2327348.839999999850988,12148053.759999999776483
20121217,2661756.820000000298023,2147150.490000000223517,2559590.000000000000000,2563078.879999999888241,2342582.240000000223517,12274158.430000001564622
20121218,2648723.490000000223517,2134553.950000000186265,2564420.000000000000000,2590579.679999999701977,2352737.839999999850988,12291014.960000000894070
20121219,2597010.600000000558794,2105925.450000000186265,2533370.000000000465661,2563766.400000000372529,2319562.879999999888241,12119635.330000001937151
20121220,2605419.200000000186265,2121384.839999999850988,2546824.999999999534339,2620830.559999999590218,2335811.839999999850988,12230271.439999997615814
20121221,2578091.250000000000000,2112223.719999999739230,2512324.999999999534339,2591267.200000000186265,2323963.640000000596046,12117870.809999998658895
20121224,2588602.000000000000000,2103062.599999999627471,2496455.000000000000000,2598829.919999999925494,2321255.479999999515712,12108205.000000000000000
20121226,2570523.509999999776483,2085312.930000000167638,2493350.000000000000000,2574079.200000000186265,2301621.320000000298023,12024886.960000000894070
20121227,2567580.500000000000000,2085312.930000000167638,2477824.999999999534339,2567891.520000000484288,2308391.719999999739230,12007001.669999998062849
