代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,12181838.699999999254942
真實報酬,2181838.699999999254942

夏普值報酬,0.209483870000000
夏普值風險,0.062129575443136
夏普值,3.371725438422323

預期報酬,19634.989877095398697
風險,250704.315556587709580
趨勢值,0.078319313464963
找到最佳解世代,1908
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,2
MRK[17](1),PG[21](2),
20181108,6217458.160000000149012,5851904.900000000372529,12069363.060000000521541
20181109,6166387.519999999552965,5919160.549999999813735,12085548.070000000298023
20181112,6152384.279999999329448,5937735.920000000856817,12090120.199999999254942
20181113,6145794.519999999552965,5987056.730000000447035,12132851.250000000000000
20181114,6102961.080000000074506,5988337.790000000037253,12091298.870000001043081
20181115,6164740.080000000074506,6010115.810000000521541,12174855.890000000596046
20181116,6265233.919999999925494,6009475.280000000260770,12274709.199999999254942
20181119,6289121.799999998882413,5975527.190000000409782,12264648.989999998360872
20181120,6159797.759999999776483,5899304.120000000111759,12059101.879999998956919
20181121,6160621.480000000447035,5855107.549999999813735,12015729.030000001192093
20181123,6150736.839999999850988,5863434.440000000409782,12014171.280000001192093
20181126,6214163.279999999329448,5889055.640000000596046,12103218.919999999925494
20181127,6288298.080000000074506,5939016.980000000447035,12227315.060000000521541
20181128,6361609.160000000149012,5957592.350000000558794,12319201.510000001639128
20181129,6417622.119999999180436,5945422.280000000260770,12363044.399999998509884
20181130,6535414.080000000074506,6053671.850000000558794,12589085.929999999701977
20181203,6525529.439999999478459,5977448.780000000260770,12502978.219999998807907
20181204,6442333.719999998807907,5976808.250000000000000,12419141.969999998807907
20181206,6455513.240000000223517,5992180.969999999739230,12447694.210000000894070
20181207,6319599.439999999478459,5921722.670000000856817,12241322.109999999403954
20181210,6377259.839999999850988,5958873.410000000149012,12336133.250000000000000
20181211,6351724.519999999552965,6015240.049999999813735,12366964.570000000298023
20181212,6425859.320000000298023,6022926.410000000149012,12448785.730000000447035
20181213,6508231.320000000298023,6180496.790000000037253,12688728.109999999403954
20181214,6299830.160000000149012,6190104.740000000223517,12489934.900000000372529
20181217,6196865.160000000149012,5942219.629999999888241,12139084.789999999105930
20181218,6122730.359999999403954,5924284.790000000037253,12047015.149999998509884
20181219,6076602.039999999105930,5877526.100000000558794,11954128.140000000596046
20181220,6053537.879999998956919,5827564.760000000707805,11881102.640000000596046
20181221,6004938.400000000372529,5826924.230000000447035,11831862.630000000819564
20181224,5860787.400000000372529,5595692.900000000372529,11456480.300000000745058
20181226,6095547.599999999627471,5770557.590000000782311,11866105.190000001341105
20181227,6209220.959999999031425,5894179.879999999888241,12103400.839999999850988
20181228,6208397.240000000223517,5840375.360000000335276,12048772.600000001490116
20181231,6294064.119999999180436,5887774.580000000074506,12181838.699999999254942
