訓練日期,20120221 - 20120522
訓練天數,65
代數,100
粒子數,10
旋轉角度,0.0004
實驗次數,1

初始資金,10000000.000000000000000
最後資金,10226129.340000001713634
真實報酬,226129.340000001713634

夏普值報酬,0.013912934000000
夏普值風險,0.016101361381557
夏普值,0.864084326182277

預期報酬,8062.561599850530001
風險,172261.563333576137666
趨勢值,0.046804182220486
找到最佳解世代,1
找到最佳解實驗#,1
找到最佳解次數,1

stock[index](rank)
投資組合檔數,15
AAPL[0](6),AXP[1](3),CVX[5](22),DIS[6](5),IBM[10](7),INTC[11](15),KO[14](1),MSFT[18](16),NKE[19](10),PFE[20](2),UNH[23](11),V[25](8),VZ[26](9),WMT[28](25),XOM[29](20),
20120305,707931.359999999986030,668053.210000000079162,683291.000000000000000,681835.600000000093132,691615.040000000037253,646449.690000000060536,668403.539999999920838,678399.150000000023283,682663.439999999944121,676418.909999999916181,671055.119999999995343,673854.280000000027940,676026.359999999986030,633802.400000000023283,677488.539999999920838,10117297.639999998733401
20120306,704027.880000000004657,652541.680000000051223,680353.500000000000000,670658.000000000000000,679898.640000000013970,648154.680000000051223,663770.099999999976717,673279.229999999981374,670915.319999999948777,669182.879999999888241,663983.760000000125729,665738.479999999981374,670652.819999999948777,629214.300000000046566,668534.639999999897555,10010915.910000002011657
20120307,704585.520000000018626,659225.510000000125729,684166.000000000000000,666666.000000000000000,681656.100000000093132,655461.780000000027940,664156.219999999972060,679252.469999999972060,672415.079999999841675,672328.979999999981374,663130.320000000065193,670376.079999999958090,673772.939999999944121,638710.599999999976717,668301.059999999939464,10054214.660000000149012
20120308,719641.800000000046566,667800.990000000107102,687728.500000000000000,670977.360000000102445,688685.940000000060536,653756.790000000037253,668789.659999999916181,682879.079999999958090,674414.759999999892898,675160.469999999972060,678004.560000000055879,683825.119999999995343,679839.839999999967404,637750.300000000046566,660515.059999999939464,10129780.230000002309680
20120309,723824.099999999976717,670953.740000000107102,684853.500000000000000,674490.320000000065193,691477.200000000069849,659358.900000000023283,671106.379999999888241,682452.419999999925494,687412.679999999934807,675789.689999999944121,680077.200000000069849,679187.520000000018626,677759.760000000009313,641058.000000000000000,656388.479999999864958,10156199.890000000596046
20120312,732932.219999999972060,665531.010000000125729,687541.000000000000000,676087.120000000111759,692786.680000000051223,657410.339999999967404,677284.299999999930151,683519.069999999948777,683913.239999999874271,677677.349999999860302,670811.280000000144355,675477.439999999944121,681573.239999999990687,647460.000000000000000,666120.979999999864958,10176135.270000001415610
20120313,754308.419999999925494,684195.290000000037253,694978.500000000000000,702753.679999999934807,702366.560000000055879,669588.839999999967404,678249.599999999976717,696958.859999999986030,692161.919999999925494,692464.020000000018626,674590.800000000046566,679883.160000000032596,684346.679999999934807,650874.400000000023283,676320.639999999897555,10334051.370000001043081
20120314,782841.000000000000000,708156.190000000060536,691853.500000000000000,694290.639999999897555,705605.800000000046566,668858.130000000004657,677863.479999999981374,699092.160000000032596,689412.359999999869615,689947.139999999897555,680077.200000000069849,676868.719999999972060,684173.339999999967404,651728.000000000000000,669780.399999999906868,10370558.060000000521541
20120315,777450.480000000097789,715344.460000000079162,687728.500000000000000,694130.959999999962747,710016.680000000051223,675921.660000000032596,679021.839999999967404,700798.800000000046566,691911.959999999962747,689317.919999999925494,679223.760000000125729,678260.000000000000000,685386.719999999972060,653328.500000000000000,670325.419999999925494,10388177.660000000149012
20120316,777450.480000000097789,713200.589999999967404,689291.000000000000000,689659.919999999925494,710051.140000000013970,675434.520000000018626,677284.299999999930151,695465.550000000046566,695161.439999999944121,690261.750000000000000,677760.720000000088476,676404.960000000079162,685906.739999999990687,649167.200000000069849,673050.519999999902211,10375560.829999998211861
20120319,798083.160000000032596,722280.510000000125729,691916.000000000000000,693651.919999999925494,709051.800000000046566,675678.089999999967404,679601.020000000018626,686932.350000000093132,700660.559999999939464,688374.089999999850988,684344.400000000139698,688926.479999999981374,687293.459999999962747,648100.200000000069849,677332.819999999948777,10432236.859999999403954
20120320,804588.959999999962747,717740.550000000046566,681791.000000000000000,690458.320000000065193,703986.180000000051223,675921.660000000032596,681531.619999999878928,682452.419999999925494,698410.919999999925494,685857.209999999962747,667885.200000000069849,675477.439999999944121,686946.780000000027940,646606.400000000023283,674296.279999999911524,10373960.939999999478459
20120321,799941.959999999962747,719506.089999999967404,674478.500000000000000,690937.360000000102445,705502.420000000041910,676652.370000000111759,686551.179999999934807,680745.780000000027940,690162.239999999874271,684913.379999999888241,658009.680000000051223,676868.719999999972060,689546.880000000004657,646179.600000000093132,669702.539999999920838,10349708.699999999254942
20120322,795759.660000000032596,722532.729999999981374,658478.500000000000000,691256.719999999972060,708259.220000000088476,679575.209999999962747,689447.079999999958090,682665.750000000000000,693661.679999999934807,683654.939999999944121,656912.400000000139698,679883.160000000032596,687466.799999999930151,647139.900000000023283,664408.059999999939464,10341111.810000002384186
20120323,791391.480000000097789,722028.290000000037253,664791.000000000000000,697005.199999999953434,708224.760000000009313,679088.070000000065193,690026.260000000009313,682879.079999999958090,671415.239999999874271,686486.429999999934807,654230.160000000032596,688694.599999999976717,683306.640000000013970,648206.900000000023283,666120.979999999864958,10333905.089999999850988
20120326,805890.119999999995343,739809.800000000046566,674041.000000000000000,708661.840000000083819,716116.100000000093132,686638.740000000107102,694080.520000000018626,695252.220000000088476,678414.119999999995343,697183.169999999925494,671786.640000000130385,696114.760000000009313,681746.579999999958090,653008.400000000023283,677644.259999999892898,10476398.269999999552965
20120327,815834.700000000069849,734260.960000000079162,669041.000000000000000,704989.199999999953434,714082.960000000079162,686638.740000000107102,693887.459999999962747,693758.910000000032596,674164.799999999930151,707879.909999999916181,675810.000000000000000,694491.599999999976717,670132.799999999930151,651834.700000000069849,674452.000000000000000,10461269.740000000223517
20120328,820017.000000000000000,744854.200000000069849,661853.500000000000000,694769.679999999934807,714462.020000000018626,677139.510000000009313,701416.799999999930151,686719.019999999902211,670165.439999999944121,705048.419999999925494,675931.920000000041910,691940.920000000041910,663199.199999999953434,652901.699999999953434,668534.639999999897555,10428963.969999998807907
20120329,809700.660000000032596,730099.330000000074506,667853.500000000000000,686785.679999999934807,717839.100000000093132,685908.030000000027940,712614.279999999911524,685225.709999999962747,673914.839999999967404,705363.030000000027940,708484.560000000055879,689854.000000000000000,659905.739999999990687,648953.800000000046566,670247.559999999939464,10452759.820000002160668
20120330,796038.480000000097789,729721.000000000000000,670103.500000000000000,699081.040000000037253,719148.580000000074506,684933.750000000000000,714544.879999999888241,688212.329999999958090,677664.239999999874271,712599.059999999823049,718603.920000000041910,684057.000000000000000,662679.179999999934807,653008.400000000023283,675308.459999999962747,10485713.820000000298023
20120402,821411.099999999976717,731612.650000000023283,676916.000000000000000,700039.120000000111759,721974.300000000046566,691266.570000000065193,715703.239999999990687,688852.319999999948777,681413.640000000013970,710711.399999999906868,720798.479999999981374,689854.000000000000000,667706.040000000037253,654715.599999999976717,677955.699999999837019,10550940.159999998286366
20120403,835537.980000000097789,736404.830000000074506,669666.000000000000000,691256.719999999972060,722077.680000000051223,684690.180000000051223,712035.099999999976717,681385.770000000018626,686662.799999999930151,709138.349999999860302,724212.239999999990687,697737.920000000041910,666666.000000000000000,647139.900000000023283,668301.059999999939464,10532922.530000001192093
20120404,828939.239999999990687,723541.609999999986030,660041.000000000000000,685508.239999999990687,710188.980000000097789,680305.920000000041910,709139.199999999837019,665812.680000000051223,684163.199999999953434,704419.199999999953434,720066.960000000079162,689854.000000000000000,665452.619999999995343,642978.599999999976717,661682.959999999962747,10432104.410000000149012
20120405,841393.200000000069849,732747.640000000013970,654728.500000000000000,687903.439999999944121,708190.300000000046566,683715.900000000023283,709332.260000000009313,672425.910000000032596,689912.280000000027940,702846.149999999906868,719457.359999999986030,701448.000000000000000,652798.799999999930151,647353.300000000046566,660437.199999999837019,10464700.240000002086163
20120409,844739.040000000037253,720893.300000000046566,646853.500000000000000,672414.479999999981374,706363.920000000041910,676165.230000000097789,703540.459999999962747,663466.050000000046566,691662.000000000000000,693722.459999999962747,708850.320000000065193,692868.439999999944121,649332.000000000000000,641591.500000000000000,653118.359999999869615,10365591.059999998658895
20120410,834422.700000000069849,708534.520000000018626,634103.500000000000000,654530.320000000065193,697369.860000000102445,668614.560000000055879,695238.879999999888241,650026.260000000009313,665416.199999999953434,691834.799999999813735,701778.960000000079162,676868.719999999972060,637891.559999999939464,639457.500000000000000,639804.299999999930151,10195902.640000000596046
20120411,831448.619999999995343,718244.990000000107102,630978.500000000000000,660598.159999999916181,698231.360000000102445,678357.360000000102445,696204.179999999934807,647466.300000000046566,676414.439999999944121,690576.359999999869615,707387.280000000144355,680578.800000000046566,647945.280000000027940,638070.400000000023283,643930.880000000004657,10246442.910000000149012
20120412,826894.559999999939464,731990.979999999981374,641228.500000000000000,673053.199999999953434,707673.400000000023283,693702.270000000018626,697169.479999999981374,660906.089999999967404,678914.039999999920838,689632.530000000027940,712751.760000000125729,701679.880000000004657,650892.059999999939464,641698.200000000069849,650938.279999999911524,10359135.230000000447035
20120413,803566.619999999995343,722406.619999999995343,629916.000000000000000,668262.800000000046566,698989.480000000097789,684203.040000000037253,694466.639999999897555,657279.479999999981374,679913.879999999888241,687430.260000000009313,707753.040000000037253,713969.520000000018626,645865.199999999953434,637750.300000000046566,645877.380000000004657,10277660.259999999776483
20120416,770294.099999999976717,729342.670000000041910,634478.500000000000000,665228.879999999888241,698713.800000000046566,691997.280000000027940,699293.139999999897555,663039.390000000013970,683663.280000000027940,691520.189999999944121,699340.560000000055879,700520.479999999981374,648811.979999999981374,646393.000000000000000,654130.539999999920838,10276777.790000000968575
20120417,809514.779999999911524,733756.520000000018626,647666.000000000000000,681516.239999999990687,715013.380000000004657,693458.699999999953434,713965.699999999837019,670719.270000000018626,686412.839999999967404,701902.319999999832362,708362.640000000130385,707708.760000000009313,654185.520000000018626,660157.300000000046566,665342.380000000004657,10449692.350000001490116
20120418,807748.919999999925494,731990.979999999981374,646228.500000000000000,678482.320000000065193,689788.660000000032596,680793.060000000055879,716089.359999999986030,664319.369999999995343,690912.119999999995343,706306.859999999869615,698852.880000000121072,706085.599999999976717,652798.799999999930151,662184.600000000093132,667678.179999999934807,10400270.210000000894070
20120419,779959.859999999986030,726063.810000000055879,640728.500000000000000,671935.439999999944121,687652.140000000013970,674460.240000000107102,712614.279999999911524,661546.080000000074506,684913.079999999841675,702846.149999999906868,715799.760000000125729,702607.400000000023283,661292.459999999962747,658876.900000000023283,664018.759999999892898,10345324.859999999403954
20120420,760721.279999999911524,724550.490000000107102,640791.000000000000000,676246.800000000046566,687962.280000000027940,672268.110000000102445,715703.239999999990687,691625.609999999986030,692161.919999999925494,709767.569999999832362,725553.359999999986030,701448.000000000000000,671346.179999999934807,666345.900000000023283,664174.479999999864958,10400676.220000000670552
20120423,759048.359999999986030,722911.060000000055879,640291.000000000000000,670817.679999999934807,684585.200000000069849,668614.560000000055879,711455.919999999925494,685225.709999999962747,685912.919999999925494,704104.589999999850988,721651.920000000041910,684752.640000000013970,668572.739999999990687,635296.200000000069849,667211.019999999902211,10310461.519999997690320
20120424,743899.140000000013970,726820.470000000088476,643978.500000000000000,673532.239999999990687,689340.680000000051223,665204.579999999958090,715510.179999999934807,680959.109999999986030,667165.919999999925494,711969.839999999850988,715921.680000000051223,689390.239999999990687,684693.359999999986030,616410.300000000046566,672038.339999999967404,10296844.580000001937151
20120425,809886.540000000037253,742962.550000000046566,649103.500000000000000,681835.600000000093132,701642.900000000023283,678600.930000000051223,723425.639999999897555,686932.350000000093132,681413.640000000013970,719835.089999999850988,717750.479999999981374,706085.599999999976717,684346.679999999934807,612035.599999999976717,676242.779999999911524,10472109.879999997094274
20120426,806819.520000000018626,751538.030000000027940,663916.000000000000000,692374.479999999981374,708569.360000000102445,687369.449999999953434,730761.919999999925494,685012.380000000004657,689662.319999999948777,725498.069999999832362,711654.479999999981374,714201.400000000023283,695787.119999999995343,629000.900000000023283,670169.699999999837019,10562345.129999998956919
20120427,800592.540000000037253,758852.410000000032596,663791.000000000000000,692214.800000000046566,712807.940000000060536,691266.570000000065193,739835.739999999990687,682239.089999999967404,691412.039999999920838,726127.289999999804422,706046.160000000032596,716056.439999999944121,697347.179999999934807,629854.500000000000000,670247.559999999939464,10578701.259999999776483
20120430,775405.800000000046566,759356.850000000093132,666041.000000000000000,688382.479999999981374,713738.360000000102445,691753.709999999962747,736746.779999999911524,683092.410000000032596,699160.799999999930151,720464.309999999823049,684588.239999999990687,713042.000000000000000,699947.280000000027940,628574.099999999976717,672271.919999999925494,10532576.039999999105930
20120501,772896.419999999925494,768941.210000000079162,676728.500000000000000,699240.719999999972060,716908.680000000051223,705150.060000000055879,742731.639999999897555,682879.079999999958090,695661.359999999869615,716688.989999999990687,696536.400000000139698,713505.760000000009313,703067.400000000023283,630281.300000000046566,677722.119999999995343,10598949.640000000596046
20120502,778008.119999999995343,769950.089999999967404,668978.500000000000000,695248.719999999972060,717115.440000000060536,710752.170000000041910,744855.299999999930151,678399.150000000023283,714158.399999999906868,712913.669999999925494,690806.160000000032596,708404.400000000023283,703760.760000000009313,629641.099999999976717,671181.880000000004657,10594183.860000001266599
20120503,772524.660000000032596,767554.000000000000000,662478.500000000000000,699560.080000000074506,714289.720000000088476,695650.829999999958090,747558.139999999897555,677545.830000000074506,714908.280000000027940,711026.010000000009313,679345.680000000051223,674781.800000000046566,704454.119999999995343,629427.700000000069849,666899.579999999958090,10518014.929999997839332
20120504,750497.880000000004657,757969.640000000013970,648291.000000000000000,685508.239999999990687,706536.220000000088476,679575.209999999962747,743310.819999999948777,660906.089999999967404,698660.879999999888241,704104.589999999850988,667153.680000000051223,682897.599999999976717,697867.199999999953434,626333.400000000023283,658490.699999999837019,10368113.149999998509884
20120507,756074.279999999911524,757969.640000000013970,645728.500000000000000,699719.760000000009313,702263.180000000051223,676165.230000000097789,746013.659999999916181,653866.199999999953434,696411.239999999874271,706306.859999999869615,673615.440000000060536,687071.439999999944121,702547.380000000004657,631561.699999999953434,657789.959999999962747,10393114.470000002533197
20120508,754401.359999999986030,755321.330000000074506,642791.000000000000000,707384.399999999906868,694440.760000000009313,666666.000000000000000,744662.239999999990687,650666.250000000000000,679413.959999999962747,705363.030000000027940,680564.880000000121072,684984.520000000018626,702894.059999999939464,630067.900000000023283,654208.399999999906868,10353840.090000001713634
20120509,755702.520000000018626,749898.600000000093132,636166.000000000000000,718881.360000000102445,693579.260000000009313,662281.740000000107102,741187.159999999916181,656212.830000000074506,675914.519999999902211,706306.859999999869615,673249.680000000051223,680810.679999999934807,697693.859999999986030,629854.500000000000000,648680.339999999967404,10326429.909999998286366
20120510,757468.380000000004657,749394.160000000032596,646041.000000000000000,723033.040000000037253,691408.280000000027940,663499.589999999967404,747365.079999999958090,655786.169999999925494,672165.119999999995343,718262.039999999804422,674103.119999999995343,684984.520000000018626,702894.059999999939464,631561.699999999953434,645020.919999999925494,10362997.179999999701977
20120511,752449.619999999995343,752168.580000000074506,641853.500000000000000,727504.080000000074506,693372.500000000000000,672998.820000000065193,747944.260000000009313,664746.030000000027940,676664.399999999906868,712599.059999999823049,673005.840000000083819,683593.239999999990687,713467.799999999930151,634015.800000000046566,647045.279999999911524,10393438.810000000521541
20120514,741203.880000000004657,736783.160000000032596,637166.000000000000000,721276.560000000055879,687410.920000000041910,658141.050000000046566,742152.459999999962747,654506.189999999944121,671665.199999999953434,710711.399999999906868,672518.160000000032596,676636.839999999967404,708787.619999999995343,630281.300000000046566,639415.000000000000000,10288665.740000000223517
20120515,734419.260000000009313,730729.880000000004657,630666.000000000000000,718721.679999999934807,686032.520000000018626,654731.070000000065193,739063.500000000000000,644479.680000000051223,670165.439999999944121,701587.709999999962747,669835.920000000041910,675941.199999999953434,711561.059999999939464,633268.900000000023283,636845.619999999995343,10238059.439999999478459
20120516,725032.320000000065193,723793.830000000074506,625666.000000000000000,719839.439999999944121,688410.260000000009313,645475.410000000032596,736939.839999999967404,637866.449999999953434,668665.679999999934807,712284.449999999953434,669348.239999999990687,681274.439999999944121,708614.280000000027940,631561.699999999953434,639804.299999999930151,10214586.639999998733401
20120517,703842.000000000000000,701850.690000000060536,625916.000000000000000,707863.439999999944121,682069.619999999995343,637924.740000000107102,725163.179999999934807,634026.510000000009313,652168.319999999948777,709767.569999999832362,669104.400000000139698,666666.000000000000000,717107.939999999944121,658130.000000000000000,637779.939999999944121,10129390.349999999627471
20120518,704213.760000000009313,698697.940000000060536,615416.000000000000000,699560.080000000074506,675143.160000000032596,635001.900000000023283,714931.000000000000000,624426.660000000032596,658917.239999999874271,710082.179999999934807,658253.520000000135042,652985.079999999958090,719881.380000000004657,666132.500000000000000,634354.099999999976717,10068006.500000000000000
20120521,745200.300000000046566,710426.170000000041910,623103.500000000000000,708821.520000000018626,681621.640000000013970,636950.459999999962747,719371.379999999888241,634666.500000000000000,670165.439999999944121,709138.349999999860302,677273.040000000037253,673854.280000000027940,716587.920000000041910,672641.200000000069849,638792.119999999995343,10218623.819999998435378
20120522,739530.959999999962747,710678.390000000013970,620791.000000000000000,708821.520000000018626,678382.400000000023283,634027.620000000111759,716282.419999999925494,634879.830000000074506,677664.239999999874271,703789.979999999981374,679345.680000000051223,686375.800000000046566,717454.619999999995343,680003.500000000000000,638091.380000000004657,10226129.340000001713634
