訓練日期,20150327 - 20150629
訓練天數,65
代數,100
粒子數,10
旋轉角度,0.0004
實驗次數,1

初始資金,10000000.000000000000000
最後資金,10312442.500000000000000
真實報酬,312442.500000000000000

夏普值報酬,0.022544250000000
夏普值風險,0.015767434579039
夏普值,1.429798226654404

預期報酬,10554.841349383443230
風險,126573.746823931156541
趨勢值,0.083388867077354
找到最佳解世代,52
找到最佳解實驗#,1
找到最佳解次數,1

stock[index](rank)
投資組合檔數,17
AAPL[0](12),BA[2](27),CAT[3](5),CSCO[4](8),DIS[6](3),DD[7](4),GS[8](2),JNJ[12](22),JPM[13](1),MCD[15](24),MRK[17](13),MSFT[18](9),NKE[19](6),PFE[20](20),UNH[23](15),UTX[24](19),V[25](7),
20150408,594673.239999999990687,608839.300000000162981,592358.280000000027940,598223.440000000060536,594494.680000000051223,607187.249999999883585,604945.119999999878928,588352.479999999981374,603152.289999999920838,583476.040000000037253,583639.599999999860302,591232.540000000037253,597116.500000000000000,596500.120000000111759,598051.400000000023283,597359.199999999953434,596395.880000000004657,10136002.360000001266599
20150409,599217.880000000004657,609077.500000000000000,594125.400000000139698,599960.559999999939464,596786.170000000041910,611859.199999999953434,612263.649999999906868,595225.060000000055879,607301.469999999972060,581668.839999999967404,586498.959999999962747,592088.979999999864958,596405.979999999981374,603215.530000000144355,599873.000000000000000,597561.959999999962747,595857.799999999930151,10178992.940000001341105
20150410,601774.239999999990687,612888.700000000069849,608262.359999999986030,608863.299999999930151,597792.190000000060536,607451.699999999953434,614619.399999999906868,599513.080000000074506,609573.640000000013970,589198.839999999967404,584660.799999999930151,595514.739999999990687,592024.440000000060536,610275.320000000065193,602150.000000000000000,600501.979999999981374,594961.000000000000000,10230030.729999998584390
20150413,600590.739999999990687,608362.900000000139698,604875.380000000004657,607560.459999999962747,595333.030000000027940,605953.149999999906868,614430.939999999944121,590643.339999999967404,613228.869999999995343,587030.199999999953434,579350.559999999939464,596085.699999999953434,587879.739999999990687,604248.670000000158325,604022.200000000069849,595179.530000000027940,588414.359999999986030,10183194.769999997690320
20150414,597987.039999999920838,608243.800000000162981,611207.560000000055879,603869.079999999958090,596171.380000000004657,613005.150000000023283,621152.679999999934807,590467.119999999995343,622811.500000000000000,587873.560000000055879,589868.919999999925494,594515.559999999939464,589419.200000000069849,603215.530000000144355,606805.199999999953434,596598.849999999976717,587696.920000000041910,10220914.049999997019768
20150415,600259.359999999986030,605147.200000000069849,627111.640000000013970,613423.239999999990687,597959.859999999986030,629048.449999999953434,631769.259999999892898,590937.040000000037253,634369.929999999934807,581006.199999999953434,596915.199999999953434,603222.699999999953434,591195.500000000000000,606314.950000000069849,593649.199999999953434,597511.270000000018626,589042.120000000111759,10288888.119999997317791
20150416,597371.619999999995343,603321.000000000116415,621073.980000000097789,621023.140000000013970,604219.540000000037253,624552.799999999930151,628973.769999999902211,586179.100000000093132,630418.329999999958090,576126.760000000009313,590685.880000000004657,601795.299999999930151,591550.760000000009313,605970.570000000065193,615306.000000000000000,595534.359999999986030,588773.080000000074506,10282880.989999998360872
20150417,590649.339999999967404,593912.100000000093132,613269.200000000069849,606257.619999999995343,596339.050000000046566,623406.849999999976717,619990.509999999892898,584945.560000000055879,620835.699999999953434,571608.760000000009313,580882.359999999986030,594087.339999999967404,583616.619999999995343,603387.720000000088476,600682.599999999976717,583520.829999999958090,578639.239999999990687,10146036.400000000372529
20150420,604141.239999999990687,606100.000000000000000,622988.359999999986030,618417.459999999962747,604890.219999999972060,628783.999999999883585,622346.259999999892898,588646.179999999934807,624787.299999999930151,579439.960000000079162,588337.119999999878928,612500.799999999930151,592142.859999999986030,602871.150000000023283,600024.800000000046566,590617.430000000051223,580432.839999999967404,10267472.980000000447035
20150421,600874.779999999911524,608720.200000000186265,617981.520000000018626,622977.400000000023283,601872.160000000032596,623318.699999999837019,618388.599999999976717,589174.839999999967404,615599.829999999958090,571548.520000000018626,588847.719999999855645,608646.819999999948777,593919.159999999916181,600804.870000000111759,603566.800000000046566,592847.790000000037253,586082.679999999934807,10245177.390000000596046
20150422,608969.920000000041910,600224.400000000139698,624976.370000000111759,621457.420000000041910,603325.300000000046566,627902.500000000000000,623037.279999999911524,589938.460000000079162,621823.599999999976717,589439.800000000046566,589154.079999999958090,613642.719999999972060,593090.219999999972060,601493.630000000121072,596128.599999999976717,592898.479999999981374,609937.560000000055879,10307445.339999999850988
20150423,613940.619999999878928,594984.000000000116415,624387.330000000074506,622760.260000000009313,609249.640000000013970,640243.499999999883585,626146.869999999878928,590114.679999999934807,620440.539999999920838,584379.640000000013970,587315.919999999925494,618638.619999999995343,598774.380000000004657,608897.800000000046566,598405.599999999976717,594419.180000000051223,607336.839999999967404,10340440.419999998062849
20150424,616828.359999999986030,589148.100000000093132,622988.359999999986030,625800.219999999972060,612211.810000000055879,641742.049999999930151,622000.750000000000000,593756.560000000055879,618464.739999999990687,594861.400000000023283,588235.000000000000000,683299.839999999967404,597827.019999999902211,607348.090000000083819,600581.400000000023283,588843.280000000027940,605184.520000000018626,10409126.500000000000000
20150427,628047.939999999944121,586766.100000000093132,628363.350000000093132,627320.199999999953434,615732.880000000004657,646149.549999999930151,617383.479999999981374,590819.560000000055879,615896.199999999953434,581006.199999999953434,583129.000000000000000,685583.679999999934807,597708.599999999976717,595639.170000000158325,588184.400000000023283,586714.299999999930151,601776.679999999934807,10376226.290000000968575
20150428,618153.880000000004657,585614.800000000046566,634769.160000000032596,636657.219999999972060,614391.520000000018626,650557.049999999930151,620430.250000000000000,591759.400000000023283,620045.380000000004657,583355.560000000055879,612539.559999999939464,701713.299999999930151,591313.919999999925494,593745.080000000074506,595015.400000000023283,588437.760000000009313,598817.239999999990687,10437321.480000000447035
20150429,609064.599999999860302,580215.600000000093132,644341.060000000055879,630794.440000000060536,613776.729999999981374,647912.549999999930151,623791.119999999878928,589703.500000000000000,628343.739999999990687,584500.119999999995343,609475.959999999962747,700285.900000000023283,593208.640000000013970,590473.470000000088476,574876.599999999976717,584889.459999999962747,603929.000000000000000,10409587.489999998360872
20150430,592542.939999999944121,569059.900000000139698,639776.000000000000000,626017.359999999986030,607684.719999999972060,640243.499999999883585,617069.379999999888241,582713.440000000060536,624984.880000000004657,581668.839999999967404,608250.519999999902211,694290.819999999948777,585274.500000000000000,584274.630000000121072,563694.000000000000000,576626.989999999990687,592360.280000000027940,10286537.699999999254942
20150501,610532.139999999897555,574340.000000000000000,643383.870000000111759,632531.559999999939464,617744.920000000041910,648882.199999999953434,620555.889999999897555,588176.260000000009313,628442.529999999911524,589198.839999999967404,611314.119999999878928,694576.299999999930151,596761.239999999990687,586857.480000000097789,572802.000000000000000,585193.599999999976717,589849.239999999990687,10391147.189999999478459
20150504,609348.639999999897555,571759.500000000116415,642868.460000000079162,633400.119999999995343,620595.310000000055879,648353.299999999930151,626115.459999999962747,589468.540000000037253,639408.219999999972060,579138.760000000009313,619279.479999999981374,688581.219999999972060,597116.500000000000000,590990.040000000037253,579683.599999999976717,590313.290000000037253,588145.319999999948777,10414570.759999997913837
20150505,595620.039999999920838,567352.800000000046566,640659.560000000055879,627320.199999999953434,619365.729999999981374,644650.999999999883585,619802.049999999930151,584475.640000000013970,636246.940000000060536,579138.760000000009313,617747.679999999934807,679445.859999999986030,594629.680000000051223,587546.239999999990687,573662.200000000069849,583318.069999999948777,591553.159999999916181,10342540.609999999403954
20150506,591880.179999999934807,559928.900000000023283,640585.930000000051223,629057.319999999948777,613273.719999999972060,638744.949999999837019,616535.409999999916181,582537.219999999972060,631505.020000000018626,580705.000000000000000,615398.919999999925494,660604.179999999934807,593445.479999999981374,576181.700000000069849,574269.400000000023283,583368.760000000009313,588952.440000000060536,10276979.529999997466803
20150507,593063.679999999934807,561715.400000000139698,636462.650000000139698,625583.079999999958090,610702.780000000027940,635747.849999999976717,620116.149999999906868,585415.479999999981374,637234.839999999967404,583054.359999999986030,615807.399999999906868,666599.260000000009313,600787.519999999902211,578247.980000000097789,580695.599999999976717,588235.000000000000000,597113.319999999948777,10316587.349999999627471
20150508,604235.920000000041910,577476.300000000162981,642942.090000000083819,634702.959999999962747,615453.430000000051223,650909.649999999906868,629884.659999999916181,596047.420000000041910,647015.049999999930151,591789.160000000032596,620300.679999999934807,681586.959999999962747,606590.099999999976717,585824.340000000083819,585350.800000000046566,600349.910000000032596,623030.839999999967404,10493495.270000001415610
20150511,598081.719999999972060,579183.400000000023283,653692.070000000065193,634268.680000000051223,607014.040000000037253,651526.699999999953434,633748.089999999850988,593462.859999999986030,646619.890000000013970,587451.880000000004657,612743.799999999930151,676162.839999999967404,608721.659999999916181,584791.200000000069849,580746.199999999953434,596649.540000000037253,618995.239999999990687,10463864.810000000521541
20150512,595951.420000000041910,577357.200000000069849,649200.640000000013970,634702.959999999962747,610591.000000000000000,639626.449999999953434,629978.889999999897555,590173.420000000041910,645730.779999999911524,590102.440000000060536,607025.079999999958090,675877.359999999986030,606234.839999999967404,581691.780000000144355,580088.400000000023283,594926.079999999958090,616035.799999999930151,10425299.540000000968575
20150513,596614.179999999934807,578111.500000000116415,651262.280000000027940,637308.640000000013970,610311.550000000046566,636805.649999999906868,632805.789999999920838,590643.339999999967404,647311.419999999925494,586488.040000000037253,604369.959999999962747,679874.079999999958090,604932.219999999972060,577387.030000000144355,586261.599999999976717,594976.770000000018626,615677.080000000074506,10431146.129999998956919
20150514,610532.139999999897555,587401.300000000162981,653471.180000000051223,630794.440000000060536,614447.410000000032596,643240.599999999976717,636543.579999999958090,598162.060000000055879,652547.289999999920838,588656.679999999934807,610497.159999999916181,695432.739999999990687,612511.099999999976717,584446.820000000065193,599771.800000000046566,603948.900000000023283,627783.880000000004657,10550194.080000001937151
20150515,609680.020000000018626,583113.700000000069849,651188.650000000139698,641651.440000000060536,616515.339999999967404,646590.299999999930151,637642.929999999934807,600922.839999999967404,650867.859999999869615,590644.600000000093132,615092.559999999939464,689437.659999999916181,621629.440000000060536,585307.770000000135042,603819.800000000046566,600654.049999999930151,623927.639999999897555,10568691.600000001490116
20150518,616402.299999999930151,582438.800000000162981,650157.830000000074506,646211.380000000004657,616683.010000000009313,640243.499999999883585,642951.219999999855645,607501.719999999972060,656202.520000000018626,590524.119999999995343,612845.919999999925494,685298.199999999953434,620326.820000000065193,585135.580000000074506,606198.000000000000000,600755.430000000051223,627783.880000000004657,10587665.230000000447035
20150519,615834.219999999972060,583788.600000000093132,642426.680000000051223,645777.099999999976717,617968.479999999981374,636805.649999999906868,645275.559999999939464,610673.679999999934807,662031.130000000004657,606547.960000000079162,618054.039999999920838,679160.379999999888241,619616.300000000046566,589095.950000000069849,609993.000000000000000,603594.069999999948777,629218.760000000009313,10615866.559999998658895
20150520,615786.880000000004657,581287.500000000000000,647507.150000000139698,643171.420000000041910,615956.440000000060536,640772.399999999906868,644270.439999999944121,608559.040000000037253,656795.260000000009313,603114.280000000027940,617441.319999999948777,679160.379999999888241,619497.880000000004657,590645.660000000032596,613484.400000000023283,602580.270000000018626,625810.920000000041910,10605846.640000000596046
20150521,622083.099999999860302,584979.600000000093132,657815.350000000093132,639045.760000000009313,617018.349999999976717,645003.599999999976717,643862.109999999869615,601627.719999999972060,658474.690000000060536,598114.359999999986030,613765.000000000000000,676876.540000000037253,618195.260000000009313,591678.800000000046566,609537.599999999976717,603847.520000000018626,622134.040000000037253,10604064.399999998509884
20150522,627527.199999999953434,574895.800000000046566,652661.250000000000000,635354.380000000004657,616291.780000000027940,643857.650000000023283,652813.959999999962747,595342.540000000037253,656696.469999999972060,596367.400000000023283,606412.359999999986030,669454.059999999939464,618432.099999999976717,590301.280000000144355,605135.400000000023283,601313.020000000018626,624376.040000000037253,10567237.689999997615814
20150526,613703.920000000041910,566916.100000000093132,646844.480000000097789,628623.039999999920838,611708.800000000046566,635483.399999999906868,648353.739999999874271,592229.319999999948777,649386.010000000009313,593174.679999999934807,602225.439999999944121,665029.119999999995343,612392.680000000051223,587374.050000000046566,598304.400000000023283,592442.270000000018626,614690.600000000093132,10458887.049999998882413
20150527,625160.199999999953434,567710.100000000093132,647433.520000000018626,636440.079999999958090,616906.570000000065193,642711.699999999953434,656771.619999999878928,594050.260000000009313,656696.469999999972060,594379.479999999981374,607229.319999999948777,679588.599999999976717,608958.500000000000000,590645.660000000032596,604427.000000000000000,596345.400000000023283,623210.199999999953434,10548669.679999999701977
20150528,623929.359999999986030,565050.200000000186265,633370.190000000060536,637308.640000000013970,617800.810000000055879,647383.649999999906868,654949.839999999850988,594167.739999999990687,654029.140000000013970,581247.160000000032596,609680.199999999953434,677304.760000000009313,605761.159999999916181,593056.320000000065193,605287.200000000069849,596598.849999999976717,623837.960000000079162,10520768.179999999701977
20150529,616828.359999999986030,557864.500000000116415,628289.719999999972060,636440.079999999958090,616906.570000000065193,653642.299999999930151,647756.949999999953434,588235.000000000000000,649879.959999999962747,577933.960000000079162,621832.479999999981374,668883.099999999976717,602090.140000000013970,598394.210000000079162,608272.599999999976717,593962.969999999972060,615946.120000000111759,10483164.019999999552965
20150601,618059.199999999953434,560762.600000000093132,629835.950000000069849,633617.260000000009313,620204.079999999958090,656022.349999999976717,652845.369999999878928,587647.600000000093132,652843.659999999916181,579680.920000000041910,620402.799999999930151,674164.479999999864958,602563.820000000065193,595122.600000000093132,606501.599999999976717,593101.239999999990687,619802.359999999986030,10503182.889999998733401
20150602,615313.479999999981374,568702.600000000093132,634548.270000000018626,631445.859999999986030,619030.390000000013970,660958.750000000000000,648510.789999999920838,587295.160000000032596,652250.919999999925494,580102.600000000093132,615194.679999999934807,669739.540000000037253,604695.380000000004657,593917.270000000135042,595825.000000000000000,594824.699999999953434,619174.600000000093132,10491534.989999998360872
20150603,616070.920000000041910,570925.800000000046566,634990.050000000046566,631663.000000000000000,621377.770000000018626,665454.399999999906868,654353.049999999930151,587941.300000000046566,658968.640000000013970,581488.119999999995343,616726.479999999981374,668740.359999999986030,607063.779999999911524,592539.750000000000000,598861.000000000000000,600755.430000000051223,618367.479999999981374,10526292.330000000074506
20150604,612473.080000000074506,560524.400000000139698,629394.170000000041910,621240.280000000027940,616515.339999999967404,665983.299999999930151,656174.829999999958090,582889.660000000032596,655313.409999999916181,580223.080000000074506,607331.439999999944121,661746.099999999976717,603748.019999999902211,589612.520000000135042,590259.000000000000000,593810.900000000023283,611731.159999999916181,10438975.689999999478459
20150605,609111.939999999944121,558698.200000000069849,633664.710000000079162,620588.859999999986030,616515.339999999967404,653642.299999999930151,661137.609999999869615,579130.300000000046566,666081.520000000018626,575584.600000000093132,602429.679999999934807,658605.819999999948777,604221.700000000069849,587029.670000000158325,589651.800000000046566,593101.239999999990687,613166.040000000037253,10422366.330000001937151
20150608,605088.039999999920838,558340.900000000023283,634401.010000000125729,614074.660000000032596,610870.450000000069849,645268.049999999930151,659064.549999999930151,575429.679999999934807,660845.650000000023283,574259.319999999948777,601204.239999999874271,652753.479999999864958,600669.099999999976717,585135.580000000074506,591574.599999999976717,588944.660000000032596,606978.120000000111759,10364907.089999999850988
20150609,603289.119999999995343,556197.100000000093132,638671.550000000046566,613206.099999999976717,606566.920000000041910,646766.599999999976717,656645.979999999981374,576898.179999999934807,663710.560000000055879,570705.160000000032596,600897.880000000004657,651611.559999999939464,600195.419999999925494,585652.150000000023283,591979.400000000023283,589552.939999999944121,609399.479999999981374,10361951.099999999627471
20150610,610200.759999999892898,562231.500000000116415,651556.800000000046566,622325.979999999981374,614838.640000000013970,652672.650000000023283,669555.489999999874271,580833.760000000009313,674379.880000000004657,574138.839999999967404,608761.119999999878928,665314.599999999976717,611919.000000000000000,590817.850000000093132,599873.000000000000000,595635.739999999990687,624465.719999999972060,10509526.330000000074506
20150611,608827.900000000023283,567551.300000000162981,649274.270000000018626,626668.780000000027940,618303.820000000065193,654788.249999999883585,672099.699999999953434,582948.400000000023283,676948.419999999925494,575885.800000000046566,601612.719999999855645,662888.019999999902211,615116.339999999967404,593400.700000000069849,603769.199999999953434,599792.319999999948777,624555.400000000023283,10534436.339999999850988
20150612,602105.619999999995343,566916.100000000093132,646918.109999999986030,619720.299999999930151,614559.190000000060536,650733.349999999860302,669335.619999999878928,577720.540000000037253,674281.089999999967404,572693.080000000074506,590992.239999999874271,656179.239999999990687,614524.239999999990687,589095.950000000069849,595319.000000000000000,596142.640000000013970,621775.319999999948777,10459016.630000000819564
20150615,600922.119999999995343,564891.400000000023283,641616.750000000000000,618417.459999999962747,615844.660000000032596,650997.799999999930151,665252.319999999832362,572668.900000000023283,671712.549999999930151,568114.839999999967404,583333.239999999874271,649184.979999999864958,612037.419999999925494,586168.720000000088476,602048.800000000046566,580986.329999999958090,614959.639999999897555,10399162.930000001564622
20150616,604141.239999999990687,565089.900000000139698,637640.730000000097789,623411.680000000051223,620762.979999999981374,660165.399999999906868,670906.119999999878928,577779.280000000027940,675466.570000000065193,570102.760000000009313,589358.319999999948777,654180.879999999888241,619142.619999999995343,586168.720000000088476,615053.000000000000000,582659.099999999976717,618905.560000000055879,10470939.860000001266599
20150617,602721.039999999920838,569417.200000000069849,642500.310000000055879,628188.760000000009313,623166.250000000000000,669773.750000000000000,668927.289999999920838,579952.660000000032596,673194.400000000023283,573656.920000000041910,591400.719999999855645,656179.239999999990687,620326.820000000065193,585135.580000000074506,605894.400000000023283,583318.069999999948777,616573.880000000004657,10490332.290000002831221
20150618,605466.759999999892898,577158.700000000069849,643899.280000000027940,634268.680000000051223,632835.219999999972060,672770.849999999860302,674172.759999999892898,589527.280000000027940,679516.959999999962747,579379.719999999972060,598344.880000000004657,666884.739999999990687,627668.859999999986030,591850.989999999990687,611713.400000000023283,587525.339999999967404,623299.880000000004657,10596289.300000000745058
20150619,599407.239999999990687,576166.200000000069849,644488.320000000065193,630360.160000000032596,629481.820000000065193,668892.249999999883585,669743.949999999953434,586590.280000000027940,672601.659999999916181,578837.560000000055879,592728.279999999911524,658034.859999999986030,630866.200000000069849,588579.380000000121072,608879.800000000046566,582405.650000000023283,616035.799999999930151,10534104.410000003874302
20150622,604188.579999999958090,578429.100000000093132,650010.570000000065193,628405.900000000023283,634567.810000000055879,670831.549999999930151,680172.069999999832362,587941.300000000046566,681295.179999999934807,583596.520000000018626,600795.759999999892898,659890.479999999864958,632405.659999999916181,590817.850000000093132,608475.000000000000000,584382.559999999939464,619623.000000000000000,10595833.890000000596046
20150623,601442.859999999986030,573387.200000000069849,651335.910000000032596,625148.799999999930151,639486.130000000004657,672506.400000000023283,686108.559999999939464,586120.359999999986030,689099.589999999967404,585463.960000000079162,602838.159999999916181,655322.799999999930151,634774.060000000055879,594089.460000000079162,621074.400000000023283,584129.109999999986030,622582.440000000060536,10624915.199999999254942
20150624,606555.580000000074506,567710.100000000093132,649274.270000000018626,619068.880000000004657,635909.170000000041910,666600.349999999976717,673638.789999999920838,583477.060000000055879,681887.919999999925494,582211.000000000000000,594770.679999999934807,651468.819999999948777,628971.479999999981374,589440.330000000074506,603010.199999999953434,577742.170000000041910,617560.359999999986030,10529302.159999998286366
20150625,603667.839999999967404,565526.600000000093132,638597.920000000041910,616680.339999999967404,639709.690000000060536,668098.900000000023283,668581.779999999911524,582243.520000000018626,678232.690000000060536,577090.600000000093132,591298.599999999860302,651611.559999999939464,623050.479999999981374,585824.340000000083819,618999.800000000046566,574345.939999999944121,615408.040000000037253,10498973.640000000596046
20150626,600117.339999999967404,565645.700000000069849,639334.219999999972060,614074.660000000032596,642727.750000000000000,661223.199999999953434,669681.129999999888241,585298.000000000000000,681196.390000000013970,586126.600000000093132,597323.679999999934807,646044.699999999953434,649694.979999999981374,584102.440000000060536,623655.000000000000000,575461.119999999995343,616573.880000000004657,10538285.789999999105930
20150629,589607.859999999986030,550758.200000000069849,628142.460000000079162,598006.299999999930151,631885.089999999967404,637598.999999999883585,652342.809999999939464,573784.960000000079162,663908.140000000013970,574982.199999999953434,585069.279999999911524,633340.839999999967404,637616.140000000013970,578420.170000000158325,613231.400000000023283,565373.809999999939464,598368.839999999967404,10312442.500000000000000
