訓練日期,20120224 - 20120525
訓練天數,65
代數,100
粒子數,10
旋轉角度,0.0004
實驗次數,1

初始資金,10000000.000000000000000
最後資金,10270307.740000000223517
真實報酬,270307.740000000223517

夏普值報酬,0.018330774000000
夏普值風險,0.014948446812532
夏普值,1.226266128507256

預期報酬,7867.842038541608417
風險,154485.694207621912938
趨勢值,0.050929259689040
找到最佳解世代,57
找到最佳解實驗#,1
找到最佳解次數,1

stock[index](rank)
投資組合檔數,14
AAPL[0](8),HD[9](5),IBM[10](12),JNJ[12](17),KO[14](1),MRK[17](16),NKE[19](10),PFE[20](2),PG[21](20),TRV[22](7),V[25](11),VZ[26](6),WBA[27](22),WMT[28](9),
20120319,831437.200000000069849,742885.439999999827705,743594.539999999920838,715491.919999999925494,726881.500000000000000,702785.239999999990687,754385.369999999995343,743155.249999999883585,722780.659999999916181,716223.239999999874271,728757.109999999986030,742757.639999999897555,716177.340000000083819,741127.199999999953434,10328449.650000000372529
20120320,838214.599999999976717,751252.589999999967404,738281.959999999962747,712748.919999999925494,728946.499999999767169,700374.000000000000000,751963.200000000069849,740438.049999999930151,722780.659999999916181,716707.799999999930151,714530.290000000037253,742383.000000000000000,710920.840000000083819,739419.059999999939464,10308971.470000000670552
20120321,833373.599999999976717,757489.919999999925494,739872.119999999995343,710554.520000000135042,734315.499999999883585,699261.120000000111759,743081.909999999916181,739419.099999999860302,722673.119999999995343,708833.699999999953434,716002.030000000027940,745192.800000000046566,705243.820000000065193,738931.020000000018626,10294254.280000001192093
20120322,829016.700000000069849,755816.489999999874271,742763.319999999948777,707262.919999999925494,737412.999999999883585,697406.320000000065193,746849.729999999981374,738060.500000000000000,726114.399999999906868,702292.139999999897555,719190.800000000046566,742944.959999999846332,701879.660000000032596,740029.109999999986030,10287050.049999998882413
20120323,824466.160000000032596,753686.669999999925494,742727.179999999934807,708250.400000000023283,738032.499999999883585,705011.000000000000000,722897.159999999916181,741117.349999999976717,725146.540000000037253,705078.359999999986030,728511.819999999948777,738449.280000000027940,705664.340000000083819,741249.209999999962747,10280297.969999998807907
20120326,839570.079999999958090,762662.339999999967404,751003.239999999990687,715053.040000000037253,742369.000000000000000,717067.199999999953434,730432.800000000046566,752665.449999999953434,725469.159999999916181,712952.459999999962747,736361.099999999976717,736763.399999999906868,722695.400000000023283,746739.660000000032596,10391814.330000000074506
20120327,849929.819999999948777,761293.169999999925494,748870.979999999981374,717576.600000000093132,742162.499999999883585,719663.919999999925494,725857.589999999967404,764213.549999999930151,722135.420000000041910,708470.279999999911524,734644.069999999948777,724212.959999999846332,731736.579999999958090,745397.550000000046566,10396174.990000000223517
20120328,854286.719999999972060,759315.479999999864958,749268.519999999902211,719990.440000000060536,750215.999999999883585,710575.400000000023283,721551.509999999892898,761156.699999999953434,722565.579999999958090,711983.339999999967404,731945.880000000004657,716720.159999999916181,730685.280000000027940,746617.649999999906868,10386888.659999998286366
20120329,843539.700000000069849,759315.479999999864958,752810.239999999990687,719112.680000000167638,762192.999999999767169,705011.000000000000000,725588.459999999962747,761496.349999999976717,720629.859999999986030,710529.659999999916181,729738.270000000018626,713161.079999999958090,713443.960000000079162,742103.279999999911524,10358683.019999999552965
20120330,829307.160000000032596,765400.679999999934807,754183.559999999939464,723720.919999999925494,764257.999999999883585,712244.719999999972060,729625.409999999916181,769308.299999999930151,722780.659999999916181,717192.359999999986030,723606.020000000018626,716158.199999999953434,704192.520000000018626,746739.660000000032596,10378728.169999999925494
20120402,855739.019999999902211,760532.519999999902211,757147.039999999920838,726463.919999999925494,765496.999999999883585,714285.000000000000000,733662.359999999986030,767270.399999999906868,726544.559999999939464,718767.179999999934807,729738.270000000018626,721590.479999999981374,718279.939999999944121,748691.819999999948777,10444219.509999999776483
20120403,870455.660000000032596,760684.649999999906868,757255.459999999962747,722843.160000000032596,761573.499999999883585,718180.079999999958090,739314.089999999967404,765572.149999999906868,721490.179999999934807,718161.479999999981374,738078.130000000004657,720466.559999999939464,711761.880000000004657,740029.109999999986030,10445876.089999999850988
20120404,863581.439999999944121,758402.699999999953434,744787.160000000032596,717466.880000000004657,758475.999999999767169,721704.199999999953434,736622.790000000037253,760477.399999999906868,723318.359999999986030,717434.639999999897555,729738.270000000018626,719155.319999999948777,700197.579999999958090,735270.719999999972060,10386643.460000000894070
20120405,876555.319999999948777,770116.709999999846332,742691.039999999920838,716918.280000000027940,758682.499999999883585,721147.760000000009313,742812.780000000027940,758779.149999999906868,723856.059999999939464,713315.880000000004657,742002.770000000018626,705480.959999999846332,690525.620000000111759,740273.130000000004657,10403167.959999999031425
20120409,880040.839999999967404,769508.189999999827705,740775.619999999995343,712310.040000000037253,752487.499999999883585,718365.559999999939464,744696.690000000060536,748929.299999999930151,718479.059999999939464,703261.259999999892898,732927.040000000037253,701734.559999999939464,684638.340000000083819,733684.589999999967404,10341848.589999999850988
20120410,869293.819999999948777,750948.329999999841675,731343.079999999958090,704410.200000000069849,743607.999999999883585,713172.120000000111759,716438.040000000037253,746891.399999999906868,713532.219999999855645,699627.059999999939464,716002.030000000027940,689371.439999999944121,677279.239999999990687,731244.390000000013970,10203171.370000001043081
20120411,866195.579999999958090,756881.399999999906868,732246.579999999958090,703642.160000000032596,744640.499999999883585,713728.559999999939464,728279.759999999892898,745532.799999999930151,714500.079999999958090,704714.939999999944121,719926.670000000041910,700236.000000000000000,695571.859999999986030,729658.259999999892898,10255765.149999998509884
20120412,861451.400000000023283,770268.839999999967404,742148.939999999944121,703861.600000000093132,745672.999999999883585,709833.480000000097789,730971.059999999939464,744513.849999999976717,710736.179999999934807,715980.959999999962747,742248.060000000055879,703420.439999999944121,699987.320000000065193,733806.599999999976717,10314911.729999998584390
20120413,837149.579999999958090,775289.129999999888241,733041.660000000032596,697168.680000000051223,742781.999999999883585,700744.960000000079162,732047.579999999958090,742136.299999999930151,707725.059999999939464,704109.239999999874271,755248.430000000051223,697988.159999999916181,694730.820000000065193,729292.229999999981374,10249463.830000000074506
20120416,802488.019999999902211,786394.619999999878928,732752.539999999920838,701996.359999999986030,747944.499999999883585,703898.120000000111759,736084.530000000027940,746551.750000000000000,718156.439999999944121,716707.799999999930151,741021.609999999986030,701172.599999999976717,700197.579999999958090,739175.039999999920838,10274551.509999999776483
20120417,843346.059999999939464,791567.039999999920838,749846.759999999892898,704629.640000000013970,763638.499999999767169,714285.000000000000000,739044.959999999962747,757760.199999999837019,720737.399999999906868,726762.419999999925494,748625.599999999976717,706979.520000000018626,737413.599999999976717,754914.329999999958090,10459561.029999999329448
20120418,841506.479999999981374,788220.179999999934807,723392.279999999911524,694096.520000000018626,765910.000000000000000,712244.719999999972060,743889.300000000046566,762515.299999999930151,717833.819999999948777,720463.139999999897555,746908.569999999948777,705480.959999999846332,746665.040000000037253,757232.520000000018626,10426368.829999998211861
20120419,812557.300000000046566,784416.929999999934807,721151.599999999976717,691572.960000000079162,762192.999999999767169,711502.800000000046566,737430.179999999934807,758779.149999999906868,715898.099999999860302,747477.359999999986030,743229.220000000088476,714659.639999999897555,749188.160000000032596,753450.209999999962747,10403516.609999999403954
20120420,792515.559999999939464,782895.629999999888241,721476.859999999986030,699033.920000000041910,765496.999999999883585,718365.559999999939464,745234.950000000069849,766251.449999999837019,726006.859999999986030,760197.059999999939464,742002.770000000018626,725524.199999999953434,755495.960000000079162,761990.910000000032596,10462498.689999999478459
20120423,790772.800000000046566,777418.949999999953434,717935.140000000013970,695303.440000000060536,760953.999999999883585,709833.480000000097789,738506.700000000069849,760137.749999999883585,716758.420000000041910,762135.299999999930151,724341.890000000013970,722527.079999999958090,744352.180000000051223,726486.000000000000000,10347473.129999998956919
20120424,774991.140000000013970,779396.639999999897555,722922.459999999962747,699692.240000000107102,765290.499999999883585,709833.480000000097789,718321.950000000069849,768628.999999999883585,720522.319999999948777,767707.739999999874271,729247.690000000060536,739947.839999999967404,740988.020000000018626,704890.229999999981374,10342391.250000001862645
20120425,843733.339999999967404,789741.479999999864958,735824.439999999944121,706933.760000000125729,773756.999999999883585,712801.160000000032596,733662.359999999986030,777120.249999999883585,719339.380000000004657,772674.479999999981374,746908.569999999948777,739573.199999999953434,742249.579999999958090,699887.819999999948777,10494216.820000000298023
20120426,840538.280000000027940,789132.959999999846332,743088.579999999958090,710444.800000000046566,781603.999999999883585,713543.079999999958090,742543.650000000023283,783233.949999999837019,719124.300000000046566,784667.339999999850988,755493.720000000088476,751936.319999999948777,744141.920000000041910,719287.410000000032596,10578790.310000000521541
20120427,834051.339999999967404,790350.000000000000000,747533.799999999930151,711432.280000000027940,791309.499999999883585,713357.599999999976717,744427.559999999939464,783913.249999999883585,692992.079999999958090,775460.699999999953434,757456.040000000037253,753622.199999999953434,750029.200000000069849,720263.489999999990687,10566209.039999999105930
20120430,807813.119999999995343,787915.919999999925494,748509.579999999958090,714285.000000000000000,788005.499999999767169,727825.040000000037253,752770.589999999967404,777799.549999999930151,684388.880000000004657,779216.039999999804422,754267.270000000018626,756432.000000000000000,737203.340000000083819,718799.369999999878928,10535241.199999999254942
20120501,805198.979999999981374,795978.809999999939464,751834.459999999962747,715601.640000000013970,794406.999999999883585,730236.280000000027940,749002.769999999902211,773723.750000000000000,683636.099999999976717,782607.959999999846332,754757.849999999976717,759803.760000000009313,730054.500000000000000,720751.529999999911524,10547605.389999998733401
20120502,810524.079999999958090,801911.879999999888241,752051.299999999930151,716808.560000000055879,796678.499999999883585,728752.440000000060536,768918.390000000013970,769647.949999999953434,688045.239999999874271,784303.919999999925494,749361.470000000088476,760553.040000000037253,718069.680000000051223,720019.469999999972060,10565655.919999999925494
20120503,804811.700000000069849,798260.759999999892898,749087.819999999948777,716918.280000000027940,799569.499999999883585,726526.680000000051223,769725.780000000027940,767610.049999999930151,693744.859999999986030,784425.059999999939464,713794.420000000041910,761302.319999999948777,711551.620000000111759,719775.449999999953434,10517114.299999997019768
20120504,781865.359999999986030,790502.129999999888241,740956.319999999948777,710335.079999999958090,795026.499999999883585,720405.840000000083819,752232.329999999958090,760137.749999999883585,691271.439999999944121,781396.559999999939464,722379.569999999948777,754184.159999999916181,707556.680000000051223,716237.160000000032596,10424496.879999998956919
20120507,787674.559999999939464,781830.719999999972060,736474.959999999962747,710993.400000000023283,797917.499999999883585,714841.440000000060536,749810.159999999916181,762515.299999999930151,690948.819999999948777,782486.819999999948777,726794.790000000037253,759241.800000000046566,705874.599999999976717,722215.649999999906868,10429630.520000001415610
20120508,785931.800000000046566,770116.709999999846332,728271.179999999934807,712968.360000000102445,796471.999999999883585,716510.760000000009313,731509.319999999948777,761496.349999999976717,689980.959999999962747,780064.019999999902211,724587.180000000051223,759616.439999999944121,716808.120000000111759,720507.509999999892898,10394850.709999999031425
20120509,787287.280000000027940,762358.079999999841675,727367.679999999934807,705287.960000000079162,792754.999999999883585,706494.840000000083819,727741.500000000000000,762515.299999999930151,684711.500000000000000,774370.439999999944121,720171.959999999962747,753996.839999999967404,713443.960000000079162,720263.489999999990687,10338775.830000001937151
20120510,789126.859999999986030,770116.709999999846332,725090.859999999986030,708469.839999999967404,799362.999999999883585,712059.239999999990687,723704.550000000046566,775421.999999999883585,689765.880000000004657,783092.519999999902211,724587.180000000051223,759616.439999999944121,715967.079999999958090,722215.649999999906868,10398607.809999998658895
20120511,783898.579999999958090,765857.069999999948777,727150.839999999967404,705946.280000000027940,799982.499999999883585,705381.960000000079162,728548.890000000013970,769308.299999999930151,684819.039999999920838,782850.239999999990687,723115.440000000060536,771042.959999999846332,698936.020000000018626,725021.880000000004657,10371870.000000000000000
20120514,772183.359999999986030,758859.089999999967404,720898.619999999995343,701447.760000000009313,793787.499999999883585,708906.079999999958090,723166.290000000037253,767270.399999999906868,683743.639999999897555,781154.280000000027940,715756.739999999990687,765985.319999999948777,690735.880000000004657,720751.529999999911524,10304656.490000000223517
20120515,765115.500000000000000,740451.359999999986030,719453.019999999902211,697936.720000000088476,790483.499999999883585,700003.040000000037253,721551.509999999892898,757420.549999999930151,685249.199999999953434,777156.660000000032596,715020.869999999995343,768982.439999999944121,691366.660000000032596,724167.809999999939464,10254368.840000001713634
20120516,755336.680000000051223,741972.659999999916181,721946.679999999934807,699033.920000000041910,788211.999999999883585,709091.559999999939464,719936.729999999981374,768968.649999999906868,691378.979999999981374,770615.099999999976717,720662.540000000037253,765798.000000000000000,689264.060000000055879,722215.649999999906868,10264443.210000000894070
20120517,733261.719999999972060,715349.909999999916181,715296.919999999925494,697278.400000000023283,775615.499999999883585,705381.960000000079162,702174.150000000023283,766251.449999999837019,687830.159999999916181,759591.359999999986030,705209.270000000018626,774976.679999999934807,670130.400000000023283,752596.140000000013970,10160954.020000001415610
20120518,733649.000000000000000,715806.299999999813735,708032.779999999911524,695084.000000000116415,764670.999999999883585,701486.880000000004657,709440.659999999916181,766591.099999999976717,683098.400000000023283,753292.079999999958090,690737.160000000032596,777973.800000000046566,658355.839999999967404,761746.890000000013970,10119975.890000000596046
20120521,776346.619999999995343,724325.579999999841675,714827.099999999976717,696400.640000000013970,769420.499999999883585,697406.320000000065193,721551.509999999892898,765572.149999999906868,681700.380000000004657,759591.359999999986030,712813.260000000009313,774414.720000000088476,659196.880000000004657,769189.500000000000000,10222766.520000001415610
20120522,770440.599999999976717,734214.029999999911524,711429.939999999944121,696949.240000000107102,766116.499999999883585,694809.599999999976717,729625.409999999916181,759798.099999999976717,679119.419999999925494,761045.039999999920838,726058.920000000041910,775351.319999999948777,657094.280000000027940,777608.189999999944121,10239670.589999997988343
20120523,789223.680000000051223,734214.029999999911524,708900.140000000013970,696949.240000000107102,766116.499999999883585,694809.599999999976717,729625.409999999916181,759798.099999999976717,670946.380000000004657,761045.039999999920838,726058.920000000041910,775351.319999999948777,657094.280000000027940,777608.189999999944121,10247750.829999998211861
20120524,781962.180000000051223,756272.879999999888241,708791.719999999972060,692341.000000000116415,780158.499999999883585,697406.320000000065193,723166.290000000037253,751986.149999999906868,672882.099999999976717,765527.219999999855645,734398.780000000027940,775351.319999999948777,657304.540000000037253,793957.529999999911524,10291516.529999999329448
20120525,777798.919999999925494,752165.369999999878928,702322.660000000032596,685867.520000000018626,776854.499999999883585,696478.919999999925494,732047.579999999958090,751646.499999999883585,672021.780000000027940,758379.959999999962747,731945.880000000004657,776475.239999999990687,659407.140000000013970,796885.770000000018626,10270307.740000000223517
