訓練日期,20090930 - 20091231
訓練天數,65
代數,100
粒子數,10
旋轉角度,0.0004
實驗次數,1

初始資金,10000000.000000000000000
最後資金,11163625.669999999925494
真實報酬,1163625.669999999925494

夏普值報酬,0.107662567000000
夏普值風險,0.036890917226244
夏普值,2.918403094716510

預期報酬,19467.358845353122888
風險,117908.085439806076465
趨勢值,0.165106224672705
找到最佳解世代,15
找到最佳解實驗#,1
找到最佳解次數,1

stock[index](rank)
投資組合檔數,14
AAPL[0](18),CSCO[4](21),DIS[6](7),IBM[10](6),JNJ[12](19),MCD[15](12),MMM[16](10),MSFT[18](2),NKE[19](17),UNH[23](13),UTX[24](3),V[25](1),VZ[26](20),WBA[27](25),
20091008,729390.439999999944121,725627.719999999972060,732946.719999999972060,735203.280000000027940,714402.229999999981374,710536.799999999930151,719984.400000000023283,712065.880000000004657,761364.450000000069849,672007.719999999972060,719760.500000000000000,736464.959999999962747,690475.740000000107102,758078.959999999962747,10118319.800000000745058
20091009,733976.020000000018626,736663.880000000004657,732179.799999999930151,757083.320000000065193,723780.630000000004657,708412.820000000065193,721916.400000000023283,708737.200000000069849,756133.400000000023283,686192.859999999986030,724304.000000000000000,749197.899999999906868,690475.740000000107102,754445.400000000023283,10183509.370000001043081
20091012,735324.719999999972060,728999.880000000004657,732179.799999999930151,763755.530000000027940,733041.800000000046566,708162.940000000060536,723365.399999999906868,713452.829999999958090,751853.450000000069849,701768.699999999953434,716149.000000000000000,757001.959999999962747,686676.390000000013970,745265.880000000004657,10197008.280000003054738
20091013,732357.579999999958090,732372.039999999920838,726300.079999999958090,763635.309999999939464,715222.839999999967404,712785.719999999972060,721143.599999999976717,715949.339999999967404,757084.500000000000000,675623.539999999920838,721974.000000000000000,766859.720000000088476,687182.970000000088476,731879.080000000074506,10160380.320000000298023
20091014,737212.899999999906868,747393.479999999864958,739082.079999999958090,771629.939999999944121,709830.260000000009313,718408.020000000018626,739690.799999999930151,720110.190000000060536,771826.550000000046566,691755.660000000032596,742827.500000000000000,768091.939999999944121,685409.940000000060536,741058.599999999976717,10284337.859999999403954
20091015,734245.759999999892898,747086.920000000041910,747262.559999999939464,769405.869999999995343,714402.229999999981374,727153.820000000065193,741622.799999999930151,740914.440000000060536,772302.099999999976717,682855.180000000051223,750283.500000000116415,770967.119999999995343,689462.580000000074506,761712.519999999902211,10349687.399999998509884
20091016,724535.119999999995343,736357.319999999948777,751608.439999999944121,731296.130000000004657,708775.189999999944121,734400.340000000083819,734377.799999999930151,735089.250000000000000,773728.750000000000000,680073.779999999911524,755992.000000000000000,762752.320000000065193,684396.780000000027940,772039.479999999981374,10285432.699999999254942
20091019,731548.359999999986030,743408.199999999953434,763623.520000000018626,739831.750000000000000,716981.289999999920838,740647.340000000083819,737275.799999999930151,731205.790000000037253,785617.500000000000000,693146.359999999986030,762399.500000000000000,769734.899999999906868,685916.520000000018626,772039.479999999981374,10373386.310000000521541
20091020,765805.339999999967404,739116.359999999986030,750330.239999999990687,738389.109999999869615,710299.180000000051223,736149.500000000000000,733701.599999999976717,731483.180000000051223,773728.750000000000000,722072.920000000041910,761933.500000000116415,770556.380000000121072,682117.170000000041910,766111.040000000037253,10381804.269999999552965
20091021,789542.459999999962747,734517.959999999962747,747262.559999999939464,726667.660000000032596,707016.739999999990687,728778.040000000037253,737372.399999999906868,737308.369999999995343,769924.350000000093132,698709.160000000032596,761933.500000000116415,772199.340000000083819,687436.260000000125729,754062.919999999925494,10352741.720000000670552
20091022,790621.419999999925494,741262.279999999911524,752631.000000000000000,737607.679999999934807,714402.229999999981374,743396.020000000018626,761136.000000000000000,737585.760000000009313,775155.400000000023283,715119.420000000041910,767758.500000000116415,777128.220000000088476,687182.970000000088476,755210.359999999986030,10456207.259999999776483
20091023,785766.099999999976717,740955.719999999972060,738570.799999999930151,723602.049999999930151,709713.030000000027940,742521.440000000060536,751765.799999999930151,777252.530000000027940,762791.099999999976717,719013.380000000004657,766710.000000000000000,761109.360000000102445,683130.330000000074506,746795.799999999930151,10409707.439999999478459
20091026,780371.299999999930151,726547.399999999906868,732435.439999999944121,722099.299999999930151,704437.680000000051223,739647.820000000065193,742105.799999999930151,795560.270000000018626,758035.599999999976717,703993.819999999948777,755293.000000000000000,747554.939999999944121,678317.820000000065193,743927.199999999953434,10330337.389999998733401
20091027,760680.279999999911524,721642.439999999944121,720164.719999999972060,725345.239999999990687,703617.070000000065193,737398.900000000023283,734184.599999999976717,793063.760000000009313,761840.000000000000000,737092.479999999981374,746672.000000000000000,759055.660000000032596,691488.900000000139698,720978.400000000023283,10313234.450000001117587
20091028,741528.739999999990687,705701.319999999948777,696390.199999999953434,730454.589999999967404,698341.719999999972060,732651.180000000051223,719308.199999999953434,777252.530000000027940,743769.100000000093132,719847.799999999930151,729430.000000000000000,786164.500000000000000,709219.200000000069849,709312.760000000009313,10199381.839999997988343
20091029,756634.180000000051223,721029.319999999948777,719397.799999999930151,738689.660000000032596,701741.390000000013970,738898.180000000051223,729161.400000000023283,782800.329999999958090,757560.050000000046566,736258.059999999939464,740730.500000000000000,793557.820000000065193,711498.810000000055879,734365.199999999953434,10362332.699999999254942
20091030,726423.299999999930151,699263.559999999939464,699713.520000000018626,725104.799999999930151,692245.760000000009313,732276.359999999986030,710710.799999999930151,769208.219999999972060,739489.150000000023283,721794.779999999911524,715916.000000000000000,777949.700000000069849,700607.340000000083819,723464.519999999902211,10134177.809999998658895
20091102,729390.439999999944121,705088.199999999953434,700736.079999999958090,724804.250000000000000,697403.880000000004657,739148.059999999939464,717569.400000000023283,773369.069999999948777,743293.550000000046566,734867.359999999986030,730012.500000000000000,793557.820000000065193,696554.700000000069849,740293.640000000013970,10226098.949999999254942
20091103,727232.520000000018626,702329.159999999916181,706104.520000000018626,728410.849999999976717,690839.000000000000000,740147.580000000074506,715444.199999999953434,763660.420000000041910,745195.750000000000000,748496.219999999972060,736303.500000000000000,797254.479999999981374,688449.420000000041910,735130.159999999916181,10225007.780000001192093
20091104,735324.719999999972060,713978.439999999944121,716585.760000000009313,729192.280000000027940,697755.570000000065193,753266.280000000027940,715540.799999999930151,778362.089999999967404,745671.300000000046566,775197.660000000032596,740730.500000000000000,804237.059999999939464,689209.290000000037253,755019.119999999878928,10350080.869999999180436
20091105,747732.759999999892898,733598.279999999911524,741382.839999999967404,740072.189999999944121,703148.149999999906868,768134.140000000013970,728968.199999999953434,789735.079999999958090,769924.350000000093132,784654.420000000041910,762516.000000000000000,817380.739999999990687,694021.800000000046566,766302.280000000027940,10547581.230000000447035
20091106,748811.719999999972060,730226.119999999995343,730134.679999999934807,742416.479999999981374,706899.510000000009313,771132.699999999953434,728485.199999999953434,791122.030000000027940,767546.600000000093132,797448.859999999986030,758088.999999999883585,818202.220000000088476,700100.760000000125729,756740.280000000027940,10547366.160000000149012
20091109,776325.200000000069849,735437.639999999897555,741382.839999999967404,757504.089999999967404,712174.859999999986030,782627.180000000051223,745776.599999999976717,804159.359999999986030,776582.049999999930151,810243.299999999930151,777428.000000000000000,833399.599999999976717,714538.290000000037253,765728.559999999939464,10733317.569999998435378
20091110,782259.479999999981374,725014.599999999860302,744450.520000000018626,762974.099999999976717,717801.899999999906868,778129.340000000083819,753407.999999999883585,804714.140000000013970,766595.500000000116415,805793.059999999939464,777428.000000000000000,832578.119999999995343,717831.060000000055879,757314.000000000000000,10726301.819999998435378
20091111,783338.439999999944121,733291.719999999972060,748796.399999999906868,764657.179999999934807,713581.619999999995343,785001.040000000037253,753118.199999999953434,807765.430000000051223,771826.550000000046566,816918.660000000032596,780224.000000000000000,829702.939999999944121,718844.220000000088476,752724.239999999990687,10759800.639999998733401
20091112,778483.119999999995343,717350.599999999860302,742661.040000000037253,759066.949999999953434,716864.059999999939464,776755.000000000000000,745873.199999999953434,814422.790000000037253,761840.000000000000000,799952.119999999995343,777078.500000000000000,820666.660000000032596,714285.000000000000000,748134.479999999981374,10673443.519999999552965
20091113,787924.020000000018626,726853.959999999962747,778195.000000000000000,763695.419999999925494,720146.500000000000000,794371.540000000037253,746935.799999999930151,821912.319999999948777,766119.949999999953434,808852.599999999976717,792106.999999999883585,821488.140000000013970,713525.130000000121072,753106.719999999972060,10795244.100000001490116
20091116,796285.959999999962747,731758.920000000041910,784841.639999999897555,770788.400000000023283,729055.979999999981374,806240.840000000083819,753697.799999999930151,819415.809999999939464,785617.500000000000000,810799.579999999958090,807834.500000000000000,816970.000000000000000,718337.640000000013970,753489.199999999953434,10885143.769999999552965
20091117,797634.660000000032596,738503.239999999990687,789187.520000000018626,773313.019999999902211,728821.520000000018626,794246.599999999976717,761039.400000000023283,832175.750000000000000,772302.099999999976717,805793.059999999939464,814708.000000000116415,827238.500000000000000,725936.340000000083819,752533.000000000000000,10913442.709999999031425
20091118,793588.560000000055879,735744.199999999953434,784074.719999999972060,770427.739999999990687,730579.969999999972060,799369.140000000013970,751572.599999999976717,835227.040000000037253,766119.949999999953434,803011.660000000032596,801660.000000000000000,825595.540000000037253,726189.630000000121072,746987.040000000037253,10870157.789999999105930
20091119,772548.839999999967404,725934.279999999911524,772315.280000000027940,766761.030000000027940,731869.500000000000000,792247.559999999939464,746259.599999999976717,826073.170000000041910,755657.850000000093132,796336.299999999930151,792340.000000000116415,823541.840000000083819,722643.570000000065193,746413.319999999948777,10770952.140000000596046
20091120,770390.919999999925494,719189.959999999962747,767202.479999999981374,763274.649999999906868,730462.739999999990687,799244.199999999953434,740367.000000000000000,821634.930000000051223,759937.800000000046566,794389.319999999948777,791874.000000000000000,821488.140000000013970,720617.250000000000000,745265.880000000004657,10745349.270000001415610
20091123,793318.819999999948777,732678.599999999860302,779217.559999999939464,770728.289999999920838,734917.479999999981374,799494.080000000074506,750896.400000000023283,830511.410000000032596,766595.500000000116415,808852.599999999976717,800728.000000000000000,826006.280000000027940,741893.610000000102445,753871.680000000051223,10889720.309999998658895
20091124,787924.020000000018626,727773.639999999897555,772826.559999999939464,769105.320000000065193,740661.750000000000000,802367.699999999953434,749737.199999999953434,829679.239999999990687,767071.049999999930151,822203.319999999948777,795369.000000000000000,828059.979999999981374,754811.400000000139698,753489.199999999953434,10901089.380000000819564
20091125,786845.060000000055879,727773.639999999897555,782540.880000000004657,765198.169999999925494,742068.510000000009313,805241.320000000065193,752635.199999999953434,826350.559999999939464,781337.550000000046566,821647.039999999920838,795835.000000000000000,839971.439999999944121,758610.750000000000000,750238.119999999878928,10936303.239999998360872
20091127,773088.319999999948777,716737.479999999864958,775894.239999999990687,755700.790000000037253,737262.079999999958090,794621.420000000041910,741429.599999999976717,810539.329999999958090,773253.200000000069849,818865.640000000013970,782903.500000000000000,824774.059999999939464,748985.730000000097789,746030.839999999967404,10800096.230000000447035
20091130,770390.919999999925494,717350.599999999860302,772570.919999999925494,759607.939999999944121,736675.930000000051223,790248.520000000018626,748095.000000000000000,815809.739999999990687,771351.000000000000000,797448.859999999986030,783369.499999999883585,831756.640000000013970,744933.090000000083819,743735.959999999962747,10783354.620000001043081
20091201,759061.839999999967404,733291.719999999972060,785608.559999999939464,769165.429999999934807,744530.339999999967404,793871.780000000027940,759590.399999999906868,832453.140000000013970,777533.150000000139698,798283.279999999911524,792223.500000000000000,851882.899999999906868,765956.160000000032596,752915.479999999981374,10916377.680000001564622
20091202,756094.700000000069849,731758.920000000041910,787142.399999999906868,764777.399999999906868,748867.849999999976717,780878.020000000018626,757465.199999999953434,826073.170000000041910,777057.599999999976717,786879.539999999920838,793971.000000000116415,844489.579999999958090,773301.570000000065193,730540.400000000023283,10859307.350000001490116
20091203,757173.660000000032596,730532.679999999934807,775382.959999999962747,766821.139999999897555,752150.289999999920838,774256.199999999953434,745293.599999999976717,827460.119999999995343,768973.250000000116415,760178.099999999976717,783602.500000000116415,821898.880000000121072,774061.440000000060536,722890.799999999930151,10760685.620000001043081
20091204,745035.359999999986030,740649.159999999916181,788420.599999999976717,765017.839999999967404,754494.890000000013970,769508.480000000097789,755822.999999999883585,831620.969999999972060,764693.299999999930151,763793.920000000041910,795951.499999999883585,824363.320000000065193,774314.730000000097789,724038.239999999990687,10797735.310000000521541
20091207,728041.739999999990687,742181.959999999962747,792510.839999999967404,763755.530000000027940,754612.119999999995343,773756.440000000060536,752635.199999999953434,826350.559999999939464,767546.600000000093132,787157.680000000051223,802242.500000000000000,820666.660000000032596,787485.810000000055879,720595.919999999925494,10819549.560000000521541
20091208,731548.359999999986030,729919.559999999939464,784330.359999999986030,762312.889999999897555,753205.359999999986030,757264.359999999986030,744907.199999999953434,820247.979999999981374,755182.300000000046566,791607.920000000041910,794903.000000000000000,821488.140000000013970,790778.580000000074506,709121.519999999902211,10746827.529999999329448
20091209,762298.719999999972060,731452.359999999986030,784841.639999999897555,771870.379999999888241,754729.349999999976717,757139.420000000041910,770312.999999999883585,824131.440000000060536,736635.849999999976717,792720.479999999981374,785350.000000000000000,839560.700000000069849,788498.970000000088476,731114.119999999878928,10830666.429999999701977
20091210,756903.919999999925494,733904.839999999967404,800180.040000000037253,777580.829999999958090,759301.319999999948777,762761.719999999972060,779393.400000000023283,828569.680000000051223,745671.300000000046566,843063.819999999948777,791408.000000000116415,845311.059999999939464,797110.830000000074506,733217.760000000009313,10954388.520000001415610
20091211,750160.419999999925494,728693.319999999948777,810405.639999999897555,779624.570000000065193,760239.159999999916181,770383.059999999939464,789729.599999999976717,828014.900000000023283,759462.250000000000000,847792.199999999953434,808533.500000000116415,835453.300000000046566,798883.860000000102445,742206.040000000037253,11009591.820000000298023
20091214,759061.839999999967404,730839.239999999990687,813728.959999999962747,781127.320000000065193,761528.689999999944121,776380.180000000051223,791275.199999999953434,835227.040000000037253,762791.099999999976717,860864.779999999911524,814475.000000000000000,870366.200000000069849,794577.930000000051223,730731.640000000013970,11082985.120000001043081
20091215,748272.239999999990687,719803.079999999958090,822676.359999999986030,772471.479999999981374,758949.629999999888241,774631.020000000018626,798906.599999999976717,832730.530000000027940,765168.849999999976717,871155.959999999962747,818436.000000000000000,884742.099999999976717,781660.140000000013970,724038.239999999990687,11073652.230000000447035
20091216,751509.119999999995343,718883.399999999906868,829067.359999999986030,773793.900000000023283,759653.010000000009313,779878.500000000000000,789439.799999999930151,834949.650000000023283,761364.450000000069849,895632.280000000027940,818436.000000000000000,893778.380000000121072,774568.020000000018626,731305.359999999986030,11112269.230000000447035
20091217,739370.819999999948777,710606.279999999911524,816285.359999999986030,765919.489999999990687,755784.419999999925494,773631.500000000000000,777364.799999999930151,821080.150000000023283,751853.450000000069849,885062.959999999962747,810630.500000000000000,893778.380000000121072,777100.920000000041910,713520.040000000037253,10991999.070000000298023
20091218,753127.560000000055879,715204.679999999934807,816796.639999999897555,768985.099999999976717,754612.119999999995343,776755.000000000000000,782194.799999999930151,842161.790000000037253,766119.949999999953434,877275.039999999920838,809232.499999999883585,913493.899999999906868,776847.630000000121072,700706.959999999962747,11053523.670000001788139
20091221,763917.160000000032596,724708.039999999920838,828300.439999999944121,773433.239999999990687,754143.199999999953434,782877.059999999939464,786638.400000000023283,846600.030000000027940,771351.000000000000000,894797.859999999986030,808067.500000000000000,898707.260000000009313,781913.430000000051223,700133.239999999990687,11115597.859999999403954
20091222,772009.359999999986030,728080.199999999953434,825999.680000000051223,781127.320000000065193,756487.800000000046566,786750.199999999953434,791758.199999999953434,854921.729999999981374,773728.750000000000000,898969.959999999962747,807950.999999999883585,886385.059999999939464,786219.360000000102445,707017.880000000004657,11157416.500000000000000
20091223,778752.859999999986030,728999.880000000004657,829067.359999999986030,781548.089999999967404,756956.719999999855645,791622.859999999986030,793980.000000000000000,857695.630000000004657,778008.699999999953434,879500.160000000032596,809815.000000000116415,884742.099999999976717,786979.230000000097789,716006.159999999916181,11173684.750000000000000
20091224,805457.119999999995343,734517.959999999962747,825488.399999999906868,784974.359999999869615,758480.709999999962747,792372.500000000000000,797457.599999999976717,859914.750000000000000,775630.949999999953434,881169.000000000000000,819717.500000000000000,885974.320000000065193,790018.710000000079162,716771.119999999878928,11227955.000000000000000
20091228,815437.500000000000000,738196.679999999934807,815774.079999999958090,795433.500000000000000,761294.229999999981374,794746.359999999986030,806151.599999999976717,864630.380000000004657,778959.799999999930151,873102.939999999944121,820882.499999999883585,890903.200000000069849,793058.190000000060536,713328.799999999930151,11261909.759999997913837
20091229,805726.859999999986030,738809.800000000046566,827789.160000000032596,792668.439999999944121,761294.229999999981374,794496.480000000097789,812720.399999999906868,870732.959999999962747,787044.150000000023283,858083.380000000004657,819018.500000000000000,904046.880000000121072,791538.450000000069849,711990.119999999878928,11275969.810000000521541
20091230,815437.500000000000000,741262.279999999911524,825232.760000000009313,796996.359999999869615,760942.539999999920838,785750.680000000051223,810498.599999999976717,858805.190000000060536,786568.599999999976717,862533.619999999995343,821231.999999999883585,905279.099999999976717,791538.450000000069849,710077.719999999972060,11272165.399999998509884
20091231,811930.880000000004657,733904.839999999967404,824465.839999999967404,786957.989999999990687,755081.039999999920838,780128.380000000004657,798616.800000000046566,845490.469999999972060,785617.500000000000000,847792.199999999953434,808650.000000000000000,898296.520000000018626,784446.330000000074506,702236.880000000004657,11163625.669999999925494
