訓練日期,20140711 - 20141010
訓練天數,65
代數,100
粒子數,10
旋轉角度,0.0004
實驗次數,1

初始資金,10000000.000000000000000
最後資金,10241254.869999999180436
真實報酬,241254.869999999180436

夏普值報酬,0.015425487000000
夏普值風險,0.020876072410400
夏普值,0.738907525168149

預期報酬,10076.079075855441261
風險,138493.410892700310796
趨勢值,0.072754934772038
找到最佳解世代,43
找到最佳解實驗#,1
找到最佳解次數,1

stock[index](rank)
投資組合檔數,14
AAPL[0](5),BA[2](17),CSCO[4](21),DD[7](12),GS[8](2),HD[9](1),INTC[11](6),JNJ[12](22),JPM[13](4),MRK[17](13),MSFT[18](3),NKE[19](7),PG[21](10),V[25](16),
20140725,734049.449999999953434,694062.529999999911524,729165.809999999939464,750487.589999999967404,766637.600000000093132,728948.479999999981374,782603.510000000009313,689373.810000000055879,758638.199999999953434,709042.010000000009313,762428.729999999981374,716312.630000000004657,696343.400000000023283,711634.199999999953434,10229737.949999999254942
20140728,744194.699999999837019,693273.909999999916181,727761.960000000079162,750291.370000000111759,769041.100000000093132,729308.319999999948777,782146.529999999911524,689373.810000000055879,760952.280000000027940,706847.270000000018626,753348.239999999990687,722579.850000000093132,693717.800000000046566,709911.179999999934807,10232758.320000002160668
20140729,739385.099999999860302,689105.489999999874271,721865.790000000037253,746857.520000000135042,767249.400000000023283,728498.680000000051223,781232.569999999948777,688361.160000000032596,753881.479999999981374,714285.000000000000000,751977.599999999976717,719814.899999999906868,688379.080000000074506,707525.459999999962747,10198429.230000000447035
20140730,737656.649999999906868,688936.500000000000000,719619.630000000004657,733318.339999999967404,768210.800000000046566,735515.560000000055879,784888.410000000032596,690656.500000000000000,757352.599999999976717,708188.500000000000000,746666.369999999995343,733823.980000000097789,684090.599999999976717,709381.020000000018626,10198315.459999999031425
20140731,718493.399999999906868,678740.769999999902211,708388.829999999958090,713598.230000000097789,755581.500000000116415,727329.199999999953434,774377.869999999995343,675736.790000000037253,741411.160000000032596,691849.880000000121072,739470.509999999892898,710967.060000000055879,676738.919999999925494,699175.439999999944121,10011869.559999998658895
20140801,722476.349999999860302,678177.469999999855645,701931.119999999995343,712224.690000000060536,744132.100000000093132,717433.599999999976717,770950.520000000018626,674454.100000000093132,726112.520000000018626,692581.460000000079162,734330.609999999986030,707649.119999999995343,697131.080000000074506,701826.239999999990687,9981420.979999998584390
20140804,718418.249999999883585,675642.619999999995343,706704.210000000079162,722133.800000000046566,750424.900000000139698,719952.479999999981374,778033.709999999962747,676209.360000000102445,728298.040000000037253,695751.640000000130385,743068.439999999944121,711151.390000000013970,693367.719999999972060,703019.099999999976717,10022185.660000000149012
20140805,714886.199999999953434,683190.839999999967404,701088.809999999939464,713990.670000000041910,740505.000000000000000,719952.479999999981374,749929.440000000060536,673914.020000000018626,720713.000000000000000,683192.850000000093132,738099.869999999995343,708939.430000000051223,695030.599999999976717,697717.500000000000000,9941160.710000000894070
20140806,713683.799999999813735,666686.149999999906868,699965.729999999981374,719484.830000000074506,741903.400000000139698,724360.519999999902211,750614.910000000032596,679922.410000000032596,722898.520000000018626,681973.550000000046566,732274.650000000023283,710967.060000000055879,709733.960000000079162,698115.119999999995343,9952594.609999999403954
20140807,710076.599999999976717,675135.649999999906868,698000.339999999967404,717032.080000000074506,739106.600000000093132,723910.719999999972060,746730.579999999958090,674656.630000000121072,718784.599999999976717,678437.580000000074506,740669.819999999948777,703593.859999999986030,701419.560000000055879,692680.979999999864958,9920245.600000001490116
20140808,712030.499999999883585,679585.719999999855645,702773.430000000051223,730473.150000000139698,752915.800000000046566,741542.880000000004657,744902.660000000032596,682420.280000000027940,724312.680000000051223,689533.210000000079162,740155.830000000074506,710229.739999999990687,708508.680000000051223,697452.419999999925494,10016846.979999998584390
20140811,721424.249999999883585,680543.329999999958090,708388.829999999958090,723801.670000000041910,753789.800000000162981,745591.079999999958090,754499.240000000107102,682960.360000000102445,724055.560000000055879,690874.440000000060536,740155.830000000074506,710229.739999999990687,713147.240000000107102,697850.039999999920838,10047321.410000000149012
20140812,721273.949999999953434,678684.439999999944121,706142.669999999925494,723801.670000000041910,753221.700000000186265,745950.920000000041910,757012.630000000121072,679382.330000000074506,724441.239999999990687,695385.850000000093132,745638.390000000013970,707280.459999999962747,712622.119999999995343,696922.259999999892898,10047770.629999998956919
20140813,730817.999999999883585,687190.269999999902211,707546.520000000018626,733514.560000000172295,753396.500000000116415,747750.119999999995343,779176.160000000032596,686875.940000000060536,729197.959999999962747,705384.110000000102445,755232.869999999995343,712073.040000000037253,713147.240000000107102,700633.379999999888241,10141946.670000001788139
20140814,732771.899999999906868,699188.559999999939464,689015.699999999953434,728412.839999999967404,754969.700000000069849,754407.159999999916181,775520.319999999948777,688766.220000000088476,732540.520000000018626,716723.600000000093132,758488.140000000013970,712441.699999999953434,717260.680000000051223,704211.959999999962747,10164729.000000000000000
20140815,736379.099999999976717,693837.209999999962747,685927.229999999981374,726843.080000000074506,751342.600000000093132,752877.839999999967404,780775.590000000083819,683027.870000000111759,729583.640000000013970,714650.790000000037253,767397.299999999930151,710967.060000000055879,715772.840000000083819,696524.639999999897555,10145916.790000000968575
20140818,745246.799999999930151,704089.269999999902211,691542.630000000004657,738910.610000000102445,762923.100000000093132,751978.239999999990687,786259.349999999976717,693356.900000000139698,735754.520000000018626,712334.120000000111759,772879.859999999986030,724054.489999999990687,721549.160000000032596,710176.259999999892898,10251065.310000000521541
20140819,755542.349999999860302,707469.069999999948777,691823.400000000023283,741657.690000000060536,760344.800000000162981,793719.680000000051223,784659.920000000041910,695112.160000000032596,739997.000000000000000,718308.690000000060536,776649.119999999995343,723685.829999999958090,723737.160000000032596,712429.439999999944121,10325146.310000000521541
20140820,755842.949999999837019,717439.479999999864958,693788.790000000037253,744699.100000000093132,760650.700000000069849,816389.599999999976717,788315.760000000009313,696799.910000000032596,741025.479999999981374,725258.700000000069849,770138.580000000074506,727372.430000000051223,724787.400000000023283,716405.639999999897555,10378924.520000001415610
20140821,755918.099999999860302,718284.429999999934807,698842.650000000023283,741559.580000000074506,765545.100000000093132,819988.000000000000000,803167.609999999986030,703415.890000000013970,752081.640000000013970,717577.110000000102445,774764.489999999990687,727556.760000000009313,728900.840000000083819,714947.699999999953434,10422559.899999998509884
20140822,761479.199999999837019,718059.109999999869615,692104.169999999925494,742050.130000000004657,766943.500000000116415,818908.479999999981374,798369.319999999948777,696057.300000000046566,751953.080000000074506,721478.870000000111759,773565.179999999934807,730874.699999999953434,729863.560000000055879,716008.020000000018626,10417724.619999999180436
20140825,763132.500000000000000,722959.819999999948777,693508.020000000018626,742344.460000000079162,777431.500000000116415,820437.800000000046566,795398.950000000069849,696934.930000000051223,762880.680000000051223,728306.950000000069849,773907.839999999967404,737510.579999999958090,731176.360000000102445,715875.479999999864958,10461815.869999999180436
20140826,758247.749999999883585,724480.729999999864958,696596.489999999990687,741952.020000000135042,777562.600000000093132,824306.079999999958090,795170.459999999962747,698352.640000000013970,768023.080000000074506,734037.660000000032596,771166.559999999939464,732533.670000000041910,729776.040000000037253,718128.659999999916181,10470344.440000001341105
20140827,767566.349999999860302,722227.529999999911524,696315.719999999972060,749506.490000000107102,777169.300000000046566,826465.119999999995343,794941.969999999972060,696867.420000000041910,766094.680000000051223,735013.100000000093132,768767.939999999944121,734745.630000000004657,729163.400000000023283,719454.059999999939464,10484308.710000000894070
20140828,768468.149999999906868,716087.559999999939464,697719.570000000065193,749506.490000000107102,776470.100000000093132,832222.560000000055879,791743.109999999986030,695044.650000000139698,760566.599999999976717,731599.060000000055879,768939.270000000018626,726450.779999999911524,726712.840000000083819,711104.039999999920838,10452644.779999999329448
20140829,770346.899999999906868,714341.329999999958090,701650.349999999976717,748231.060000000172295,782850.300000000162981,841128.599999999976717,797912.340000000083819,700310.430000000051223,764294.840000000083819,732940.290000000037253,778362.419999999925494,724054.489999999990687,727413.000000000000000,704211.959999999962747,10488058.309999998658895
20140902,776358.899999999906868,706905.769999999902211,698561.880000000004657,748231.060000000172295,785734.500000000116415,819988.000000000000000,789915.190000000060536,697812.560000000055879,767123.160000000032596,729038.530000000027940,772537.200000000069849,730690.369999999995343,726275.240000000107102,711501.659999999916181,10460684.019999999552965
20140903,743593.499999999883585,709496.949999999953434,703054.199999999953434,753136.560000000172295,784991.600000000093132,800646.599999999976717,789915.190000000060536,700512.960000000079162,767508.840000000083819,737451.700000000069849,770309.910000000032596,726450.779999999911524,725575.080000000074506,712164.359999999869615,10424818.229999998584390
20140904,737431.199999999953434,706793.109999999869615,699404.189999999944121,758532.610000000102445,787089.200000000186265,809012.880000000004657,797683.849999999976717,701053.040000000037253,767637.400000000023283,732574.500000000000000,775449.809999999939464,736588.930000000051223,732576.680000000051223,710043.719999999972060,10451881.120000001043081
20140905,743818.949999999953434,702455.699999999953434,701931.119999999995343,765694.640000000130385,785647.100000000093132,824126.159999999916181,799740.260000000009313,704968.620000000111759,770208.599999999976717,745986.800000000046566,786586.259999999892898,756127.910000000032596,733189.319999999948777,709778.639999999897555,10530270.080000000074506
20140908,739234.799999999930151,720988.269999999902211,700527.270000000018626,758826.940000000060536,787220.300000000162981,817019.319999999948777,807280.429999999934807,702470.750000000000000,769951.479999999981374,744401.710000000079162,796180.739999999990687,759445.850000000093132,729250.919999999925494,714947.699999999953434,10547756.480000000447035
20140909,736454.249999999883585,722283.859999999986030,698000.339999999967404,746955.630000000004657,775377.600000000093132,800016.880000000004657,797683.849999999976717,700783.000000000000000,759281.000000000000000,738427.140000000130385,801149.309999999939464,754284.609999999986030,726362.760000000009313,710043.719999999972060,10467113.949999999254942
20140910,759074.399999999906868,722340.189999999944121,699965.729999999981374,745582.089999999967404,786171.500000000116415,802895.599999999976717,800197.240000000107102,708816.690000000060536,761337.959999999962747,740865.739999999990687,802519.950000000069849,760183.170000000041910,732051.560000000055879,718658.819999999948777,10540670.640000002458692
20140911,762305.849999999976717,719073.049999999930151,706984.979999999981374,738910.610000000102445,791109.600000000093132,802625.719999999972060,800197.240000000107102,705846.250000000000000,768280.199999999953434,732818.360000000102445,805261.229999999981374,754100.279999999911524,730738.760000000009313,712296.900000000023283,10530559.030000001192093
20140912,764034.299999999930151,715186.279999999911524,706423.439999999944121,735967.310000000172295,800592.500000000000000,799207.239999999990687,791057.639999999897555,706048.780000000027940,771751.320000000065193,726112.210000000079162,800121.330000000074506,754284.609999999986030,728725.800000000046566,709248.479999999864958,10508771.240000000223517
20140915,763808.849999999860302,711581.159999999916181,703615.739999999990687,741069.030000000027940,804132.200000000069849,804065.079999999958090,789229.719999999972060,706993.920000000041910,770594.280000000027940,725746.420000000041910,792240.150000000023283,752256.980000000097789,734064.520000000018626,711236.579999999841675,10510644.630000000819564
20140916,758022.299999999930151,717270.489999999874271,708108.059999999939464,747249.960000000079162,804394.400000000023283,812071.519999999902211,798140.829999999958090,714825.080000000074506,771237.080000000074506,731477.130000000121072,801149.309999999939464,748386.050000000046566,735902.440000000060536,720116.759999999892898,10568361.409999998286366
20140917,763433.099999999860302,719749.010000000009313,707827.290000000037253,756570.410000000032596,807803.000000000116415,820617.719999999972060,799283.279999999911524,716917.890000000013970,775351.000000000000000,730135.900000000139698,797037.390000000013970,751335.329999999958090,736602.599999999976717,714152.459999999962747,10596826.379999998956919
20140918,765011.250000000000000,724368.069999999948777,708108.059999999939464,748819.719999999972060,821218.900000000023283,828444.239999999990687,803624.590000000083819,724749.050000000046566,788335.560000000055879,735378.890000000130385,799778.669999999925494,755574.920000000041910,736865.160000000032596,717200.879999999888241,10657487.960000000894070
20140919,758773.799999999813735,728705.479999999864958,707546.520000000018626,747348.070000000065193,813833.600000000093132,830693.239999999990687,795627.440000000060536,729069.690000000060536,785635.800000000046566,737573.630000000121072,814170.390000000013970,754100.279999999911524,739315.719999999972060,716538.179999999934807,10658941.839999999850988
20140922,759525.299999999930151,724537.060000000055879,701088.809999999939464,738616.280000000027940,809856.900000000023283,826645.040000000037253,793114.050000000046566,728327.080000000074506,783064.599999999976717,738671.000000000000000,806289.209999999962747,743777.800000000046566,742291.400000000023283,708718.319999999948777,10604532.850000001490116
20140923,771398.999999999883585,717608.469999999855645,693508.020000000018626,737635.180000000167638,808982.900000000139698,823046.639999999897555,786487.840000000083819,725491.660000000032596,783450.280000000027940,735013.100000000093132,797722.709999999962747,738432.230000000097789,739053.160000000032596,704079.419999999925494,10561920.609999999403954
20140924,764710.649999999906868,724368.069999999948777,701369.579999999958090,747838.620000000111759,820869.300000000046566,836810.519999999902211,794028.010000000009313,733457.840000000083819,792320.920000000041910,735988.540000000037253,806631.869999999995343,745068.109999999986030,746054.760000000009313,710441.339999999967404,10659968.129999997094274
20140925,735552.449999999953434,716256.549999999930151,689015.699999999953434,742344.460000000079162,804612.900000000139698,826735.000000000000000,780090.119999999995343,723061.300000000046566,773294.040000000037253,727209.580000000074506,788813.549999999930151,735114.290000000037253,738090.440000000060536,698247.659999999916181,10478448.040000000968575
20140926,757195.649999999906868,724987.699999999953434,701931.119999999995343,748525.390000000130385,809114.000000000116415,835191.239999999990687,782832.000000000000000,723061.300000000046566,778565.000000000000000,724161.330000000074506,795152.759999999892898,824883.000000000000000,740278.440000000060536,702356.400000000023283,10648245.329999998211861
20140929,752386.049999999930151,725438.339999999967404,705300.359999999986030,746366.969999999972060,803476.700000000186265,835551.079999999958090,797455.359999999986030,719280.740000000107102,775608.119999999995343,724405.190000000060536,795666.750000000000000,821380.730000000097789,739053.160000000032596,698910.359999999869615,10640289.910000000149012
20140930,757195.649999999906868,717608.469999999855645,706704.210000000079162,732729.680000000167638,802340.500000000116415,825295.639999999897555,795627.440000000060536,719618.290000000037253,774451.080000000074506,722820.100000000093132,794296.109999999986030,822118.050000000046566,732926.760000000009313,706995.300000000046566,10610737.280000001192093
20141001,745397.099999999976717,702343.039999999920838,702773.430000000051223,704964.550000000046566,789798.600000000093132,818818.519999999902211,776662.770000000018626,704158.500000000000000,768408.760000000009313,715870.090000000083819,786414.929999999934807,808293.300000000046566,727675.560000000055879,695861.939999999944121,10447451.089999999850988
20141002,750807.899999999906868,699526.539999999920838,703615.739999999990687,704474.000000000000000,799325.200000000069849,829793.639999999897555,765923.740000000107102,701120.550000000046566,756452.680000000051223,717577.110000000102445,784016.309999999939464,823039.699999999953434,726887.880000000004657,694934.159999999916181,10457505.150000000372529
20141003,748703.699999999953434,711862.809999999939464,710634.989999999990687,707319.190000000060536,822005.500000000116415,841488.440000000060536,777576.729999999981374,709761.830000000074506,775222.439999999944121,730379.760000000009313,789670.200000000069849,832256.199999999953434,733364.360000000102445,702488.939999999944121,10592745.089999997988343
20141006,748703.699999999953434,711299.510000000009313,702211.890000000013970,705651.320000000065193,819427.200000000069849,838969.560000000055879,779404.650000000023283,707939.060000000055879,773679.719999999972060,726478.000000000000000,789670.200000000069849,822302.380000000004657,731438.919999999925494,701826.239999999990687,10559012.350000001490116
20141007,742165.649999999906868,694738.489999999874271,691823.400000000023283,691621.589999999967404,803345.600000000093132,831862.719999999972060,764781.290000000037253,691264.090000000083819,761980.760000000009313,712821.840000000083819,780075.719999999972060,811795.569999999948777,727850.599999999976717,689367.479999999864958,10395504.799999998882413
20141008,757571.399999999906868,704089.269999999902211,692384.939999999944121,698587.400000000139698,815756.400000000023283,846436.239999999990687,783060.490000000107102,708276.610000000102445,776508.040000000037253,733793.800000000046566,801491.969999999972060,818800.109999999986030,736777.640000000130385,703681.800000000046566,10577226.110000001266599
20141009,759224.699999999837019,691584.010000000009313,679188.750000000000000,673863.680000000167638,792289.500000000116415,837260.319999999948777,768208.639999999897555,689171.280000000027940,759538.119999999995343,721966.590000000083819,785558.280000000027940,804053.709999999962747,732226.599999999976717,688307.159999999916181,10382451.339999999850988
20141010,757045.349999999976717,684486.429999999934807,655323.300000000046566,664641.339999999967404,788400.200000000069849,832582.399999999906868,729136.849999999976717,683432.930000000051223,752338.760000000009313,715260.440000000060536,754376.219999999972060,803685.050000000046566,741241.160000000032596,679294.439999999944121,10241254.869999999180436
