訓練日期,20100217 - 20100519
訓練天數,65
代數,100
粒子數,10
旋轉角度,0.0004
實驗次數,1

初始資金,10000000.000000000000000
最後資金,10550340.700000001117587
真實報酬,550340.700000001117587

夏普值報酬,0.046334070000000
夏普值風險,0.036293927865406
夏普值,1.276634211976916

預期報酬,20203.734654460051388
風險,240799.497322586190421
趨勢值,0.083902727701272
找到最佳解世代,65
找到最佳解實驗#,1
找到最佳解次數,1

stock[index](rank)
投資組合檔數,14
AAPL[0](1),AXP[1](14),BA[2](8),CAT[3](5),CSCO[4](12),CVX[5](7),HD[9](2),IBM[10](13),JNJ[12](18),MCD[15](3),MMM[16](9),NKE[19](4),PFE[20](29),PG[21](24),
20100310,789496.739999999990687,716087.800000000046566,816301.250000000116415,735041.640000000013970,769938.070000000065193,723777.420000000041910,769359.739999999990687,716509.169999999925494,721920.720000000088476,724661.939999999944121,723959.840000000083819,775791.150000000139698,691308.869999999995343,716331.239999999990687,10390495.589999999850988
20100311,791708.849999999976717,723118.719999999972060,817000.789999999920838,736542.119999999995343,772914.169999999925494,724071.000000000000000,779549.780000000027940,727801.109999999869615,721134.690000000060536,727674.599999999860302,721297.040000000037253,782974.350000000093132,696952.130000000004657,718150.120000000111759,10440899.470000002533197
20100312,795641.489999999990687,734836.919999999925494,814202.630000000004657,754797.959999999962747,770235.679999999934807,721428.780000000144355,787313.619999999995343,729740.129999999888241,720685.530000000144355,731245.159999999916181,722362.160000000032596,784770.150000000023283,688487.239999999990687,719855.320000000065193,10475612.770000001415610
20100315,786055.680000000051223,733755.240000000107102,809189.260000000125729,743669.400000000023283,776187.880000000004657,719960.880000000004657,793136.499999999883585,729112.799999999930151,725064.839999999967404,735708.359999999986030,721297.040000000037253,790157.550000000162981,695742.860000000102445,724175.160000000032596,10483223.449999999254942
20100316,788022.000000000116415,737721.400000000023283,801261.140000000013970,743419.320000000065193,778271.149999999906868,723973.140000000130385,789739.819999999948777,733903.319999999832362,724615.680000000051223,737270.479999999864958,724847.439999999944121,790157.550000000162981,695742.860000000102445,722242.600000000093132,10491197.900000000372529
20100317,787038.840000000083819,739343.919999999925494,808956.079999999958090,753047.400000000023283,781544.860000000102445,730725.480000000097789,789011.960000000079162,728713.589999999967404,725963.160000000149012,740729.459999999846332,729462.960000000079162,795544.949999999953434,693727.410000000032596,727699.240000000107102,10531519.310000000521541
20100318,788759.370000000111759,739163.640000000013970,826327.990000000107102,747420.600000000093132,783925.739999999990687,731606.220000000204891,786100.519999999902211,732249.449999999953434,730567.050000000046566,744076.859999999986030,742688.200000000069849,838195.200000000069849,694533.590000000083819,724516.200000000069849,10610140.629999998956919
20100319,780402.510000000009313,727084.880000000004657,824579.140000000013970,742419.000000000000000,778271.149999999906868,733759.140000000130385,785130.039999999920838,728428.439999999944121,731128.500000000000000,742403.159999999916181,727510.239999999990687,825175.650000000023283,681634.710000000079162,725766.680000000051223,10533703.240000002086163
20100322,789250.949999999953434,740605.880000000004657,838453.349999999976717,749671.320000000065193,782140.080000000074506,728670.420000000041910,792651.260000000009313,729968.250000000000000,731016.209999999962747,747759.000000000000000,726445.120000000111759,829216.199999999953434,691308.869999999995343,726221.400000000139698,10603388.309999998658895
20100323,801786.239999999990687,743490.360000000102445,841601.280000000144355,780431.160000000032596,792854.040000000037253,731704.080000000074506,790710.300000000046566,737895.419999999925494,733935.750000000000000,751552.719999999855645,730971.880000000004657,835950.450000000069849,707029.380000000004657,733610.600000000093132,10713533.660000000149012
20100324,805473.090000000083819,739343.919999999925494,843233.539999999920838,776054.760000000009313,787199.449999999953434,723483.840000000200234,784159.559999999939464,733104.899999999906868,727086.060000000055879,745415.819999999948777,724403.640000000013970,823828.800000000162981,709851.010000000009313,723152.040000000037253,10645800.429999999701977
20100325,795887.280000000027940,746735.400000000023283,845215.569999999948777,777055.080000000074506,786604.229999999981374,722211.660000000032596,791438.159999999916181,737154.030000000027940,725064.839999999967404,746531.619999999995343,718367.960000000079162,825624.600000000093132,700983.030000000027940,723265.719999999972060,10642149.179999999701977
20100326,810880.470000000088476,741327.000000000000000,846381.470000000088476,780806.280000000027940,787794.669999999925494,728376.840000000200234,794592.219999999972060,737268.089999999850988,722931.329999999958090,750548.500000000000000,718989.280000000027940,829216.199999999953434,690905.780000000027940,724061.479999999981374,10664089.609999999403954
20100329,816042.060000000055879,747817.079999999958090,864103.150000000023283,793810.439999999944121,788985.110000000102445,736205.640000000130385,790952.920000000041910,733447.079999999958090,727872.089999999967404,748428.479999999864958,722184.640000000013970,830114.099999999976717,696549.040000000037253,724516.200000000069849,10721038.029999997466803
20100330,828085.769999999902211,744391.760000000009313,857340.930000000051223,789809.160000000032596,793151.649999999906868,736890.660000000032596,793136.499999999883585,734473.619999999995343,728770.410000000149012,750325.339999999850988,748102.560000000055879,828318.300000000046566,695742.860000000102445,723720.440000000060536,10752269.959999999031425
20100331,825136.290000000037253,743850.919999999925494,846614.650000000023283,785932.920000000041910,774699.830000000074506,742077.240000000107102,784887.420000000041910,731508.059999999939464,732139.110000000102445,744523.179999999934807,741800.599999999976717,825175.650000000023283,691308.869999999995343,719286.920000000041910,10688951.659999998286366
20100401,828577.349999999976717,751783.240000000107102,851045.069999999948777,800187.480000000097789,768747.630000000004657,750493.200000000069849,785615.280000000027940,731508.059999999939464,738539.640000000013970,754119.059999999939464,744285.880000000004657,830563.050000000046566,688487.239999999990687,720310.040000000037253,10744272.219999998807907
20100405,837425.790000000037253,769270.400000000023283,839969.020000000135042,812691.479999999981374,778866.369999999995343,759985.620000000111759,792408.639999999897555,737781.359999999869615,734384.910000000149012,759140.159999999916181,747303.719999999972060,831909.900000000139698,681231.619999999995343,724857.239999999990687,10807236.230000000447035
20100406,841112.640000000013970,777383.000000000000000,843699.900000000023283,816442.680000000051223,780354.419999999925494,762138.540000000037253,789739.819999999948777,735386.099999999976717,733374.300000000046566,756685.399999999906868,748723.880000000004657,829665.150000000023283,683650.160000000032596,717468.040000000037253,10815834.030000001192093
20100407,844799.489999999990687,763862.000000000000000,840668.559999999939464,806189.400000000023283,783925.739999999990687,757147.680000000167638,791195.539999999920838,732819.749999999883585,732363.690000000060536,755458.019999999902211,742599.439999999944121,826073.549999999930151,688084.150000000023283,710533.560000000055879,10775730.570000000298023
20100408,842587.380000000004657,787658.959999999962747,842767.180000000051223,806314.440000000060536,782140.080000000074506,759985.620000000111759,799929.859999999986030,727858.139999999897555,729107.280000000144355,767285.500000000000000,736297.480000000097789,830563.050000000046566,690905.780000000027940,711215.640000000130385,10814626.390000000596046
20100409,848977.920000000041910,791084.280000000027940,844399.440000000060536,816192.599999999976717,791663.600000000093132,777991.860000000102445,806723.219999999972060,734416.589999999850988,731465.370000000111759,766392.859999999986030,741090.520000000018626,844031.550000000046566,695339.770000000018626,713148.200000000069849,10902927.779999999329448
20100412,850698.449999999953434,802982.760000000009313,838569.940000000060536,834448.440000000060536,789580.330000000074506,787092.840000000200234,812303.479999999864958,732135.390000000013970,731128.500000000000000,764719.159999999916181,739226.560000000055879,847623.150000000023283,696952.130000000004657,712807.160000000032596,10940278.290000000968575
20100413,851190.030000000027940,811095.360000000102445,830058.869999999995343,827696.280000000027940,786901.840000000083819,784939.920000000041910,833168.800000000046566,735956.399999999906868,737529.030000000144355,769070.779999999911524,745084.719999999972060,847623.150000000023283,692518.140000000013970,716217.560000000055879,10969060.880000002682209
20100414,862742.160000000032596,837596.520000000018626,836004.960000000079162,841325.640000000013970,799996.679999999934807,788560.740000000107102,848696.479999999864958,748617.059999999939464,735395.520000000018626,774649.779999999911524,749078.920000000041910,850765.800000000046566,688084.150000000023283,718377.479999999981374,11079901.890000002458692
20100415,874048.500000000116415,841382.400000000023283,840551.970000000088476,853079.400000000023283,809817.810000000055879,798444.600000000093132,852578.400000000023283,746563.979999999864958,735620.100000000093132,771748.699999999837019,754493.280000000027940,848970.000000000000000,684859.429999999934807,716217.560000000055879,11128386.130000000819564
20100416,868641.120000000111759,813078.440000000060536,825395.270000000135042,836324.039999999920838,802972.780000000027940,790224.360000000102445,849424.339999999967404,745081.199999999953434,730117.890000000013970,770298.159999999916181,743487.040000000037253,843582.599999999976717,677200.720000000088476,714512.360000000102445,11010350.320000000298023
20100419,867657.959999999962747,824976.919999999925494,827377.299999999930151,837699.479999999981374,805651.270000000018626,795802.380000000004657,853306.260000000009313,754205.999999999883585,741459.180000000051223,780228.779999999911524,744729.680000000051223,848521.049999999930151,676797.630000000004657,718718.520000000018626,11077142.410000000149012
20100420,858809.519999999902211,832909.240000000107102,832623.849999999976717,844076.520000000018626,808924.979999999981374,802946.160000000032596,853548.880000000004657,739720.379999999888241,741010.020000000018626,784915.140000000013970,756889.800000000046566,857051.100000000093132,675588.360000000102445,718377.479999999981374,11107401.429999997839332
20100421,910179.630000000004657,829123.360000000102445,864686.099999999976717,847202.520000000018626,810710.639999999897555,801673.980000000097789,855732.460000000079162,735728.280000000027940,734272.620000000111759,785138.299999999930151,760706.480000000097789,861091.650000000023283,669138.920000000041910,723379.400000000139698,11188774.340000001713634
20100422,935741.790000000037253,843185.200000000069849,881358.470000000088476,844201.560000000055879,813091.520000000018626,794628.060000000172295,866650.359999999986030,736526.699999999953434,727422.930000000051223,792614.159999999916181,763813.079999999958090,878151.750000000000000,664301.840000000083819,722924.680000000051223,11264622.100000001490116
20100423,950980.769999999902211,866261.039999999920838,875995.329999999958090,860081.640000000013970,817555.669999999925494,809013.480000000097789,882905.900000000023283,741431.280000000027940,730342.470000000088476,793953.119999999995343,768517.359999999986030,874560.150000000023283,681634.710000000079162,722356.280000000027940,11375599.200000001117587
20100426,946310.760000000009313,849855.560000000055879,866784.720000000088476,895968.120000000111759,820531.770000000018626,808230.600000000093132,885332.099999999976717,745651.499999999883585,727198.350000000093132,792502.579999999841675,776150.719999999972060,875907.000000000116415,678006.900000000023283,726903.479999999981374,11395344.160000000149012
20100427,920011.229999999981374,825517.760000000009313,845098.980000000097789,856955.640000000013970,803865.610000000102445,785135.640000000130385,856217.699999999953434,734758.769999999902211,721808.430000000051223,787035.159999999916181,780855.000000000000000,861091.650000000023283,663495.660000000032596,717468.040000000037253,11159325.270000003278255
20100428,918536.489999999990687,830745.880000000004657,843816.490000000107102,862457.400000000023283,804758.439999999944121,788952.180000000167638,853791.499999999883585,742058.609999999869615,725626.290000000153668,784915.140000000013970,783251.520000000018626,857949.000000000000000,666317.290000000037253,718150.120000000111759,11181336.350000001490116
20100429,943361.280000000027940,858148.440000000060536,860372.270000000135042,884714.520000000018626,819341.330000000074506,805294.800000000162981,862768.440000000060536,744111.689999999944121,730005.600000000093132,798081.579999999841675,792926.359999999986030,870519.600000000093132,679619.260000000009313,707123.160000000032596,11356398.329999998211861
20100430,916815.959999999962747,831467.000000000000000,844516.030000000144355,851453.880000000004657,801484.729999999981374,796976.700000000069849,854761.979999999864958,735785.309999999939464,722033.010000000009313,787704.640000000013970,787068.200000000069849,852112.650000000023283,673976.000000000000000,706668.440000000060536,11162834.529999997466803
20100503,935250.209999999962747,850937.240000000107102,867367.670000000041910,874586.280000000027940,819638.939999999944121,810579.240000000107102,870289.659999999916181,739207.109999999869615,733598.880000000004657,796965.779999999911524,797186.840000000083819,872764.350000000093132,681634.710000000079162,712579.800000000046566,11362596.710000000894070
20100504,908213.310000000055879,826779.719999999972060,848713.270000000135042,834073.320000000065193,790473.159999999916181,790322.220000000204891,859371.760000000009313,730766.669999999925494,726524.610000000102445,788262.539999999920838,778280.960000000079162,868274.850000000093132,695742.860000000102445,701552.840000000083819,11147362.089999999850988
20100505,898873.290000000037253,800999.680000000051223,827843.660000000032596,824820.359999999986030,790175.550000000046566,784744.200000000069849,855004.599999999976717,727002.689999999944121,731465.370000000111759,788485.699999999837019,768606.120000000111759,844031.550000000046566,692518.140000000013970,706668.440000000060536,11041249.349999999627471
20100506,864708.479999999981374,766205.640000000013970,792516.890000000013970,794060.520000000018626,758628.889999999897555,755484.060000000172295,823949.239999999990687,706814.069999999948777,711926.910000000032596,774649.779999999911524,747747.520000000018626,811707.150000000023283,674782.179999999934807,690639.560000000055879,10673830.890000002458692
20100507,828085.769999999902211,731952.440000000060536,777943.140000000013970,776554.920000000041910,735415.310000000055879,754505.460000000079162,811090.380000000004657,696434.609999999869615,710916.300000000046566,758917.000000000000000,733457.160000000032596,792402.299999999930151,663495.660000000032596,685637.640000000130385,10456818.089999999850988
20100510,891745.380000000004657,776842.160000000032596,827843.660000000032596,833948.280000000027940,777675.929999999934807,781808.400000000139698,856217.699999999953434,720216.119999999878928,727086.060000000055879,787593.059999999939464,763103.000000000000000,860193.750000000000000,685262.520000000018626,709624.120000000111759,10999170.140000000596046
20100511,900839.609999999986030,781168.880000000004657,832740.440000000060536,826195.799999999930151,772616.560000000055879,779949.060000000172295,864466.780000000027940,723751.979999999981374,726187.740000000107102,786477.260000000009313,754848.320000000065193,857949.000000000000000,685665.610000000102445,709055.719999999972060,11001922.760000001639128
20100512,920257.019999999902211,795050.440000000060536,849645.990000000107102,852204.120000000111759,795830.139999999897555,783472.020000000135042,870774.900000000023283,756772.349999999976717,728770.410000000149012,788597.279999999911524,767274.719999999972060,873662.250000000116415,681231.619999999995343,716444.920000000041910,11179998.179999999701977
20100513,907230.149999999906868,771794.320000000065193,836704.500000000116415,836699.160000000032596,759819.330000000074506,772315.980000000097789,855732.460000000079162,749928.749999999883585,726187.740000000107102,786700.419999999925494,759730.120000000111759,848072.100000000093132,667526.559999999939464,713375.560000000055879,10991827.150000000372529
20100514,891253.799999999930151,732673.560000000055879,814086.039999999920838,811316.039999999920838,742260.340000000083819,761649.240000000107102,854034.119999999995343,748274.879999999888241,718327.440000000060536,776546.640000000013970,751652.960000000079162,827420.400000000023283,653015.319999999948777,710988.280000000027940,10793509.060000000521541
20100517,892728.540000000037253,743129.800000000046566,812453.780000000144355,797561.640000000013970,740177.070000000065193,760670.640000000130385,863496.300000000046566,743997.629999999888241,717316.830000000074506,782683.539999999920838,751652.960000000079162,826522.500000000000000,649387.510000000009313,720537.400000000139698,10802326.140000000596046
20100518,886092.209999999962747,718251.160000000032596,789602.140000000013970,790184.280000000027940,724998.959999999962747,752058.960000000079162,842630.979999999864958,741203.159999999916181,707098.440000000060536,781344.579999999841675,745794.800000000046566,818441.400000000023283,637294.810000000055879,718604.840000000083819,10653610.720000000670552
20100519,872082.179999999934807,724200.400000000023283,771997.049999999930151,768302.280000000027940,722022.860000000102445,749612.460000000079162,834139.280000000027940,734986.890000000013970,698676.690000000060536,774426.619999999995343,732658.320000000065193,810809.250000000000000,637697.900000000023283,718718.520000000018626,10550340.700000001117587
