訓練日期,20180919 - 20181220
訓練天數,65
代數,100
粒子數,10
旋轉角度,0.0004
實驗次數,1

初始資金,10000000.000000000000000
最後資金,9647565.520000001415610
真實報酬,-352434.479999998584390

夏普值報酬,-0.043943448000000
夏普值風險,0.023450579344869
夏普值,-1.873874728370573

預期報酬,5986.476201569418663
風險,220086.056682768947212
趨勢值,0.027200615485598
找到最佳解世代,40
找到最佳解實驗#,1
找到最佳解次數,1

stock[index](rank)
投資組合檔數,16
AXP[1](15),CSCO[4](14),CVX[5](13),DIS[6](7),INTC[11](8),JNJ[12](12),KO[14](5),MCD[15](1),MRK[17](2),PFE[20](10),PG[21](4),TRV[22](16),V[25](18),VZ[26](6),WBA[27](3),WMT[28](11),
20180927,614797.000000000000000,636456.159999999916181,647958.600000000093132,662146.059999999939464,622017.459999999962747,614682.959999999962747,626088.559999999939464,659698.359999999869615,627662.500000000000000,630601.959999999962747,616518.400000000023283,614296.750000000000000,635116.869999999995343,615807.200000000069849,650833.810000000055879,616486.299999999930151,10091168.950000001117587
20180928,607045.000000000000000,640669.919999999925494,646953.500000000000000,667281.459999999962747,641132.829999999958090,614460.609999999986030,628537.819999999948777,662708.719999999855645,629615.000000000000000,633043.839999999967404,619271.200000000069849,617103.380000000121072,635413.179999999934807,613509.000000000000000,642810.340000000083819,615045.519999999902211,10114601.319999998435378
20181001,615082.000000000000000,643566.879999999888241,658115.400000000023283,663287.259999999892898,629744.949999999953434,621220.049999999930151,629082.099999999976717,660252.899999999906868,634851.250000000000000,635916.640000000013970,622544.800000000046566,613583.200000000069849,638376.279999999911524,618679.950000000069849,638930.859999999986030,618254.530000000027940,10141489.049999997019768
20181002,617875.000000000000000,645410.399999999906868,659966.900000000023283,671389.779999999911524,652114.000000000000000,624733.179999999934807,632892.059999999939464,654351.009999999892898,636803.750000000000000,635198.439999999944121,627678.400000000023283,616151.979999999981374,633635.319999999948777,625344.729999999981374,648012.369999999995343,623166.280000000027940,10204723.599999999627471
20181003,618217.000000000000000,647122.239999999990687,662982.200000000069849,667110.279999999911524,661061.619999999878928,618285.030000000027940,624183.579999999958090,652291.289999999920838,633431.250000000000000,643673.200000000069849,617783.199999999953434,616294.689999999944121,632365.419999999925494,623850.900000000023283,650745.640000000013970,616093.359999999869615,10185490.900000000372529
20181004,614170.000000000000000,637114.560000000055879,661077.800000000046566,662659.599999999976717,652520.709999999962747,619708.069999999948777,623911.440000000060536,656806.829999999958090,632100.000000000000000,642093.160000000032596,609524.800000000046566,622240.939999999944121,621317.289999999920838,632239.330000000074506,646689.820000000065193,617010.219999999855645,10151184.570000002160668
20181005,611263.000000000000000,633822.560000000055879,663088.000000000000000,654956.500000000000000,637608.009999999892898,618596.319999999948777,624319.650000000023283,659856.799999999930151,630413.750000000000000,645109.599999999976717,611236.000000000000000,619101.320000000065193,615391.089999999967404,631320.049999999930151,639371.710000000079162,611116.119999999995343,10106570.480000000447035
20181008,609895.000000000000000,625790.079999999958090,660495.900000000023283,662031.939999999944121,637608.009999999892898,619885.949999999953434,632483.849999999976717,664610.000000000000000,634230.000000000000000,650424.280000000027940,613096.000000000000000,626379.530000000027940,600702.579999999958090,632239.330000000074506,653831.590000000083819,620153.739999999874271,10143857.779999999329448
20181009,608014.000000000000000,625395.040000000037253,670970.099999999976717,666996.159999999916181,631100.649999999906868,619041.019999999902211,631259.219999999972060,672769.659999999916181,642040.000000000000000,653153.439999999944121,611608.000000000000000,626046.540000000037253,602480.439999999944121,631894.599999999976717,648629.560000000055879,635805.849999999976717,10177204.279999999329448
20181010,590401.000000000000000,600902.560000000055879,648646.300000000046566,644000.979999999981374,607375.899999999906868,612503.929999999934807,621598.250000000000000,666986.599999999976717,625266.250000000000000,639364.000000000000000,605953.599999999976717,609777.599999999976717,573738.369999999995343,624310.540000000037253,637608.310000000055879,627161.169999999925494,9935595.359999999403954
20181011,579058.000000000000000,581018.879999999888241,626587.000000000116415,634243.719999999972060,599648.409999999916181,595205.099999999976717,607446.969999999972060,645597.199999999953434,606806.250000000000000,614945.200000000069849,586832.800000000046566,591415.580000000074506,566161.299999999930151,612819.540000000037253,625176.340000000083819,615111.009999999892898,9688073.299999998882413
20181012,587152.000000000000000,601956.000000000000000,623095.599999999976717,642574.479999999981374,608460.459999999962747,595338.510000000009313,607991.250000000000000,648964.049999999930151,619586.250000000000000,628878.280000000027940,588246.400000000023283,588275.960000000079162,592956.189999999944121,617415.939999999944121,648100.540000000037253,620939.619999999995343,9819931.529999999329448
20181015,584986.000000000000000,588261.280000000027940,618704.900000000023283,647310.459999999962747,603715.509999999892898,595694.269999999902211,611120.859999999986030,648369.899999999906868,616480.000000000000000,619398.039999999920838,596207.199999999953434,587039.140000000013970,580976.799999999930151,615922.109999999986030,658857.280000000027940,614456.109999999869615,9787499.859999997541308
20181016,594391.000000000000000,603404.479999999981374,621720.200000000069849,663001.959999999962747,622830.879999999888241,607300.940000000060536,619012.920000000041910,649954.299999999930151,632100.000000000000000,631032.880000000004657,602754.400000000023283,593508.660000000032596,600067.630000000004657,617071.210000000079162,672611.800000000046566,627488.619999999995343,9958251.880000000819564
20181017,594790.000000000000000,604984.639999999897555,620556.400000000023283,668365.599999999976717,622153.029999999911524,620197.239999999990687,624047.510000000009313,660649.000000000000000,637424.999999999883585,640225.839999999967404,609078.400000000023283,601547.989999999990687,603073.059999999939464,620058.869999999995343,678783.700000000069849,632400.369999999995343,10038336.649999998509884
20181018,586240.000000000000000,598664.000000000000000,621508.600000000093132,662944.900000000023283,609680.589999999967404,620375.119999999995343,620645.760000000009313,660807.439999999944121,640886.250000000000000,632038.359999999986030,597025.599999999976717,595363.890000000013970,589696.779999999911524,627987.660000000032596,675256.900000000023283,629846.259999999892898,9968968.109999999403954
20181019,608413.000000000000000,597083.839999999967404,625052.900000000023283,678465.219999999972060,596530.299999999930151,618373.970000000088476,630442.799999999930151,663500.919999999925494,642128.750000000000000,639220.359999999986030,649552.000000000000000,599787.900000000023283,593040.849999999976717,630860.410000000032596,682045.989999999990687,636264.280000000027940,10090763.490000000223517
20181022,595759.000000000000000,602614.399999999906868,620133.200000000069849,674870.439999999944121,610222.869999999878928,616728.580000000074506,625544.280000000027940,660094.459999999846332,644081.249999999883585,637353.039999999920838,644344.000000000000000,590273.900000000023283,595411.329999999958090,631779.689999999944121,684691.090000000083819,636198.789999999920838,10070100.320000000298023
20181023,595018.000000000000000,598137.280000000027940,599978.300000000046566,672473.919999999925494,603308.799999999930151,617840.330000000074506,630851.010000000009313,701764.179999999934807,639910.000000000000000,633474.760000000009313,648510.400000000023283,588989.510000000009313,588977.169999999925494,657404.619999999995343,681252.460000000079162,640521.129999999888241,10098411.870000001043081
20181024,580540.000000000000000,580360.479999999981374,583103.200000000069849,636868.479999999981374,575110.239999999990687,611347.709999999962747,635885.599999999976717,702556.379999999888241,626065.000000000000000,610205.079999999958090,665622.399999999906868,578333.830000000074506,568404.789999999920838,659817.729999999981374,654272.440000000060536,638949.369999999995343,9907442.729999998584390
20181025,590572.000000000000000,598795.679999999934807,590350.500000000000000,651418.779999999911524,600732.969999999972060,615794.709999999962747,632892.059999999939464,694475.939999999944121,620917.500000000000000,623563.599999999976717,662200.000000000000000,576811.589999999967404,594903.369999999995343,648441.640000000013970,667850.619999999995343,649558.750000000000000,10019279.709999997168779
20181026,577177.000000000000000,582730.719999999972060,590086.000000000000000,645883.959999999962747,619441.629999999888241,609124.209999999962747,624863.930000000051223,686672.769999999902211,624822.500000000000000,611928.760000000009313,653718.400000000023283,577049.440000000060536,583135.630000000004657,637869.920000000041910,672170.950000000069849,647986.989999999874271,9944662.809999998658895
20181029,576835.000000000000000,577331.839999999967404,576332.000000000116415,645028.059999999939464,615510.099999999860302,611703.470000000088476,632211.709999999962747,686237.059999999823049,634141.250000000000000,620978.079999999958090,656545.599999999976717,581949.150000000023283,568701.099999999976717,649016.189999999944121,677372.979999999981374,653619.129999999888241,9963512.719999998807907
20181030,581908.000000000000000,587076.159999999916181,586488.800000000046566,654842.380000000004657,647504.619999999878928,625933.869999999995343,648131.900000000023283,707071.919999999925494,646743.750000000000000,616094.319999999948777,663613.599999999976717,598836.500000000000000,562055.289999999920838,668550.890000000013970,694830.640000000013970,670777.509999999892898,10160460.150000000372529
20181031,585613.000000000000000,602482.719999999972060,590720.800000000046566,655241.799999999930151,635574.459999999962747,622554.150000000023283,651533.650000000023283,700773.929999999934807,653311.250000000000000,618536.200000000069849,659819.200000000069849,595316.320000000065193,583601.259999999892898,656025.700000000069849,703383.130000000004657,656762.649999999906868,10171250.220000000670552
20181101,593080.000000000000000,601165.919999999925494,588181.600000000093132,662488.419999999925494,653740.839999999967404,626245.159999999916181,649628.670000000041910,692772.709999999846332,648962.500000000000000,627298.239999999990687,666589.599999999976717,595649.310000000055879,596215.599999999976717,644075.059999999939464,704529.340000000083819,658727.349999999976717,10209350.319999998435378
20181102,591199.000000000000000,598927.359999999986030,607014.000000000116415,657238.900000000023283,638692.569999999948777,625622.580000000074506,653166.489999999990687,700179.779999999911524,641418.750000000000000,616668.880000000004657,668226.400000000023283,594222.210000000079162,591770.949999999953434,650739.840000000083819,699239.140000000013970,663704.589999999967404,10198031.440000001341105
20181105,599749.000000000000000,607618.239999999990687,629284.900000000023283,658779.520000000018626,650351.589999999967404,632382.019999999902211,662555.319999999948777,714597.819999999832362,648962.500000000000000,625143.640000000013970,678568.000000000000000,601976.119999999995343,591855.609999999986030,657404.619999999995343,705146.530000000027940,673986.519999999902211,10338361.949999999254942
20181106,598438.000000000000000,612358.719999999972060,629073.300000000046566,665969.079999999958090,640590.549999999930151,634027.409999999916181,668270.260000000009313,723787.339999999967404,650648.750000000000000,617818.000000000000000,680874.400000000023283,611823.109999999986030,596046.279999999911524,657404.619999999995343,710701.239999999990687,676737.099999999976717,10374568.160000000149012
20181107,611719.000000000000000,630793.919999999925494,639494.600000000093132,667909.119999999878928,660519.339999999967404,643721.869999999995343,671808.079999999958090,729887.279999999911524,666357.500000000000000,637783.959999999962747,679237.600000000093132,619814.869999999995343,612935.949999999953434,662460.660000000032596,722251.510000000009313,683220.609999999869615,10539915.869999999180436
20181108,618502.000000000000000,637904.639999999897555,631506.700000000069849,661917.819999999948777,664179.729999999981374,646167.720000000088476,671263.799999999930151,734759.309999999823049,669907.500000000000000,629883.760000000009313,679758.400000000023283,623192.340000000083819,614840.799999999930151,669585.080000000074506,726924.520000000018626,686888.049999999930151,10567182.169999999925494
20181109,617248.000000000000000,620391.199999999953434,632300.200000000069849,673329.819999999948777,652249.569999999948777,646345.599999999976717,676026.250000000000000,736581.369999999878928,664405.000000000000000,636060.280000000027940,687570.400000000023283,623382.619999999995343,609337.900000000023283,671768.369999999995343,726483.670000000041910,691341.369999999995343,10564821.619999999180436
20181112,607045.000000000000000,600770.879999999888241,621085.400000000023283,665912.020000000018626,632456.349999999860302,647590.760000000009313,678611.579999999958090,730362.599999999976717,662896.250000000000000,633618.400000000023283,689728.000000000000000,604402.190000000060536,591516.969999999972060,674756.030000000027940,721369.810000000055879,680273.559999999939464,10442395.800000000745058
20181113,614854.000000000000000,594186.879999999888241,610293.800000000046566,666767.919999999925494,642488.529999999911524,643410.580000000074506,678475.510000000009313,728936.639999999897555,662186.250000000000000,625143.640000000013970,695456.800000000046566,603308.080000000074506,591516.969999999972060,674066.569999999948777,722339.680000000051223,674182.989999999874271,10427614.839999997988343
20181114,614341.000000000000000,583784.159999999916181,612251.100000000093132,668308.539999999920838,638421.429999999934807,641498.369999999995343,677114.809999999939464,728302.879999999888241,657571.250000000000000,616381.599999999976717,695605.599999999976717,585374.190000000060536,590543.380000000004657,677284.049999999930151,718812.880000000004657,664948.899999999906868,10370544.140000000596046
20181115,624772.000000000000000,615914.079999999958090,618757.800000000046566,668251.479999999981374,652249.569999999948777,642610.119999999995343,676842.670000000041910,727154.189999999944121,664227.500000000000000,620690.800000000046566,698135.199999999953434,597504.540000000037253,600490.929999999934807,678892.790000000037253,725601.970000000088476,651916.390000000013970,10464012.030000003054738
20181116,623974.000000000000000,610383.520000000018626,629919.700000000069849,663001.959999999962747,662010.609999999869615,649236.150000000023283,682693.680000000051223,743117.019999999902211,675055.000000000000000,625000.000000000000000,698060.799999999930151,612631.800000000046566,593464.150000000023283,691877.619999999995343,727629.880000000004657,639800.739999999874271,10527856.629999998956919
20181119,617077.000000000000000,602482.719999999972060,631824.100000000093132,658608.339999999967404,650758.299999999930151,656973.929999999934807,687320.059999999939464,739670.949999999953434,677628.750000000000000,634623.880000000004657,694117.600000000093132,620956.550000000046566,570521.289999999920838,696588.929999999934807,722339.680000000051223,633841.149999999906868,10495333.229999998584390
20181120,604765.000000000000000,585891.040000000037253,614261.300000000046566,638352.039999999920838,642488.529999999911524,651281.769999999902211,671944.150000000023283,727748.339999999967404,663695.000000000000000,625287.280000000027940,685264.000000000000000,610729.000000000000000,564637.419999999925494,683259.369999999995343,703559.470000000088476,616682.769999999902211,10289846.480000000447035
20181121,607102.000000000000000,591158.239999999990687,622037.599999999976717,644971.000000000000000,637608.009999999892898,631448.150000000023283,663099.599999999976717,723826.949999999953434,663783.750000000000000,619110.760000000009313,680130.400000000023283,607827.230000000097789,569082.069999999948777,679812.069999999948777,703294.960000000079162,616748.259999999892898,10261041.050000000745058
20181123,602770.000000000000000,586549.439999999944121,601036.300000000046566,639550.299999999930151,630965.079999999958090,632515.429999999934807,667045.630000000004657,720697.759999999892898,662718.750000000000000,619685.319999999948777,681097.600000000093132,602309.109999999986030,562520.919999999925494,673836.750000000000000,712552.810000000055879,622838.829999999841675,10218690.030000001192093
20181126,625228.000000000000000,600112.479999999981374,608336.500000000116415,642232.119999999878928,643301.949999999953434,628691.010000000009313,665004.579999999958090,728461.319999999832362,669552.500000000000000,622558.119999999995343,684073.599999999976717,620100.290000000037253,575516.229999999981374,679926.979999999981374,720399.940000000060536,623166.280000000027940,10336661.899999998509884
20181127,627679.000000000000000,607354.879999999888241,609553.200000000069849,649935.219999999972060,651707.289999999920838,636917.959999999962747,671808.079999999958090,731392.459999999846332,677540.000000000000000,633043.839999999967404,689876.800000000046566,616627.680000000051223,575389.239999999990687,696933.660000000032596,736446.880000000004657,622445.890000000013970,10434652.080000000074506
20181128,643525.000000000000000,622761.439999999944121,625052.900000000023283,662488.419999999925494,662417.319999999948777,651237.299999999930151,676434.459999999962747,744146.879999999888241,685438.750000000000000,644965.959999999962747,692034.400000000023283,621812.809999999939464,598543.750000000000000,690153.970000000088476,746321.920000000041910,638294.469999999855645,10605629.750000001862645
20181129,634519.000000000000000,623419.839999999967404,628808.800000000046566,665398.479999999981374,646691.199999999953434,648613.569999999948777,666501.349999999976717,749731.889999999897555,691473.750000000000000,653728.000000000000000,690620.799999999930151,621479.820000000065193,588892.509999999892898,683144.460000000079162,748173.489999999990687,637181.140000000013970,10578378.100000001490116
20181130,639991.000000000000000,630398.879999999888241,629284.900000000023283,659007.759999999892898,668517.969999999972060,653282.920000000041910,685823.289999999920838,746761.139999999897555,704165.000000000000000,664070.079999999958090,703194.400000000023283,620243.000000000000000,599940.640000000013970,692911.809999999939464,746586.430000000051223,639538.780000000027940,10683718.000000000000000
20181203,640504.000000000000000,641855.040000000037253,638436.600000000093132,660434.259999999892898,679634.709999999962747,650214.489999999990687,676162.319999999948777,734323.599999999976717,703100.000000000000000,660622.719999999972060,694340.799999999930151,619006.180000000051223,613867.209999999962747,668321.069999999948777,755579.770000000018626,646742.679999999934807,10683145.449999999254942
20181204,613600.000000000000000,623551.520000000018626,620291.900000000023283,644058.039999999920838,647369.049999999930151,649414.030000000027940,674665.549999999930151,733016.469999999855645,694136.250000000000000,648413.319999999948777,694266.400000000023283,602737.239999999990687,586945.329999999958090,667516.700000000069849,730274.979999999981374,627488.619999999995343,10457745.399999998509884
20181206,617077.000000000000000,637246.239999999990687,613256.200000000069849,652388.799999999930151,655774.389999999897555,648880.390000000013970,671944.150000000023283,734640.479999999864958,695556.250000000000000,646115.079999999958090,696052.000000000000000,596648.280000000027940,597146.859999999986030,667401.790000000037253,731333.020000000018626,620677.659999999916181,10482138.589999999850988
20181207,608128.000000000000000,611568.639999999897555,611034.400000000023283,638979.699999999953434,626897.979999999981374,646745.830000000074506,667998.119999999995343,724777.589999999967404,680912.500000000000000,630889.239999999990687,687868.000000000000000,587847.830000000074506,580468.839999999967404,662805.390000000013970,715903.270000000018626,610330.239999999874271,10293155.570000000298023
20181210,603055.000000000000000,617099.199999999953434,608124.900000000023283,638294.979999999981374,640048.269999999902211,645989.839999999967404,670039.170000000041910,731471.679999999934807,687125.000000000000000,637783.959999999962747,692183.199999999953434,585183.910000000032596,583728.250000000000000,669585.080000000074506,715638.760000000009313,615241.989999999874271,10340593.190000001341105
20181211,600832.000000000000000,620127.839999999967404,610928.600000000093132,638922.639999999897555,642352.959999999962747,651504.119999999995343,674121.270000000018626,727273.019999999902211,684373.750000000000000,632182.000000000000000,698730.400000000023283,575527.200000000069849,579198.939999999944121,676249.859999999986030,721369.810000000055879,614652.579999999841675,10348346.990000000223517
20181212,612688.000000000000000,624473.280000000027940,611722.100000000093132,640292.079999999958090,648453.609999999869615,654172.319999999948777,669767.030000000027940,726837.309999999823049,692361.250000000000000,634336.599999999976717,699623.199999999953434,580474.480000000097789,583389.609999999986030,657864.260000000009313,726924.520000000018626,609806.319999999948777,10373185.970000000670552
20181213,608242.000000000000000,625131.679999999934807,613414.900000000023283,647025.159999999916181,654689.829999999958090,657463.099999999976717,673168.780000000027940,738522.259999999892898,701236.250000000000000,640225.839999999967404,717925.599999999976717,578048.410000000032596,582289.029999999911524,656025.700000000069849,725866.479999999981374,608823.969999999855645,10428098.990000000223517
20181214,602542.000000000000000,603404.479999999981374,602253.000000000000000,640235.020000000018626,648860.319999999948777,591469.619999999995343,671399.869999999995343,726084.719999999855645,678782.500000000000000,629165.559999999939464,719041.599999999976717,573529.260000000009313,571918.179999999934807,655910.790000000037253,694301.619999999995343,601554.579999999841675,10210453.119999997317791
20181217,576778.000000000000000,582072.320000000065193,594952.800000000046566,631219.539999999920838,638285.859999999869615,574304.199999999953434,657656.799999999930151,716182.219999999855645,667688.750000000000000,619254.400000000023283,690248.799999999930151,570579.920000000041910,556298.410000000032596,642925.960000000079162,672082.780000000027940,594481.659999999916181,9985012.419999999925494
20181218,575866.000000000000000,580228.800000000046566,580616.900000000023283,624543.520000000018626,647233.479999999981374,579996.359999999986030,657520.729999999981374,711904.339999999967404,659701.250000000000000,609055.959999999962747,688165.599999999976717,567583.010000000009313,561631.989999999990687,639478.660000000032596,665558.200000000069849,596511.849999999976717,9945596.649999998509884
20181219,563041.000000000000000,568114.239999999990687,570513.000000000000000,623231.139999999897555,617814.789999999920838,567500.290000000037253,651805.789999999920838,709725.789999999920838,654731.250000000000000,602879.439999999944121,682734.400000000023283,566917.030000000027940,555705.789999999920838,641891.770000000018626,646248.970000000088476,593040.879999999888241,9815895.570000000298023
20181220,545941.000000000000000,559555.040000000037253,555436.500000000116415,610563.819999999948777,617408.079999999958090,570435.310000000055879,646907.270000000018626,688019.509999999892898,652246.250000000000000,602592.160000000032596,676931.200000000069849,558164.150000000023283,545123.289999999920838,632813.880000000004657,613802.410000000032596,571625.649999999906868,9647565.520000001415610
