訓練日期,20150921 - 20151221
訓練天數,65
代數,100
粒子數,10
旋轉角度,0.0004
實驗次數,1

初始資金,10000000.000000000000000
最後資金,11083043.809999998658895
真實報酬,1083043.809999998658895

夏普值報酬,0.099604381000000
夏普值風險,0.039763901703791
夏普值,2.504894558435737

預期報酬,23779.772336838737829
風險,239979.989007735712221
趨勢值,0.099090646829191
找到最佳解世代,96
找到最佳解實驗#,1
找到最佳解次數,1

stock[index](rank)
投資組合檔數,14
AXP[1](26),BA[2](16),CVX[5](14),HD[9](2),INTC[11](7),JNJ[12](4),JPM[13](11),KO[14](9),MCD[15](1),MSFT[18](3),PG[21](5),TRV[22](10),V[25](8),VZ[26](20),
20151005,726980.399999999906868,703421.640000000013970,772077.520000000018626,739597.320000000065193,768187.469999999972060,724762.760000000009313,726943.680000000051223,751482.720000000088476,744604.080000000074506,766030.050000000046566,747780.359999999986030,730052.400000000023283,739255.959999999962747,705150.180000000051223,10346336.539999999105930
20151006,723312.839999999967404,706622.919999999925494,799274.000000000000000,736371.240000000107102,781232.359999999986030,714514.440000000060536,727295.309999999939464,750566.520000000135042,749976.150000000139698,768001.290000000037253,749618.520000000018626,724390.469999999972060,737720.859999999869615,706111.740000000107102,10375018.660000000149012
20151007,725851.920000000041910,719165.640000000013970,809656.440000000060536,742389.120000000111759,795507.900000000023283,726445.320000000065193,728232.989999999990687,760827.960000000195578,749019.479999999981374,768822.640000000013970,752886.359999999986030,732274.170000000041910,749387.619999999878928,702746.280000000027940,10463223.839999997988343
20151008,725851.920000000041910,729766.599999999860302,826102.959999999962747,751136.760000000009313,800430.500000000116415,727210.119999999995343,728232.989999999990687,769257.000000000000000,757703.100000000093132,779500.190000000060536,759830.520000000018626,738867.810000000055879,756346.739999999990687,708836.160000000032596,10559083.370000002905726
20151009,727262.519999999902211,733230.279999999911524,822979.039999999920838,752811.839999999967404,791077.560000000055879,729428.040000000037253,725888.790000000037253,769989.960000000195578,756304.890000000130385,773915.010000000009313,760647.479999999981374,737792.760000000009313,757165.459999999962747,707714.339999999967404,10546217.969999998807907
20151012,727074.439999999944121,738373.319999999948777,815353.000000000000000,756348.120000000111759,792800.469999999972060,734169.800000000046566,723427.380000000004657,769623.480000000097789,759837.209999999962747,772108.040000000037253,759115.679999999934807,743383.020000000018626,767501.799999999813735,709957.979999999981374,10569083.739999998360872
20151013,720397.599999999860302,736326.599999999860302,812045.319999999948777,754548.959999999962747,788616.260000000009313,730039.880000000004657,721434.809999999939464,763210.080000000074506,760867.469999999972060,770301.070000000065193,756869.039999999920838,740444.550000000046566,767604.139999999897555,710919.540000000037253,10533635.320000000298023
20151014,716353.880000000004657,704471.239999999874271,824724.760000000009313,746235.599999999976717,807322.139999999897555,723003.720000000088476,703150.050000000046566,763759.800000000046566,756746.430000000051223,766851.400000000023283,757890.239999999874271,736574.369999999995343,759416.939999999944121,704989.920000000041910,10471500.489999998360872
20151015,721714.159999999916181,721107.399999999906868,833545.239999999990687,755789.760000000009313,806091.489999999990687,743041.480000000097789,725419.950000000069849,768157.560000000172295,762927.989999999990687,772272.310000000055879,758502.959999999962747,752270.099999999976717,771083.699999999953434,715887.600000000093132,10607821.700000001117587
20151016,726134.039999999920838,722209.479999999864958,838782.400000000023283,761559.479999999981374,813229.260000000009313,751377.800000000046566,731749.290000000037253,769989.960000000195578,771464.430000000051223,780485.810000000055879,764936.520000000018626,759007.080000000074506,777838.139999999897555,716368.380000000121072,10685142.070000000298023
20151019,724159.199999999953434,726512.839999999850988,827205.520000000018626,763792.919999999925494,826766.410000000032596,749083.400000000023283,729287.880000000004657,769440.240000000107102,769035.959999999962747,782292.780000000027940,767591.639999999897555,762017.219999999972060,787969.799999999813735,716368.380000000121072,10701534.190000003203750
20151020,723689.000000000000000,728926.919999999925494,826838.000000000000000,762241.919999999925494,823074.459999999962747,746406.600000000093132,732804.180000000051223,774937.440000000060536,764252.610000000102445,784756.830000000074506,760136.880000000004657,780866.430000000051223,780703.659999999916181,725022.420000000041910,10714667.350000001490116
20151021,719551.239999999990687,741049.799999999930151,820773.920000000041910,765033.719999999972060,821351.549999999930151,746712.520000000018626,727412.520000000018626,773105.040000000037253,754685.910000000149012,775393.440000000060536,751558.800000000046566,793408.680000000051223,772311.779999999795109,718932.540000000037253,10681291.460000000894070
20151022,681841.199999999953434,767919.559999999939464,841814.440000000060536,771609.959999999962747,846702.939999999944121,761243.720000000088476,740657.250000000000000,792345.240000000107102,815986.380000000121072,789027.850000000093132,764425.919999999925494,805019.219999999972060,782136.419999999925494,735439.320000000065193,10896179.419999999925494
20151023,701495.559999999939464,769966.279999999911524,838323.000000000000000,773160.959999999962747,859009.439999999944121,767209.160000000032596,748627.530000000027940,784099.440000000060536,828643.860000000102445,868534.530000000027940,786688.079999999958090,804732.540000000037253,788788.519999999785796,739766.339999999967404,11059055.239999998360872
20151026,697733.959999999962747,769966.279999999911524,815628.640000000013970,775642.560000000055879,851379.410000000032596,764379.400000000023283,748979.160000000032596,780434.640000000130385,825626.670000000041910,891203.790000000037253,791385.599999999976717,808244.369999999995343,800148.260000000009313,742971.540000000037253,11063734.280000001192093
20151027,696041.239999999990687,779202.760000000009313,805797.479999999981374,772292.400000000023283,848425.849999999976717,766291.400000000023283,745931.700000000069849,780801.120000000111759,821652.810000000055879,882004.670000000041910,789343.200000000069849,812831.250000000000000,793393.819999999832362,739926.600000000093132,11033946.299999998882413
20151028,700179.000000000000000,776158.919999999925494,825000.400000000023283,768259.799999999930151,854332.969999999972060,768509.320000000065193,767732.760000000009313,783000.000000000000000,831219.510000000009313,886768.500000000000000,781377.839999999967404,818923.200000000069849,807209.719999999972060,744894.660000000032596,11113576.599999999627471
20151029,698016.079999999958090,772485.319999999948777,825919.199999999953434,767081.040000000037253,837596.130000000004657,775316.040000000037253,764333.669999999925494,784099.440000000060536,828864.630000000121072,876583.760000000009313,786585.959999999962747,819138.210000000079162,803525.479999999981374,743612.580000000074506,11083167.540000000968575
20151030,688988.239999999990687,777156.039999999920838,835015.319999999948777,767143.080000000074506,833411.919999999925494,772715.720000000088476,753081.510000000009313,776036.880000000121072,826141.800000000046566,864756.320000000065193,780050.279999999911524,809104.410000000032596,794007.859999999869615,751305.060000000055879,11028924.439999999478459
20151102,695382.959999999962747,778887.880000000004657,872502.359999999986030,771920.160000000032596,839565.169999999925494,781434.440000000060536,768201.600000000093132,774021.240000000107102,825111.540000000037253,874612.520000000018626,782296.919999999925494,816128.070000000065193,769855.619999999878928,749702.460000000079162,11099632.940000001341105
20151103,696229.319999999948777,777261.000000000000000,901720.199999999953434,779675.160000000032596,844487.770000000018626,779828.359999999986030,771014.640000000013970,772555.320000000065193,824890.770000000018626,889561.089999999967404,786892.319999999948777,814838.010000000009313,797282.739999999990687,744413.880000000121072,11180660.580000000074506
20151104,696605.479999999864958,777785.799999999930151,889132.640000000013970,777938.040000000037253,840549.689999999944121,779675.400000000023283,771835.109999999986030,769073.760000000125729,827245.650000000139698,893667.839999999967404,786994.439999999944121,817633.140000000013970,801888.039999999804422,739445.820000000065193,11169480.849999999627471
20151105,695288.920000000041910,776631.239999999874271,868735.280000000027940,780047.400000000023283,836857.739999999990687,782658.119999999995343,778750.500000000000000,775670.400000000023283,830557.199999999953434,893339.300000000046566,780152.400000000023283,816844.770000000018626,811200.979999999981374,740407.380000000121072,11167151.630000000819564
20151106,698768.399999999906868,776473.799999999930151,863957.520000000018626,781660.440000000060536,832919.660000000032596,779522.440000000060536,802426.919999999925494,768890.520000000135042,833942.340000000083819,902209.880000000121072,771778.559999999939464,810609.479999999981374,805981.639999999897555,733676.460000000079162,11162828.060000002384186
20151109,690492.880000000004657,766187.719999999855645,848246.039999999920838,772478.520000000018626,820859.290000000037253,771262.600000000093132,789885.450000000069849,761194.440000000060536,831145.920000000041910,889725.359999999986030,770042.520000000018626,808674.390000000013970,798715.500000000000000,725983.979999999981374,11044904.610000001266599
20151110,690022.680000000051223,761831.880000000004657,856607.119999999995343,777193.560000000055879,817413.469999999972060,775927.880000000004657,793284.540000000037253,765408.960000000195578,833280.030000000027940,879047.810000000055879,773820.959999999962747,817418.130000000004657,813452.459999999962747,722778.780000000027940,11077498.259999999776483
20151111,685696.839999999967404,760992.199999999953434,847051.599999999976717,773781.359999999986030,808798.919999999925494,779063.560000000055879,789416.609999999986030,770356.440000000060536,837916.199999999953434,881347.589999999967404,775761.239999999874271,819783.239999999990687,810382.260000000009313,726304.500000000000000,11066662.560000000521541
20151112,676951.119999999995343,748134.599999999860302,825643.560000000055879,768197.760000000009313,797476.939999999944121,766903.239999999990687,773593.260000000009313,761927.400000000023283,825111.540000000037253,875926.680000000051223,762485.639999999897555,804947.550000000046566,801478.679999999934807,718451.760000000009313,10907239.730000000447035
20151113,669616.000000000000000,748397.000000000000000,814801.720000000088476,744560.520000000018626,790339.169999999925494,763920.520000000018626,768436.020000000018626,758262.600000000093132,809363.280000000027940,868041.720000000088476,755337.239999999874271,802725.780000000027940,799431.879999999888241,708836.160000000032596,10802079.609999999403954
20151116,673941.839999999967404,758000.839999999850988,840252.479999999981374,749771.880000000004657,790093.040000000037253,774168.839999999967404,779570.970000000088476,768890.520000000135042,817384.590000000083819,883318.830000000074506,769021.319999999948777,809104.410000000032596,807516.739999999990687,721817.220000000088476,10942863.520000001415610
20151117,668769.639999999897555,766712.520000000018626,836393.520000000018626,782901.240000000107102,803384.060000000055879,776310.280000000027940,775116.989999999990687,763576.560000000172295,816501.510000000009313,870177.229999999981374,766672.559999999939464,808029.359999999986030,806800.359999999869615,722458.260000000009313,10963814.089999999850988
20151118,678549.800000000046566,778258.119999999995343,847235.359999999986030,785134.680000000051223,816182.819999999948777,785258.440000000060536,790588.710000000079162,774754.200000000069849,828202.320000000065193,884632.990000000107102,775148.520000000018626,821933.340000000083819,823481.779999999795109,727266.060000000055879,11116637.140000000596046
20151119,684098.159999999916181,783296.199999999953434,834555.920000000041910,787119.959999999962747,844241.639999999897555,783881.800000000046566,793050.119999999995343,789963.120000000111759,833868.750000000000000,886111.420000000041910,778416.359999999986030,824370.119999999995343,820309.239999999990687,733355.940000000060536,11176648.749999998137355
20151120,681088.880000000004657,784135.880000000004657,817833.760000000009313,807903.360000000102445,853102.319999999948777,783805.320000000065193,791643.600000000093132,777502.800000000046566,838357.739999999990687,890218.170000000041910,774331.559999999939464,830175.390000000013970,820718.599999999860302,727426.320000000065193,11178253.699999999254942
20151123,679396.159999999916181,778573.000000000000000,827021.760000000009313,822110.520000000018626,848671.979999999864958,786023.239999999990687,783907.739999999990687,787214.520000000135042,842478.780000000027940,890218.170000000041910,775863.359999999986030,828741.989999999990687,819899.879999999888241,721015.920000000041910,11191147.020000001415610
20151124,673659.719999999855645,780199.880000000004657,839333.679999999934807,828934.919999999925494,845718.419999999925494,780440.200000000069849,782735.640000000013970,794544.120000000111759,841080.570000000065193,891203.790000000037253,780765.119999999995343,827380.260000000009313,816625.000000000000000,724221.119999999995343,11206852.439999997615814
20151125,674223.959999999962747,773797.319999999948777,834923.440000000060536,835449.120000000111759,847933.590000000083819,779828.359999999986030,783673.319999999948777,794544.120000000111759,841963.650000000139698,882004.670000000041910,775148.520000000018626,822793.380000000004657,814271.179999999934807,719894.100000000093132,11180458.730000000447035
20151127,675728.599999999860302,771278.279999999911524,830329.440000000060536,836007.480000000097789,848179.719999999972060,782964.040000000037253,787306.830000000074506,790696.080000000074506,840712.620000000111759,885947.150000000023283,773106.119999999995343,823151.729999999981374,817136.699999999953434,724862.160000000032596,11187416.949999999254942
20151130,673753.760000000009313,763406.279999999911524,839058.039999999920838,830672.040000000037253,855809.750000000116415,774321.800000000046566,781563.540000000037253,780984.360000000102445,840197.489999999990687,892846.490000000107102,764323.800000000046566,821144.969999999972060,808642.479999999981374,728387.880000000121072,11155122.680000003427267
20151201,679020.000000000000000,775424.199999999953434,849716.119999999995343,834084.240000000107102,863685.910000000032596,782887.560000000055879,792464.069999999948777,785931.840000000083819,842331.600000000093132,907137.979999999981374,775557.000000000000000,829100.340000000083819,817853.079999999841675,730471.260000000009313,11265675.200000001117587
20151202,669616.000000000000000,771330.760000000009313,829226.880000000004657,830237.760000000009313,857286.529999999911524,780516.680000000051223,781329.119999999995343,783732.960000000195578,836959.530000000027940,906973.710000000079162,774025.200000000069849,822148.349999999976717,808949.500000000000000,719894.100000000093132,11172237.080000000074506
20151203,662280.880000000004657,763983.559999999939464,816363.679999999934807,812370.240000000107102,837842.260000000009313,770880.200000000069849,771249.059999999939464,778052.520000000135042,834531.060000000055879,890382.440000000060536,773514.599999999976717,797637.210000000079162,801274.000000000000000,714124.740000000107102,11024496.450000002980232
20151204,668675.599999999860302,779412.679999999934807,824265.359999999986030,834704.640000000013970,859993.959999999962747,787399.880000000004657,795745.950000000069849,793261.440000000060536,855209.850000000093132,918472.609999999986030,794857.679999999934807,817489.800000000046566,822867.739999999990687,732554.640000000013970,11284921.830000003799796
20151207,664067.639999999897555,779150.279999999911524,801938.520000000018626,830982.240000000107102,861224.609999999986030,790229.640000000013970,785314.260000000009313,791612.280000000144355,856828.830000000074506,916829.910000000032596,800372.160000000032596,814121.310000000055879,814168.839999999850988,738163.740000000107102,11245014.259999999776483
20151208,657484.839999999967404,760992.199999999953434,794220.599999999976717,830423.880000000004657,855317.489999999990687,783346.440000000060536,773124.419999999925494,788130.720000000088476,857638.320000000065193,916501.369999999995343,794040.719999999972060,805377.570000000065193,809256.519999999785796,732394.380000000121072,11158259.470000000670552
20151209,657014.639999999897555,757056.199999999953434,804878.679999999934807,818388.120000000111759,856794.270000000018626,781281.480000000097789,767263.919999999925494,781717.320000000065193,858006.270000000018626,903195.500000000000000,793530.119999999995343,795845.460000000079162,797078.059999999823049,726945.540000000037253,11099005.580000001937151
20151210,659365.639999999897555,768444.359999999869615,820498.280000000027940,822358.679999999934807,855809.750000000116415,785029.000000000000000,769022.069999999948777,783549.720000000088476,862568.850000000093132,907959.330000000074506,794449.200000000069849,795487.109999999986030,799534.219999999972060,726304.500000000000000,11150390.709999999031425
20151211,647610.639999999897555,759050.439999999944121,794220.599999999976717,809330.280000000027940,843503.250000000116415,777686.920000000041910,750971.729999999981374,774570.960000000195578,854326.770000000018626,888082.660000000032596,794347.079999999958090,786671.700000000069849,778963.879999999888241,718291.500000000000000,10977638.410000000149012
20151214,647328.519999999902211,750548.679999999934807,820773.920000000041910,819070.559999999939464,848425.849999999976717,781281.480000000097789,753315.929999999934807,777869.280000000144355,855651.390000000130385,905823.820000000065193,799555.200000000069849,795773.790000000037253,786741.719999999972060,728387.880000000121072,11070558.019999999552965
20151215,659741.800000000046566,769074.119999999995343,852288.760000000009313,814603.679999999934807,865901.079999999958090,796424.520000000018626,774765.359999999986030,789230.160000000149012,860581.920000000041910,906809.440000000060536,813749.880000000004657,811182.840000000083819,804651.219999999972060,729990.479999999981374,11249005.260000001639128
20151216,665008.039999999920838,777365.959999999962747,858536.599999999976717,824592.120000000111759,868854.639999999897555,804990.280000000027940,791526.390000000013970,803339.640000000130385,867278.610000000102445,922086.550000000046566,827127.599999999976717,820929.960000000079162,817341.379999999888241,745375.440000000060536,11394363.209999999031425
20151217,654287.479999999864958,763983.559999999939464,831891.400000000023283,814975.919999999925494,859255.569999999948777,792677.000000000000000,776875.140000000013970,796926.240000000107102,864776.550000000046566,915022.940000000060536,819979.200000000069849,811827.869999999995343,805367.599999999860302,738804.780000000027940,11246661.249999998137355
20151218,638300.680000000051223,732600.520000000018626,825184.160000000032596,808399.679999999934807,833658.049999999930151,779751.880000000004657,754839.660000000032596,778785.480000000097789,858594.989999999990687,889232.550000000046566,797921.279999999911524,789323.489999999990687,781113.019999999785796,730150.740000000107102,10997866.179999999701977
20151221,643284.800000000046566,739527.880000000004657,819947.000000000000000,814727.760000000009313,842764.859999999986030,776922.119999999995343,768201.600000000093132,783916.200000000069849,866174.760000000009313,900731.449999999953434,806295.119999999995343,795128.760000000009313,789811.919999999925494,735599.580000000074506,11083043.809999998658895
