訓練日期,20150605 - 20150904
訓練天數,65
代數,100
粒子數,10
旋轉角度,0.0004
實驗次數,1

初始資金,10000000.000000000000000
最後資金,9438727.959999999031425
真實報酬,-561272.040000000968575

夏普值報酬,-0.064827204000000
夏普值風險,0.028831059032468
夏普值,-2.248519692842161

預期報酬,97.145003042757907
風險,297399.764054857078008
趨勢值,0.000326647882023
找到最佳解世代,90
找到最佳解實驗#,1
找到最佳解次數,1

stock[index](rank)
投資組合檔數,15
BA[2](12),CSCO[4](19),DIS[6](13),HD[9](2),IBM[10](23),JNJ[12](11),JPM[13](8),MCD[15](7),MMM[16](17),NKE[19](1),PFE[20](9),PG[21](20),TRV[22](5),UNH[23](6),WBA[27](4),
20150619,685266.739999999990687,676452.420000000041910,680688.080000000074506,672467.570000000065193,661162.990000000107102,670898.339999999967404,684253.500000000000000,665073.939999999944121,669192.000000000000000,696612.330000000074506,665497.799999999930151,687052.700000000069849,661610.480000000097789,687697.199999999953434,692237.400000000023283,10156173.490000000223517
20150622,687957.709999999962747,674355.330000000074506,686188.119999999995343,676295.409999999916181,664092.650000000023283,672443.479999999981374,693097.499999999883585,670542.319999999948777,672265.300000000046566,698312.339999999967404,668028.900000000023283,686285.000000000000000,665535.160000000149012,687240.000000000000000,686216.000000000000000,10188865.220000000670552
20150623,681962.040000000037253,670860.180000000051223,691506.840000000083819,676953.320000000065193,667616.160000000149012,670360.900000000023283,701037.000000000000000,672688.140000000013970,672938.900000000023283,700927.740000000107102,671728.199999999953434,680655.200000000069849,665269.080000000074506,701470.349999999976717,681054.800000000046566,10207038.850000001490116
20150624,675211.010000000009313,664335.900000000023283,687638.680000000051223,671989.089999999967404,661083.810000000055879,667337.799999999930151,693700.500000000000000,668950.259999999892898,663255.900000000023283,694520.010000000009313,666471.299999999930151,678266.800000000046566,657153.640000000130385,681067.800000000046566,673704.000000000000000,10104696.500000000000000
20150625,672614.459999999962747,661772.790000000037253,691748.600000000093132,671331.179999999934807,657560.300000000162981,665927.020000000018626,689982.000000000000000,663066.559999999939464,656435.699999999953434,687981.510000000009313,662382.599999999976717,677243.199999999953434,650701.200000000069849,699127.199999999953434,675346.199999999953434,10083230.519999997690320
20150626,672756.089999999967404,658976.670000000041910,695012.359999999986030,673484.339999999967404,655105.720000000088476,669420.380000000004657,692997.000000000000000,673449.559999999939464,661361.400000000023283,717404.760000000009313,660435.599999999976717,676816.700000000069849,651432.920000000041910,704385.000000000000000,678552.400000000023283,10141600.900000000372529
20150629,655052.339999999967404,641733.930000000051223,683287.000000000000000,661163.479999999981374,645247.810000000055879,656253.099999999976717,675409.500000000000000,660643.859999999869615,648142.000000000000000,704066.220000000088476,654010.500000000000000,668116.099999999976717,639592.360000000102445,692612.099999999976717,659080.599999999976717,9944420.899999998509884
20150630,655005.130000000004657,639869.849999999976717,689874.960000000079162,664692.270000000018626,644020.520000000018626,654775.139999999897555,681037.500000000000000,658082.719999999855645,649615.500000000000000,706289.310000000055879,652842.299999999930151,667433.699999999953434,643051.400000000023283,697241.250000000000000,660331.799999999930151,9964173.350000001490116
20150701,664494.339999999967404,637306.739999999990687,695858.520000000018626,670314.409999999916181,651265.490000000107102,661560.319999999948777,684152.999999999883585,662858.900000000023283,655299.000000000000000,715573.979999999981374,655957.499999999883585,680058.099999999976717,660612.680000000051223,705127.949999999953434,670732.400000000023283,10071183.329999998211861
20150702,662039.420000000041910,636840.719999999972060,694891.480000000097789,666845.429999999934807,653640.890000000130385,661358.780000000027940,678625.500000000000000,665696.919999999925494,654162.299999999930151,718450.920000000041910,649727.099999999860302,681849.400000000023283,660147.040000000153668,696155.400000000023283,671045.200000000069849,10051486.500000000000000
20150706,663502.930000000051223,634277.609999999986030,699303.600000000093132,665828.659999999916181,652215.650000000023283,659746.459999999962747,676716.000000000000000,662097.479999999981374,652899.300000000046566,718189.380000000004657,647390.699999999953434,682873.000000000000000,658217.960000000079162,698155.650000000023283,667760.800000000046566,10039185.180000001564622
20150707,675919.160000000032596,637539.750000000000000,707765.200000000069849,672288.140000000013970,653284.580000000074506,664583.420000000041910,671389.500000000000000,669227.140000000013970,654372.800000000046566,727735.589999999967404,656736.299999999930151,697118.099999999976717,665468.640000000130385,689811.750000000000000,682306.000000000000000,10125556.069999998435378
20150708,670112.329999999958090,628918.380000000004657,696221.160000000032596,663914.739999999990687,646000.020000000018626,656857.719999999972060,657621.000000000116415,663412.659999999916181,642921.599999999976717,714527.820000000065193,651284.699999999953434,690891.199999999953434,657020.600000000093132,678838.949999999953434,671827.199999999953434,9990380.080000000074506
20150709,674266.810000000055879,627054.300000000046566,698699.200000000069849,666187.520000000018626,648731.730000000097789,661090.060000000055879,664455.000000000000000,667911.959999999846332,647300.000000000000000,715573.979999999981374,659267.399999999906868,688076.299999999930151,665734.719999999972060,682039.349999999976717,700292.000000000000000,10066690.330000000074506
20150710,682198.089999999967404,635675.670000000041910,703776.160000000032596,676474.839999999967404,661004.630000000004657,668681.400000000023283,673902.000000000000000,675941.479999999981374,652352.000000000000000,722635.560000000055879,669002.399999999906868,690550.000000000000000,671921.080000000074506,698098.500000000000000,728131.199999999953434,10210355.009999999776483
20150713,692301.030000000027940,647559.180000000051223,713507.000000000000000,687240.640000000013970,670625.000000000000000,673652.719999999972060,684354.000000000000000,681340.640000000013970,658751.199999999953434,735058.710000000079162,677958.599999999976717,698738.799999999930151,680768.240000000107102,699813.000000000000000,738844.599999999976717,10340523.359999999403954
20150714,697635.760000000009313,653151.420000000041910,712298.200000000069849,689991.900000000023283,667576.570000000181608,670360.900000000023283,693901.500000000116415,683763.339999999967404,660056.300000000046566,734535.630000000004657,683020.799999999930151,699847.700000000069849,681100.840000000083819,714386.250000000000000,737671.599999999976717,10379308.710000000894070
20150715,693575.699999999953434,655015.500000000000000,715018.000000000000000,691307.719999999972060,667259.850000000093132,674660.420000000041910,695409.000000000000000,685770.719999999855645,656772.500000000000000,731658.690000000060536,681073.799999999930151,700786.000000000000000,681366.920000000041910,719301.150000000023283,734700.000000000000000,10383685.970000000670552
20150716,701129.300000000046566,659908.709999999962747,719671.880000000004657,686223.869999999995343,677038.580000000074506,679295.839999999967404,699127.500000000000000,677395.099999999976717,661698.199999999953434,734535.630000000004657,683410.199999999953434,702065.500000000000000,687154.160000000149012,713986.200000000069849,751434.800000000046566,10434085.469999998807907
20150717,693339.650000000023283,656646.570000000065193,718402.640000000013970,684668.809999999939464,683016.670000000041910,672376.299999999930151,695609.999999999883585,674903.179999999934807,659677.400000000023283,737543.339999999967404,682826.099999999976717,701553.699999999953434,684825.960000000079162,707814.000000000000000,748776.000000000000000,10401990.320000000298023
20150720,692773.130000000004657,653151.420000000041910,722754.320000000065193,678328.949999999953434,685827.560000000055879,674324.520000000018626,696112.500000000000000,674833.959999999846332,661487.700000000069849,739766.430000000051223,686136.000000000000000,701127.199999999953434,682630.800000000046566,700956.000000000000000,747994.000000000000000,10398214.490000000223517
20150721,684653.010000000009313,648724.229999999981374,721122.440000000060536,681020.400000000023283,645643.710000000079162,674122.979999999981374,694504.500000000000000,673657.219999999855645,655762.099999999976717,738851.040000000037253,684189.000000000000000,696350.399999999906868,695070.040000000153668,690726.150000000023283,748072.199999999953434,10332479.419999999925494
20150722,691592.880000000004657,641500.920000000041910,721243.320000000065193,687240.640000000013970,634875.230000000097789,673048.099999999976717,704353.500000000000000,675456.939999999944121,654288.599999999976717,746043.390000000013970,679126.800000000046566,689526.400000000023283,700524.680000000051223,689297.400000000023283,755735.800000000046566,10343864.599999999627471
20150723,689893.320000000065193,652685.400000000023283,718040.000000000000000,685386.530000000027940,640338.650000000023283,673182.459999999962747,699931.500000000000000,672065.159999999916181,629407.500000000000000,745389.540000000037253,677179.799999999930151,688417.500000000000000,700524.680000000051223,681982.199999999953434,746664.599999999976717,10301098.839999997988343
20150724,680215.270000000018626,661772.790000000037253,718704.840000000083819,679405.530000000027940,632499.830000000074506,666128.560000000055879,692595.000000000000000,665212.379999999888241,628691.800000000046566,738851.040000000037253,667055.399999999906868,684920.200000000069849,700325.119999999995343,674038.349999999976717,743771.199999999953434,10234197.309999998658895
20150727,665910.640000000013970,657345.599999999976717,714715.800000000046566,676295.409999999916181,629807.710000000079162,660283.900000000023283,683550.000000000000000,664797.059999999939464,626081.599999999976717,730612.530000000027940,668613.000000000000000,682190.599999999976717,702453.760000000125729,673695.449999999953434,738062.599999999976717,10174425.659999998286366
20150728,669593.020000000018626,657345.599999999976717,715985.040000000037253,686881.780000000027940,633687.530000000144355,665255.219999999972060,683952.000000000000000,673726.439999999944121,636185.600000000093132,741989.520000000018626,688277.699999999953434,684408.400000000023283,704781.960000000079162,694498.049999999930151,752451.400000000023283,10289029.260000001639128
20150729,680592.949999999953434,661772.790000000037253,724325.760000000009313,696032.709999999962747,637804.890000000130385,670025.000000000000000,692896.500000000000000,679817.799999999930151,637617.000000000000000,751404.960000000079162,696260.399999999906868,687735.100000000093132,708041.440000000176951,694498.049999999930151,755266.599999999976717,10374101.949999999254942
20150730,675258.219999999972060,659442.690000000060536,725474.119999999995343,696571.000000000000000,637290.220000000088476,670763.979999999981374,693901.500000000116415,686462.919999999925494,638122.199999999953434,752058.810000000055879,695676.299999999930151,660183.199999999953434,708507.080000000074506,689011.650000000023283,754953.800000000046566,10343687.690000001341105
20150731,680734.579999999958090,662238.810000000055879,725292.800000000046566,699980.170000000041910,641367.990000000107102,673249.639999999897555,688776.000000000000000,691239.099999999976717,637153.900000000023283,753366.510000000009313,702101.400000000023283,654297.500000000000000,705979.320000000065193,693812.250000000000000,755657.599999999976717,10365257.570000000298023
20150803,678468.500000000000000,660840.750000000000000,732062.080000000074506,699142.829999999958090,628382.470000000088476,671973.219999999972060,688776.000000000000000,688193.419999999925494,632017.700000000069849,750881.880000000004657,703853.699999999953434,651738.500000000000000,711433.960000000079162,690897.599999999976717,750027.199999999953434,10338699.810000000521541
20150804,677760.349999999976717,653151.420000000041910,735507.160000000032596,702970.670000000041910,623987.980000000097789,670495.260000000009313,688072.499999999883585,686255.259999999892898,633196.500000000000000,757028.070000000065193,703074.899999999906868,647558.799999999930151,709371.840000000083819,690611.849999999976717,748150.400000000023283,10327202.960000000894070
20150805,684416.959999999962747,658743.660000000032596,668056.119999999995343,705781.739999999990687,625175.680000000051223,675332.219999999972060,690786.000000000000000,690823.779999999911524,635764.599999999976717,763435.800000000046566,697428.599999999976717,646364.599999999976717,705713.240000000107102,708214.050000000046566,756048.600000000093132,10312095.650000000372529
20150806,679082.229999999981374,657345.599999999976717,656089.000000000000000,697169.099999999976717,618920.460000000079162,665591.119999999995343,685962.000000000000000,687708.879999999888241,628397.099999999976717,752712.660000000032596,684773.099999999976717,646108.699999999953434,701589.000000000000000,697469.850000000093132,732979.599999999976717,10191908.399999998509884
20150807,672472.829999999958090,655947.540000000037253,660924.200000000069849,699382.070000000065193,614169.660000000149012,664113.159999999916181,683952.000000000000000,684732.419999999925494,626839.399999999906868,748789.560000000055879,685162.499999999883585,643890.900000000023283,701722.040000000153668,696212.549999999930151,729460.599999999976717,10167781.430000003427267
20150810,688713.070000000065193,666199.979999999981374,670896.800000000046566,703389.339999999967404,620622.830000000074506,670428.080000000074506,692394.000000000000000,687985.759999999892898,636732.900000000023283,754281.900000000023283,688472.399999999906868,651567.899999999906868,703983.719999999972060,699984.450000000069849,734700.000000000000000,10270363.130000000819564
20150811,680168.060000000055879,652918.410000000032596,652764.800000000046566,703927.630000000004657,615713.670000000041910,665188.040000000037253,685761.000000000000000,683971.000000000000000,625113.299999999930151,748397.250000000000000,683799.599999999860302,650203.099999999976717,704449.360000000102445,698727.150000000023283,726880.000000000000000,10177992.369999999180436
20150812,672520.040000000037253,650122.290000000037253,646660.359999999986030,703927.630000000004657,618287.020000000018626,663172.639999999897555,675811.500000000000000,680302.339999999967404,625281.700000000069849,739243.350000000093132,688667.099999999860302,651653.199999999953434,701389.440000000176951,692669.250000000000000,730086.199999999953434,10139804.059999998658895
20150813,683756.020000000018626,668763.089999999967404,649863.680000000051223,711882.359999999986030,613971.710000000079162,661627.500000000000000,678927.000000000000000,687847.319999999948777,620566.500000000000000,742774.140000000013970,688472.399999999906868,646449.900000000023283,711500.480000000097789,688783.049999999930151,723673.800000000046566,10178868.950000001117587
20150814,685077.900000000023283,676452.420000000041910,647687.840000000083819,716248.489999999990687,616663.830000000074506,663844.439999999944121,682344.000000000000000,687155.119999999878928,624271.300000000046566,747743.400000000023283,687693.599999999976717,645085.100000000093132,716556.000000000000000,691640.549999999930151,720233.000000000000000,10208706.990000000223517
20150817,682009.250000000000000,671792.219999999972060,659111.000000000000000,715949.440000000060536,618880.870000000111759,670965.520000000018626,684152.999999999883585,696776.699999999953434,628312.900000000023283,751797.270000000018626,691198.199999999953434,644317.400000000023283,716556.000000000000000,707642.549999999930151,724925.000000000000000,10264397.320000000298023
20150818,682764.609999999986030,658277.640000000013970,646358.160000000032596,734490.539999999920838,617693.170000000041910,667606.520000000018626,685559.999999999883585,697468.900000000023283,624397.599999999976717,750751.109999999986030,691587.599999999976717,640905.399999999906868,717287.719999999972060,717243.750000000000000,718981.799999999930151,10251384.520000001415610
20150819,673889.130000000004657,647792.190000000060536,643396.600000000093132,734251.300000000046566,609498.040000000037253,667203.439999999944121,679429.500000000000000,699822.379999999888241,614125.200000000069849,751666.500000000000000,686720.099999999976717,632290.100000000093132,713296.520000000018626,704213.550000000046566,714837.199999999953434,10172441.750000000000000
20150820,646979.430000000051223,630083.430000000051223,604533.680000000051223,720973.479999999981374,604430.520000000018626,663710.080000000074506,662746.500000000000000,690546.900000000023283,603516.000000000000000,734274.089999999967404,672701.699999999953434,630498.799999999930151,703185.480000000097789,684611.100000000093132,702012.400000000023283,9954813.589999999850988
20150821,621910.920000000041910,616801.859999999986030,597401.760000000009313,694776.699999999953434,589346.730000000097789,642010.939999999944121,639229.500000000000000,672342.039999999920838,598211.400000000023283,698835.420000000041910,653036.999999999883585,612841.700000000069849,684759.440000000176951,664551.449999999953434,669481.199999999953434,9655548.060000000521541
20150824,600572.000000000000000,586976.580000000074506,576368.640000000013970,673125.479999999981374,568047.310000000055879,623603.619999999995343,605562.000000000000000,642854.319999999948777,583434.300000000046566,679219.920000000041910,625584.300000000046566,589810.699999999953434,657153.640000000130385,631118.700000000069849,643362.400000000023283,9286803.910000000149012
20150825,592546.299999999930151,573695.010000000009313,579571.960000000079162,663735.309999999939464,558110.220000000088476,609563.000000000000000,602145.000000000000000,631363.799999999930151,579476.899999999906868,676996.830000000074506,610203.000000000000000,583669.099999999976717,650302.080000000074506,628546.950000000069849,633431.000000000000000,9173366.459999999031425
20150826,610722.150000000023283,598394.070000000065193,599758.920000000041910,693401.070000000065193,580834.880000000004657,638987.839999999967404,632295.000000000000000,658636.479999999981374,600863.699999999953434,711127.800000000046566,631425.299999999930151,604823.500000000000000,665269.080000000074506,648435.149999999906868,667917.199999999953434,9542902.139999998733401
20150827,622666.280000000027940,609811.560000000055879,617528.280000000027940,703748.199999999953434,588119.440000000060536,646444.819999999948777,648073.500000000000000,673726.439999999944121,605831.500000000000000,736366.410000000032596,647585.399999999906868,609770.900000000023283,674581.880000000121072,673066.799999999930151,686998.000000000000000,9744329.410000000149012
20150828,629134.050000000046566,605850.390000000013970,619401.920000000041910,702910.859999999986030,585902.400000000023283,639390.920000000041910,644556.000000000000000,666250.679999999934807,607136.599999999976717,735581.790000000037253,635903.399999999906868,607467.799999999930151,668129.440000000176951,670266.449999999953434,683635.400000000023283,9701528.099999997764826
20150831,617048.290000000037253,603054.270000000018626,615775.520000000018626,696571.000000000000000,585546.089999999967404,631396.500000000000000,644254.500000000000000,657736.619999999878928,598421.899999999906868,730743.300000000046566,627336.599999999976717,602861.599999999976717,662275.680000000051223,661236.750000000000000,676832.000000000000000,9611100.619999997317791
20150901,601752.250000000000000,585345.510000000009313,601451.240000000107102,676295.409999999916181,564919.700000000069849,618699.479999999981374,617622.000000000000000,647007.519999999902211,583097.500000000000000,710343.180000000051223,610592.399999999906868,587763.500000000000000,648572.560000000055879,643691.699999999953434,672843.800000000046566,9370007.750000000000000
20150902,616812.239999999990687,597695.040000000037253,615835.960000000079162,696690.619999999995343,574302.530000000144355,627164.159999999916181,628878.000000000000000,664797.059999999939464,594632.900000000023283,723812.490000000107102,622469.099999999976717,595525.800000000046566,658151.440000000176951,652835.700000000069849,686841.599999999976717,9556454.640000000596046
20150903,618653.430000000051223,603520.290000000037253,616440.359999999986030,697408.339999999967404,581151.600000000093132,622394.380000000004657,629983.500000000000000,664589.400000000023283,596737.900000000023283,724858.650000000023283,620911.500000000000000,596549.400000000023283,661078.320000000065193,651464.099999999976717,690204.200000000069849,9575955.370000001043081
20150904,612704.969999999972060,594665.910000000032596,610275.480000000097789,684369.760000000009313,568957.880000000004657,613459.439999999944121,618124.500000000000000,656559.879999999888241,588738.900000000023283,717273.990000000107102,610787.099999999976717,586569.300000000046566,650368.600000000093132,642148.650000000023283,683713.600000000093132,9438727.959999999031425
