訓練日期,20160805 - 20161104
訓練天數,65
代數,100
粒子數,10
旋轉角度,0.0004
實驗次數,1

初始資金,10000000.000000000000000
最後資金,10043735.649999998509884
真實報酬,43735.649999998509884

夏普值報酬,-0.004326435000000
夏普值風險,0.006619970324077
夏普值,-0.653542959892877

預期報酬,3416.353697432337412
風險,75397.555141158925835
趨勢值,0.045311199959153
找到最佳解世代,36
找到最佳解實驗#,1
找到最佳解次數,1

stock[index](rank)
投資組合檔數,14
AAPL[0](3),BA[2](8),CAT[3](5),CVX[5](11),DD[7](15),GS[8](2),IBM[10](20),INTC[11](7),JNJ[12](23),JPM[13](1),MMM[16](21),UNH[23](24),V[25](4),WBA[27](12),
20160823,734388.079999999958090,730232.989999999874271,733851.400000000139698,723463.350000000093132,718223.340000000083819,750572.569999999948777,708581.909999999916181,731222.920000000041910,688799.280000000027940,727671.229999999981374,722158.320000000065193,710781.499999999883585,726146.519999999902211,736915.849999999976717,10143019.259999999776483
20160824,728856.359999999986030,725606.439999999944121,726339.300000000046566,727163.150000000023283,715972.859999999986030,747047.750000000000000,703232.500000000000000,726058.920000000041910,684590.099999999976717,729662.569999999948777,720712.199999999953434,700070.799999999930151,721563.660000000032596,728775.900000000023283,10085662.509999999776483
20160825,725753.199999999953434,723919.109999999869615,723631.450000000069849,724957.500000000000000,721411.520000000135042,749759.149999999906868,701375.679999999934807,724819.560000000055879,683782.859999999986030,730990.129999999888241,721395.090000000083819,687207.949999999953434,721833.239999999874271,717236.850000000093132,10058083.289999999105930
20160826,721503.219999999972060,719836.859999999869615,722059.150000000023283,720901.949999999953434,716160.400000000023283,750075.479999999981374,700005.169999999925494,728331.079999999958090,686492.880000000004657,732649.579999999958090,720712.199999999953434,683804.549999999930151,724079.739999999874271,710170.300000000046566,10036792.560000000521541
20160829,720693.699999999953434,723483.670000000041910,725902.550000000046566,726095.900000000023283,722911.840000000083819,754142.579999999958090,706194.569999999948777,734321.319999999948777,691566.959999999962747,740725.569999999948777,725090.729999999981374,687057.800000000046566,726775.540000000037253,718757.500000000000000,10103730.230000000447035
20160830,715161.979999999981374,712107.799999999930151,720486.850000000093132,723605.650000000023283,721036.440000000060536,765440.079999999958090,704779.849999999976717,737419.720000000088476,688972.260000000009313,746810.219999999972060,723684.780000000027940,685055.799999999930151,729471.339999999967404,720278.149999999906868,10094320.919999999925494
20160831,715836.579999999958090,704705.319999999948777,715857.300000000046566,715636.849999999976717,716347.940000000060536,765846.789999999920838,702480.929999999934807,741344.359999999986030,688222.680000000051223,746810.219999999972060,720029.310000000055879,680951.699999999953434,727045.119999999995343,721977.699999999953434,10063102.799999997019768
20160901,720086.560000000055879,707154.670000000041910,711489.800000000046566,713004.299999999930151,718504.650000000023283,761553.739999999874271,705398.789999999920838,744029.640000000130385,686723.520000000018626,743601.949999999953434,723001.889999999897555,679400.150000000023283,730639.519999999902211,729402.050000000046566,10074001.230000000447035
20160902,726832.560000000055879,714012.849999999976717,713586.200000000069849,718127.100000000093132,723568.229999999981374,764581.469999999972060,705443.000000000000000,745269.000000000000000,688107.359999999986030,746699.589999999967404,726336.000000000000000,683754.500000000000000,736929.719999999972060,735484.650000000023283,10128742.230000000447035
20160906,726630.180000000051223,723973.540000000037253,716992.849999999976717,728799.600000000093132,719817.430000000051223,765259.319999999948777,708979.799999999930151,755390.440000000060536,690586.739999999990687,746146.439999999944121,724930.050000000046566,680551.299999999930151,741692.299999999930151,730296.550000000046566,10160056.540000002831221
20160907,731082.539999999920838,722068.489999999874271,731318.250000000000000,732001.349999999976717,719817.430000000051223,766795.779999999911524,714682.889999999897555,753118.280000000027940,689779.500000000000000,743048.799999999930151,722077.979999999981374,675646.400000000023283,748072.359999999869615,741388.349999999976717,10190908.399999998509884
20160908,711923.899999999906868,723483.670000000041910,729745.950000000069849,740823.950000000069849,724974.780000000027940,775788.589999999967404,703011.449999999953434,752705.159999999916181,688972.260000000009313,744044.469999999972060,723483.929999999934807,677898.649999999906868,745646.140000000013970,757399.900000000023283,10199912.800000000745058
20160909,695800.959999999962747,699697.760000000009313,705724.700000000069849,720546.199999999953434,713253.530000000027940,761824.879999999888241,688377.939999999944121,732049.159999999916181,681822.420000000041910,737406.670000000041910,705568.109999999869615,668789.549999999930151,730909.099999999976717,741746.150000000023283,9983527.130000000819564
20160912,711384.219999999972060,708352.130000000004657,715595.250000000116415,727518.900000000023283,706595.859999999986030,773077.189999999944121,699872.539999999920838,745269.000000000000000,687184.799999999930151,741942.500000000000000,715449.929999999934807,678349.099999999976717,745646.140000000013970,747560.399999999906868,10103807.960000000894070
20160913,728316.680000000051223,700949.649999999906868,700833.100000000093132,707454.600000000093132,694968.380000000004657,754730.049999999930151,688908.459999999962747,735560.680000000051223,678247.500000000000000,736079.109999999986030,707295.419999999925494,670441.199999999953434,735941.260000000009313,735753.000000000000000,9975489.089999999850988
20160914,754086.399999999906868,695016.780000000027940,707733.750000000000000,700268.450000000069849,699469.340000000083819,750934.089999999967404,681127.500000000000000,735767.239999999990687,679689.000000000000000,734640.920000000041910,705487.770000000018626,669139.899999999906868,732346.859999999869615,724392.850000000093132,9970110.849999999627471
20160915,779721.199999999953434,695561.079999999958090,716556.100000000093132,707952.650000000023283,705751.930000000051223,759610.569999999948777,688245.309999999939464,755183.880000000121072,684128.819999999948777,737296.039999999920838,709384.260000000009313,678749.500000000000000,737019.580000000074506,728149.750000000000000,10083320.669999999925494
20160916,775336.300000000046566,689737.069999999948777,716730.800000000046566,696141.750000000000000,704064.070000000065193,750211.049999999930151,680199.089999999967404,778112.040000000037253,681937.739999999990687,728224.379999999888241,703238.250000000000000,693063.799999999930151,737558.739999999874271,728954.799999999930151,10063519.880000000819564
20160919,766296.659999999916181,693982.609999999986030,715245.849999999976717,697564.750000000116415,707908.640000000013970,751160.039999999920838,684752.719999999972060,767577.479999999981374,678535.799999999930151,732317.689999999944121,709906.469999999972060,689109.849999999976717,741512.580000000074506,722872.200000000069849,10058753.339999999850988
20160920,766229.199999999953434,695669.940000000060536,713673.550000000046566,695145.650000000023283,702001.130000000004657,752334.979999999981374,682895.899999999906868,767164.359999999986030,680207.940000000060536,735304.699999999953434,713441.429999999934807,688058.799999999930151,741243.000000000000000,721351.550000000046566,10054732.130000000819564
20160921,766094.279999999911524,710747.049999999930151,729134.500000000000000,708877.599999999976717,704345.380000000004657,754865.619999999878928,687670.579999999958090,773567.720000000088476,685743.299999999930151,739508.640000000013970,721435.260000000009313,700270.999999999883585,747892.640000000013970,720814.849999999976717,10150978.419999998062849
20160922,773312.500000000000000,717877.380000000004657,729396.550000000046566,711367.850000000093132,701907.359999999986030,759339.429999999934807,690234.760000000009313,775633.319999999948777,688914.599999999976717,745593.289999999920838,722479.679999999934807,705926.649999999906868,749150.679999999934807,736915.849999999976717,10208059.899999998509884
20160923,760427.639999999897555,717387.510000000009313,720137.450000000069849,705960.450000000069849,697593.940000000060536,746279.519999999902211,685239.029999999911524,768197.159999999916181,685166.699999999953434,744044.469999999972060,712597.859999999869615,703273.999999999883585,741782.160000000032596,733964.000000000000000,10122061.890000000596046
20160926,761574.459999999962747,710801.479999999981374,719526.000000000116415,702829.849999999976717,696187.390000000013970,729785.169999999925494,680818.029999999911524,757042.920000000041910,679227.719999999972060,727781.859999999986030,706813.379999999888241,699320.049999999930151,735222.380000000004657,721709.350000000093132,10028650.040000000968575
20160927,762991.119999999995343,714883.729999999981374,723980.849999999976717,704252.850000000093132,702001.130000000004657,736156.959999999846332,693152.619999999995343,767990.599999999976717,687530.760000000009313,734198.400000000023283,708219.330000000074506,704675.399999999906868,738367.479999999981374,724303.400000000023283,10102714.630000000819564
20160928,768792.680000000051223,719836.859999999869615,756387.700000000069849,726807.400000000023283,698812.949999999953434,738687.599999999860302,699872.539999999920838,773361.159999999916181,688510.979999999981374,738070.449999999953434,713401.260000000009313,702773.499999999883585,745646.140000000013970,721530.449999999953434,10192501.669999998062849
20160929,756852.260000000009313,713305.260000000009313,764074.500000000000000,720546.199999999953434,690842.500000000000000,718352.099999999860302,699076.760000000009313,770882.440000000060536,676287.059999999939464,726343.670000000041910,704483.520000000018626,692313.049999999930151,736210.839999999967404,708560.199999999953434,10078140.359999999403954
20160930,762721.279999999911524,717169.790000000037253,775430.000000000000000,732285.950000000069849,692155.280000000027940,728836.179999999934807,702348.299999999930151,779764.520000000018626,681245.819999999948777,736742.890000000013970,707938.139999999897555,700721.449999999953434,743219.920000000041910,721172.650000000023283,10181762.169999998062849
20161003,759145.899999999906868,720653.309999999939464,771149.850000000093132,728941.900000000023283,700031.960000000079162,727932.379999999888241,696866.260000000009313,777905.479999999981374,685166.699999999953434,735857.849999999976717,703157.909999999916181,693163.900000000023283,744657.679999999934807,719025.849999999976717,10163666.929999997839332
20161004,762383.979999999981374,719945.719999999972060,764423.900000000139698,720546.199999999953434,692530.359999999986030,733355.179999999934807,691782.109999999986030,775426.760000000009313,685224.359999999986030,736853.519999999902211,689660.790000000037253,691512.249999999883585,743489.500000000000000,717773.549999999930151,10124918.179999999701977
20161005,762721.279999999911524,733063.349999999976717,781107.750000000116415,727376.600000000093132,703782.760000000009313,752018.649999999906868,694523.130000000004657,784721.960000000079162,687300.119999999995343,748912.189999999944121,692512.859999999869615,688709.449999999953434,749060.819999999948777,720188.700000000069849,10226009.619999999180436
20161006,768387.920000000041910,731757.029999999911524,779972.200000000069849,727020.850000000093132,715691.549999999930151,755407.899999999906868,693638.929999999934807,786374.440000000060536,684820.739999999990687,750903.530000000027940,689500.109999999869615,683053.799999999930151,749150.679999999934807,718310.250000000000000,10233999.929999999701977
20161007,769534.739999999990687,728654.519999999902211,772809.500000000000000,727661.199999999953434,707627.329999999958090,767518.819999999948777,688289.519999999902211,786994.119999999995343,687646.079999999958090,753558.650000000023283,688254.840000000083819,684004.749999999883585,744837.399999999906868,714553.349999999976717,10221954.820000000298023
20161010,782959.279999999911524,739486.089999999967404,770625.750000000000000,739827.850000000093132,715035.160000000032596,772986.809999999939464,694257.869999999995343,785341.640000000130385,690875.039999999920838,759422.039999999920838,687491.609999999869615,691111.849999999976717,746994.040000000037253,712496.000000000000000,10288921.030000001192093
20161011,784645.779999999911524,728055.790000000037253,764074.500000000000000,733139.750000000116415,714753.849999999976717,763948.809999999939464,684399.039999999920838,769849.640000000130385,678420.479999999981374,755771.250000000000000,681626.790000000037253,674445.199999999953434,737289.160000000032596,698452.349999999976717,10168882.390000000596046
20161012,791661.619999999995343,724898.849999999976717,765035.349999999976717,726807.400000000023283,710627.970000000088476,765123.750000000000000,682188.539999999920838,766957.800000000046566,680323.260000000009313,753779.909999999916181,681787.469999999972060,676196.949999999953434,739176.219999999972060,700420.250000000000000,10164995.339999999850988
20161013,789233.060000000055879,726096.309999999939464,759707.000000000000000,717131.000000000116415,706595.859999999986030,756628.029999999911524,679668.569999999948777,763652.839999999967404,681995.400000000023283,749465.339999999967404,682992.570000000065193,671642.399999999906868,735761.540000000037253,699525.750000000000000,10120105.670000001788139
20161014,793617.959999999962747,726749.469999999972060,765821.500000000116415,719194.349999999976717,712878.449999999953434,770636.929999999934807,682895.899999999906868,773567.720000000088476,677959.199999999953434,747031.479999999981374,684237.840000000083819,670291.049999999930151,740973.420000000041910,700509.700000000069849,10166374.970000000670552
20161017,793078.279999999911524,729470.969999999972060,762502.200000000069849,721186.550000000046566,707814.870000000111759,763768.049999999930151,684310.619999999995343,770262.760000000009313,683321.579999999958090,743159.429999999934807,683755.800000000046566,671342.099999999976717,738277.619999999995343,697826.200000000069849,10150087.029999997466803
20161018,792538.599999999976717,735458.269999999902211,761890.750000000000000,724246.000000000116415,717004.329999999958090,780172.019999999902211,666405.569999999948777,779764.520000000018626,665562.299999999930151,749022.819999999948777,682711.379999999888241,717688.399999999906868,733155.599999999976717,698452.349999999976717,10204082.910000000149012
20161019,790177.500000000000000,741336.709999999962747,768704.050000000046566,727661.199999999953434,720192.510000000009313,788667.739999999874271,668792.909999999916181,733495.079999999958090,660834.180000000051223,756213.769999999902211,682550.699999999953434,722593.299999999930151,744208.380000000004657,690401.850000000093132,10195839.880000000819564
20161020,789772.739999999990687,739486.089999999967404,756737.099999999976717,724815.200000000069849,718692.190000000060536,788667.739999999874271,669942.369999999995343,731842.599999999976717,662448.660000000032596,755218.099999999976717,682349.850000000093132,726096.799999999930151,741422.719999999972060,724750.649999999906868,10212252.810000002384186
20161021,786669.579999999958090,738343.059999999939464,754116.599999999976717,720759.650000000023283,722442.990000000107102,789390.779999999911524,661586.679999999934807,726058.920000000041910,654203.280000000027940,757762.589999999967404,680903.729999999981374,727598.299999999930151,740074.819999999948777,729670.399999999906868,10189591.380000000819564
20161024,793752.880000000004657,748249.319999999948777,751146.699999999953434,716206.050000000046566,724318.390000000013970,791424.329999999958090,665742.419999999925494,728331.079999999958090,655183.500000000000000,761966.530000000027940,688013.820000000065193,724194.899999999906868,747443.339999999967404,743445.699999999953434,10239428.959999999031425
20161025,797800.479999999981374,756794.830000000074506,737956.850000000093132,716988.699999999953434,722630.530000000027940,793367.500000000000000,667112.929999999934807,725026.119999999995343,657201.599999999976717,761192.119999999995343,667768.139999999897555,719640.349999999976717,737199.299999999930151,737542.000000000000000,10198231.450000001117587
20161026,779856.119999999995343,792283.189999999944121,734899.599999999976717,719977.000000000000000,717942.030000000027940,800236.379999999888241,671224.459999999962747,721308.040000000037253,660661.199999999953434,764842.909999999916181,668892.899999999906868,711882.599999999860302,734683.219999999972060,736200.250000000000000,10214899.900000000372529
20161027,772368.060000000055879,780145.299999999930151,725116.400000000139698,710940.950000000069849,728631.810000000055879,803309.299999999930151,678032.799999999930151,719035.880000000121072,667234.440000000060536,765949.209999999962747,665880.149999999906868,710431.149999999906868,736210.839999999967404,734947.949999999953434,10198244.240000000223517
20161028,767241.099999999976717,778512.399999999906868,732715.849999999976717,738689.449999999953434,720098.740000000107102,800552.709999999846332,674761.260000000009313,717589.960000000079162,665101.020000000018626,764621.650000000023283,665920.320000000065193,702473.199999999953434,738906.640000000013970,725466.250000000000000,10192660.550000000745058
20161031,766026.820000000065193,775355.459999999962747,729047.150000000023283,745306.400000000023283,718598.420000000041910,805523.609999999986030,679535.939999999944121,720275.239999999990687,668906.579999999958090,766281.099999999976717,664032.330000000074506,707378.099999999976717,741512.580000000074506,740046.600000000093132,10227836.330000000074506
20161101,752197.519999999902211,775246.599999999976717,718390.449999999953434,757615.350000000093132,718223.340000000083819,804710.189999999944121,675557.039999999920838,713045.640000000130385,665158.680000000051223,763072.829999999958090,659814.479999999981374,697868.599999999976717,733515.040000000037253,737631.449999999953434,10172057.209999997168779
20161102,752872.119999999995343,766211.219999999972060,708519.900000000023283,749860.000000000000000,715785.320000000065193,798022.069999999948777,671843.399999999906868,714698.119999999995343,662391.000000000000000,759864.560000000055879,665759.639999999897555,695616.349999999860302,724169.599999999976717,732890.600000000093132,10118513.899999998509884
20161103,740999.159999999916181,762237.830000000074506,709917.500000000000000,749860.000000000000000,711284.359999999986030,796350.039999999920838,673700.219999999972060,700858.599999999976717,663371.219999999972060,756545.659999999916181,670178.340000000083819,689860.599999999976717,724798.619999999995343,722603.849999999976717,10072575.999999998137355
20161104,734320.619999999995343,759625.189999999944121,719001.900000000023283,745519.849999999976717,709502.729999999981374,795039.529999999911524,673965.479999999981374,694248.680000000051223,663832.500000000000000,749686.599999999976717,668772.389999999897555,689260.000000000000000,722192.679999999934807,718757.500000000000000,10043735.649999998509884
