代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,13580551.529999999329448
真實報酬,3580551.529999999329448

夏普值報酬,0.000000000000000
夏普值風險,0.000000000000000
夏普值,0.000000000000000

預期報酬,13846.192392417389783
風險,226705.517458094604081
起點值,0.061075674503497
找到最佳解世代,1900
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,3
MCD[15](2),MRK[17](3),PG[21](1),
FS( 31 ),3381768.850000000093132,3493742.850000000093132,3265215.859999999869615,10140728.560000000521541
FS( 32 ),3437418.550000000279397,3523175.849999999627471,3299475.959999999962747,10260071.359999999403954
FS( 33 ),3438242.990000000223517,3542307.299999999813735,3234180.239999999757856,10214731.529999999329448
FS( 34 ),3452258.470000000204891,3549174.999999999534339,3518740.599999999627471,10520175.070000000298023
FS( 35 ),3434533.009999999776483,3559967.099999999627471,3490526.399999999441206,10485027.509999997913837
FS( 36 ),3651360.729999999981374,3536911.249999999534339,3513097.759999999776483,10701370.739999998360872
FS( 37 ),3655482.930000000167638,3460385.450000000186265,3605801.559999999590218,10721670.940000001341105
FS( 38 ),3613436.490000000223517,3431933.549999999813735,3587260.799999999813735,10632631.839999999850988
FS( 39 ),3572832.820000000298023,3453517.750000000465661,3541311.959999999962747,10567663.530000001192093
FS( 40 ),3570565.609999999869615,3505025.500000000000000,3556628.239999999757856,10632220.349999999627471
FS( 41 ),3678979.470000000204891,3574683.600000000093132,3594918.939999999944121,10848583.009999999776483
FS( 42 ),3646207.979999999981374,3610984.299999999813735,3574362.879999999888241,10831556.160000000149012
FS( 43 ),3604573.759999999776483,3586947.350000000093132,3611041.339999999850988,10802563.449999999254942
FS( 44 ),3643116.330000000074506,3545250.599999999627471,3619908.659999999683350,10808276.589999999850988
FS( 45 ),3718140.369999999646097,3586947.350000000093132,3675934.000000000000000,10981022.719999998807907
FS( 46 ),3765957.890000000130385,3596267.800000000279397,3688428.859999999869615,11050655.550000000745058
FS( 47 ),3797698.830000000074506,3683095.149999999906868,3679561.540000000037253,11160356.519999999552965
FS( 48 ),3823050.359999999869615,3702717.150000000372529,3682382.959999999962747,11208151.469999998807907
FS( 49 ),3832531.419999999925494,3672303.049999999813735,3724704.259999999776483,11229539.730000000447035
FS( 50 ),3800172.150000000372529,3663963.699999999720603,3736393.000000000000000,11200529.849999999627471
FS( 51 ),3792752.189999999944121,3660039.299999999813735,3767428.619999999646097,11220221.109999999403954
FS( 52 ),3789454.430000000167638,3634530.700000000186265,3768234.739999999757856,11192220.870000001043081
FS( 53 ),3783477.240000000223517,3671321.950000000186265,3781938.779999999795109,11236738.970000000670552
FS( 54 ),3866539.570000000298023,3731169.050000000279397,3781535.719999999739230,11379245.339999999850988
FS( 55 ),3848608.000000000000000,3745394.999999999534339,3760173.540000000037253,11354177.539999999105930
FS( 56 ),3786568.890000000130385,3668378.649999999906868,3712209.399999999441206,11167157.939999999478459
FS( 57 ),3766164.000000000000000,3668869.200000000186265,3684398.259999999776483,11119432.460000000894070
FS( 58 ),3749881.310000000055879,3662982.600000000093132,3689638.040000000037253,11102502.949999999254942
FS( 59 ),3790278.869999999646097,3700754.949999999720603,3705760.439999999944121,11196795.259999999776483
FS( 60 ),3805531.009999999776483,3744904.450000000186265,3737199.119999999646097,11287635.580000000074506
FS( 61 ),3871898.430000000167638,3788563.400000000372529,3748887.859999999869615,11409350.689999999478459
FS( 62 ),3900959.939999999944121,3821920.799999999813735,3741229.719999999739230,11464111.460000000894070
FS( 63 ),3885501.689999999944121,3892069.450000000186265,3809346.859999999869615,11586919.000000000000000
FS( 64 ),3820783.150000000372529,3886182.850000000093132,3761382.719999999739230,11468349.719999998807907
FS( 65 ),3813981.520000000018626,3836637.299999999813735,3760979.659999999683350,11411599.480000000447035
FS( 66 ),3822432.029999999795109,3844486.100000000093132,3770653.099999999627471,11437572.230000000447035
FS( 67 ),3771110.640000000130385,3763545.350000000093132,3726316.500000000000000,11260973.490000000223517
FS( 68 ),3805943.229999999981374,3797883.850000000093132,3749693.979999999981374,11353522.060000000521541
FS( 69 ),3784095.570000000298023,3782676.799999999813735,3785163.259999999776483,11351936.629999998956919
FS( 70 ),3781828.359999999869615,3826826.300000000279397,3789999.979999999981374,11398655.640000000596046
FS( 71 ),3842630.810000000055879,3875881.300000000279397,3889152.739999999757856,11607665.849999999627471
FS( 72 ),3777912.270000000018626,3751772.150000000372529,3895198.639999999664724,11424884.059999998658895
FS( 73 ),3726384.770000000018626,3690453.400000000372529,3739214.419999999459833,11156053.589999999850988
FS( 74 ),3704124.890000000130385,3646303.899999999906868,3727928.739999999757856,11078358.529999999329448
FS( 75 ),3692788.839999999850988,3618833.099999999627471,3698505.359999999869615,11010128.299999998882413
FS( 76 ),3579840.560000000055879,3605097.699999999720603,3667066.680000000167638,10852005.939999999478459
FS( 77 ),3589527.729999999981374,3576155.250000000465661,3666663.619999999646097,10832347.599999999627471
FS( 78 ),3509763.160000000149012,3490309.000000000465661,3521158.959999999962747,10521232.120000001043081
FS( 79 ),3587054.410000000149012,3630115.750000000000000,3631194.339999999850988,10848365.500000000000000
FS( 80 ),3621680.890000000130385,3697811.649999999906868,3708984.919999999459833,11028478.459999999031425
FS( 81 ),3618589.240000000223517,3697321.100000000093132,3675127.879999999888241,10991039.219999998807907
FS( 82 ),3660017.350000000093132,3748338.299999999813735,3704954.319999999832362,11113310.970000000670552
FS( 83 ),3628894.740000000223517,3708113.200000000186265,3679158.479999999981374,11016167.419999999925494
FS( 84 ),3604985.979999999981374,3632077.950000000186265,3653362.639999999664724,10890427.570000000298023
FS( 85 ),3674651.160000000149012,3741470.599999999627471,3727928.739999999757856,11144051.500000000000000
FS( 86 ),3714636.500000000000000,3700264.400000000372529,3713015.520000000018626,11127917.419999999925494
FS( 87 ),3722468.680000000167638,3727735.199999999720603,3726719.559999999590218,11176924.439999999478459
FS( 88 ),3716079.270000000018626,3699283.299999999813735,3665857.500000000000000,11081221.070000000298023
FS( 89 ),3742049.130000000353903,3653662.150000000372529,3674724.819999999832362,11070437.100000001490116
FS( 90 ),3758950.150000000372529,3674265.250000000465661,3698908.419999999459833,11132124.820000000298023
FS( 91 ),3735247.500000000000000,3599211.100000000093132,3673918.700000000186265,11008378.300000000745058
FS( 92 ),3731125.300000000279397,3654643.250000000000000,3708581.859999999869615,11094351.410000000149012
FS( 93 ),3696704.930000000167638,3660039.299999999813735,3682786.020000000018626,11039531.250000000000000
FS( 94 ),3732980.290000000502914,3708603.749999999534339,3653362.639999999664724,11094947.679999999701977
FS( 95 ),3763072.350000000093132,3721848.600000000093132,3684801.319999999832362,11169723.269999999552965
FS( 96 ),3804294.350000000093132,3719886.399999999906868,3645301.439999999944121,11169483.189999999478459
FS( 97 ),3835623.070000000298023,3700754.949999999720603,3822647.839999999850988,11359026.859999999403954
FS( 98 ),3862005.150000000372529,3589400.100000000093132,3800882.599999999627471,11252288.849999999627471
FS( 99 ),3792546.080000000074506,3578608.000000000000000,3772668.399999999441206,11143823.480000000447035
FS( 100 ),3784301.680000000167638,3577136.350000000093132,3769443.919999999459833,11130882.949999999254942
FS( 101 ),3754827.949999999720603,3592343.400000000372529,3770250.040000000037253,11117422.390000000596046
FS( 102 ),3746583.550000000279397,3599211.100000000093132,3809749.919999999459833,11155545.570000000298023
FS( 103 ),3684956.660000000149012,3651209.400000000372529,3888346.619999999646097,11224513.679999999701977
FS( 104 ),3642498.000000000000000,3750300.500000000000000,3928652.619999999646097,11321452.119999999180436
FS( 105 ),3659605.130000000353903,3770903.600000000093132,3951223.979999999981374,11381733.710000000894070
FS( 106 ),3660017.350000000093132,3784639.000000000465661,3927443.439999999944121,11372100.790000000968575
FS( 107 ),3631368.060000000055879,3796412.200000000186265,3946790.319999999832362,11374571.580000000074506
FS( 108 ),3612818.160000000149012,3768450.849999999627471,3915351.639999999664724,11296621.649999998509884
FS( 109 ),3601894.330000000074506,3802789.349999999627471,3938326.059999999590218,11343010.739999998360872
FS( 110 ),3591794.939999999944121,3763054.799999999813735,3960897.419999999459833,11315748.160000000149012
FS( 111 ),3585817.750000000000000,3851844.349999999627471,4000800.359999999869615,11438463.459999999031425
FS( 112 ),3589527.729999999981374,3876371.849999999627471,3999994.239999999757856,11465894.820000000298023
FS( 113 ),3624978.650000000372529,3872447.449999999720603,3968555.559999999590218,11465982.660000000149012
FS( 114 ),3709483.750000000000000,3915125.300000000279397,3969361.680000000167638,11593971.730000000447035
FS( 115 ),3694643.830000000074506,3887163.949999999720603,4030223.739999999757856,11612032.519999999552965
FS( 116 ),3720201.470000000204891,3896484.400000000372529,4001606.479999999981374,11618293.350000001490116
FS( 117 ),3768018.990000000223517,3916106.399999999906868,4021759.479999999981374,11705885.870000001043081
FS( 118 ),3775438.949999999720603,3962218.099999999627471,4040703.299999999813735,11778361.349999997764826
FS( 119 ),3763896.790000000502914,3943086.649999999906868,4013295.219999999739230,11720279.660000000149012
FS( 120 ),3776263.390000000130385,3960746.449999999720603,4023774.779999999795109,11760785.619999999180436
FS( 121 ),3779355.040000000502914,3954859.850000000093132,3986693.259999999776483,11720909.150000000372529
FS( 122 ),3789248.320000000298023,3987726.700000000186265,3972183.099999999627471,11749159.120000001043081
FS( 123 ),3814187.630000000353903,4005386.500000000465661,3967749.439999999944121,11787324.570000000298023
FS( 124 ),3722262.570000000298023,3991651.100000000093132,3985081.020000000018626,11698995.689999999478459
FS( 125 ),3737926.930000000167638,4007839.250000000000000,3993948.339999999850988,11739715.519999999552965
FS( 126 ),3751942.410000000149012,3961727.550000000279397,3987499.379999999888241,11701170.339999999850988
FS( 127 ),3720819.800000000279397,3946520.500000000000000,3972183.099999999627471,11639524.400000000372529
FS( 128 ),3699796.580000000074506,3914634.750000000000000,3966540.259999999776483,11580972.589999999850988
FS( 129 ),3732361.960000000428408,3967123.600000000093132,4013698.279999999795109,11713184.839999999850988
FS( 130 ),3747820.210000000428408,3984783.400000000372529,4032642.099999999627471,11765246.710000000894070
FS( 131 ),3752560.740000000223517,4002933.749999999534339,4078187.879999999888241,11833683.370000001043081
FS( 132 ),3766576.220000000204891,3997537.699999999720603,4083830.719999999739230,11847945.640000000596046
FS( 133 ),3819958.710000000428408,4001462.099999999627471,4128973.439999999944121,11950395.250000000000000
FS( 134 ),3791515.529999999795109,3990669.999999999534339,4091488.859999999869615,11873675.389999998733401
FS( 135 ),3774202.290000000502914,4018140.799999999813735,4107208.200000000186265,11899552.289999999105930
FS( 136 ),3812538.750000000000000,4026480.149999999906868,4099953.119999999646097,11938973.019999999552965
FS( 137 ),3841394.150000000372529,4069158.000000000000000,4130988.739999999757856,12041541.890000000596046
FS( 138 ),3850462.990000000223517,4036781.700000000186265,4097534.759999999776483,11984780.449999999254942
FS( 139 ),3827997.000000000000000,4039724.999999999534339,4109626.559999999590218,11977349.559999998658895
FS( 140 ),3864272.359999999869615,4067686.350000000093132,4152350.919999999459833,12084310.629999998956919
FS( 141 ),3864890.689999999944121,4036781.700000000186265,4147514.200000000186265,12049187.589999999850988
FS( 142 ),3903639.369999999646097,4053460.399999999906868,4173713.099999999627471,12130813.869999999180436
FS( 143 ),3914150.979999999981374,4079950.100000000093132,4193866.099999999627471,12187968.179999999701977
FS( 144 ),3883028.369999999646097,4086327.250000000000000,4177340.639999999664724,12146697.259999997913837
FS( 145 ),3882203.930000000167638,4081912.299999999813735,4181774.299999999813735,12145891.530000001192093
FS( 146 ),3882203.930000000167638,4080440.650000000372529,4179355.939999999944121,12142001.519999999552965
FS( 147 ),3913532.650000000372529,4015197.499999999534339,4168876.379999999888241,12097607.530000001192093
FS( 148 ),3930845.890000000130385,3980859.000000000465661,4177743.700000000186265,12089449.589999999850988
FS( 149 ),3913120.430000000167638,3971048.000000000000000,4230947.620000000111759,12115117.050000000745058
FS( 150 ),3917860.960000000428408,3963689.750000000000000,4218452.759999999776483,12100004.470000000670552
FS( 151 ),3900135.500000000000000,3964670.849999999627471,4218049.700000000186265,12082857.050000000745058
FS( 152 ),3893127.759999999776483,3916596.950000000186265,4222080.299999999813735,12031806.009999999776483
FS( 153 ),3949189.680000000167638,3896484.400000000372529,4234575.160000000149012,12080250.240000000223517
FS( 154 ),3954342.430000000167638,3852334.899999999906868,4261580.179999999701977,12068258.509999999776483
FS( 155 ),3951250.779999999795109,3804751.550000000279397,4289391.320000000298023,12045394.650000000372529
FS( 156 ),3949395.790000000502914,3626191.350000000093132,4266416.899999999441206,11842005.039999999105930
FS( 157 ),4017412.089999999850988,3590381.199999999720603,4274478.099999999627471,11882272.389999998733401
FS( 158 ),3997007.199999999720603,3603626.049999999813735,4272865.860000000335276,11873500.109999999403954
FS( 159 ),4024625.939999999944121,3659548.749999999534339,4157993.759999999776483,11842169.449999999254942
FS( 160 ),4073474.009999999776483,3665925.900000000372529,4179355.939999999944121,11918756.849999999627471
FS( 161 ),4079657.310000000055879,3744904.450000000186265,4162830.479999999981374,11987393.240000000223517
FS( 162 ),4069145.699999999720603,3759130.399999999906868,4266819.959999999962747,12095097.059999998658895
FS( 163 ),4062962.400000000372529,3766488.649999999906868,4223289.479999999515712,12052741.530000001192093
FS( 164 ),4072237.350000000093132,3861164.799999999813735,4291809.679999999701977,12225212.830000000074506
FS( 165 ),4002159.949999999720603,3861655.350000000093132,4229335.379999999888241,12093151.679999999701977
FS( 166 ),4011228.790000000502914,3900899.349999999627471,4254728.160000000149012,12166857.300000000745058
FS( 167 ),4071206.800000000279397,3924445.750000000000000,4275687.279999999329448,12271340.830000000074506
FS( 168 ),4099649.979999999981374,3898937.150000000372529,4259564.879999999888241,12258153.010000001639128
FS( 169 ),4081924.520000000018626,3821430.250000000465661,4220065.000000000000000,12123420.769999999552965
FS( 170 ),4081718.410000000149012,3835165.650000000372529,4234978.219999999739230,12151863.280000001192093
FS( 171 ),4075535.109999999869615,3842523.899999999906868,4201524.239999999292195,12119584.250000000000000
FS( 172 ),4122115.970000000204891,3835656.199999999720603,4272865.860000000335276,12230639.030000001192093
FS( 173 ),4102329.410000000149012,3785620.100000000093132,4276896.459999999962747,12164846.969999998807907
FS( 174 ),4081306.189999999944121,3797883.850000000093132,4256340.399999999441206,12135531.439999999478459
FS( 175 ),4103153.850000000093132,3804261.000000000000000,4300677.000000000000000,12208092.849999999627471
FS( 176 ),4122115.970000000204891,3881767.899999999906868,4357508.459999999962747,12361393.330000000074506
FS( 177 ),4106245.500000000000000,3861655.350000000093132,4330906.500000000000000,12298808.349999999627471
FS( 178 ),4101504.970000000204891,3869504.149999999906868,4326069.779999999329448,12297079.899999998509884
FS( 179 ),4119024.320000000298023,3899918.250000000000000,4287376.019999999552965,12306319.589999999850988
FS( 180 ),4121497.640000000130385,3972519.650000000372529,4301483.120000000111759,12395501.410000000149012
FS( 181 ),4101092.750000000000000,3974481.849999999627471,4303095.360000000335276,12378670.960000000894070
FS( 182 ),4076359.550000000279397,3981840.100000000093132,4300273.939999999478459,12358474.589999999850988
FS( 183 ),4053687.449999999720603,3937200.050000000279397,4210391.559999999590218,12201280.059999998658895
FS( 184 ),4040290.300000000279397,3893050.549999999813735,4199508.939999999478459,12132850.789999999105930
FS( 185 ),4106657.720000000204891,3908748.150000000372529,4245457.779999999329448,12260864.650000000372529
FS( 186 ),4086665.050000000279397,3885692.299999999813735,4147917.259999999776483,12120275.609999999403954
FS( 187 ),4097176.660000000149012,3937200.050000000279397,4183789.599999999627471,12218167.310000000521541
FS( 188 ),4114696.009999999776483,3977425.149999999906868,4219258.879999999888241,12311381.039999999105930
FS( 189 ),4125001.509999999776483,4007348.699999999720603,4301886.179999999701977,12434237.389999998733401
FS( 190 ),4185185.630000000353903,3995084.949999999720603,4328085.080000000074506,12508356.660000000149012
FS( 191 ),4235270.359999999403954,4045121.049999999813735,4384110.419999999925494,12664502.829999998211861
FS( 192 ),4149116.380000000353903,4046102.150000000372529,4382095.120000000111759,12577314.650000002235174
FS( 193 ),4189513.939999999944121,4070629.650000000372529,4408697.080000000074506,12668841.669999999925494
FS( 194 ),4223934.310000000521541,4106439.799999999813735,4420788.879999999888241,12751163.990000000223517
FS( 195 ),4214865.470000000670552,4066705.250000000465661,4470365.259999999776483,12751936.980000000447035
FS( 196 ),4231354.269999999552965,4060818.649999999906868,4482054.000000000000000,12774227.919999999925494
FS( 197 ),4200849.990000000223517,4086327.250000000000000,4473589.739999999292195,12760767.980000000447035
FS( 198 ),4215277.689999999478459,4144702.699999999720603,4417564.399999999441206,12777545.789999999105930
FS( 199 ),4216102.129999999888241,4187380.549999999813735,4450615.320000000298023,12854099.000000000000000
FS( 200 ),4227850.400000000372529,4150098.749999999534339,4503819.239999999292195,12881769.390000000596046
FS( 201 ),4210124.939999999478459,4148627.099999999627471,4482054.000000000000000,12840807.039999999105930
FS( 202 ),4203117.200000000186265,4194738.799999999813735,4527599.779999999329448,12925456.779999999329448
FS( 203 ),4240010.890000000596046,4181493.949999999720603,4503013.120000000111759,12924518.960000000894070
FS( 204 ),4216102.129999999888241,4098100.450000000186265,4422804.179999999701977,12737007.759999999776483
FS( 205 ),4251553.050000000745058,4112326.399999999906868,4424819.479999999515712,12788699.929999999701977
FS( 206 ),4280202.339999999850988,4113307.499999999534339,4419579.700000000186265,12813090.539999999105930
FS( 207 ),4252171.379999999888241,4157457.000000000000000,4453436.739999999292195,12863066.119999997317791
FS( 208 ),4319775.459999999962747,4194738.799999999813735,4493339.679999999701977,13007854.939999999478459
FS( 209 ),4386348.990000000223517,4262925.250000000000000,4598135.279999999329448,13247410.519999999552965
FS( 210 ),4353989.720000000670552,4199153.750000000000000,4560650.700000000186265,13113795.170000001788139
FS( 211 ),4372951.839999999850988,4122627.950000000186265,4596926.099999999627471,13092506.889999998733401
FS( 212 ),4371509.070000000298023,4162853.049999999813735,4550977.259999999776483,13085340.380000000819564
FS( 213 ),4390265.080000000074506,4160890.849999999627471,4584834.299999999813735,13135991.230000000447035
FS( 214 ),4383875.669999999925494,3973500.750000000000000,4610227.080000000074506,12967604.500000000000000
FS( 215 ),4390058.970000000670552,3911200.900000000372529,4634813.739999999292195,12936074.609999999403954
FS( 216 ),4415204.390000000596046,3971538.549999999813735,4654563.679999999701977,13041307.620000001043081
FS( 217 ),4405105.000000000000000,4002443.200000000186265,4671089.139999999664724,13078638.339999999850988
FS( 218 ),4404898.890000000596046,4018631.350000000093132,4673104.439999999478459,13096635.679999999701977
FS( 219 ),4450243.089999999850988,4056403.699999999720603,4652951.439999999478459,13159599.229999998584390
FS( 220 ),4408196.650000000372529,3992632.200000000186265,4635619.860000000335276,13036449.710000000894070
FS( 221 ),4431487.080000000074506,3983802.299999999813735,4647308.599999999627471,13062598.979999998584390
FS( 222 ),4417265.490000000223517,4024027.399999999906868,4588864.899999999441206,13030158.789999999105930
FS( 223 ),4385730.660000000149012,4010292.000000000000000,4538482.399999999441206,12934506.059999998658895
FS( 224 ),4419944.919999999925494,4010292.000000000000000,4545334.419999999925494,12975572.339999999850988
FS( 225 ),4443441.459999999962747,3994594.400000000372529,4624334.179999999701977,13062371.039999999105930
FS( 226 ),4431074.859999999403954,4046592.699999999720603,4675522.799999999813735,13153191.359999999403954
FS( 227 ),4376661.820000000298023,4084855.599999999627471,4853272.259999999776483,13314790.679999999701977
FS( 228 ),4343272.000000000000000,4071120.199999999720603,4757747.040000000037253,13172140.239999998360872
FS( 229 ),4354195.830000000074506,4105458.699999999720603,4704946.179999999701977,13164601.709999999031425
FS( 230 ),4420769.359999999403954,4143721.600000000093132,4693257.439999999478459,13257749.399999998509884
FS( 231 ),4337707.030000000260770,4077497.350000000093132,4557829.279999999329448,12973034.660000000149012
FS( 232 ),4412524.959999999962747,4137834.999999999534339,4606196.479999999515712,13156557.439999997615814
FS( 233 ),4469205.209999999962747,4132929.500000000000000,4656175.919999999925494,13258311.630000000819564
FS( 234 ),4493526.189999999478459,4156475.900000000372529,4733563.439999999478459,13383566.529999999329448
FS( 235 ),4558244.730000000447035,4195229.349999999627471,4706961.479999999515712,13460436.559999998658895
FS( 236 ),4476006.839999999850988,4170701.849999999627471,4676731.979999999515712,13323441.669999998062849
FS( 237 ),4528977.109999999403954,4222700.150000000372529,4725905.299999999813735,13477583.559999998658895
FS( 238 ),4461991.359999999403954,4091232.750000000465661,4667058.540000000037253,13220283.649999998509884
FS( 239 ),4498885.050000000745058,4094176.049999999813735,4731548.139999999664724,13324610.240000002086163
FS( 240 ),4503007.250000000000000,4172664.050000000279397,4803695.879999999888241,13479368.179999999701977
FS( 241 ),4509396.660000000149012,4228096.200000000186265,4846420.239999999292195,13583914.099999997764826
FS( 242 ),4503007.250000000000000,4201606.500000000000000,4792410.200000000186265,13497024.949999999254942
FS( 243 ),4549175.890000000596046,4263415.799999999813735,4804502.000000000000000,13617094.690000001341105
FS( 244 ),4524030.470000000670552,4254095.349999999627471,4813369.320000000298023,13591496.140000000596046
FS( 245 ),4424479.339999999850988,4166777.449999999720603,4728726.719999999739230,13319984.509999997913837
FS( 246 ),4470854.089999999850988,4212889.149999999441206,4809338.719999999739230,13493082.959999997168779
FS( 247 ),4453128.629999999888241,4195229.349999999627471,4858915.099999999627471,13507274.080000000074506
FS( 248 ),4494762.849999999627471,4242322.150000000372529,4893175.200000000186265,13630261.199999999254942
FS( 249 ),4545672.019999999552965,4254095.349999999627471,4884307.879999999888241,13684076.250000000000000
FS( 250 ),4492701.750000000000000,4241831.599999999627471,4846017.179999999701977,13580551.529999999329448
