訓練日期,20100727 - 20101026
訓練天數,65
代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,11250734.820000000298023
真實報酬,1250734.820000000298023

夏普值報酬,0.116373482000000
夏普值風險,0.034577182794068
夏普值,3.365614911228837

預期報酬,19617.170246730383951
風險,87586.698107076415909
趨勢值,0.223974309691958
找到最佳解世代,2076
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,3
KO[14](3),MCD[15](2),VZ[26](1),
20100823,3373376.520000000484288,3449506.979999999981374,3466523.839999999850988,10289408.339999999850988
20100824,3377016.840000000316650,3420345.899999999906868,3473595.919999999925494,10270959.660000000149012
20100825,3361242.120000000111759,3442451.879999999888241,3495990.839999999850988,10299685.839999999850988
20100826,3346680.840000000316650,3441040.859999999869615,3477131.959999999962747,10264854.660000000149012
20100827,3407352.840000000316650,3480079.079999999608845,3517207.080000000074506,10404640.000000000000000
20100830,3370949.640000000596046,3421286.579999999608845,3470059.879999999888241,10262297.100000001490116
20100831,3390364.680000000633299,3436337.459999999962747,3480668.000000000000000,10307371.140000000596046
20100901,3477732.360000000335276,3505947.780000000260770,3566711.640000000130385,10550392.780000001192093
20100902,3481372.680000000633299,3528524.099999999627471,3549031.439999999944121,10558929.220000000670552
20100903,3492293.640000000596046,3531816.479999999981374,3559639.560000000055879,10583750.680000001564622
20100907,3497147.400000000372529,3565210.619999999646097,3561996.919999999925494,10624355.939999999478459
20100908,3509281.800000000279397,3578380.139999999664724,3590285.240000000223517,10677948.179999999701977
20100909,3537190.919999999925494,3497952.000000000000000,3635075.080000000074506,10670219.000000000000000
20100910,3550538.760000000707805,3528053.760000000242144,3632717.720000000204891,10711311.240000002086163
20100913,3521416.200000000186265,3507358.799999999813735,3642147.159999999683350,10670923.160000000149012
20100914,3494720.520000000484288,3477727.379999999888241,3643325.839999999850988,10615774.740000000223517
20100915,3483799.560000000521541,3513943.559999999590218,3676328.879999999888241,10674073.000000000000000
20100916,3489866.760000000707805,3518176.619999999646097,3703438.520000000018626,10711482.900000000372529
20100917,3492293.640000000596046,3495600.299999999813735,3734084.199999999720603,10721979.140000000596046
20100920,3517775.879999999888241,3532757.159999999683350,3782410.080000000540167,10832944.119999999180436
20100921,3526269.959999999962747,3551570.760000000242144,3809519.720000000204891,10887361.440000001341105
20100922,3533550.600000000558794,3533697.839999999850988,3817770.479999999981374,10885019.919999999925494
20100923,3511708.680000000633299,3510651.180000000167638,3791839.520000000018626,10814200.380000000819564
20100924,3556605.959999999962747,3532286.819999999832362,3847237.479999999981374,10936131.259999999776483
20100927,3555392.520000000484288,3516295.260000000242144,3873168.439999999944121,10944857.220000000670552
20100928,3585728.520000000484288,3510180.839999999850988,3856666.919999999925494,10952577.280000001192093
20100929,3565100.040000000037253,3501714.720000000204891,3849594.839999999385327,10916410.599999999627471
20100930,3550538.760000000707805,3504536.760000000242144,3841344.080000000540167,10896420.600000001490116
20101001,3586941.959999999962747,3523820.700000000186265,3876704.479999999981374,10987468.140000000596046
20101004,3572380.680000000633299,3525231.720000000204891,3893206.000000000000000,10990819.400000000372529
20101005,3619704.840000000316650,3566151.299999999813735,3956854.720000000204891,11142711.860000001266599
20101006,3625772.040000000037253,3546397.020000000018626,3919136.959999999962747,11091307.019999999552965
20101007,3606357.000000000000000,3568032.659999999683350,3881419.199999999720603,11055809.859999999403954
20101008,3605143.560000000521541,3579320.819999999832362,3869632.399999999906868,11054097.780000001192093
20101011,3613637.640000000596046,3555333.479999999981374,3893206.000000000000000,11062178.120000001043081
20101012,3616064.520000000484288,3554863.139999999664724,3835450.679999999701977,11006379.339999999850988
20101013,3636693.000000000000000,3562858.919999999925494,3796554.240000000223517,10996107.160000000149012
20101014,3635479.560000000521541,3623532.780000000260770,3823663.879999999888241,11082677.220000000670552
20101015,3636693.000000000000000,3644227.740000000223517,3822485.199999999720603,11103406.939999999478459
20101018,3640333.320000000298023,3636702.299999999813735,3841344.080000000540167,11118380.700000001117587
20101019,3660961.800000000279397,3621181.079999999608845,3790660.839999999385327,11072804.719999998807907
20101020,3710712.840000000316650,3640935.359999999869615,3847237.479999999981374,11198886.679999999701977
20101021,3730127.879999999888241,3689380.379999999888241,3833093.320000000298023,11252602.580000000074506
20101022,3738621.959999999962747,3694554.119999999646097,3782410.080000000540167,11215587.160000000149012
20101025,3702218.760000000707805,3701609.220000000204891,3813055.760000000242144,11216884.740000000223517
20101026,3715566.600000000558794,3704431.260000000242144,3830735.959999999962747,11250734.820000000298023
