訓練日期,20100212 - 20100517
訓練天數,65
代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,12023270.920000001788139
真實報酬,2023270.920000001788139

夏普值報酬,0.193627092000000
夏普值風險,0.061355181462334
夏普值,3.155839285046655

預期報酬,37731.499054823056213
風險,225497.884657954971772
趨勢值,0.167325290488005
找到最佳解世代,1768
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,3
AAPL[0](1),HD[9](2),MCD[15](3),
20100331,3942914.070000000298023,3719672.520000000484288,3486437.219999999739230,11149024.810000000521541
20100401,3959357.490000000223517,3723121.980000000447035,3531375.659999999683350,11213856.130000000819564
20100405,4001640.570000000298023,3755316.939999999944121,3554889.959999999962747,11311848.469999998807907
20100406,4019258.520000000018626,3742668.919999999925494,3543394.080000000074506,11305322.519999999552965
20100407,4036876.470000000204891,3749567.840000000316650,3537646.140000000130385,11324091.450000001117587
20100408,4026305.700000000651926,3790961.360000000335276,3593035.379999999888241,11410303.440000001341105
20100409,4056843.480000000447035,3823156.320000000298023,3588855.060000000055879,11468855.860000001266599
20100412,4065065.190000000409782,3849602.180000000167638,3581016.959999999962747,11495685.330000001937151
20100413,4067414.250000000465661,3948486.700000000651926,3601396.020000000018626,11617297.970000000670552
20100414,4122617.160000000614673,4022075.180000000167638,3627523.020000000018626,11772216.360000001266599
20100415,4176645.540000000502914,4040472.300000000279397,3613936.979999999515712,11831055.820000000298023
20100416,4150805.880000000819564,4025524.640000000130385,3607143.959999999962747,11783475.480000000447035
20100419,4146107.759999999776483,4043921.760000000707805,3653650.020000000018626,11843680.540000000968575
20100420,4103824.680000000167638,4045071.580000000074506,3675596.700000000186265,11824493.960000000894070
20100421,4349301.450000000186265,4055419.960000000428408,3676641.779999999795109,12081364.189999999478459
20100422,4471452.570000000298023,4107161.860000000335276,3711651.959999999962747,12290267.390000000596046
20100423,4544273.429999999701977,4184199.800000000279397,3717922.439999999944121,12446396.669999999925494
20100426,4521957.360000000335276,4195698.000000000931323,3711129.419999999459833,12428785.780000001192093
20100427,4396282.650000000372529,4057719.600000000093132,3685524.959999999962747,12139528.210000000894070
20100428,4389235.469999999739230,4046221.399999999906868,3675596.700000000186265,12111054.570000000298023
20100429,4507863.000000000931323,4088764.740000000689179,3737256.419999999459833,12333885.160000002011657
20100430,4381013.759999999776483,4050820.680000000167638,3688660.200000000186265,12120495.640000000596046
20100503,4469103.509999999776483,4124409.160000000149012,3732031.020000000018626,12325544.689999999478459
20100504,4339905.210000000894070,4072667.260000000707805,3691272.899999999906868,12103846.370000002905726
20100505,4295273.070000000298023,4051970.500000000465661,3692317.979999999515712,12039562.550000000745058
20100506,4132013.400000000372529,3904793.540000000502914,3627523.020000000018626,11664330.960000000894070
20100507,3957008.430000000167638,3843853.080000000074506,3553844.879999999888241,11354707.390000000596046
20100510,4261211.700000000186265,4057719.600000000093132,3688137.659999999683350,12007069.960000000894070
20100511,4304669.310000000521541,4096813.480000000447035,3682912.260000000242144,12084396.050000000745058
20100512,4397457.179999999701977,4126708.800000000279397,3692840.520000000018626,12217007.500000000000000
20100513,4335207.089999999850988,4055419.960000000428408,3683957.339999999850988,12074585.390000000596046
20100514,4258862.639999999664724,4047371.220000000670552,3636406.200000000186265,11942641.060000000521541
20100517,4265909.820000000298023,4092214.200000000651926,3665145.899999999906868,12023270.920000001788139
