代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,14463361.590000001713634
真實報酬,4463361.590000001713634

夏普值報酬,0.437636159000000
夏普值風險,0.127381901848461
夏普值,3.435622742708237

二次趨勢線,8.421570568612227 x^2 + 19184.403486960625742 x + 10000000.000000000000000
二次加權預期報酬,22019.665578393414762
風險,418918.612556824460626
二次加權趨勢值,0.052563111111246
一次趨勢線,20779.232159750128631 x + 10000000.000000000000000
一次預期報酬,20779.232159750128631
一次風險,423206.189423847070429
一次趨勢值,0.049099546932522
找到最佳解世代,2109
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,2
AAPL[0](1),MCD[15](2),
FS( 133 ),7421568.240000001154840,5310889.219999999739230,12732457.460000000894070
FS( 134 ),7357842.760000000707805,5352112.099999999627471,12709954.859999999403954
FS( 135 ),7272058.460000000894070,5381311.639999999664724,12653370.100000001490116
FS( 136 ),7374999.620000001043081,5375299.969999999739230,12750299.589999999850988
FS( 137 ),7333332.960000000894070,5380452.829999999143183,12713785.789999999105930
FS( 138 ),7210783.960000000894070,5348676.859999999403954,12559460.820000000298023
FS( 139 ),7529411.360000000335276,5451734.059999999590218,12981145.419999999925494
FS( 140 ),7414215.300000000745058,5411369.989999999292195,12825585.289999999105930
FS( 141 ),7284313.360000000335276,5427687.379999999888241,12712000.740000000223517
FS( 142 ),6924019.300000000745058,5444004.769999999552965,12368024.070000000298023
FS( 143 ),7110293.780000001192093,5418240.469999999739230,12528534.250000000000000
FS( 144 ),7210783.960000000894070,5480074.790000000037253,12690858.750000000000000
FS( 145 ),7279411.400000000372529,5473204.309999999590218,12752615.710000000894070
FS( 146 ),6977940.860000000335276,5395911.409999999217689,12373852.269999999552965
FS( 147 ),6725489.920000000856817,5361559.009999999776483,12087048.929999999701977
FS( 148 ),6818627.160000001080334,5486945.269999999552965,12305572.429999999701977
FS( 149 ),6857842.840000000782311,5498968.609999999403954,12356811.449999999254942
FS( 150 ),6975489.880000000819564,5600308.189999999478459,12575798.070000000298023
FS( 151 ),6725489.920000000856817,5501545.040000000037253,12227034.960000000894070
FS( 152 ),6843136.960000000894070,5442287.149999999441206,12285424.109999999403954
FS( 153 ),6796568.340000000782311,5403640.700000000186265,12200209.040000000968575
FS( 154 ),6870097.740000001154840,5459463.349999999627471,12329561.089999999850988
FS( 155 ),6830882.060000001452863,5431981.429999999701977,12262863.490000002086163
FS( 156 ),6955882.040000000037253,5478357.169999999925494,12434239.210000000894070
FS( 157 ),7017156.540000000037253,5461180.969999999739230,12478337.509999999776483
FS( 158 ),7122548.680000000633299,5497250.990000000223517,12619799.670000001788139
FS( 159 ),7093136.920000000856817,5518721.240000000223517,12611858.160000000149012
FS( 160 ),7105391.820000000298023,5537615.059999999590218,12643006.879999998956919
FS( 161 ),7061274.180000000633299,5559944.119999999180436,12621218.300000000745058
FS( 162 ),7017156.540000000037253,5562520.549999999813735,12579677.089999999850988
FS( 163 ),6899509.500000000000000,5571108.650000000372529,12470618.150000000372529
FS( 164 ),7026960.460000000894070,5604602.240000000223517,12631562.700000001117587
FS( 165 ),7073529.080000001005828,5529026.959999999031425,12602556.039999999105930
FS( 166 ),7164215.340000000782311,5483510.030000000260770,12647725.370000001043081
FS( 167 ),7318627.080000001005828,5494674.559999999590218,12813301.640000000596046
FS( 168 ),7313725.120000001043081,5502403.849999998696148,12816128.969999998807907
FS( 169 ),7328431.000000000000000,5464616.209999999962747,12793047.210000000894070
FS( 170 ),7377450.600000001490116,5447440.009999999776483,12824890.610000001266599
FS( 171 ),7666666.240000001154840,5468051.450000000186265,13134717.690000001341105
FS( 172 ),7671568.200000001117587,5592578.900000000372529,13264147.100000001490116
FS( 173 ),7808823.080000001005828,5590861.279999999329448,13399684.359999999403954
FS( 174 ),7872548.560000000521541,5577120.319999999366701,13449668.879999998956919
FS( 175 ),7894607.380000000819564,5600308.189999999478459,13494915.570000000298023
FS( 176 ),7933823.060000000521541,5627790.109999999403954,13561613.169999999925494
FS( 177 ),7838234.840000000782311,5662142.510000000707805,13500377.350000001490116
FS( 178 ),7857842.680000001564622,5674165.849999998696148,13532008.530000001192093
FS( 179 ),7848038.760000001639128,5700788.959999999031425,13548827.720000000670552
FS( 180 ),7865195.620000001974404,5726553.260000000707805,13591748.880000002682209
FS( 181 ),7781862.300000000745058,5713671.109999999403954,13495533.410000000149012
FS( 182 ),7870097.580000001005828,5754893.990000000223517,13624991.570000000298023
FS( 183 ),7995097.560000000521541,5784093.529999999329448,13779191.089999999850988
FS( 184 ),8031862.260000001639128,5736858.979999999515712,13768721.240000002086163
FS( 185 ),7936274.040000000968575,5745447.080000000074506,13681721.120000001043081
FS( 186 ),8085783.820000001229346,5776364.240000000223517,13862148.060000002384186
FS( 187 ),8137254.400000001303852,5760046.849999998696148,13897301.250000000000000
FS( 188 ),8257352.419999999925494,5774646.619999999180436,14031999.039999999105930
FS( 189 ),8227940.660000001080334,5729988.500000000000000,13957929.160000000149012
FS( 190 ),8262254.380000000819564,5803846.159999999217689,14066100.539999999105930
FS( 191 ),8350489.660000001080334,5842492.609999999403954,14192982.269999999552965
FS( 192 ),8387254.360000000335276,5823598.790000000037253,14210853.150000000372529
FS( 193 ),8424019.060000000521541,5814151.879999999888241,14238170.940000001341105
FS( 194 ),8401960.240000000223517,5905185.740000000223517,14307145.980000000447035
FS( 195 ),8465685.720000000670552,5898315.260000000707805,14364000.980000000447035
FS( 196 ),8482842.580000000074506,5885433.109999999403954,14368275.689999999478459
FS( 197 ),8487744.540000000968575,5918926.700000000186265,14406671.240000002086163
FS( 198 ),8602940.600000001490116,5961867.200000000186265,14564807.800000000745058
FS( 199 ),8715685.680000001564622,5939538.139999999664724,14655223.820000000298023
FS( 200 ),8661764.120000001043081,5928373.609999999403954,14590137.730000000447035
FS( 201 ),8651960.199999999254942,6004807.700000000186265,14656767.899999998509884
FS( 202 ),8563724.919999999925494,6040877.719999999739230,14604602.640000000596046
FS( 203 ),9075979.740000000223517,6042595.339999999850988,15118575.080000000074506
FS( 204 ),9330881.660000000149012,6100135.609999999403954,15431017.269999999552965
FS( 205 ),9482842.419999999925494,6110441.330000000074506,15593283.750000000000000
FS( 206 ),9436273.800000000745058,6099276.799999999813735,15535550.600000001490116
FS( 207 ),9174018.940000001341105,6057195.109999999403954,15231214.050000000745058
FS( 208 ),9159313.060000000521541,6040877.719999999739230,15200190.780000001192093
FS( 209 ),9406862.040000000968575,6142217.299999999813735,15549079.339999999850988
FS( 210 ),9142156.199999999254942,6062347.969999999739230,15204504.169999998062849
FS( 211 ),9325979.699999999254942,6133629.200000000186265,15459608.899999998509884
FS( 212 ),9056371.900000002235174,6066642.019999999552965,15123013.920000001788139
FS( 213 ),8963234.660000000149012,6068359.639999999664724,15031594.300000000745058
FS( 214 ),8622548.440000001341105,5961867.200000000186265,14584415.640000000596046
FS( 215 ),8257352.419999999925494,5840774.990000000223517,14098127.410000000149012
FS( 216 ),8892156.240000000223517,6061489.159999999217689,14953645.399999998509884
FS( 217 ),8982842.500000000000000,6052901.059999999590218,15035743.559999998658895
FS( 218 ),9176469.919999999925494,6069218.450000000186265,15245688.370000001043081
FS( 219 ),9046567.980000000447035,6054618.679999999701977,15101186.660000000149012
FS( 220 ),8887254.279999999329448,5976466.969999999739230,14863721.250000000000000
FS( 221 ),8901960.160000000149012,6023701.519999999552965,14925661.679999999701977
FS( 222 ),8835783.699999999254942,6013395.799999999813735,14849179.500000000000000
FS( 223 ),8696077.839999999850988,5960149.580000000074506,14656227.419999999925494
FS( 224 ),8325979.860000000335276,5810716.639999999664724,14136696.500000000000000
FS( 225 ),8485293.560000000521541,5827892.839999999850988,14313186.400000000372529
FS( 226 ),8639705.300000000745058,5810716.639999999664724,14450421.940000001341105
FS( 227 ),8585783.740000000223517,5826175.219999999739230,14411958.960000000894070
FS( 228 ),8546568.060000000521541,5669012.990000000223517,14215581.050000000745058
FS( 229 ),8870097.419999999925494,5771211.379999999888241,14641308.800000000745058
FS( 230 ),8995097.400000002235174,5742870.650000000372529,14737968.050000002607703
FS( 231 ),9132352.279999999329448,5699071.339999999850988,14831423.619999999180436
FS( 232 ),9242646.380000000819564,5820163.549999999813735,15062809.929999999701977
FS( 233 ),9213234.620000001043081,5827034.029999999329448,15040268.650000000372529
FS( 234 ),8963234.660000000149012,5728270.879999999888241,14691505.539999999105930
FS( 235 ),8786764.100000001490116,5732564.929999999701977,14519329.030000001192093
FS( 236 ),8730391.560000000521541,5872550.959999999031425,14602942.519999999552965
FS( 237 ),8514705.320000002160668,5862245.240000000223517,14376950.560000002384186
FS( 238 ),8772058.220000000670552,5957573.150000000372529,14729631.370000001043081
FS( 239 ),8877450.360000001266599,5972172.919999999925494,14849623.280000001192093
FS( 240 ),8904411.140000000596046,5951561.479999999515712,14855972.620000001043081
FS( 241 ),9093136.600000001490116,6046030.580000000074506,15139167.180000001564622
FS( 242 ),9357842.440000001341105,6036583.669999999925494,15394426.110000001266599
FS( 243 ),9519607.120000001043081,6015972.229999999515712,15535579.350000001490116
FS( 244 ),9595587.500000000000000,6001372.459999999031425,15596959.959999999031425
FS( 245 ),9460783.600000001490116,6004807.700000000186265,15465591.300000000745058
FS( 246 ),9588234.560000000521541,5894880.019999999552965,15483114.580000000074506
FS( 247 ),9487744.380000000819564,5894021.209999999031425,15381765.589999999850988
FS( 248 ),9419116.940000001341105,5816728.309999999590218,15235845.250000000000000
FS( 249 ),9338234.600000001490116,5790105.200000000186265,15128339.800000000745058
FS( 250 ),9394607.140000000596046,5782375.909999999217689,15176983.050000000745058
FS( 251 ),8970587.600000001490116,5707659.439999999478459,14678247.040000000968575
FS( 252 ),8806371.940000001341105,5656989.650000000372529,14463361.590000001713634
