代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,14524022.320000000298023
真實報酬,4524022.320000000298023

夏普值報酬,0.443702232000000
夏普值風險,0.102843146647165
夏普值,4.314358773193270

二次趨勢線,2.464135359329441 x^2 + 16124.460665040352978 x + 10000000.000000000000000
二次加權預期報酬,16950.767388868825947
風險,428356.084655321959872
二次加權趨勢值,0.039571674118995
一次趨勢線,16589.256360114788549 x + 10000000.000000000000000
一次預期報酬,16589.256360114788549
一次風險,428711.082892769190948
一次趨勢值,0.038695655470759
找到最佳解世代,2181
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,2
AAPL[0](2),MCD[15](1),
FS( 35 ),5236686.080000001005828,5295806.000000000000000,10532492.080000001937151
FS( 36 ),5292159.380000000819564,5322005.959999999962747,10614165.339999999850988
FS( 37 ),5338387.130000000819564,5354967.200000000186265,10693354.330000001937151
FS( 38 ),5521449.020000000484288,5360038.160000000149012,10881487.179999999701977
FS( 39 ),5589866.090000000782311,5376096.200000000186265,10965962.290000000968575
FS( 40 ),5523298.130000000819564,5374405.880000000819564,10897704.010000001639128
FS( 41 ),5589866.090000000782311,5315244.680000000633299,10905110.770000001415610
FS( 42 ),5565827.660000001080334,5277212.480000000447035,10843040.140000000596046
FS( 43 ),5652735.830000001005828,5305947.920000000856817,10958683.750000001862645
FS( 44 ),5663830.490000000223517,5265380.240000000223517,10929210.730000000447035
FS( 45 ),5573224.100000000558794,5193541.640000000596046,10766765.740000002086163
FS( 46 ),5562129.440000000409782,5231573.839999999850988,10793703.280000001192093
FS( 47 ),5599111.640000000596046,5226502.880000000819564,10825614.520000001415610
FS( 48 ),5551034.780000000260770,5267070.560000000521541,10818105.339999999850988
FS( 49 ),5486315.930000000633299,5295806.000000000000000,10782121.929999999701977
FS( 50 ),5563978.550000000745058,5289889.880000000819564,10853868.430000001564622
FS( 51 ),5532543.680000000633299,5294960.839999999850988,10827504.519999999552965
FS( 52 ),5440088.180000000633299,5263689.920000000856817,10703778.100000001490116
FS( 53 ),5680472.480000000447035,5365109.120000000111759,11045581.600000001490116
FS( 54 ),5593564.310000000521541,5325386.600000000558794,10918950.910000000149012
FS( 55 ),5495561.480000000447035,5341444.640000000596046,10837006.120000001043081
FS( 56 ),5223742.310000000521541,5357502.680000000633299,10581244.990000002086163
FS( 57 ),5364274.670000000856817,5332147.880000000819564,10696422.550000000745058
FS( 58 ),5440088.180000000633299,5392999.400000000372529,10833087.580000001937151
FS( 59 ),5491863.260000000707805,5386238.120000000111759,10878101.380000000819564
FS( 60 ),5264422.730000000447035,5310173.720000000670552,10574596.450000001117587
FS( 61 ),5073964.400000000372529,5276367.320000000298023,10350331.720000000670552
FS( 62 ),5144230.580000001005828,5399760.680000000633299,10543991.260000001639128
FS( 63 ),5173816.340000000782311,5411592.920000000856817,10585409.260000001639128
FS( 64 ),5262573.620000001043081,5511321.799999999813735,10773895.420000001788139
FS( 65 ),5073964.400000000372529,5414128.400000000372529,10488092.800000000745058
FS( 66 ),5162721.680000000633299,5355812.360000000335276,10518534.040000000968575
FS( 67 ),5127588.590000000782311,5317780.160000000149012,10445368.750000000000000
FS( 68 ),5183061.890000000596046,5372715.560000000521541,10555777.450000001117587
FS( 69 ),5153476.130000000819564,5345670.440000000409782,10499146.570000000298023
FS( 70 ),5247780.740000000223517,5391309.080000000074506,10639089.820000000298023
FS( 71 ),5294008.490000000223517,5374405.880000000819564,10668414.370000001043081
FS( 72 ),5373520.220000000670552,5409902.600000000558794,10783422.820000000298023
FS( 73 ),5351330.900000000372529,5431031.600000000558794,10782362.500000000000000
FS( 74 ),5360576.450000000186265,5449625.120000001043081,10810201.570000000298023
FS( 75 ),5327292.470000000670552,5471599.280000000260770,10798891.750000000000000
FS( 76 ),5294008.490000000223517,5474134.759999999776483,10768143.250000000000000
FS( 77 ),5205251.209999999962747,5482586.360000000335276,10687837.570000000298023
FS( 78 ),5301404.930000000633299,5515547.600000000558794,10816952.530000001192093
FS( 79 ),5336538.020000000484288,5441173.520000000484288,10777711.540000000968575
FS( 80 ),5404955.090000000782311,5396380.040000000968575,10801335.130000002682209
FS( 81 ),5521449.020000000484288,5407367.120000000111759,10928816.140000000596046
FS( 82 ),5517750.800000000745058,5414973.559999999590218,10932724.359999999403954
FS( 83 ),5528845.459999999962747,5377786.520000000484288,10906631.980000000447035
FS( 84 ),5565827.660000001080334,5360883.320000000298023,10926710.980000000447035
FS( 85 ),5784022.640000000596046,5381167.160000000149012,11165189.800000000745058
FS( 86 ),5787720.860000000335276,5503715.360000000335276,11291436.220000000670552
FS( 87 ),5891271.020000000484288,5502025.040000000037253,11393296.060000000521541
FS( 88 ),5939347.879999999888241,5488502.480000000447035,11427850.359999999403954
FS( 89 ),5955989.870000001043081,5511321.799999999813735,11467311.670000001788139
FS( 90 ),5985575.629999999888241,5538366.920000000856817,11523942.550000000745058
FS( 91 ),5913460.340000000782311,5572173.320000001229346,11485633.660000002011657
FS( 92 ),5928253.220000000670552,5584005.559999999590218,11512258.780000001192093
FS( 93 ),5920856.780000001192093,5610205.520000000484288,11531062.300000000745058
FS( 94 ),5933800.550000000745058,5635560.320000001229346,11569360.870000001043081
FS( 95 ),5870930.810000000521541,5622882.920000000856817,11493813.730000000447035
FS( 96 ),5937498.770000000484288,5663450.600000000558794,11600949.370000001043081
FS( 97 ),6031803.379999999888241,5692186.040000000037253,11723989.419999999925494
FS( 98 ),6059540.030000001192093,5645702.240000000223517,11705242.270000001415610
FS( 99 ),5987424.740000001154840,5654153.840000000782311,11641578.580000001937151
FS( 100 ),6100220.450000001117587,5684579.600000000558794,11784800.050000000745058
FS( 101 ),6139051.760000000707805,5668521.559999999590218,11807573.320000000298023
FS( 102 ),6229658.150000000372529,5682889.280000000260770,11912547.429999999701977
FS( 103 ),6207468.830000001005828,5638940.959999999962747,11846409.790000000968575
FS( 104 ),6233356.370000001043081,5711624.720000000670552,11944981.090000001713634
FS( 105 ),6299924.330000001005828,5749656.920000000856817,12049581.250000001862645
FS( 106 ),6327660.980000000447035,5731063.400000000372529,12058724.380000000819564
FS( 107 ),6355397.629999999888241,5721766.640000000596046,12077164.269999999552965
FS( 108 ),6338755.640000000596046,5811353.600000000558794,12150109.240000002086163
FS( 109 ),6386832.500000000000000,5804592.320000001229346,12191424.820000000298023
FS( 110 ),6399776.270000000484288,5791914.920000000856817,12191691.190000001341105
FS( 111 ),6403474.490000001154840,5824876.160000000149012,12228350.650000002235174
FS( 112 ),6490382.660000001080334,5867134.160000000149012,12357516.820000000298023
FS( 113 ),6575441.720000000670552,5845160.000000000000000,12420601.720000000670552
FS( 114 ),6534761.300000000745058,5834172.920000000856817,12368934.220000002533197
FS( 115 ),6527364.860000000335276,5909392.160000000149012,12436757.019999999552965
FS( 116 ),6460796.900000000372529,5944888.880000000819564,12405685.780000001192093
FS( 117 ),6847260.890000000596046,5946579.200000000186265,12793840.089999999850988
FS( 118 ),7039568.330000001005828,6003204.920000000856817,13042773.250000001862645
FS( 119 ),7154213.150000000372529,6013346.840000000782311,13167559.990000002086163
FS( 120 ),7119080.060000000521541,6002359.759999999776483,13121439.820000000298023
FS( 121 ),6921225.290000000037253,5960946.920000000856817,12882172.210000000894070
FS( 122 ),6910130.629999999888241,5944888.880000000819564,12855019.510000001639128
FS( 123 ),7096890.740000001154840,6044617.759999999776483,13141508.500000000000000
FS( 124 ),6897186.860000000335276,5966017.880000000819564,12863204.740000002086163
FS( 125 ),7035870.110000000335276,6036166.160000000149012,13072036.269999999552965
FS( 126 ),6832468.010000000707805,5970243.680000000633299,12802711.690000001341105
FS( 127 ),6762201.830000001005828,5971934.000000000000000,12734135.830000001937151
FS( 128 ),6505175.540000000037253,5867134.160000000149012,12372309.699999999254942
FS( 129 ),6229658.150000000372529,5747966.600000000558794,11977624.750000000000000
FS( 130 ),6708577.640000000596046,5965172.720000000670552,12673750.360000001266599
FS( 131 ),6776994.709999999962747,5956721.120000001043081,12733715.830000001937151
FS( 132 ),6923074.400000000372529,5972779.160000000149012,12895853.560000000521541
FS( 133 ),6825071.570000000298023,5958411.440000000409782,12783483.010000001639128
FS( 134 ),6704879.419999999925494,5881501.880000000819564,12586381.300000000745058
FS( 135 ),6715974.080000001005828,5927985.680000000633299,12643959.760000001639128
FS( 136 ),6666048.110000000335276,5917843.759999999776483,12583891.870000001043081
FS( 137 ),6560648.839999999850988,5865443.840000000782311,12426092.679999999701977
FS( 138 ),6281433.230000000447035,5718386.000000000000000,11999819.230000000447035
FS( 139 ),6401625.379999999888241,5735289.200000000186265,12136914.580000000074506
FS( 140 ),6518119.310000000521541,5718386.000000000000000,12236505.310000000521541
FS( 141 ),6477438.890000000596046,5733598.880000000819564,12211037.770000001415610
FS( 142 ),6447853.129999999888241,5578934.600000000558794,12026787.730000000447035
FS( 143 ),6691935.650000000372529,5679508.640000000596046,12371444.290000000968575
FS( 144 ),6786240.260000000707805,5651618.360000000335276,12437858.620000001043081
FS( 145 ),6889790.419999999925494,5608515.200000000186265,12498305.620000001043081
FS( 146 ),6973000.370000001043081,5727682.759999999776483,12700683.130000000819564
FS( 147 ),6950811.050000000745058,5734444.040000000037253,12685255.089999999850988
FS( 148 ),6762201.830000001005828,5637250.640000000596046,12399452.470000002533197
FS( 149 ),6629065.910000001080334,5641476.440000000409782,12270542.350000001490116
FS( 150 ),6586536.379999999888241,5779237.520000000484288,12365773.900000000372529
FS( 151 ),6423814.700000001117587,5769095.600000000558794,12192910.300000000745058
FS( 152 ),6617971.250000000000000,5862908.360000000335276,12480879.609999999403954
FS( 153 ),6697482.980000000447035,5877276.080000001005828,12574759.060000002384186
FS( 154 ),6717823.190000000409782,5856992.240000000223517,12574815.429999999701977
FS( 155 ),6860204.660000001080334,5949959.840000000782311,12810164.500000001862645
FS( 156 ),7059908.540000000037253,5940663.080000001005828,13000571.620000001043081
FS( 157 ),7181949.800000000745058,5920379.240000000223517,13102329.040000000968575
FS( 158 ),7239272.209999999962747,5906011.520000000484288,13145283.730000000447035
FS( 159 ),7137571.160000001080334,5909392.160000000149012,13046963.320000000298023
FS( 160 ),7233724.879999999888241,5801211.680000000633299,13034936.560000000521541
FS( 161 ),7157911.370000001043081,5800366.520000000484288,12958277.890000000596046
FS( 162 ),7106136.290000000037253,5724302.120000001043081,12830438.410000000149012
FS( 163 ),7045115.660000001080334,5698102.160000000149012,12743217.820000000298023
FS( 164 ),7087645.190000000409782,5690495.720000000670552,12778140.910000000149012
FS( 165 ),6767749.160000001080334,5616966.799999999813735,12384715.960000000894070
FS( 166 ),6643858.790000000037253,5567102.360000000335276,12210961.150000000372529
FS( 167 ),6564347.060000000521541,5638095.799999999813735,12202442.859999999403954
FS( 168 ),6523666.640000000596046,5589921.680000000633299,12113588.320000000298023
FS( 169 ),6568045.280000001192093,5587386.200000000186265,12155431.480000000447035
FS( 170 ),6832468.010000000707805,5688805.400000000372529,12521273.410000000149012
FS( 171 ),6817675.129999999888241,5833327.759999999776483,12651002.890000000596046
FS( 172 ),6858355.550000000745058,5850230.959999999962747,12708586.510000001639128
FS( 173 ),6797334.919999999925494,5911082.480000000447035,12708417.400000000372529
FS( 174 ),6651255.230000000447035,5987146.880000000819564,12638402.110000001266599
FS( 175 ),6675293.660000001080334,5992217.840000000782311,12667511.500000001862645
FS( 176 ),6642009.680000000633299,6028559.720000000670552,12670569.400000002235174
FS( 177 ),6601329.260000000707805,5911082.480000000447035,12512411.740000002086163
FS( 178 ),6486684.440000000409782,5908547.000000000000000,12395231.440000001341105
FS( 179 ),6653104.339999999850988,5989682.360000000335276,12642786.699999999254942
FS( 180 ),6715974.080000001005828,5925450.200000000186265,12641424.280000001192093
FS( 181 ),6841713.560000000521541,6034475.840000000782311,12876189.400000002235174
FS( 182 ),6865751.990000001154840,5907701.840000000782311,12773453.830000001937151
FS( 183 ),6849110.000000000000000,5989682.360000000335276,12838792.359999999403954
FS( 184 ),6976698.589999999850988,5949959.840000000782311,12926658.429999999701977
FS( 185 ),6893488.640000000596046,5896714.759999999776483,12790203.400000000372529
FS( 186 ),6817675.129999999888241,5863753.520000000484288,12681428.650000000372529
FS( 187 ),6795485.810000000521541,5893334.120000001043081,12688819.930000001564622
FS( 188 ),6917527.070000000298023,5937282.440000000409782,12854809.510000001639128
FS( 189 ),6919376.180000000633299,5954185.640000000596046,12873561.820000000298023
FS( 190 ),6947112.830000001005828,5974469.480000000447035,12921582.310000002384186
FS( 191 ),6913828.850000000558794,5954185.640000000596046,12868014.490000002086163
FS( 192 ),6871299.320000000298023,6063211.280000000260770,12934510.600000001490116
FS( 193 ),6913828.850000000558794,6162940.160000000149012,13076769.010000001639128
FS( 194 ),6852808.220000000670552,6156178.880000000819564,13008987.100000001490116
FS( 195 ),6608725.700000001117587,6048843.559999999590218,12657569.260000001639128
FS( 196 ),6651255.230000000447035,6090256.400000000372529,12741511.630000000819564
FS( 197 ),6580989.050000000745058,6075888.680000000633299,12656877.730000000447035
FS( 198 ),6542157.740000001154840,6067437.080000001005828,12609594.820000002160668
FS( 199 ),6656802.560000000521541,6188294.959999999962747,12845097.519999999552965
FS( 200 ),6684539.209999999962747,6190830.440000000409782,12875369.650000000372529
FS( 201 ),6601329.260000000707805,6167165.959999999962747,12768495.220000000670552
FS( 202 ),6593932.820000000298023,6176462.720000000670552,12770395.540000000968575
FS( 203 ),6492231.770000000484288,6198436.880000000819564,12690668.650000002235174
FS( 204 ),6338755.640000000596046,6146036.959999999962747,12484792.600000001490116
FS( 205 ),6416418.260000000707805,6185759.480000000447035,12602177.740000002086163
FS( 206 ),6348001.190000000409782,6183224.000000000000000,12531225.190000001341105
FS( 207 ),6383134.280000001192093,6253372.280000000260770,12636506.560000002384186
FS( 208 ),6405323.600000000558794,6147727.280000000260770,12553050.880000000819564
FS( 209 ),6421965.589999999850988,6174772.400000000372529,12596737.990000000223517
FS( 210 ),6612423.919999999925494,6299856.080000001005828,12912280.000000000000000
FS( 211 ),6660500.780000001192093,6340423.759999999776483,13000924.540000000968575
FS( 212 ),6836166.230000000447035,6346339.880000000819564,13182506.110000001266599
FS( 213 ),6810278.690000000409782,6406346.240000000223517,13216624.929999999701977
FS( 214 ),6945263.720000000670552,6430010.720000000670552,13375274.440000001341105
FS( 215 ),6948961.940000000409782,6285488.360000000335276,13234450.300000000745058
FS( 216 ),6958207.490000001154840,6339578.600000000558794,13297786.090000001713634
FS( 217 ),7054361.209999999962747,6302391.559999999590218,13356752.769999999552965
FS( 218 ),7080248.750000000000000,6249146.480000000447035,13329395.230000000447035
FS( 219 ),7137571.160000001080334,6314223.799999999813735,13451794.960000000894070
FS( 220 ),7305840.169999999925494,6321830.240000000223517,13627670.410000000149012
FS( 221 ),7274405.300000000745058,6281262.559999999590218,13555667.859999999403954
FS( 222 ),7481505.620000001043081,6348030.200000000186265,13829535.820000000298023
FS( 223 ),7496298.500000000000000,6381836.600000000558794,13878135.100000001490116
FS( 224 ),7601697.770000000484288,6349720.520000000484288,13951418.290000000968575
FS( 225 ),7631283.530000001192093,6308307.680000000633299,13939591.210000000894070
FS( 226 ),7721889.919999999925494,6347185.040000000037253,14069074.960000000894070
FS( 227 ),7690455.050000000745058,6318449.600000000558794,14008904.650000002235174
FS( 228 ),7577659.339999999850988,6307462.520000000484288,13885121.859999999403954
FS( 229 ),7590603.110000000335276,6292249.640000000596046,13882852.750000000000000
FS( 230 ),7496298.500000000000000,6297320.600000000558794,13793619.100000001490116
FS( 231 ),7463014.520000000484288,6331972.160000000149012,13794986.679999999701977
FS( 232 ),7361313.470000000670552,6334507.640000000596046,13695821.110000001266599
FS( 233 ),7633132.640000000596046,6408036.559999999590218,14041169.199999999254942
FS( 234 ),7614641.540000000037253,6372539.840000000782311,13987181.380000000819564
FS( 235 ),7640529.080000001005828,6411417.200000000186265,14051946.280000001192093
FS( 236 ),7768117.669999999925494,6431701.040000000037253,14199818.710000000894070
FS( 237 ),7801401.650000000372529,6388597.880000000819564,14189999.530000001192093
FS( 238 ),7886460.709999999962747,6387752.720000000670552,14274213.429999999701977
FS( 239 ),7928990.240000001154840,6402120.440000000409782,14331110.680000001564622
FS( 240 ),7986312.650000000372529,6511146.080000001005828,14497458.730000000447035
FS( 241 ),8313605.120000001043081,6548333.120000001043081,14861938.240000002086163
FS( 242 ),8400513.290000000968575,6534810.559999999590218,14935323.850000001490116
FS( 243 ),8174921.870000001043081,6506920.280000000260770,14681842.150000002235174
FS( 244 ),8202658.520000000484288,6542417.000000000000000,14745075.519999999552965
FS( 245 ),8176770.980000000447035,6629468.480000000447035,14806239.460000000894070
FS( 246 ),8121297.680000000633299,6638765.240000000223517,14760062.920000001788139
FS( 247 ),8158279.879999999888241,6651442.640000000596046,14809722.519999999552965
FS( 248 ),8137939.669999999925494,6656513.600000000558794,14794453.269999999552965
FS( 249 ),8132392.339999999850988,6548333.120000001043081,14680725.460000000894070
FS( 250 ),8063975.270000000484288,6548333.120000001043081,14612308.390000000596046
FS( 251 ),7951179.560000000521541,6572842.759999999776483,14524022.320000000298023
