代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,10993319.269999999552965
真實報酬,993319.269999999552965

夏普值報酬,0.090631927000000
夏普值風險,0.058053098516843
夏普值,1.561190174434964

二次趨勢線,34.925558265952475 x^2 + -1764.311070149996794 x + 10000000.000000000000000
二次加權預期報酬,9993.960212720669006
風險,220638.804793471907033
二次加權趨勢值,0.045295569027740
一次趨勢線,4849.690591644259257 x + 10000000.000000000000000
一次預期報酬,4849.690591644259257
一次風險,332837.944085748749785
一次趨勢值,0.014570726318376
找到最佳解世代,1666
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,2
MRK[17](1),PG[21](3),
FS( 34 ),4685177.310000000521541,5099869.220000000670552,9785046.530000001192093
FS( 35 ),4706044.520000000484288,5153393.900000000372529,9859438.420000001788139
FS( 36 ),4726911.730000000447035,5195822.000000000000000,9922733.730000000447035
FS( 37 ),4806751.490000000223517,5216709.680000000633299,10023461.170000001788139
FS( 38 ),4794956.980000000447035,5208224.060000000521541,10003181.040000000968575
FS( 39 ),4794049.710000000894070,5216709.680000000633299,10010759.390000000596046
FS( 40 ),4839413.210000000894070,5245430.240000000223517,10084843.450000001117587
FS( 41 ),4831247.780000000260770,5226500.780000000260770,10057748.560000000521541
FS( 42 ),4792235.169999999925494,5183419.940000000409782,9975655.109999999403954
FS( 43 ),4761387.990000000223517,5115534.980000000447035,9876922.970000000670552
FS( 44 ),4822175.080000000074506,5131853.480000000447035,9954028.560000000521541
FS( 45 ),4755944.370000000111759,5082245.240000000223517,9838189.609999999403954
FS( 46 ),4714209.950000000186265,5037858.920000000856817,9752068.870000001043081
FS( 47 ),4634370.190000000409782,4958877.380000000819564,9593247.570000000298023
FS( 48 ),4649793.780000000260770,5004569.180000000633299,9654362.960000000894070
FS( 49 ),4696064.549999999813735,4994125.340000000782311,9690189.890000000596046
FS( 50 ),4596264.849999999627471,4951044.500000000000000,9547309.349999999627471
FS( 51 ),4699693.629999999888241,4970626.700000001117587,9670320.330000001937151
FS( 52 ),4639813.810000000521541,4894256.120000001043081,9534069.930000001564622
FS( 53 ),4657959.210000000894070,5008485.620000001043081,9666444.830000001937151
FS( 54 ),4586284.879999999888241,4949739.020000000484288,9536023.900000000372529
FS( 55 ),4619853.870000000111759,5007832.880000000819564,9627686.750000000000000
FS( 56 ),4658866.480000000447035,5049608.240000000223517,9708474.720000000670552
FS( 57 ),4619853.870000000111759,5016318.500000000000000,9636172.370000001043081
FS( 58 ),4667939.180000000633299,5144255.540000000968575,9812194.720000002533197
FS( 59 ),4569954.020000000484288,5143602.800000000745058,9713556.820000000298023
FS( 60 ),4463803.430000000633299,5210182.280000000260770,9673985.710000000894070
FS( 61 ),4597172.120000000111759,5332244.660000000149012,9929416.780000001192093
FS( 62 ),4604430.280000000260770,5295038.480000000447035,9899468.760000001639128
FS( 63 ),4573583.099999999627471,5236291.880000000819564,9809874.980000000447035
FS( 64 ),4540921.379999999888241,5293733.000000000000000,9834654.379999998956919
FS( 65 ),4408459.960000000894070,5267623.400000000372529,9676083.360000001266599
FS( 66 ),4480134.290000000037253,5300260.400000000372529,9780394.690000001341105
FS( 67 ),4430234.440000000409782,5392949.480000000447035,9823183.920000001788139
FS( 68 ),4460174.349999999627471,5394254.960000000894070,9854429.310000000521541
FS( 69 ),4493743.340000000782311,5327675.480000000447035,9821418.820000000298023
FS( 70 ),4432048.980000000447035,5215404.200000001117587,9647453.180000001564622
FS( 71 ),4448379.840000000782311,5286552.860000000335276,9734932.700000001117587
FS( 72 ),4516425.090000000782311,5317884.380000000819564,9834309.470000002533197
FS( 73 ),4590821.230000000447035,5381852.900000000372529,9972674.130000000819564
FS( 74 ),4565417.669999999925494,5351174.120000001043081,9916591.790000000968575
FS( 75 ),4547272.270000000484288,5338772.060000000521541,9886044.330000001937151
FS( 76 ),4606244.820000000298023,5360965.220000000670552,9967210.040000000968575
FS( 77 ),4585377.610000000335276,5340077.540000000968575,9925455.150000002235174
FS( 78 ),4587192.150000000372529,5323759.040000000968575,9910951.190000001341105
FS( 79 ),4627112.030000000260770,5374672.760000000707805,10001784.790000000968575
FS( 80 ),4594450.310000000521541,5293733.000000000000000,9888183.310000000521541
FS( 81 ),4555437.700000000186265,5240861.060000000521541,9796298.760000001639128
FS( 82 ),4695157.280000000260770,5302218.620000001043081,9997375.900000002235174
FS( 83 ),4742335.320000000298023,5388380.300000000745058,10130715.620000001043081
FS( 84 ),4726911.730000000447035,5407309.760000000707805,10134221.490000002086163
FS( 85 ),4725097.190000000409782,5449737.860000000335276,10174835.050000000745058
FS( 86 ),4775904.310000000521541,5424281.000000000000000,10200185.310000000521541
FS( 87 ),4758666.180000000633299,5421670.040000000968575,10180336.220000002533197
FS( 88 ),4750500.750000000000000,5415142.640000000596046,10165643.390000000596046
FS( 89 ),4812195.110000000335276,5370756.320000000298023,10182951.429999999701977
FS( 90 ),4826711.430000000633299,5336161.100000000558794,10162872.530000001192093
FS( 91 ),4815824.190000000409782,5298302.180000000633299,10114126.370000001043081
FS( 92 ),4755944.370000000111759,5307440.540000000968575,10063384.910000000149012
FS( 93 ),4712395.410000000149012,5309398.760000000707805,10021794.170000001788139
FS( 94 ),4675197.340000000782311,5401435.100000000558794,10076632.440000001341105
FS( 95 ),4740520.780000000260770,5427544.700000001117587,10168065.480000000447035
FS( 96 ),4790420.629999999888241,5438641.280000000260770,10229061.910000000149012
FS( 97 ),4811287.840000000782311,5400782.360000000335276,10212070.200000001117587
FS( 98 ),4815824.190000000409782,5406004.280000000260770,10221828.470000000670552
FS( 99 ),4814916.919999999925494,5410573.460000000894070,10225490.380000000819564
FS( 100 ),4793142.440000000409782,5392949.480000000447035,10186091.920000001788139
FS( 101 ),4837598.669999999925494,5404698.800000000745058,10242297.470000000670552
FS( 102 ),4828525.969999999739230,5396865.920000000856817,10225391.890000000596046
FS( 103 ),4800400.599999999627471,5372714.540000000968575,10173115.140000000596046
FS( 104 ),4872074.930000000633299,5452348.820000000298023,10324423.750000000000000
FS( 105 ),4935583.830000000074506,5431461.140000000596046,10367044.970000000670552
FS( 106 ),4921067.510000000707805,5428197.440000000409782,10349264.950000001117587
FS( 107 ),5047178.040000000037253,5470625.540000000968575,10517803.580000001937151
FS( 108 ),5028125.370000000111759,5433419.360000000335276,10461544.730000000447035
FS( 109 ),5022681.750000000000000,5430808.400000000372529,10453490.150000000372529
FS( 110 ),4994556.379999999888241,5400129.620000001043081,10394686.000000000000000
FS( 111 ),5020867.210000000894070,5406657.020000000484288,10427524.230000000447035
FS( 112 ),5077117.950000000186265,5382505.640000000596046,10459623.589999999850988
FS( 113 ),5121574.180000000633299,5353132.340000000782311,10474706.520000001415610
FS( 114 ),5093448.810000000521541,5372061.800000000745058,10465510.610000001266599
FS( 115 ),5127017.799999999813735,5406657.020000000484288,10533674.820000000298023
FS( 116 ),5158772.250000000000000,5436030.320000000298023,10594802.570000000298023
FS( 117 ),5133368.690000000409782,5323106.300000000745058,10456474.990000002086163
FS( 118 ),5135183.230000000447035,5274150.800000000745058,10409334.030000001192093
FS( 119 ),5147885.010000000707805,5283941.900000000372529,10431826.910000000149012
FS( 120 ),5100706.969999999739230,5313967.940000000409782,10414674.910000000149012
FS( 121 ),5084376.110000000335276,5192558.300000000745058,10276934.410000000149012
FS( 122 ),5108872.400000000372529,5214751.460000000894070,10323623.860000001266599
FS( 123 ),5057158.010000000707805,5206265.840000000782311,10263423.850000001490116
FS( 124 ),4975503.710000000894070,5229764.480000000447035,10205268.190000001341105
FS( 125 ),5017238.129999999888241,5285247.380000000819564,10302485.510000001639128
FS( 126 ),4997278.190000000409782,5293733.000000000000000,10291011.190000001341105
FS( 127 ),4972781.900000000372529,5326370.000000000000000,10299151.900000000372529
FS( 128 ),4907458.460000000894070,5306787.800000000745058,10214246.260000001639128
FS( 129 ),4863002.230000000447035,5360965.220000000670552,10223967.450000001117587
FS( 130 ),4908365.730000000447035,5360312.480000000447035,10268678.210000000894070
FS( 131 ),4960987.390000000596046,5383811.120000001043081,10344798.510000001639128
FS( 132 ),4927418.400000000372529,5362270.700000001117587,10289689.100000001490116
FS( 133 ),4910180.270000000484288,5379241.940000000409782,10289422.210000000894070
FS( 134 ),4888405.790000000037253,5302218.620000001043081,10190624.410000000149012
FS( 135 ),4958265.580000000074506,5328328.220000000670552,10286593.800000000745058
FS( 136 ),4928325.669999999925494,5262401.480000000447035,10190727.150000000372529
FS( 137 ),4960080.120000000111759,5212140.500000000000000,10172220.620000001043081
FS( 138 ),4951914.690000000409782,5234333.660000000149012,10186248.350000001490116
FS( 139 ),5000000.000000000000000,5223237.080000000074506,10223237.080000000074506
FS( 140 ),4982761.870000000111759,5234986.400000000372529,10217748.269999999552965
FS( 141 ),5044456.230000000447035,5285247.380000000819564,10329703.610000001266599
FS( 142 ),5132461.419999999925494,5318537.120000001043081,10450998.540000000968575
FS( 143 ),5116130.560000000521541,5301565.880000000819564,10417696.440000001341105
FS( 144 ),5124295.990000000223517,5315273.420000000856817,10439569.410000000149012
FS( 145 ),5104336.049999999813735,5289816.560000000521541,10394152.609999999403954
FS( 146 ),5110686.940000000409782,5338772.060000000521541,10449459.000000000000000
FS( 147 ),5155143.169999999925494,5349215.900000000372529,10504359.070000000298023
FS( 148 ),5138812.310000000521541,5383158.380000000819564,10521970.690000001341105
FS( 149 ),5186897.620000000111759,5402740.580000000074506,10589638.199999999254942
FS( 150 ),5171474.030000000260770,5373367.280000000260770,10544841.310000000521541
FS( 151 ),5227724.770000000484288,5394907.700000001117587,10622632.470000002533197
FS( 152 ),5187804.890000000596046,5428850.180000000633299,10616655.070000000298023
FS( 153 ),5154235.900000000372529,5430808.400000000372529,10585044.300000000745058
FS( 154 ),5090727.000000000000000,5389685.780000000260770,10480412.780000001192093
FS( 155 ),5103428.780000000260770,5440599.500000000000000,10544028.280000001192093
FS( 156 ),5088912.460000000894070,5414489.900000000372529,10503402.360000001266599
FS( 157 ),5216837.530000000260770,5444515.940000000409782,10661353.470000000670552
FS( 158 ),5070767.060000000521541,5426239.220000000670552,10497006.280000001192093
FS( 159 ),5093448.810000000521541,5420364.560000000521541,10513813.370000001043081
FS( 160 ),5103428.780000000260770,5444515.940000000409782,10547944.720000000670552
FS( 161 ),5175103.110000000335276,5454959.780000000260770,10630062.890000000596046
FS( 162 ),5233168.390000000596046,5496735.140000000596046,10729903.530000001192093
FS( 163 ),5069859.790000000037253,5369450.840000000782311,10439310.630000000819564
FS( 164 ),5018145.400000000372529,5302218.620000001043081,10320364.020000001415610
FS( 165 ),5042641.690000000409782,5382505.640000000596046,10425147.330000001937151
FS( 166 ),5176010.379999999888241,5477152.940000000409782,10653163.320000000298023
FS( 167 ),5226817.500000000000000,5526761.180000000633299,10753578.679999999701977
FS( 168 ),5256757.410000000149012,5533941.320000000298023,10790698.730000000447035
FS( 169 ),5262201.030000000260770,5577022.160000000149012,10839223.190000001341105
FS( 170 ),5367444.349999999627471,5550259.820000000298023,10917704.169999999925494
FS( 171 ),5332968.090000000782311,5537205.020000000484288,10870173.110000001266599
FS( 172 ),5384682.480000000447035,5598562.580000000074506,10983245.060000000521541
FS( 173 ),5383775.210000000894070,5597257.100000000558794,10981032.310000002384186
FS( 174 ),5407364.230000000447035,5597257.100000000558794,11004621.330000001937151
FS( 175 ),5402827.879999999888241,5606395.460000000894070,11009223.339999999850988
FS( 176 ),5411900.580000000074506,5605089.980000000447035,11016990.560000000521541
FS( 177 ),5410086.040000000037253,5614228.340000000782311,11024314.380000000819564
FS( 178 ),5354742.570000000298023,5609006.420000000856817,10963748.990000002086163
FS( 179 ),5322080.849999999627471,5624672.180000000633299,10946753.030000001192093
FS( 180 ),5333875.360000000335276,5569189.280000000260770,10903064.640000000596046
FS( 181 ),5333875.360000000335276,5565272.840000000782311,10899148.200000001117587
FS( 182 ),5336597.169999999925494,5595298.880000000819564,10931896.050000000745058
FS( 183 ),5313008.150000000372529,5600520.800000000745058,10913528.950000001117587
FS( 184 ),5294862.750000000000000,5565925.580000000074506,10860788.330000000074506
FS( 185 ),5316637.230000000447035,5513053.640000000596046,10829690.870000001043081
FS( 186 ),5301213.640000000596046,5535899.540000000968575,10837113.180000001564622
FS( 187 ),5322080.849999999627471,5586813.260000000707805,10908894.109999999403954
FS( 188 ),5322080.849999999627471,5640337.940000000409782,10962418.789999999105930
FS( 189 ),5292140.940000000409782,5663183.840000000782311,10955324.780000001192093
FS( 190 ),5230446.580000000074506,5611617.380000000819564,10842063.960000000894070
FS( 191 ),5247684.710000000894070,5616839.300000000745058,10864524.010000001639128
FS( 192 ),5793861.250000000000000,5599215.320000000298023,11393076.570000000298023
FS( 193 ),5703134.250000000000000,5597909.840000000782311,11301044.089999999850988
FS( 194 ),5669565.260000000707805,5612922.860000000335276,11282488.120000001043081
FS( 195 ),5683174.310000000521541,5633810.540000000968575,11316984.850000001490116
FS( 196 ),5772994.040000000037253,5661225.620000001043081,11434219.660000000149012
FS( 197 ),5747590.480000000447035,5681460.560000000521541,11429051.040000000968575
FS( 198 ),5744868.669999999925494,5680155.080000000074506,11425023.750000000000000
FS( 199 ),5719465.110000000335276,5651434.520000000484288,11370899.630000000819564
FS( 200 ),5742146.860000000335276,5676238.640000000596046,11418385.500000000000000
FS( 201 ),5772994.040000000037253,5707570.160000000149012,11480564.199999999254942
FS( 202 ),5748497.750000000000000,5699084.540000000968575,11447582.290000000968575
FS( 203 ),5765735.879999999888241,5669058.500000000000000,11434794.379999998956919
FS( 204 ),5768457.690000000409782,5704959.200000001117587,11473416.890000000596046
FS( 205 ),5691339.740000000223517,5699084.540000000968575,11390424.280000001192093
FS( 206 ),5654141.669999999925494,5737596.200000001117587,11391737.870000001043081
FS( 207 ),5702226.980000000447035,5716708.520000000484288,11418935.500000000000000
FS( 208 ),5716743.299999999813735,5763705.800000000745058,11480449.100000001490116
FS( 209 ),5689525.200000000186265,5714097.560000000521541,11403622.760000001639128
FS( 210 ),5696783.360000000335276,5699084.540000000968575,11395867.900000002235174
FS( 211 ),5706763.330000000074506,5764358.540000000968575,11471121.870000001043081
FS( 212 ),5714021.490000000223517,5757178.400000000372529,11471199.890000000596046
FS( 213 ),5737610.510000000707805,5785898.960000000894070,11523509.470000002533197
FS( 214 ),5704041.520000000484288,5740859.900000000372529,11444901.420000001788139
FS( 215 ),5737610.510000000707805,5729763.320000000298023,11467373.830000001937151
FS( 216 ),5669565.260000000707805,5629241.360000000335276,11298806.620000001043081
FS( 217 ),5733074.160000000149012,5760442.100000000558794,11493516.260000001639128
FS( 218 ),5607870.900000000372529,5682113.300000000745058,11289984.200000001117587
FS( 219 ),5566136.480000000447035,5679502.340000000782311,11245638.820000000298023
FS( 220 ),5659585.290000000037253,5748040.040000000968575,11407625.330000001937151
FS( 221 ),5650512.590000000782311,5747387.300000000745058,11397899.890000000596046
FS( 222 ),5564321.940000000409782,5768274.980000000447035,11332596.920000001788139
FS( 223 ),5619665.410000000149012,5781982.520000000484288,11401647.929999999701977
FS( 224 ),5688617.930000000633299,5731068.800000000745058,11419686.730000000447035
FS( 225 ),5717650.570000000298023,5808744.860000000335276,11526395.429999999701977
FS( 226 ),5712206.950000000186265,5728457.840000000782311,11440664.790000000968575
FS( 227 ),5638718.080000000074506,5734332.500000000000000,11373050.580000000074506
FS( 228 ),5676823.419999999925494,5767622.240000000223517,11444445.660000000149012
FS( 229 ),5743054.129999999888241,5839423.640000000596046,11582477.769999999552965
FS( 230 ),5616943.599999999627471,5759136.620000001043081,11376080.220000000670552
FS( 231 ),5662307.099999999627471,5858353.100000000558794,11520660.199999999254942
FS( 232 ),5672287.070000000298023,5787204.440000000409782,11459491.510000001639128
FS( 233 ),5666843.450000000186265,5766969.500000000000000,11433812.949999999254942
FS( 234 ),5697690.629999999888241,5799606.500000000000000,11497297.129999998956919
FS( 235 ),5684988.849999999627471,5823757.880000000819564,11508746.730000000447035
FS( 236 ),5694968.820000000298023,5874671.600000000558794,11569640.420000001788139
FS( 237 ),5797490.330000000074506,5813314.040000000968575,11610804.370000001043081
FS( 238 ),5618758.140000000596046,5779371.560000000521541,11398129.700000001117587
FS( 239 ),5594261.849999999627471,5781329.780000000260770,11375591.629999998956919
FS( 240 ),5671379.799999999813735,5759789.360000000335276,11431169.160000000149012
FS( 241 ),5637810.810000000521541,5772191.420000000856817,11410002.230000000447035
FS( 242 ),5581560.070000000298023,5733027.020000000484288,11314587.089999999850988
FS( 243 ),5633274.460000000894070,5708222.900000000372529,11341497.360000001266599
FS( 244 ),5613314.520000000484288,5583549.560000000521541,11196864.080000001937151
FS( 245 ),5617850.870000000111759,5543732.420000000856817,11161583.290000000968575
FS( 246 ),5552527.430000000633299,5504568.020000000484288,11057095.450000001117587
FS( 247 ),5511700.280000000260770,5489555.000000000000000,11001255.280000001192093
FS( 248 ),5620572.680000000633299,5676891.380000000819564,11297464.060000002384186
FS( 249 ),5522587.520000000484288,5704959.200000001117587,11227546.720000002533197
FS( 250 ),5560692.860000000335276,5651434.520000000484288,11212127.380000000819564
FS( 251 ),5338411.710000000894070,5668405.760000000707805,11006817.470000002533197
FS( 252 ),5327524.469999999739230,5665794.800000000745058,10993319.269999999552965
