代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,11939872.370000001043081
真實報酬,1939872.370000001043081

夏普值報酬,0.185287237000000
夏普值風險,0.051391763951151
夏普值,3.605387765559477

二次趨勢線,-28.443838011291753 x^2 + 17473.917268488814443 x + 10000000.000000000000000
二次平均預期報酬,13975.325193099926764
風險,264073.738528927322477
二次平均趨勢值,0.052922056055071
一次趨勢線,14860.683187688187900 x + 10000000.000000000000000
一次預期報酬,14860.683187688187900
一次風險,268367.864083774562459
一次趨勢值,0.055374302129741
找到最佳解世代,1661
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,2
MRK[17](2),PG[21](1),
FS( 56 ),5502571.889999999664724,5568314.599999999627471,11070886.489999998360872
FS( 57 ),5503307.719999999739230,5526597.889999999664724,11029905.609999999403954
FS( 58 ),5494477.759999999776483,5534457.560000000521541,11028935.320000000298023
FS( 59 ),5551136.669999998994172,5558641.160000000149012,11109777.829999998211861
FS( 60 ),5617361.370000000111759,5605799.179999999701977,11223160.550000000745058
FS( 61 ),5682850.239999999292195,5623332.290000000037253,11306182.529999999329448
FS( 62 ),5732886.679999998770654,5611845.080000000074506,11344731.759999997913837
FS( 63 ),5838110.370000000111759,5714020.790000000037253,11552131.160000000149012
FS( 64 ),5829280.409999999217689,5642074.580000000074506,11471354.989999998360872
FS( 65 ),5754961.579999999143183,5641469.990000000223517,11396431.570000000298023
FS( 66 ),5766734.859999999403954,5655980.150000000372529,11422715.009999999776483
FS( 67 ),5645322.909999999217689,5589475.250000000000000,11234798.160000000149012
FS( 68 ),5696831.009999999776483,5624541.470000000670552,11321372.480000000447035
FS( 69 ),5674020.279999999329448,5677745.389999999664724,11351765.669999998062849
FS( 70 ),5740244.979999999515712,5685000.470000000670552,11425245.449999999254942
FS( 71 ),5813827.979999999515712,5833729.610000000335276,11647557.589999999850988
FS( 72 ),5627662.989999999292195,5842798.459999999962747,11470461.449999999254942
FS( 73 ),5535684.239999999292195,5608822.129999999888241,11144506.369999999180436
FS( 74 ),5469459.539999999105930,5591893.610000000335276,11061353.149999998509884
FS( 75 ),5428253.059999999590218,5547758.540000000037253,10976011.599999999627471
FS( 76 ),5407649.819999999366701,5500600.520000000484288,10908250.339999999850988
FS( 77 ),5364235.849999999627471,5499995.929999999701977,10864231.779999999329448
FS( 78 ),5235465.599999999627471,5281738.940000000409782,10517204.539999999105930
FS( 79 ),5445177.149999999441206,5446792.010000000707805,10891969.160000000149012
FS( 80 ),5546721.689999999478459,5563477.879999999888241,11110199.570000000298023
FS( 81 ),5545985.859999999403954,5512692.320000000298023,11058678.179999999701977
FS( 82 ),5622512.179999998770654,5557431.980000000447035,11179944.160000000149012
FS( 83 ),5562174.120000000111759,5518738.220000000670552,11080912.339999999850988
FS( 84 ),5448120.469999999739230,5480044.459999999962747,10928164.929999999701977
FS( 85 ),5612210.559999999590218,5591893.610000000335276,11204104.169999999925494
FS( 86 ),5550400.839999999850988,5569523.780000000260770,11119924.620000001043081
FS( 87 ),5591607.319999999366701,5590079.839999999850988,11181687.160000000149012
FS( 88 ),5548929.179999998770654,5498786.750000000000000,11047715.929999999701977
FS( 89 ),5480496.989999999292195,5512087.730000000447035,10992584.719999998807907
FS( 90 ),5511401.849999999627471,5548363.129999999888241,11059764.980000000447035
FS( 91 ),5398819.859999999403954,5510878.550000000745058,10909698.410000000149012
FS( 92 ),5481968.649999999441206,5562873.290000000037253,11044841.939999999478459
FS( 93 ),5490062.779999999329448,5524179.530000000260770,11014242.309999998658895
FS( 94 ),5562909.949999999254942,5480044.459999999962747,11042954.410000000149012
FS( 95 ),5582777.359999999403954,5527202.480000000447035,11109979.839999999850988
FS( 96 ),5579834.039999999105930,5467952.660000000149012,11047786.699999999254942
FS( 97 ),5551136.669999998994172,5733972.260000000707805,11285108.929999999701977
FS( 98 ),5384103.259999999776483,5701324.400000000372529,11085427.660000000149012
FS( 99 ),5367915.000000000000000,5659003.099999999627471,11026918.099999999627471
FS( 100 ),5365707.509999999776483,5654166.379999999888241,11019873.890000000596046
FS( 101 ),5388518.239999999292195,5655375.560000000521541,11043893.800000000745058
FS( 102 ),5398819.859999999403954,5714625.379999999888241,11113445.239999998360872
FS( 103 ),5476817.839999999850988,5832520.429999999701977,11309338.269999999552965
FS( 104 ),5625455.500000000000000,5892979.429999999701977,11518434.929999999701977
FS( 105 ),5656360.359999999403954,5926836.470000000670552,11583196.830000000074506
FS( 106 ),5676963.599999999627471,5891165.660000000149012,11568129.259999999776483
FS( 107 ),5694623.519999999552965,5920185.980000000447035,11614809.500000000000000
FS( 108 ),5652681.209999999031425,5873027.959999999962747,11525709.169999998062849
FS( 109 ),5704189.309999999590218,5907489.589999999850988,11611678.899999998509884
FS( 110 ),5644587.079999999143183,5941346.629999999888241,11585933.709999999031425
FS( 111 ),5777772.309999999590218,6001201.040000000037253,11778973.349999999627471
FS( 112 ),5814563.809999999590218,5999991.860000000335276,11814555.669999999925494
FS( 113 ),5808677.169999998994172,5952833.839999999850988,11761511.009999997913837
FS( 114 ),5872694.379999999888241,5954043.020000000484288,11826737.400000000372529
FS( 115 ),5830752.069999999366701,6045336.110000000335276,11876088.179999999701977
FS( 116 ),5844732.839999999850988,6002410.220000000670552,11847143.060000000521541
FS( 117 ),5874166.039999999105930,6032639.720000000670552,11906805.759999999776483
FS( 118 ),5943334.059999999590218,6061055.450000000186265,12004389.509999999776483
FS( 119 ),5914636.689999999478459,6019943.330000000074506,11934580.019999999552965
FS( 120 ),5941126.569999999366701,6035662.669999999925494,11976789.239999998360872
FS( 121 ),5932296.609999999403954,5980040.389999999664724,11912337.000000000000000
FS( 122 ),5981597.219999999739230,5958275.150000000372529,11939872.370000001043081
