代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,11525064.679999999701977
真實報酬,1525064.679999999701977

夏普值報酬,0.143806468000000
夏普值風險,0.042891753268773
夏普值,3.352776630483337

二次趨勢線,-229.526846233539516 x^2 + 40084.693397818926314 x + 10000000.000000000000000
二次平均預期報酬,10246.203387458788711
風險,286902.616032410413027
二次平均趨勢值,0.035713175185204
一次趨勢線,17792.230783901202813 x + 10000000.000000000000000
一次預期報酬,17792.230783901202813
一次風險,517894.101438661105931
一次趨勢值,0.034354959314030
找到最佳解世代,1853
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,2
AAPL[0](1),MCD[15](2),
FS( 29 ),5783656.639999999664724,5367300.300000000745058,11150956.940000001341105
FS( 30 ),5795378.000000000000000,5355577.950000000186265,11150955.949999999254942
FS( 31 ),5798726.959999999962747,5386056.060000000521541,11184783.019999999552965
FS( 32 ),5877427.519999999552965,5425130.560000000521541,11302558.080000000074506
FS( 33 ),5954453.600000000558794,5404811.820000000298023,11359265.420000001788139
FS( 34 ),5917615.040000000037253,5394652.450000000186265,11312267.490000000223517
FS( 35 ),5910917.119999999180436,5464205.060000000521541,11375122.179999999701977
FS( 36 ),5850635.839999998919666,5497027.640000000596046,11347663.480000000447035
FS( 37 ),6200602.160000000149012,5498590.620000000111759,11699192.780000001192093
FS( 38 ),6374748.080000000074506,5550950.450000000186265,11925698.530000001192093
FS( 39 ),6478565.839999998919666,5560328.330000001005828,12038894.169999999925494
FS( 40 ),6446750.719999999739230,5550168.959999999962747,11996919.679999999701977
FS( 41 ),6267581.359999999403954,5511875.950000000186265,11779457.309999998658895
FS( 42 ),6257534.479999999515712,5497027.640000000596046,11754562.120000001043081
FS( 43 ),6426656.959999999962747,5589243.459999999962747,12015900.419999999925494
FS( 44 ),6245813.119999999180436,5516564.890000000596046,11762378.009999999776483
FS( 45 ),6371399.119999999180436,5581428.560000000521541,11952827.679999999701977
FS( 46 ),6187206.320000000298023,5520472.340000000782311,11707678.660000000149012
FS( 47 ),6123576.080000000074506,5522035.320000000298023,11645611.400000000372529
FS( 48 ),5890823.359999999403954,5425130.560000000521541,11315953.919999999925494
FS( 49 ),5641325.839999998919666,5314940.470000000670552,10956266.309999998658895
FS( 50 ),6075016.160000000149012,5515783.400000000372529,11590799.560000000521541
FS( 51 ),6136971.919999999925494,5507968.500000000931323,11644940.420000001788139
FS( 52 ),6269255.839999998919666,5522816.810000000521541,11792072.649999998509884
FS( 53 ),6180508.399999999441206,5509531.480000000447035,11690039.879999998956919
FS( 54 ),6071667.199999999254942,5438415.890000000596046,11510083.089999999850988
FS( 55 ),6081714.080000000074506,5481397.840000000782311,11563111.920000001788139
FS( 56 ),6036503.119999999180436,5472019.959999999962747,11508523.079999998211861
FS( 57 ),5941057.759999998845160,5423567.580000001005828,11364625.339999999850988
FS( 58 ),5688211.279999999329448,5287588.320000000298023,10975799.599999999627471
FS( 59 ),5797052.479999999515712,5303218.120000000111759,11100270.599999999627471
FS( 60 ),5902544.719999999739230,5287588.320000000298023,11190133.039999999105930
FS( 61 ),5865706.160000000149012,5301655.140000000596046,11167361.300000000745058
FS( 62 ),5838914.479999999515712,5158642.470000000670552,10997556.949999999254942
FS( 63 ),6059945.839999998919666,5251639.780000000260770,11311585.619999999180436
FS( 64 ),6145344.320000000298023,5225850.610000001266599,11371194.930000001564622
FS( 65 ),6239115.199999999254942,5185994.620000000111759,11425109.820000000298023
FS( 66 ),6314466.799999999813735,5296184.709999999962747,11610651.509999999776483
FS( 67 ),6294373.040000000037253,5302436.629999999888241,11596809.669999999925494
FS( 68 ),6123576.080000000074506,5212565.280000000260770,11336141.359999999403954
FS( 69 ),6003013.519999999552965,5216472.730000000447035,11219486.250000000000000
FS( 70 ),5964500.479999999515712,5343855.599999999627471,11308356.079999998211861
FS( 71 ),5817146.240000000223517,5334477.720000000670552,11151623.960000000894070
FS( 72 ),5992966.639999999664724,5421223.110000001266599,11414189.750000000000000
FS( 73 ),6064969.279999999329448,5434508.440000001341105,11499477.720000000670552
FS( 74 ),6083388.559999999590218,5415752.680000000633299,11499141.240000000223517
FS( 75 ),6212323.519999999552965,5501716.580000001005828,11714040.100000001490116
FS( 76 ),6393167.359999999403954,5493120.190000001341105,11886287.550000000745058
FS( 77 ),6503683.040000000037253,5474364.430000000633299,11978047.470000000670552
FS( 78 ),6555591.919999999925494,5461079.099999999627471,12016671.019999999552965
FS( 79 ),6463495.519999999552965,5464205.060000000521541,11927700.580000000074506
FS( 80 ),6550568.479999999515712,5364174.340000000782311,11914742.820000000298023
FS( 81 ),6481914.799999999813735,5363392.849999999627471,11845307.649999998509884
FS( 82 ),6435029.359999999403954,5293058.750000000931323,11728088.109999999403954
FS( 83 ),6379771.519999999552965,5268832.560000000521541,11648604.080000000074506
FS( 84 ),6418284.559999999590218,5261799.150000000372529,11680083.710000000894070
FS( 85 ),6128599.519999999552965,5193809.519999999552965,11322409.039999999105930
FS( 86 ),6016409.359999999403954,5147701.610000001266599,11164110.970000000670552
FS( 87 ),5944406.719999999739230,5213346.769999999552965,11157753.489999998360872
FS( 88 ),5907568.160000000149012,5168801.840000000782311,11076370.000000000000000
FS( 89 ),5947755.680000000633299,5166457.370000000111759,11114213.050000000745058
FS( 90 ),6187206.320000000298023,5260236.170000000856817,11447442.490000002086163
FS( 91 ),6173810.479999999515712,5393870.959999999962747,11567681.439999999478459
FS( 92 ),6210649.040000000037253,5409500.760000000707805,11620149.800000000745058
FS( 93 ),6155391.199999999254942,5465768.040000000037253,11621159.239999998360872
FS( 94 ),6023107.279999999329448,5536102.140000000596046,11559209.419999999925494
FS( 95 ),6044875.519999999552965,5540791.080000001005828,11585666.600000001490116
FS( 96 ),6014734.879999999888241,5574395.150000000372529,11589130.030000001192093
FS( 97 ),5977896.320000000298023,5465768.040000000037253,11443664.359999999403954
FS( 98 ),5874078.559999999590218,5463423.570000000298023,11337502.129999998956919
FS( 99 ),6024781.759999998845160,5538446.610000001266599,11563228.370000001043081
FS( 100 ),6081714.080000000074506,5479053.370000000111759,11560767.449999999254942
FS( 101 ),6195578.719999999739230,5579865.580000001005828,11775444.300000000745058
FS( 102 ),6217346.959999999962747,5462642.080000001005828,11679989.040000000968575
FS( 103 ),6202276.639999999664724,5538446.610000001266599,11740723.250000000000000
FS( 104 ),6317815.759999998845160,5501716.580000001005828,11819532.339999999850988
FS( 105 ),6242464.160000000149012,5452482.709999999962747,11694946.870000001043081
FS( 106 ),6173810.479999999515712,5422004.599999999627471,11595815.079999998211861
FS( 107 ),6153716.719999999739230,5449356.750000000931323,11603073.470000000670552
FS( 108 ),6264232.399999999441206,5489994.230000000447035,11754226.629999998956919
FS( 109 ),6265906.879999999888241,5505624.030000000260770,11771530.910000000149012
FS( 110 ),6291024.080000000074506,5524379.790000000037253,11815403.870000001043081
FS( 111 ),6260883.439999999478459,5505624.030000000260770,11766507.469999998807907
FS( 112 ),6222370.399999999441206,5606436.240000000223517,11828806.640000000596046
FS( 113 ),6260883.439999999478459,5698652.060000000521541,11959535.500000000000000
FS( 114 ),6205625.600000000558794,5692400.140000000596046,11898025.740000002086163
FS( 115 ),5984594.240000000223517,5593150.910000000149012,11577745.150000000372529
FS( 116 ),6023107.279999999329448,5631443.920000000856817,11654551.199999999254942
FS( 117 ),5959477.040000000037253,5618158.590000000782311,11577635.630000000819564
FS( 118 ),5924312.959999999962747,5610343.690000001341105,11534656.650000002235174
FS( 119 ),6028130.719999999739230,5722096.760000000707805,11750227.480000000447035
FS( 120 ),6053247.919999999925494,5724441.230000000447035,11777689.150000000372529
FS( 121 ),5977896.320000000298023,5702559.510000000707805,11680455.830000001937151
FS( 122 ),5971198.399999999441206,5711155.900000000372529,11682354.300000000745058
FS( 123 ),5879102.000000000000000,5731474.640000000596046,11610576.640000000596046
FS( 124 ),5740120.160000000149012,5683022.260000000707805,11423142.420000001788139
FS( 125 ),5810448.320000000298023,5719752.290000000037253,11530200.609999999403954
FS( 126 ),5748492.559999999590218,5717407.820000000298023,11465900.379999998956919
FS( 127 ),5780307.680000000633299,5782271.490000000223517,11562579.170000001788139
FS( 128 ),5800401.439999999478459,5684585.240000000223517,11484986.679999999701977
FS( 129 ),5815471.759999998845160,5709592.920000000856817,11525064.679999999701977
