代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,12407523.719999998807907
真實報酬,2407523.719999998807907

夏普值報酬,0.232052372000000
夏普值風險,0.056624057158398
夏普值,4.098123370970492

預期報酬,16484.511024794133846
風險,284920.459524046105798
趨勢值,0.057856536706178
找到最佳解世代,2182
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,2
HD[9](2),NKE[19](1),
20150909,5326691.629999999888241,5557463.229999999515712,10884154.859999999403954
20150910,5350994.870000000111759,5583768.209999999962747,10934763.080000000074506
20150911,5395395.020000000484288,5656612.769999999552965,11052007.789999999105930
20150914,5362211.750000000000000,5660659.690000000409782,11022871.440000001341105
20150915,5429980.400000000372529,5758797.500000000000000,11188777.900000000372529
20150916,5506629.080000000074506,5846818.009999999776483,11353447.089999999850988
20150917,5510835.410000000149012,5831642.059999999590218,11342477.469999998807907
20150918,5380439.180000000633299,5820513.030000000260770,11200952.210000000894070
20150921,5448675.200000000186265,5896392.780000000260770,11345067.980000000447035
20150922,5412220.339999999850988,5867052.610000000335276,11279272.949999999254942
20150923,5429513.030000000260770,5839735.899999999441206,11269248.929999999701977
20150924,5437458.320000000298023,5807360.540000000037253,11244818.859999999403954
20150925,5456153.120000000111759,6323342.839999999850988,11779495.960000000894070
20150928,5332767.440000000409782,6178665.450000000186265,11511432.890000000596046
20150929,5277150.410000000149012,6054222.660000000149012,11331373.070000000298023
20150930,5397731.870000000111759,6221158.110000000335276,11618889.980000000447035
20151001,5469706.850000000558794,6264662.500000000000000,11734369.350000001490116
20151002,5506161.709999999962747,6334471.870000000111759,11840633.580000000074506
20151005,5571126.140000000596046,6286920.559999999590218,11858046.699999999254942
20151006,5546822.900000000372529,6232287.139999999664724,11779110.039999999105930
20151007,5592157.790000000037253,6176641.989999999292195,11768799.779999999329448
20151008,5658056.959999999962747,6319295.919999999925494,11977352.879999998956919
20151009,5670675.950000000186265,6320307.649999999441206,11990983.599999999627471
20151012,5697316.040000000037253,6396187.399999999441206,12093503.439999999478459
20151013,5683762.310000000521541,6364823.769999999552965,12048586.080000000074506
20151014,5621134.730000000447035,6365835.500000000000000,11986970.230000000447035
20151015,5693109.709999999962747,6515571.540000000037253,12208681.250000000000000
20151016,5736575.120000000111759,6600556.859999999403954,12337131.980000000447035
20151019,5753400.440000000409782,6739163.870000000111759,12492564.310000000521541
20151020,5741716.190000000409782,6696671.209999999962747,12438387.400000000372529
20151021,5762747.839999999850988,6701729.859999999403954,12464477.699999999254942
20151022,5812289.060000000521541,6698694.669999998994172,12510983.730000000447035
20151023,5823973.310000000521541,6603592.049999999813735,12427565.359999999403954
20151026,5842668.110000000335276,6646084.709999999962747,12488752.820000000298023
20151027,5817430.129999999888241,6617756.269999999552965,12435186.399999998509884
20151028,5787051.080000000074506,6642037.790000000037253,12429088.870000001043081
20151029,5778171.049999999813735,6632932.219999999739230,12411103.269999999552965
20151030,5778638.419999999925494,6628885.299999999813735,12407523.719999998807907
