代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,11607999.699999999254942
真實報酬,1607999.699999999254942

夏普值報酬,0.152099970000000
夏普值風險,0.060861177910951
夏普值,2.499129580149518

預期報酬,12991.093446937233239
風險,267317.915066894842312
趨勢值,0.048597915495811
找到最佳解世代,1465
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,2
MCD[15](1),V[25](2),
20110926,5165353.759999999776483,5275829.719999999739230,10441183.480000000447035
20110927,5188480.159999999217689,5229078.919999999925494,10417559.079999998211861
20110928,5089614.799999999813735,5121552.079999999143183,10211166.879999998956919
20110929,5132976.799999999813735,5123889.620000000111759,10256866.419999999925494
20110930,5077473.439999998547137,5009350.159999999217689,10086823.599999997764826
20111003,4973404.639999998733401,4925198.719999999739230,9898603.359999999403954
20111004,5000000.000000000000000,4955586.739999999292195,9955586.739999998360872
20111005,4962419.599999999627471,4967274.439999999478459,9929694.039999999105930
20111006,5036424.079999999143183,5091164.059999999590218,10127588.139999998733401
20111007,5041627.519999999552965,5039738.179999998770654,10081365.699999999254942
20111010,5117366.479999999515712,5215053.679999998770654,10332420.159999998286366
20111011,5165353.759999999776483,5289854.959999999031425,10455208.719999998807907
20111012,5108694.079999999143183,5327255.599999999627471,10435949.679999999701977
20111013,5163619.279999999329448,5411407.039999999105930,10575026.319999998435378
20111014,5200043.359999999403954,5488545.859999999403954,10688589.219999998807907
20111017,5126038.879999998956919,5329593.139999999664724,10455632.019999999552965
20111018,5182698.559999999590218,5488545.859999999403954,10671244.419999998062849
20111019,5181542.239999999292195,5264142.019999999552965,10445684.259999997913837
20111020,5146274.479999999515712,5338943.299999999813735,10485217.779999999329448
20111021,5337645.439999998547137,5460495.379999998956919,10798140.819999996572733
20111024,5319722.479999999515712,5504908.639999999664724,10824631.119999999180436
20111025,5305846.639999998733401,5299205.120000000111759,10605051.759999997913837
20111026,5306424.799999999813735,5378681.479999999515712,10685106.279999999329448
20111027,5406446.479999999515712,5516596.339999999850988,10923042.820000000298023
20111028,5393726.959999999962747,5558672.059999999590218,10952399.019999999552965
20111031,5368287.919999998994172,5451145.219999999739230,10819433.139999998733401
20111101,5313940.879999998956919,5261804.479999999515712,10575745.359999999403954
20111102,5349786.799999999813735,5348293.459999999031425,10698080.259999997913837
20111103,5376960.319999999366701,5446470.139999999664724,10823430.459999999031425
20111104,5423791.279999999329448,5413744.579999999143183,10837535.859999999403954
20111107,5470622.239999999292195,5432444.899999999441206,10903067.139999998733401
20111108,5469465.919999998994172,5525946.500000000000000,10995412.419999998062849
20111109,5356724.719999999739230,5441795.059999999590218,10798519.779999999329448
20111110,5391992.479999999515712,5437119.979999999515712,10829112.459999999031425
20111111,5478716.479999999515712,5561009.599999999627471,11039726.079999998211861
20111114,5438245.279999999329448,5483870.779999999329448,10922116.059999998658895
20111115,5461949.839999998919666,5589060.079999999143183,11051009.919999998062849
20111116,5385632.719999999739230,5458157.839999999850988,10843790.559999998658895
20111117,5335910.959999999962747,5341280.839999999850988,10677191.800000000745058
20111118,5361928.159999999217689,5306217.739999999292195,10668145.899999998509884
20111121,5335332.799999999813735,5329593.139999999664724,10664925.939999999478459
20111122,5356724.719999999739230,5308555.279999999329448,10665280.000000000000000
20111123,5311628.239999999292195,5217391.219999999739230,10529019.459999999031425
20111125,5324925.919999998994172,5203365.979999999515712,10528291.899999998509884
20111128,5420900.479999999515712,5462832.919999999925494,10883733.399999998509884
20111129,5403555.679999998770654,5430107.359999999403954,10833663.039999999105930
20111130,5522656.639999998733401,5666198.899999999441206,11188855.539999999105930
20111201,5521500.319999999366701,5712949.700000000186265,11234450.019999999552965
20111202,5533063.519999999552965,5680224.139999999664724,11213287.660000000149012
20111205,5512827.919999998994172,5614773.019999999552965,11127600.939999997615814
20111206,5550986.479999999515712,5572697.299999999813735,11123683.779999999329448
20111207,5576425.519999999552965,5673211.519999999552965,11249637.039999999105930
20111208,5603599.039999999105930,5598410.239999999292195,11202009.279999997466803
20111209,5667774.799999999813735,5680224.139999999664724,11347998.939999999478459
20111212,5693792.000000000000000,5663861.359999999403954,11357653.359999999403954
20111213,5666040.319999999366701,5605422.859999999403954,11271463.179999999701977
20111214,5643492.079999999143183,5631135.799999999813735,11274627.879999998956919
20111215,5674134.559999999590218,5600747.779999999329448,11274882.339999999850988
20111216,5636554.159999999217689,5694249.379999998956919,11330803.539999999105930
20111219,5622100.159999999217689,5762038.039999999105930,11384138.199999999254942
20111220,5713449.439999998547137,5923328.299999999813735,11636777.739999998360872
20111221,5735419.519999999552965,5885927.659999999217689,11621347.179999999701977
20111222,5700729.919999998994172,5876577.500000000000000,11577307.419999998062849
20111223,5790344.719999999739230,5988779.419999999925494,11779124.140000000596046
20111227,5813471.119999999180436,5956053.859999999403954,11769524.979999998584390
20111228,5757389.599999999627471,5885927.659999999217689,11643317.259999997913837
20111229,5828503.279999999329448,6028517.599999999627471,11857020.879999998956919
20111230,5800751.599999999627471,5932678.459999999031425,11733430.059999998658895
20120103,5714605.759999999776483,6019167.439999999478459,11733773.199999999254942
20120104,5746404.559999999590218,5911640.599999999627471,11658045.160000000149012
20120105,5771843.599999999627471,5956053.859999999403954,11727897.459999999031425
20120106,5816361.919999998994172,5885927.659999999217689,11702289.579999998211861
20120109,5760858.559999999590218,5839176.859999999403954,11600035.419999998062849
20120110,5764327.519999999552965,5832164.239999999292195,11596491.759999997913837
20120111,5777625.200000000186265,5792426.059999999590218,11570051.259999999776483
20120112,5814627.439999998547137,5923328.299999999813735,11737955.739999998360872
20120113,5801907.919999998994172,5888265.200000000186265,11690173.119999999180436
20120117,5813471.119999999180436,5991116.959999999031425,11804588.079999998211861
20120118,5871865.279999999329448,6065918.239999999292195,11937783.519999999552965
20120119,5854520.479999999515712,5981766.799999999813735,11836287.279999999329448
20120120,5882272.159999999217689,5878915.039999999105930,11761187.199999999254942
20120123,5836597.519999999552965,5820476.539999999105930,11657074.059999998658895
20120124,5709402.319999999366701,5902290.439999999478459,11611692.759999997913837
20120125,5737154.000000000000000,5876577.500000000000000,11613731.500000000000000
20120126,5734263.200000000186265,5895277.819999999366701,11629541.019999999552965
20120127,5705933.359999999403954,5904627.979999999515712,11610561.339999999850988
20120130,5705933.359999999403954,5836839.319999999366701,11542772.679999999701977
20120131,5726747.119999999180436,5881252.579999999143183,11607999.699999999254942
