代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,13704500.089999999850988
真實報酬,3704500.089999999850988

夏普值報酬,0.361750009000000
夏普值風險,0.086216467459825
夏普值,4.195834272246967

預期報酬,14981.124103450158145
風險,246866.766480743826833
趨勢值,0.060685058248287
找到最佳解世代,1776
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,3
MCD[15](2),MRK[17](3),PG[21](1),
20181019,3563081.399999999906868,3973081.099999999627471,3727899.479999999981374,11264062.980000000447035
20181022,3544786.619999999646097,3985162.179999999236315,3698008.079999999608845,11227957.879999998956919
20181023,3768578.580000000074506,3959352.599999999627471,3721921.199999999720603,11449853.379999998956919
20181024,3772833.179999999701977,3873686.760000000242144,3820135.799999999813735,11466656.739999998360872
20181025,3729436.259999999776483,3841836.639999999199063,3800492.879999999888241,11371766.779999997466803
20181026,3687528.450000000186265,3865998.799999999813735,3751812.600000000093132,11305340.849999999627471
20181029,3685188.419999999459833,3923658.500000000000000,3768039.359999999869615,11376887.279999999329448
20181030,3797084.399999999906868,4001636.379999999888241,3808606.259999999776483,11607328.039999999105930
20181031,3763260.330000000074506,4042272.739999999757856,3786828.240000000223517,11592362.310000000521541
20181101,3720288.869999999646097,4015364.879999999888241,3825687.060000000055879,11561341.810000000521541
20181102,3760069.379999999888241,3968687.979999999515712,3835081.500000000000000,11563839.859999999403954
20181105,3837503.099999999627471,4015364.879999999888241,3894437.279999999795109,11747306.259999999776483
20181106,3886856.459999999962747,4025798.540000000037253,3907674.899999999906868,11820330.900000000372529
20181107,3919616.879999999888241,4122996.319999999832362,3898280.459999999962747,11940894.660000000149012
20181108,3945782.669999999459833,4144961.919999999925494,3901269.600000000093132,11992015.189999999478459
20181109,3955568.250000000000000,4110915.239999999757856,3946106.699999999720603,12012591.189999999478459
20181112,3922169.640000000130385,4101579.859999999403954,3958490.279999999795109,11982240.779999999329448
20181113,3914511.359999999869615,4097186.739999999757856,3991370.819999999832362,12003069.919999999925494
20181114,3911107.679999999701977,4068631.459999999962747,3992224.859999999869615,11971965.000000000000000
20181115,3904938.509999999776483,4109816.959999999962747,4006743.540000000037253,12021500.009999999776483
20181116,3990668.700000000186265,4176812.040000000037253,4006316.519999999552965,12173798.259999999776483
20181119,3972161.189999999944121,4192737.099999999627471,3983684.459999999962747,12148583.750000000000000
20181120,3908129.459999999962747,4106522.119999999646097,3932869.079999999608845,11947521.660000000149012
20181121,3887069.189999999944121,4107071.260000000242144,3903404.699999999720603,11897546.150000000372529
20181123,3870263.520000000018626,4100481.579999999608845,3908955.959999999962747,11879702.059999998658895
20181126,3911958.599999999627471,4142765.359999999403954,3926036.759999999776483,11980761.719999998807907
20181127,3927700.619999999646097,4192187.959999999962747,3959344.319999999832362,12079233.900000000372529
20181128,3996199.679999999701977,4241061.419999999925494,3971727.899999999906868,12208990.000000000000000
20181129,4026194.609999999869615,4278402.939999999478459,3963614.519999999552965,12268213.069999998435378
20181130,4010239.859999999869615,4356929.959999999031425,4035780.899999999906868,12402951.719999998807907
20181203,3943442.640000000130385,4350340.279999999329448,3984965.519999999552965,12278749.439999999478459
20181204,3936422.549999999813735,4294877.139999998733401,3984538.500000000000000,12215839.189999997615814
20181206,3945144.479999999515712,4303663.380000000819564,3994786.979999999981374,12243595.839999999850988
20181207,3892174.709999999962747,4213055.279999999329448,3947814.779999999795109,12053045.769999999552965
20181210,3928126.080000000074506,4251495.080000000074506,3972581.939999999944121,12152204.099999999627471
20181211,3905576.700000000186265,4234471.740000000223517,4010159.699999999720603,12150209.140000000596046
20181212,3903236.669999999459833,4283894.339999999850988,4015283.939999999944121,12202415.949999999254942
20181213,3965992.020000000018626,4338808.339999999850988,4120330.859999999869615,12425132.219999998807907
20181214,3899194.799999999813735,4199875.919999999925494,4126736.159999999683350,12225807.879999998956919
20181217,3846012.299999999813735,4131233.419999999925494,3961479.419999999925494,11938726.140000000596046
20181218,3823037.459999999962747,4081810.819999999832362,3949522.859999999869615,11854372.139999998733401
20181219,3811337.309999999590218,4051058.979999999515712,3918350.399999999906868,11780747.689999999478459
20181220,3694761.270000000018626,4035683.059999999590218,3885042.839999999850988,11615488.169999999925494
20181221,3704759.580000000074506,4003283.799999999813735,3884615.819999999832362,11592660.199999999254942
20181224,3622433.069999999832362,3907184.299999999813735,3730461.600000000093132,11260079.969999998807907
20181226,3702206.819999999832362,4063689.199999999720603,3847038.060000000055879,11612935.080000000074506
20181227,3737945.459999999962747,4139470.519999999552965,3929452.919999999925494,11806869.899999998509884
20181228,3734754.509999999776483,4138921.379999999888241,3893583.240000000223517,11767260.129999998956919
20181231,3777513.239999999757856,4196031.939999999478459,3925182.719999999739230,11898728.899999998509884
20190102,3745391.009999999776483,4151002.459999999962747,3897853.439999999944121,11794247.910000000149012
20190103,3720714.330000000074506,4065885.760000000242144,3870524.159999999683350,11657125.250000000000000
20190104,3792617.069999999832362,4188343.979999999515712,3949522.859999999869615,11930484.909999998286366
20190107,3833886.689999999944121,4142216.220000000204891,3933723.120000000111759,11909827.030000001192093
20190108,3841970.429999999701977,4172968.059999999590218,3948241.799999999813735,11963181.289999999105930
20190109,3835375.799999999813735,4141117.939999999478459,3883761.779999999795109,11860256.519999999552965
20190110,3862179.780000000260770,4090047.919999999925494,3893156.219999999739230,11845384.919999999925494
20190111,3879623.640000000130385,4113111.799999999813735,3918777.419999999925494,11911513.859999999403954
20190114,3855159.689999999944121,4029093.379999999888241,3892302.180000000167638,11776556.250000000000000
20190115,3850905.090000000316650,4091146.199999999720603,3929025.899999999906868,11871078.189999999478459
20190116,3815379.179999999701977,4097186.739999999757856,3901696.620000000111759,11814263.539999999105930
20190117,3852819.660000000149012,4151551.599999999627471,3870524.159999999683350,11874896.419999999925494
20190118,3883878.239999999757856,4166378.379999999888241,3903831.719999999739230,11954089.339999999850988
20190122,3926424.239999999757856,4164181.819999999832362,3861983.759999999776483,11952590.820000000298023
20190123,3958759.200000000186265,4142765.359999999403954,4049872.560000000055879,12151398.119999999180436
20190124,3985988.640000000130385,4018110.579999999608845,4026813.479999999981374,12030913.699999999254942
20190125,3914298.629999999888241,4006029.500000000000000,3996922.079999999608845,11917251.209999999031425
20190128,3905789.429999999701977,4004382.079999999608845,3993505.919999999925494,11903678.429999999701977
20190129,3875369.039999999571592,4021405.419999999925494,3994359.959999999962747,11891135.419999998062849
20190130,3866859.840000000316650,4029093.379999999888241,4036207.919999999925494,11932162.140000000596046
20190131,3803253.569999999832362,4087302.220000000204891,4119476.819999999832362,12010033.609999999403954
20190201,3759431.189999999944121,4198228.500000000000000,4162178.819999999832362,12119839.509999999776483
20190204,3777087.780000000260770,4221292.380000000819564,4186091.939999999944121,12184473.100000001490116
20190205,3777513.239999999757856,4236668.300000000745058,4160897.759999999776483,12175080.300000000745058
20190206,3747943.770000000018626,4249847.660000000149012,4181394.719999999739230,12179187.149999998509884
20190207,3728798.069999999832362,4218546.679999999701977,4148087.159999999683350,12095432.910000000149012
20190208,3717523.379999999888241,4256986.479999998584390,4172427.299999999813735,12146938.159999998286366
20190211,3707099.609999999869615,4212506.139999998733401,4196340.419999999925494,12115947.169999998062849
20190212,3700930.439999999944121,4311900.479999998584390,4238615.400000000372529,12251447.319999998435378
20190213,3704759.580000000074506,4339357.479999998584390,4237761.359999999403954,12281879.419999998062849
20190214,3741349.140000000130385,4334964.359999999403954,4204453.799999999813735,12280768.300000000745058
20190215,3828568.439999999944121,4382739.539999999105930,4205307.839999999850988,12416616.819999998435378
20190219,3813251.879999999888241,4351438.559999998658895,4269787.859999999403954,12434479.299999997019768
20190220,3839630.399999999906868,4361872.220000000670552,4239469.439999999478459,12440973.060000000521541
20190221,3888983.759999999776483,4383837.820000000298023,4260820.439999999478459,12533643.019999999552965
20190222,3896642.039999999571592,4435456.979999998584390,4280890.379999999888241,12612990.399999998509884
20190225,3884729.160000000149012,4414040.519999999552965,4251853.019999999552965,12550623.699999999254942
20190226,3897492.959999999962747,4433809.559999998658895,4262955.540000000037253,12594259.059999998658895
20190227,3900683.910000000149012,4427219.880000000819564,4223669.700000000186265,12551574.490000002086163
20190228,3910894.950000000186265,4464012.259999999776483,4208296.979999999515712,12583205.189999999478459
20190301,3936635.280000000260770,4483781.300000000745058,4203599.759999999776483,12624017.340000001713634
20190304,3841757.700000000186265,4468405.380000000819564,4221961.620000000111759,12532125.700000001117587
20190305,3857925.179999999701977,4486527.000000000000000,4231356.059999999590218,12575809.239999998360872
20190306,3872390.819999999832362,4434907.839999999850988,4224523.740000000223517,12531823.400000000372529
20190307,3840268.590000000316650,4417884.500000000000000,4208296.979999999515712,12466451.070000000298023
20190308,3818570.129999999888241,4382190.400000000372529,4202318.700000000186265,12403080.230000000447035
20190311,3852181.470000000204891,4440948.380000000819564,4252280.040000000037253,12545410.890000000596046
20190312,3868136.220000000204891,4460717.419999999925494,4272349.979999999515712,12601204.620000001043081
20190313,3873029.009999999776483,4481035.599999999627471,4320603.240000000223517,12674668.849999999627471
20190314,3887494.649999999906868,4474995.059999998658895,4326581.519999999552965,12689072.229999998584390
20190315,3942591.720000000204891,4479388.179999999701977,4374407.759999999776483,12796388.660000000149012
20190318,3913234.979999999515712,4467307.099999999627471,4334694.900000000372529,12715237.980000000447035
20190319,3895365.660000000149012,4498058.939999999478459,4351348.679999999701977,12744774.279999999329448
20190320,3934933.439999999944121,4507394.320000000298023,4343662.320000000298023,12785991.080000000074506
20190321,3964715.640000000130385,4555169.500000000000000,4376542.859999999403954,12896429.000000000000000
20190322,3974075.759999999776483,4518926.259999999776483,4341100.200000000186265,12834103.219999998807907
20190325,3950888.189999999944121,4522221.099999999627471,4353910.799999999813735,12827021.089999999850988
20190326,3988328.669999999459833,4553522.080000000074506,4399174.919999999925494,12941026.669999999925494
20190327,3988966.859999999869615,4518926.259999999776483,4394050.679999999701977,12901944.799999998882413
20190328,4028960.099999999627471,4537597.019999999552965,4421806.979999999515712,12988365.099999997764826
20190329,4039809.330000000074506,4567250.580000000074506,4443157.979999999515712,13050218.890000000596046
20190401,4007687.099999999627471,4574389.400000000372529,4425650.160000000149012,13007727.660000000149012
20190402,4006836.179999999701977,4569447.139999998733401,4430347.379999999888241,13006631.699999999254942
20190403,4006836.179999999701977,4567799.720000000670552,4427785.259999999776483,13002422.160000000149012
20190404,4039171.140000000130385,4494764.099999999627471,4416682.740000000223517,12950618.980000000447035
20190405,4057040.459999999962747,4456324.300000000745058,4426077.179999999701977,12939442.940000001341105
20190408,4038745.679999999701977,4445341.500000000000000,4482443.820000000298023,12966532.000000000000000
20190409,4043638.470000000204891,4437104.400000000372529,4469206.200000000186265,12949950.070000000298023
20190410,4025343.689999999944121,4438202.679999999701977,4468779.179999999701977,12932326.549999998882413
20190411,4018110.869999999646097,4384386.959999999031425,4473049.379999999888241,12875548.209999997168779
20190412,4075973.429999999701977,4361872.220000000670552,4486287.000000000000000,12924133.650000000372529
20190415,4081291.679999999701977,4312449.619999999180436,4514897.339999999850988,12908639.639999998733401
20190416,4078100.729999999515712,4259183.039999999105930,4544361.719999999739230,12881646.489999998360872
20190417,4076186.160000000149012,4059296.079999999608845,4520021.580000000074506,12655504.820000000298023
20190418,4146387.059999999590218,4019208.859999999403954,4528561.979999999515712,12694158.899999998509884
20190422,4125326.789999999571592,4034035.639999999199063,4526853.900000000372529,12686217.329999998211861
20190423,4153832.609999999869615,4096637.599999999627471,4405153.200000000186265,12655624.410000000149012
20190424,4204249.620000000111759,4103776.419999999925494,4427785.259999999776483,12735812.300000000745058
20190425,4210631.520000000484288,4192187.959999999962747,4410277.439999999478459,12813097.919999999925494
20190426,4199782.290000000037253,4208113.019999999552965,4520448.599999999627471,12928344.909999998286366
20190429,4193400.390000000130385,4216350.119999999180436,4474330.439999999478459,12884081.949999999254942
20190430,4202973.239999999292195,4322334.139999998733401,4546923.839999999850988,13072232.219999998807907
20190501,4130645.039999999571592,4322883.279999999329448,4480735.740000000223517,12934265.059999998658895
20190502,4140005.160000000149012,4366814.479999998584390,4507638.000000000000000,13014458.639999998733401
20190503,4201909.589999999850988,4393173.199999999254942,4529843.040000000037253,13124926.829999998211861
20190506,4231266.330000000074506,4364617.919999999925494,4512762.240000000223517,13108647.490000000223517
20190507,4212971.549999999813735,4277853.800000000745058,4470914.280000000260770,12961740.630000002682209
20190508,4212758.820000000298023,4293229.720000000670552,4486714.019999999552965,12992703.560000000521541
20190509,4206376.919999999925494,4301466.820000000298023,4451271.359999999403954,12959116.099999999627471
20190510,4254453.900000000372529,4293778.859999999403954,4526853.900000000372529,13075087.660000000149012
20190513,4234031.820000000298023,4237766.580000000074506,4531124.099999999627471,13002923.500000000000000
20190514,4212333.359999999403954,4251495.080000000074506,4509346.080000000074506,12973175.519999999552965
20190515,4234882.739999999292195,4258633.900000000372529,4556318.280000000260770,13049835.920000001788139
20190516,4254453.900000000372529,4345398.019999999552965,4616528.099999999627471,13216381.019999999552965
20190517,4238073.689999999478459,4322883.279999999329448,4588344.780000000260770,13149302.750000000000000
20190520,4233180.900000000372529,4331669.519999999552965,4583220.540000000037253,13148071.960000000894070
20190521,4251262.950000000186265,4365716.199999999254942,4542226.620000000111759,13159206.769999999552965
20190522,4253815.709999999962747,4446988.919999999925494,4557172.320000000298023,13257977.949999999254942
20190523,4232755.439999999478459,4449185.479999998584390,4558880.400000000372529,13240822.319999998435378
20190524,4207227.839999999850988,4457422.580000000074506,4555891.259999999776483,13220542.679999999701977
20190528,4183827.539999999571592,4407450.839999999850988,4460665.799999999813735,13051945.179999999701977
20190529,4170000.090000000316650,4358028.240000000223517,4449136.259999999776483,12977165.589999999850988
20190530,4238499.150000000372529,4375600.720000000670552,4497816.540000000037253,13111917.410000000149012
20190531,4217864.339999999850988,4349791.139999998733401,4394477.700000000186265,12962134.179999999701977
20190603,4228713.570000000298023,4407450.839999999850988,4432482.479999999515712,13068647.890000000596046
20190604,4246795.620000000111759,4452480.320000000298023,4470060.240000000223517,13169337.180000001564622
20190605,4257432.120000000111759,4485977.859999999403954,4557599.339999999850988,13301010.320000000298023
20190606,4319549.280000000260770,4472249.359999999403954,4585355.639999999664724,13377155.280000001192093
20190607,4371242.669999999925494,4528261.639999998733401,4644711.419999999925494,13544216.729999998584390
20190610,4282321.530000000260770,4529359.919999999925494,4642576.320000000298023,13454258.769999999552965
20190611,4324016.609999999403954,4556816.919999999925494,4670759.639999999664724,13551594.169999998062849
20190612,4359542.520000000484288,4596904.139999998733401,4683570.240000000223517,13640017.900000000372529
20190613,4350182.400000000372529,4552423.800000000745058,4736093.700000000186265,13638700.900000002235174
20190614,4367200.799999999813735,4545834.119999999180436,4748477.280000000260770,13661513.199999999254942
20190617,4335716.759999999776483,4574389.400000000372529,4739509.859999999403954,13649617.019999999552965
20190618,4350607.859999999403954,4639737.059999998658895,4680154.080000000074506,13670499.999999998137355
20190619,4351458.780000000260770,4687512.240000000223517,4715169.719999999739230,13754141.739999998360872
20190620,4363584.389999999664724,4645777.599999999627471,4771536.359999999403954,13780899.349999997764826
20190621,4345289.609999999403954,4644130.179999999701977,4748477.280000000260770,13737898.070000000298023
20190624,4338056.790000000037253,4695749.339999999850988,4796730.540000000037253,13830537.669999998062849
20190625,4376135.459999999962747,4680922.559999998658895,4770682.320000000298023,13827741.339999999850988
20190626,4351458.780000000260770,4587568.759999999776483,4685705.339999999850988,13624733.879999998956919
20190627,4388048.339999999850988,4603493.820000000298023,4687840.439999999478459,13679383.599999999627471
20190628,4417617.809999999590218,4604592.099999999627471,4682289.179999999701977,13704500.089999999850988
