代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,11327471.319999998435378
真實報酬,1327471.319999998435378

夏普值報酬,0.124047132000000
夏普值風險,0.075168181520528
夏普值,1.650261180871105

二次趨勢線,89.052654517149989 x^2 + -14618.146885656702580 x + 10000000.000000000000000
二次加權預期報酬,15244.176595760931377
風險,267635.247345119772945
二次加權趨勢值,0.056958777840287
一次趨勢線,2179.343681496676709 x + 10000000.000000000000000
一次預期報酬,2179.343681496676709
一次風險,684841.822286266135052
一次趨勢值,0.003182258458196
找到最佳解世代,1617
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,3
MCD[15](5),MRK[17](1),PG[21](2),
FS( 38 ),3147830.480000000447035,3323846.600000000093132,3001658.579999999608845,9473336.660000000149012
FS( 39 ),3091640.919999999925494,3244398.000000000000000,2961578.189999999944121,9297618.109999999403954
FS( 40 ),3035451.360000000335276,3214753.000000000000000,2887300.769999999552965,9137506.129999998956919
FS( 41 ),2996195.639999999664724,3183922.200000000186265,2893919.549999999813735,9074038.390000000596046
FS( 42 ),2853220.150000000372529,3223053.600000000093132,2923336.349999999627471,8999611.099999999627471
FS( 43 ),2906330.830000000074506,3225425.200000000186265,2952385.439999999944121,9084142.470000000670552
FS( 44 ),2909602.139999999664724,3219496.200000000186265,2942457.269999999552965,9071556.609999999403954
FS( 45 ),2932308.879999999888241,3229575.500000000000000,2910834.209999999497086,9072719.589999999850988
FS( 46 ),2971949.459999999962747,3246769.600000000093132,2940618.719999999739230,9159338.780000001192093
FS( 47 ),3025829.860000000335276,3269299.800000000279397,2952385.439999999944121,9247516.099999999627471
FS( 48 ),3035451.360000000335276,3282343.600000000093132,2936573.909999999683350,9254369.870000001043081
FS( 49 ),3044688.000000000000000,3282936.500000000000000,2931425.969999999739230,9259051.469999998807907
FS( 50 ),3045072.860000000335276,3249141.200000000186265,2904950.849999999627471,9199165.910000000149012
FS( 51 ),3109921.770000000484288,3275821.700000000186265,2892816.419999999459833,9278560.890000000596046
FS( 52 ),3124354.020000000484288,3300723.500000000465661,2903847.719999999739230,9328926.240000002086163
FS( 53 ),3059889.969999999739230,3239061.900000000372529,2892448.709999999497086,9191401.580000000074506
FS( 54 ),3067009.879999999888241,3239654.800000000279397,2879578.859999999869615,9186244.539999999105930
FS( 55 ),3053154.919999999925494,3242619.300000000279397,2832879.689999999944121,9128654.910000000149012
FS( 56 ),3021981.259999999776483,3208824.000000000000000,2809713.959999999497086,9040520.219999998807907
FS( 57 ),2982340.679999999701977,3166728.100000000093132,2791328.459999999497086,8940398.239999998360872
FS( 58 ),3040646.969999999739230,3204080.800000000279397,2809713.959999999497086,9054442.729999998584390
FS( 59 ),3030448.179999999701977,3186886.700000000186265,2860457.939999999944121,9077793.820000000298023
FS( 60 ),3048344.169999999925494,3266335.300000000279397,2899067.489999999757856,9213747.960000000894070
FS( 61 ),3009280.879999999888241,3229575.500000000000000,2915246.729999999515712,9154104.109999999403954
FS( 62 ),3035066.500000000000000,3158427.500000000465661,2846117.250000000000000,9039612.250000000000000
FS( 63 ),3086637.740000000223517,3207045.300000000279397,2885094.509999999310821,9178778.550000000745058
FS( 64 ),3112230.929999999701977,3233725.800000000279397,2906789.399999999441206,9252747.129999998956919
FS( 65 ),3154950.389999999664724,3233132.900000000372529,2897596.649999999441206,9285680.939999999478459
FS( 66 ),3102994.290000000037253,3163763.600000000093132,2883991.379999999888241,9150750.269999999552965
FS( 67 ),3102609.429999999701977,3329775.600000000093132,2874063.209999999497086,9306449.239999998360872
FS( 68 ),3132243.650000000372529,3349341.300000000279397,2881785.119999999646097,9363371.070000000298023
FS( 69 ),3143212.160000000149012,3332147.200000000186265,2878108.019999999552965,9353468.379999998956919
FS( 70 ),3110114.200000000186265,3364163.800000000279397,2860457.939999999944121,9334736.939999999478459
FS( 71 ),3112230.929999999701977,3389658.500000000465661,2881785.119999999646097,9383675.549999998882413
FS( 72 ),3110306.629999999888241,3477407.700000000186265,2890610.159999999683350,9478325.490000000223517
FS( 73 ),3128010.190000000409782,3514167.500000000465661,2883991.379999999888241,9526170.070000000298023
FS( 74 ),3113770.370000000111759,3493416.000000000465661,2875534.049999999813735,9482721.420000001788139
FS( 75 ),3069896.330000000074506,3476814.800000000279397,2756028.299999999813735,9302740.429999999701977
FS( 76 ),3055271.650000000372529,3488079.899999999906868,2713741.649999999441206,9257094.199999999254942
FS( 77 ),3059505.110000000335276,3572271.700000000186265,2684324.849999999627471,9316102.660000000149012
FS( 78 ),3027369.299999999813735,3562785.300000000279397,2665939.349999999627471,9256094.949999999254942
FS( 79 ),3000813.959999999962747,3535511.900000000372529,2658585.149999999441206,9194912.009999999776483
FS( 80 ),3057773.240000000223517,3522468.100000000093132,2675132.099999999627471,9255374.439999999478459
FS( 81 ),3046227.440000000409782,3526025.500000000000000,2677338.359999999869615,9249592.300000000745058
FS( 82 ),3222108.459999999962747,3490451.500000000000000,2660055.989999999757856,9372616.949999999254942
FS( 83 ),3145136.459999999962747,3437683.399999999906868,2646083.009999999310821,9228903.869999999180436
FS( 84 ),3092025.780000000260770,3397366.200000000186265,2608576.589999999385327,9097969.570000000298023
FS( 85 ),3080479.980000000447035,3411002.900000000372529,2624020.409999999683350,9115504.290000000968575
FS( 86 ),3175732.830000000074506,3424046.700000000186265,2663365.379999999888241,9263145.910000000149012
FS( 87 ),3175155.540000000037253,3402109.400000000372529,2646818.429999999701977,9224084.370000001043081
FS( 88 ),3170729.650000000372529,3365349.600000000093132,2626962.089999999385327,9163042.339999999850988
FS( 89 ),3160530.860000000335276,3435904.700000000186265,2661159.119999999646097,9257595.679999999701977
FS( 90 ),3176502.549999999813735,3442426.600000000093132,2689840.500000000000000,9308770.650000000372529
FS( 91 ),3182660.309999999590218,3539069.300000000279397,2697930.119999999646097,9419660.729999998584390
FS( 92 ),3169767.500000000000000,3538476.400000000372529,2694620.729999999515712,9402865.629999998956919
FS( 93 ),3137824.120000000111759,3510017.200000000186265,2682486.299999999813735,9330328.620000001043081
FS( 94 ),3134167.950000000186265,3542626.700000000186265,2703813.479999999515712,9380609.129999998956919
FS( 95 ),3104148.870000000111759,3502309.500000000000000,2719625.009999999310821,9326084.379999998956919
FS( 96 ),3097798.679999999701977,3506459.800000000279397,2700871.799999999813735,9305131.280000001192093
FS( 97 ),3107420.179999999701977,3472664.500000000000000,2723302.109999999869615,9303387.789999999105930
FS( 98 ),3068356.889999999664724,3465549.700000000186265,2722198.979999999515712,9256106.570000000298023
FS( 99 ),3110114.200000000186265,3508238.500000000465661,2727714.629999999888241,9346068.330000001937151
FS( 100 ),3124931.309999999590218,3505866.900000000372529,2712638.519999999552965,9343437.730000000447035
FS( 101 ),3140710.570000000298023,3503495.300000000279397,2732494.859999999869615,9376701.730000000447035
FS( 102 ),3090871.200000000186265,3462585.200000000186265,2722934.399999999441206,9276391.800000000745058
FS( 103 ),3113962.799999999813735,3540848.000000000000000,2753822.039999999571592,9408633.839999999850988
FS( 104 ),3079132.969999999739230,3529582.900000000372529,2690575.919999999459833,9299292.789999999105930
FS( 105 ),3062776.419999999925494,3590651.600000000093132,2700871.799999999813735,9354300.820000000298023
FS( 106 ),3083174.000000000000000,3677215.000000000465661,2727714.629999999888241,9488104.629999998956919
FS( 107 ),3068934.179999999701977,3639862.300000000279397,2719992.719999999739230,9428790.199999999254942
FS( 108 ),3124738.879999999888241,3671878.900000000372529,2733965.699999999254942,9530584.480000000447035
FS( 109 ),3261364.179999999701977,3675436.300000000279397,2785812.809999999590218,9722614.289999999105930
FS( 110 ),3250395.669999999925494,3710417.399999999906868,2838027.629999999888241,9798841.699999999254942
FS( 111 ),3203827.610000000335276,3695594.899999999906868,2850897.479999999515712,9750320.989999998360872
FS( 112 ),3208445.929999999701977,3702116.800000000279397,2840233.889999999664724,9750797.620000001043081
FS( 113 ),3205559.480000000447035,3711010.300000000279397,2811920.219999999739230,9728491.000000000000000
FS( 114 ),3214603.690000000409782,3649941.600000000093132,2794270.139999999664724,9658816.429999999701977
FS( 115 ),3203250.320000000298023,3677807.900000000372529,2845381.829999999608845,9726441.050000000745058
FS( 116 ),3199786.580000000074506,3616146.300000000279397,2788754.489999999757856,9604688.370000001043081
FS( 117 ),3174578.250000000000000,3618517.900000000372529,2806772.279999999795109,9599869.429999999701977
FS( 118 ),3128202.620000000111759,3633340.400000000372529,2789122.199999999254942,9550666.219999998807907
FS( 119 ),3089139.330000000074506,3627411.400000000372529,2810817.089999999385327,9527368.820000000298023
FS( 120 ),3166496.190000000409782,3644605.500000000000000,2847220.379999999888241,9658323.070000000298023
FS( 121 ),3075284.370000000111759,3621482.399999999906868,2860457.939999999944121,9557225.709999999031425
FS( 122 ),3096451.669999999925494,3600138.000000000000000,2868179.849999999627471,9564770.519999999552965
FS( 123 ),3029293.599999999627471,3550334.400000000372529,2856780.839999999385327,9436409.839999999850988
FS( 124 ),3008126.299999999813735,3575236.200000000186265,2870018.399999999441206,9453381.899999998509884
FS( 125 ),3015246.209999999962747,3598952.200000000186265,2870386.109999999869615,9484585.519999999552965
FS( 126 ),3018709.950000000186265,3584722.600000000093132,2872960.079999999608845,9476393.630000000819564
FS( 127 ),3011205.179999999701977,3599545.100000000093132,2864502.750000000000000,9475254.029999999329448
FS( 128 ),3027369.299999999813735,3654684.800000000279397,2912672.759999999310821,9594727.859999999403954
FS( 129 ),3067779.599999999627471,3687887.200000000186265,2916349.859999999869615,9672017.660000000149012
FS( 130 ),3077785.959999999962747,3677215.000000000465661,2863031.909999999683350,9618033.870000001043081
FS( 131 ),3090871.200000000186265,3693816.200000000186265,2935103.069999999366701,9719791.469999998807907
FS( 132 ),3052385.200000000186265,3670100.200000000186265,2910834.209999999497086,9633320.609999999403954
FS( 133 ),3062006.700000000186265,3715160.600000000093132,2900906.039999999571592,9678074.339999999850988
FS( 134 ),3050268.469999999739230,3728797.300000000279397,2916349.859999999869615,9695416.629999998956919
FS( 135 ),3055464.080000000074506,3711010.300000000279397,2924439.479999999515712,9690914.859999999403954
FS( 136 ),3074129.790000000037253,3707452.900000000372529,2942824.979999999515712,9724408.669999999925494
FS( 137 ),3039107.530000000260770,3731761.800000000279397,2931425.969999999739230,9702296.300000000745058
FS( 138 ),3029101.169999999925494,3706267.100000000093132,2895022.679999999701977,9630391.949999999254942
FS( 139 ),3039877.250000000000000,3706860.000000000465661,2893184.129999999888241,9639922.379999998956919
FS( 140 ),3054886.790000000037253,3716939.300000000279397,2886933.059999999590218,9658760.149999998509884
FS( 141 ),3039299.959999999962747,3760221.000000000465661,2904583.139999999664724,9704105.100000001490116
FS( 142 ),3057580.809999999590218,3823661.299999999813735,2922233.219999999739230,9803476.329999998211861
FS( 143 ),3004662.559999999590218,3795202.100000000558794,2945031.239999999757856,9744896.900000000372529
FS( 144 ),3030448.179999999701977,3764371.300000000279397,2963049.029999999795109,9757869.509999999776483
FS( 145 ),3052770.059999999590218,3842634.100000000093132,2949076.049999999813735,9844481.210000000894070
FS( 146 ),3031602.759999999776483,3905481.500000000465661,2974080.329999999608845,9911165.589999999850988
FS( 147 ),3019672.099999999627471,3882951.299999999813735,2965623.000000000000000,9868247.399999998509884
FS( 148 ),2990615.169999999925494,3866943.000000000000000,3015263.849999999627471,9872823.019999999552965
FS( 149 ),3006009.570000000298023,3909038.900000000372529,3027398.279999999795109,9942447.750000000000000
FS( 150 ),3015823.500000000000000,3926233.000000000000000,3034384.769999999552965,9976442.269999999552965
FS( 151 ),3002738.259999999776483,3947577.399999999906868,3038797.289999999571592,9989113.949999999254942
FS( 152 ),3058158.099999999627471,3954099.300000000279397,3028133.699999999254942,10040392.099999999627471
FS( 153 ),3065470.440000000409782,3913189.200000000186265,2993201.250000000000000,9971861.890000000596046
FS( 154 ),3053539.780000000260770,3917339.500000000000000,2994304.379999999888241,9965184.660000000149012
FS( 155 ),3043148.559999999590218,3955878.000000000000000,2997613.769999999552965,9996641.329999998211861
FS( 156 ),3090486.339999999850988,3940462.599999999627471,2989891.859999999869615,10020841.799999998882413
FS( 157 ),3076631.379999999888241,3994416.500000000465661,3026295.149999999441206,10097344.030000001192093
FS( 158 ),3112230.929999999701977,4082165.699999999720603,3077406.839999999385327,10271804.469999998807907
FS( 159 ),3101069.990000000223517,4094616.600000000093132,3077406.839999999385327,10273094.429999999701977
FS( 160 ),3111268.780000000260770,4160428.500000000465661,3075568.289999999571592,10347266.570000000298023
FS( 161 ),3098953.259999999776483,4101138.500000000465661,3085128.750000000000000,10285221.509999999776483
FS( 162 ),3089524.190000000409782,4093430.800000000745058,3066375.539999999571592,10249331.530000001192093
FS( 163 ),3060659.690000000409782,4089280.500000000000000,3060859.889999999664724,10210801.080000000074506
FS( 164 ),3067009.879999999888241,4093430.800000000745058,3065272.409999999683350,10225714.089999999850988
FS( 165 ),3088177.179999999701977,4090466.299999999813735,3068214.089999999385327,10246858.569999998435378
FS( 166 ),3110499.059999999590218,4069121.899999999906868,3069684.929999999701977,10249306.889999998733401
FS( 167 ),3138786.270000000484288,4079794.100000000093132,3070052.639999999664724,10288634.010000001639128
FS( 168 ),3132820.940000000409782,4063785.800000000745058,3067110.959999999497086,10263718.700000001117587
FS( 169 ),3121852.429999999701977,4066750.300000000279397,3050196.299999999813735,10238800.030000001192093
FS( 170 ),3112038.500000000000000,4028804.700000000186265,3041003.549999999813735,10181847.750000000000000
FS( 171 ),3141287.860000000335276,4068529.000000000465661,3062698.439999999944121,10272516.300000000745058
FS( 172 ),3150909.360000000335276,4113589.399999999906868,3039165.000000000000000,10303664.759999999776483
FS( 173 ),3153988.240000000223517,4130783.500000000465661,3011954.459999999497086,10296727.199999999254942
FS( 174 ),3176502.549999999813735,4124261.600000000093132,3029236.829999999608845,10330001.980000000447035
FS( 175 ),3167843.200000000186265,4095802.399999999906868,3015631.559999999590218,10279278.160000000149012
FS( 176 ),3170152.360000000335276,4142048.600000000093132,3056079.659999999683350,10368281.620000001043081
FS( 177 ),3125123.740000000223517,4199559.900000000372529,3068581.799999999813735,10393266.440000001341105
FS( 178 ),3095104.660000000149012,4149163.400000000372529,3074465.159999999683350,10318734.220000000670552
FS( 179 ),3043148.559999999590218,4175251.000000000465661,3097998.599999999627471,10316399.160000000149012
FS( 180 ),3036028.650000000372529,4175251.000000000465661,3088805.849999999627471,10300086.500000000000000
FS( 181 ),3063161.280000000260770,4149163.400000000372529,3088805.849999999627471,10301131.530000001192093
FS( 182 ),3094142.509999999776483,4196595.400000000372529,3138814.409999999683350,10429553.320000000298023
FS( 183 ),3180928.440000000409782,4215568.200000000186265,3155729.069999999366701,10552226.710000000894070
FS( 184 ),3142634.870000000111759,4196595.400000000372529,3098734.019999999552965,10437965.289999999105930
FS( 185 ),3202288.169999999925494,4188887.700000000651926,3056447.369999999646097,10447624.240000000223517
FS( 186 ),3189780.219999999739230,4169914.899999999906868,3061595.309999999590218,10421291.429999999701977
FS( 187 ),3204597.330000000074506,4193038.000000000000000,3046886.909999999683350,10444523.240000000223517
FS( 188 ),3219222.009999999776483,4206081.799999999813735,3060492.179999999701977,10485796.989999998360872
FS( 189 ),3207291.349999999627471,4241062.900000000372529,3076671.419999999459833,10525026.669999999925494
FS( 190 ),3178619.280000000260770,4254106.700000000186265,3102043.409999999683350,10534770.390000000596046
FS( 191 ),3168612.919999999925494,4231576.500000000000000,3053137.979999999515712,10453328.399999998509884
FS( 192 ),3190549.940000000409782,4222683.000000000000000,3012322.169999999459833,10425556.109999999403954
FS( 193 ),3205367.049999999813735,4211417.900000000372529,3020779.500000000000000,10437565.449999999254942
FS( 194 ),3228458.650000000372529,4236912.599999999627471,3029972.250000000000000,10495344.500000000000000
FS( 195 ),3268099.230000000447035,4289087.800000000745058,3022618.049999999813735,10579806.080000001937151
FS( 196 ),3240004.450000000186265,4177029.700000000186265,2994672.089999999385327,10411707.240000000223517
FS( 197 ),3136092.250000000000000,4053706.500000000465661,2900170.619999999646097,10089970.369999999180436
FS( 198 ),3152448.799999999813735,4139084.100000000093132,2907157.109999999869615,10198691.009999999776483
FS( 199 ),3149562.349999999627471,4118332.599999999627471,2946502.079999999608845,10214398.029999999329448
FS( 200 ),3157259.549999999813735,4222683.000000000000000,2978860.559999999590218,10358804.109999999403954
FS( 201 ),3209215.650000000372529,4258257.000000000000000,3010115.909999999683350,10477589.560000000521541
FS( 202 ),3209985.370000000111759,4281380.099999999627471,2950546.889999999664724,10441913.359999999403954
FS( 203 ),3223070.610000000335276,4289680.700000000186265,3210150.149999999441206,10722902.460000000894070
FS( 204 ),3206521.629999999888241,4302724.500000000000000,3184410.449999999254942,10693657.579999998211861
FS( 205 ),3408957.990000000223517,4274858.200000000186265,3205002.209999999497086,10888819.400000000372529
FS( 206 ),3412806.589999999850988,4182365.800000000745058,3289575.509999999310821,10884748.900000000372529
FS( 207 ),3373550.870000000111759,4147977.599999999627471,3272660.849999999627471,10794190.320000000298023
FS( 208 ),3335642.160000000149012,4174065.200000000651926,3230741.909999999683350,10740450.270000001415610
FS( 209 ),3333525.429999999701977,4236319.700000000186265,3244714.889999999664724,10814561.019999999552965
FS( 210 ),3434743.610000000335276,4320511.500000000000000,3279647.339999999385327,11034903.449999999254942
FS( 211 ),3404147.240000000223517,4364386.100000000558794,3260894.129999999888241,11029428.470000000670552
FS( 212 ),3365276.379999999888241,4335334.000000000000000,3294355.739999999757856,10994967.119999999180436
FS( 213 ),3401260.790000000037253,4284937.500000000000000,3302445.359999999869615,10988644.650000000372529
FS( 214 ),3471305.309999999590218,4335334.000000000000000,3353557.049999999813735,11160197.359999999403954
FS( 215 ),3515949.070000000298023,4346599.100000000558794,3364956.059999999590218,11227505.230000000447035
FS( 216 ),3545583.290000000037253,4451542.400000000372529,3356866.439999999944121,11353993.130000000819564
FS( 217 ),3569252.179999999701977,4475258.400000000372529,3359440.409999999683350,11403951.990000000223517
FS( 218 ),3578103.959999999962747,4438498.600000000558794,3398049.959999999497086,11414653.519999999552965
FS( 219 ),3547892.450000000186265,4428419.299999999813735,3408713.549999999813735,11385026.300000000745058
FS( 220 ),3540964.969999999739230,4423676.100000000558794,3437027.219999999739230,11401669.289999999105930
FS( 221 ),3537886.089999999850988,4392845.300000000745058,3437762.639999999664724,11368495.030000001192093
FS( 222 ),3532305.620000000111759,4437312.800000000745058,3450264.779999999795109,11419884.200000001117587
FS( 223 ),3609854.910000000149012,4509646.600000000558794,3449897.069999999366701,11569399.580000000074506
FS( 224 ),3593113.500000000000000,4526840.700000000186265,3430408.439999999944121,11550363.640000000596046
FS( 225 ),3535192.070000000298023,4433755.400000000372529,3386650.949999999254942,11355599.419999999925494
FS( 226 ),3516141.500000000000000,4434348.300000000745058,3361278.959999999497086,11311769.759999999776483
FS( 227 ),3500939.530000000260770,4427233.500000000000000,3366059.189999999944121,11294233.220000000670552
FS( 228 ),3538655.809999999590218,4472886.799999999813735,3380767.589999999385327,11392311.199999999254942
FS( 229 ),3552895.629999999888241,4526247.800000000745058,3409448.969999999739230,11488593.400000000372529
FS( 230 ),3614858.089999999850988,4579015.900000000372529,3420112.559999999590218,11613987.550000000745058
FS( 231 ),3641990.719999999739230,4619333.099999999627471,3413126.069999999366701,11674450.889999998733401
FS( 232 ),3627558.469999999739230,4704117.800000000745058,3475269.059999999590218,11806946.330000000074506
FS( 233 ),3567135.450000000186265,4697003.000000000000000,3431511.569999999366701,11695651.019999999552965
FS( 234 ),3560785.259999999776483,4637120.099999999627471,3431143.859999999869615,11629050.219999998807907
FS( 235 ),3568674.889999999664724,4646606.500000000000000,3439968.899999999441206,11655251.289999999105930
FS( 236 ),3520759.820000000298023,4548778.000000000000000,3399520.799999999813735,11469059.620000001043081
FS( 237 ),3553280.490000000223517,4590281.000000000000000,3420847.979999999515712,11564410.469999998807907
FS( 238 ),3532882.910000000149012,4571901.100000000558794,3453206.459999999497086,11557991.470000000670552
FS( 239 ),3530766.179999999701977,4625262.100000000558794,3457618.979999999515712,11613648.259999999776483
FS( 240 ),3587533.030000000260770,4684552.100000000558794,3548075.639999999664724,11820161.769999999552965
FS( 241 ),3527110.009999999776483,4534548.400000000372529,3553591.289999999571592,11615250.699999999254942
FS( 242 ),3479002.509999999776483,4460435.900000000372529,3411287.519999999552965,11350726.929999999701977
FS( 243 ),3458220.070000000298023,4407074.900000000372529,3400991.639999999664724,11266287.609999999403954
FS( 244 ),3447636.419999999925494,4373872.500000000000000,3374148.809999999590218,11195658.730000000447035
FS( 245 ),3342184.780000000260770,4357271.299999999813735,3345467.429999999701977,11044924.509999999776483
FS( 246 ),3351228.990000000223517,4322290.200000000186265,3345099.719999999739230,11018619.910000000149012
FS( 247 ),3276758.580000000074506,4218532.700000000186265,3212356.409999999683350,10707648.689999999478459
FS( 248 ),3348919.830000000074506,4387509.200000000186265,3312741.239999999757856,11049171.269999999552965
FS( 249 ),3381248.070000000298023,4469329.400000000372529,3383709.269999999552965,11234287.740000000223517
FS( 250 ),3378361.620000000111759,4468736.500000000000000,3352821.629999999888241,11199920.750000000000000
FS( 251 ),3417040.049999999813735,4530398.099999999627471,3380032.169999999459833,11327471.319999998435378
