代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,12969353.259999999776483
真實報酬,2969353.259999999776483

夏普值報酬,0.288235326000000
夏普值風險,0.089353836261260
夏普值,3.225774494530193

二次趨勢線,30.329608762347878 x^2 + 6029.168973434374493 x + 10000000.000000000000000
二次平均預期報酬,13702.559990308391207
風險,282734.031083958165254
二次平均趨勢值,0.048464487765321
一次趨勢線,11772.816110817293520 x + 10000000.000000000000000
一次預期報酬,11772.816110817293520
一次風險,356047.452921570569742
一次趨勢值,0.033065300746332
找到最佳解世代,1762
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,2
HD[9](4),NKE[19](1),
FS( 62 ),5468907.700000000186265,5237792.679999999701977,10706700.379999998956919
FS( 63 ),5537068.510000000707805,5243053.579999999143183,10780122.089999999850988
FS( 64 ),5556888.320000000298023,5247262.299999999813735,10804150.620000001043081
FS( 65 ),5525466.669999999925494,5240949.219999999739230,10766415.890000000596046
FS( 66 ),5587826.560000000521541,5305132.200000000186265,10892958.760000001639128
FS( 67 ),5538518.740000000223517,5298819.119999999180436,10837337.859999999403954
FS( 68 ),5570907.209999999962747,5259888.459999999962747,10830795.669999999925494
FS( 69 ),5532234.410000000149012,5223062.160000000149012,10755296.570000000298023
FS( 70 ),5513381.419999999925494,5236740.500000000000000,10750121.919999999925494
FS( 71 ),5484376.820000000298023,5252523.200000000186265,10736900.019999999552965
FS( 72 ),5480509.540000000037253,5255679.740000000223517,10736189.280000001192093
FS( 73 ),5419116.469999999739230,5185183.679999999701977,10604300.149999998509884
FS( 74 ),5455855.629999999888241,5260940.639999999664724,10716796.269999999552965
FS( 75 ),5470841.339999999850988,5276723.339999999850988,10747564.679999999701977
FS( 76 ),5462139.959999999962747,5269358.079999999143183,10731498.039999999105930
FS( 77 ),5509030.729999999515712,5319862.719999999739230,10828893.449999999254942
FS( 78 ),5496462.070000000298023,5311445.279999999329448,10807907.349999999627471
FS( 79 ),5384794.360000000335276,5310393.099999999627471,10695187.460000000894070
FS( 80 ),5345638.150000000372529,5253575.379999999888241,10599213.530000001192093
FS( 81 ),5255240.479999999515712,5270410.259999999776483,10525650.739999998360872
FS( 82 ),5171610.550000000745058,5199914.200000000186265,10371524.750000000000000
FS( 83 ),5295846.919999999925494,5301975.660000000149012,10597822.580000000074506
FS( 84 ),5320500.830000000074506,5305132.200000000186265,10625633.030000001192093
FS( 85 ),5223818.830000000074506,5283036.419999999925494,10506855.250000000000000
FS( 86 ),5235904.080000000074506,5272514.619999999180436,10508418.699999999254942
FS( 87 ),5319534.010000000707805,5337749.779999999329448,10657283.789999999105930
FS( 88 ),5437002.639999999664724,5389306.599999999627471,10826309.239999998360872
FS( 89 ),5409448.270000000484288,5408245.839999999850988,10817694.109999999403954
FS( 90 ),5439419.689999999478459,5386150.059999999590218,10825569.750000000000000
FS( 91 ),5375126.160000000149012,5374576.079999999143183,10749702.239999998360872
FS( 92 ),5411381.910000000149012,5441915.599999999627471,10853297.509999999776483
FS( 93 ),5479542.719999999739230,5522933.459999999962747,11002476.179999999701977
FS( 94 ),5526916.900000000372529,5511359.479999999515712,11038276.379999998956919
FS( 95 ),5430718.310000000521541,5505046.399999999441206,10935764.710000000894070
FS( 96 ),5419116.469999999739230,5503994.219999999739230,10923110.689999999478459
FS( 97 ),5414765.780000000260770,5492420.240000000223517,10907186.019999999552965
FS( 98 ),5422016.929999999701977,5494524.599999999627471,10916541.529999999329448
FS( 99 ),5362557.500000000000000,5440863.419999999925494,10803420.919999999925494
FS( 100 ),5422016.929999999701977,5410350.200000000186265,10832367.129999998956919
FS( 101 ),5423467.160000000149012,5381941.339999999850988,10805408.500000000000000
FS( 102 ),5386244.589999999850988,5349323.759999999776483,10735568.349999999627471
FS( 103 ),5398329.839999999850988,5353532.479999999515712,10751862.320000000298023
FS( 104 ),5394462.560000000521541,5372471.719999999739230,10766934.280000001192093
FS( 105 ),5470357.929999999701977,5393515.319999999366701,10863873.250000000000000
FS( 106 ),5388178.229999999515712,5364054.279999999329448,10752232.509999997913837
FS( 107 ),5335486.540000000037253,5368263.000000000000000,10703749.539999999105930
FS( 108 ),5314216.500000000000000,5336697.599999999627471,10650914.099999999627471
FS( 109 ),5294880.100000000558794,5332488.879999999888241,10627368.980000000447035
FS( 110 ),5364974.550000000745058,5436654.700000000186265,10801629.250000000000000
FS( 111 ),5379960.260000000707805,5465063.559999999590218,10845023.820000000298023
FS( 112 ),5346604.969999999739230,5459802.660000000149012,10806407.629999998956919
FS( 113 ),5318083.780000000260770,5437706.879999999888241,10755790.660000000149012
FS( 114 ),5328718.800000000745058,5500837.679999999701977,10829556.480000000447035
FS( 115 ),5340320.639999999664724,5511359.479999999515712,10851680.119999999180436
FS( 116 ),5407031.219999999739230,5576594.639999999664724,10983625.859999999403954
FS( 117 ),5435069.000000000000000,5605003.500000000000000,11040072.500000000000000
FS( 118 ),5466007.240000000223517,5618681.839999999850988,11084689.080000000074506
FS( 119 ),5471324.750000000000000,5639725.439999999478459,11111050.189999999478459
FS( 120 ),5431201.719999999739230,5588168.619999999180436,11019370.339999999850988
FS( 121 ),5425884.209999999962747,5535559.619999999180436,10961443.829999998211861
FS( 122 ),5443286.969999999739230,5772300.119999999180436,11215587.089999999850988
FS( 123 ),5343704.510000000707805,5664977.759999999776483,11008682.269999999552965
FS( 124 ),5372225.700000000186265,5682864.819999999366701,11055090.519999999552965
FS( 125 ),5417666.240000000223517,5757569.599999999627471,11175235.839999999850988
FS( 126 ),5389628.459999999962747,5780717.559999999590218,11170346.019999999552965
FS( 127 ),5381410.490000000223517,5778613.200000000186265,11160023.690000001341105
FS( 128 ),5433618.770000000484288,5855422.339999999850988,11289041.109999999403954
FS( 129 ),5365941.370000000111759,5749152.160000000149012,11115093.530000001192093
FS( 130 ),5384310.950000000186265,5757569.599999999627471,11141880.550000000745058
FS( 131 ),5467457.469999999739230,5814387.319999999366701,11281844.789999999105930
FS( 132 ),5554471.270000000484288,5914344.419999999925494,11468815.690000001341105
FS( 133 ),5576708.129999999888241,5910135.700000000186265,11486843.830000000074506
FS( 134 ),5587343.150000000372529,5886987.740000000223517,11474330.890000000596046
FS( 135 ),5546253.300000000745058,5910135.700000000186265,11456389.000000000000000
FS( 136 ),5533684.639999999664724,5934335.839999999850988,11468020.480000000447035
FS( 137 ),5482443.179999999701977,5952222.899999999441206,11434666.079999998211861
FS( 138 ),5504196.629999999888241,5944857.639999999664724,11449054.269999999552965
FS( 139 ),5554471.270000000484288,6002727.539999999105930,11557198.809999998658895
FS( 140 ),5539485.560000000521541,5997466.639999999664724,11536952.199999999254942
FS( 141 ),5491144.560000000521541,5944857.639999999664724,11436002.199999999254942
FS( 142 ),5466007.240000000223517,5878570.299999999813735,11344577.539999999105930
FS( 143 ),5551570.810000000521541,5970109.959999999962747,11521680.769999999552965
FS( 144 ),5625532.540000000037253,6045866.919999999925494,11671399.460000000894070
FS( 145 ),5629883.229999999515712,6051127.819999999366701,11681011.049999998882413
FS( 146 ),5657437.600000000558794,6061649.619999999180436,11719087.219999998807907
FS( 147 ),5650669.860000000335276,6041658.200000000186265,11692328.060000000521541
FS( 148 ),5681608.100000000558794,6091110.660000000149012,11772718.760000001639128
FS( 149 ),5704328.370000000111759,6142667.479999999515712,11846995.849999999627471
FS( 150 ),5634717.330000000074506,6056388.719999999739230,11691106.050000000745058
FS( 151 ),5652603.500000000000000,6024823.319999999366701,11677426.820000000298023
FS( 152 ),5684991.969999999739230,6069014.879999999888241,11754006.849999999627471
FS( 153 ),5689342.660000000149012,6021666.779999999329448,11711009.439999999478459
FS( 154 ),5689342.660000000149012,5948014.179999999701977,11637356.839999999850988
FS( 155 ),5753636.189999999478459,5976423.039999999105930,11730059.229999998584390
FS( 156 ),5788925.120000000111759,6016405.879999999888241,11805331.000000000000000
FS( 157 ),5786508.070000000298023,6049023.459999999962747,11835531.530000001192093
FS( 158 ),5936365.169999999925494,6040606.019999999552965,11976971.189999999478459
FS( 159 ),5934431.530000000260770,6047971.279999999329448,11982402.809999998658895
FS( 160 ),5827114.510000000707805,5908031.339999999850988,11735145.850000001490116
FS( 161 ),5615380.929999999701977,5622890.559999999590218,11238271.489999998360872
FS( 162 ),5440386.510000000707805,5465063.559999999590218,10905450.070000000298023
FS( 163 ),5364491.139999999664724,5447176.500000000000000,10811667.640000000596046
FS( 164 ),5604262.500000000000000,5721795.479999999515712,11326057.980000000447035
FS( 165 ),5687892.429999999701977,5924866.219999999739230,11612758.649999998509884
FS( 166 ),5681124.689999999478459,5918553.139999999664724,11599677.829999998211861
FS( 167 ),5629883.229999999515712,5879622.479999999515712,11509505.709999999031425
FS( 168 ),5466007.240000000223517,5715482.399999999441206,11181489.640000000596046
FS( 169 ),5630850.050000000745058,5823856.939999999478459,11454706.990000000223517
FS( 170 ),5636650.969999999739230,5832274.379999999888241,11468925.349999999627471
FS( 171 ),5531267.589999999850988,5771247.939999999478459,11302515.529999999329448
FS( 172 ),5628433.000000000000000,5879622.479999999515712,11508055.480000000447035
FS( 173 ),5509514.139999999664724,5779665.379999999888241,11289179.519999999552965
FS( 174 ),5534651.459999999962747,5807022.059999999590218,11341673.519999999552965
FS( 175 ),5580575.410000000149012,5882779.019999999552965,11463354.429999999701977
FS( 176 ),5546253.300000000745058,5886987.740000000223517,11433241.040000000968575
FS( 177 ),5616347.750000000000000,5989049.200000000186265,11605396.949999999254942
FS( 178 ),5695626.990000000223517,6080588.859999999403954,11776215.849999999627471
FS( 179 ),5699977.679999999701977,6064806.160000000149012,11764783.839999999850988
FS( 180 ),5565106.290000000037253,6053232.179999999701977,11618338.469999998807907
FS( 181 ),5635684.150000000372529,6132145.679999999701977,11767829.830000000074506
FS( 182 ),5597978.169999999925494,6101632.459999999962747,11699610.629999998956919
FS( 183 ),5615864.339999999850988,6073223.599999999627471,11689087.939999999478459
FS( 184 ),5624082.310000000521541,6039553.839999999850988,11663636.150000000372529
FS( 185 ),5643418.709999999962747,6576165.639999999664724,12219584.349999999627471
FS( 186 ),5515798.469999999739230,6425703.899999999441206,11941502.369999999180436
FS( 187 ),5458272.679999999701977,6296285.759999999776483,11754558.439999999478459
FS( 188 ),5582992.459999999962747,6469895.459999999962747,12052887.919999999925494
FS( 189 ),5657437.600000000558794,6515139.200000000186265,12172576.800000000745058
FS( 190 ),5695143.580000000074506,6587739.619999999180436,12282883.199999999254942
FS( 191 ),5762337.570000000298023,6538287.160000000149012,12300624.730000000447035
FS( 192 ),5737200.250000000000000,6481469.439999999478459,12218669.689999999478459
FS( 193 ),5784091.020000000484288,6423599.539999999105930,12207690.559999998658895
FS( 194 ),5852251.830000000074506,6571956.919999999925494,12424208.750000000000000
FS( 195 ),5865303.900000000372529,6573009.099999999627471,12438313.000000000000000
FS( 196 ),5892858.270000000484288,6651922.599999999627471,12544780.870000001043081
FS( 197 ),5878839.379999999888241,6619305.019999999552965,12498144.399999998509884
FS( 198 ),5814062.439999999478459,6620357.200000000186265,12434419.640000000596046
FS( 199 ),5888507.580000000074506,6776079.839999999850988,12664587.419999999925494
FS( 200 ),5933464.709999999962747,6864462.959999999031425,12797927.669999998062849
FS( 201 ),5950867.469999999739230,7008611.619999999180436,12959479.089999999850988
FS( 202 ),5938782.219999999739230,6964420.059999999590218,12903202.279999999329448
FS( 203 ),5960535.669999999925494,6969680.959999999031425,12930216.629999998956919
FS( 204 ),6011777.129999999888241,6966524.419999998994172,12978301.549999998882413
FS( 205 ),6023862.379999999888241,6867619.499999999068677,12891481.879999998956919
FS( 206 ),6043198.780000000260770,6911811.059999999590218,12955009.839999999850988
FS( 207 ),6017094.639999999664724,6882350.019999999552965,12899444.660000000149012
FS( 208 ),5985672.990000000223517,6907602.339999999850988,12893275.330000000074506
FS( 209 ),5976488.200000000186265,6898132.719999999739230,12874620.919999999925494
FS( 210 ),5976971.610000000335276,6893923.999999999068677,12870895.609999999403954
FS( 211 ),6014194.179999999701977,6902341.439999999478459,12916535.619999999180436
FS( 212 ),6074620.429999999701977,6912863.240000000223517,12987483.669999999925494
FS( 213 ),6061084.950000000186265,6858149.880000000819564,12919234.830000001937151
FS( 214 ),6077520.889999999664724,6937063.380000000819564,13014584.269999999552965
FS( 215 ),6090089.550000000745058,6932854.660000000149012,13022944.210000000894070
FS( 216 ),6018544.870000000111759,6864462.959999999031425,12883007.829999998211861
FS( 217 ),6055284.030000000260770,6839210.639999999664724,12894494.669999999925494
FS( 218 ),6028696.479999999515712,6703479.419999999925494,12732175.899999998509884
FS( 219 ),5985189.580000000074506,6627722.459999999962747,12612912.039999999105930
FS( 220 ),5801010.370000000111759,6410973.379999999888241,12211983.750000000000000
FS( 221 ),5841616.810000000521541,6495147.779999999329448,12336764.589999999850988
FS( 222 ),6099757.750000000000000,6448851.859999999403954,12548609.609999999403954
FS( 223 ),6117160.510000000707805,6617200.660000000149012,12734361.170000001788139
FS( 224 ),6132629.629999999888241,6617200.660000000149012,12749830.289999999105930
FS( 225 ),6294571.980000000447035,6979150.579999999143183,13273722.559999998658895
FS( 226 ),6405272.870000000111759,6968628.780000000260770,13373901.650000000372529
FS( 227 ),6458447.969999999739230,6971785.320000000298023,13430233.289999999105930
FS( 228 ),6509206.020000000484288,7057011.899999998509884,13566217.919999998062849
FS( 229 ),6513556.710000000894070,7067533.700000000186265,13581090.410000000149012
FS( 230 ),6471983.450000000186265,6959159.160000000149012,13431142.609999999403954
FS( 231 ),6498571.000000000000000,7013872.519999999552965,13512443.519999999552965
FS( 232 ),6468599.580000000074506,6979150.579999999143183,13447750.160000000149012
FS( 233 ),6329377.500000000000000,6792914.719999999739230,13122292.219999998807907
FS( 234 ),6503405.100000000558794,6962315.700000000186265,13465720.800000000745058
FS( 235 ),6474400.500000000000000,6923385.039999999105930,13397785.539999999105930
FS( 236 ),6470049.810000000521541,6928645.939999999478459,13398695.750000000000000
FS( 237 ),6376268.270000000484288,6778184.200000000186265,13154452.470000000670552
FS( 238 ),6407206.509999999776483,6767662.399999998509884,13174868.909999998286366
FS( 239 ),6305690.410000000149012,6644557.339999999850988,12950247.750000000000000
FS( 240 ),6381585.779999999329448,6726627.379999999888241,13108213.160000000149012
FS( 241 ),6346780.259999999776483,6766610.219999999739230,13113390.480000000447035
FS( 242 ),6424609.270000000484288,6888663.099999999627471,13313272.370000001043081
FS( 243 ),6349680.719999999739230,6850784.619999999180436,13200465.339999999850988
FS( 244 ),6298439.259999999776483,6761349.320000000298023,13059788.580000000074506
FS( 245 ),6347747.080000000074506,6828688.839999999850988,13176435.919999999925494
FS( 246 ),6375301.450000000186265,6937063.380000000819564,13312364.830000001937151
FS( 247 ),6434760.880000000819564,6771871.119999999180436,13206632.000000000000000
FS( 248 ),6424609.270000000484288,6647713.879999999888241,13072323.150000000372529
FS( 249 ),6413974.250000000000000,6714001.219999999739230,13127975.469999998807907
FS( 250 ),6463282.069999999366701,6761349.320000000298023,13224631.390000000596046
FS( 251 ),6446362.719999999739230,6655079.139999999664724,13101441.859999999403954
FS( 252 ),6393187.620000000111759,6576165.639999999664724,12969353.259999999776483
