代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,14410330.769999999552965
真實報酬,4410330.769999999552965

夏普值報酬,0.000000000000000
夏普值風險,0.000000000000000
夏普值,0.000000000000000

預期報酬,17265.734530672936671
風險,428781.881662187457550
起點值,0.040266940533359
找到最佳解世代,1809
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,2
AAPL[0](2),MCD[15](1),
FS( 88 ),5402475.839999999850988,5584242.229999999515712,10986718.070000000298023
FS( 89 ),5365711.219999999739230,5544587.780000000260770,10910299.000000000000000
FS( 90 ),5423760.620000000111759,5601866.429999999701977,11025627.050000000745058
FS( 91 ),5392800.939999999478459,5573667.709999999962747,10966468.649999998509884
FS( 92 ),5491484.919999999925494,5621253.049999999813735,11112737.969999998807907
FS( 93 ),5539859.419999999925494,5603628.850000000558794,11143488.269999999552965
FS( 94 ),5623063.559999999590218,5640639.670000000856817,11263703.230000000447035
FS( 95 ),5599843.799999999813735,5662669.920000000856817,11262513.720000000670552
FS( 96 ),5609518.699999999254942,5682056.540000000037253,11291575.239999998360872
FS( 97 ),5574689.059999999590218,5704967.999999999068677,11279657.059999998658895
FS( 98 ),5539859.419999999925494,5707611.629999999888241,11247471.050000000745058
FS( 99 ),5446980.379999999888241,5716423.730000000447035,11163404.109999999403954
FS( 100 ),5547599.339999999850988,5750790.920000000856817,11298390.260000001639128
FS( 101 ),5584363.959999999962747,5673244.439999999478459,11257608.399999998509884
FS( 102 ),5655958.219999999739230,5626540.310000000521541,11282498.530000001192093
FS( 103 ),5777861.959999999962747,5637996.040000000037253,11415858.000000000000000
FS( 104 ),5773992.000000000000000,5645926.929999999701977,11419918.929999999701977
FS( 105 ),5785601.879999999888241,5607153.690000000409782,11392755.570000000298023
FS( 106 ),5824301.479999999515712,5589529.490000000223517,11413830.969999998807907
FS( 107 ),6052629.120000000111759,5610678.530000000260770,11663307.650000000372529
FS( 108 ),6056499.080000000074506,5738453.980000000447035,11794953.060000000521541
FS( 109 ),6164857.959999999962747,5736691.559999999590218,11901549.519999999552965
FS( 110 ),6215167.439999999478459,5722592.200000000186265,11937759.640000000596046
FS( 111 ),6232582.259999999776483,5746384.869999999180436,11978967.129999998956919
FS( 112 ),6263541.939999999478459,5774583.589999999850988,12038125.529999999329448
FS( 113 ),6188077.719999999739230,5809831.990000000223517,11997909.710000000894070
FS( 114 ),6203557.560000000521541,5822168.929999999701977,12025726.490000000223517
FS( 115 ),6195817.640000000596046,5849486.439999999478459,12045304.080000000074506
FS( 116 ),6209362.500000000000000,5875922.740000000223517,12085285.240000000223517
FS( 117 ),6143573.179999999701977,5862704.589999999850988,12006277.769999999552965
FS( 118 ),6213232.459999999962747,5905002.670000000856817,12118235.130000000819564
FS( 119 ),6311916.439999999478459,5934963.809999999590218,12246880.250000000000000
FS( 120 ),6340941.140000000596046,5886497.259999999776483,12227438.400000000372529
FS( 121 ),6265476.919999999925494,5895309.360000000335276,12160786.280000001192093
FS( 122 ),6383510.700000000186265,5927032.920000000856817,12310543.620000001043081
FS( 123 ),6424145.280000000260770,5910289.929999999701977,12334435.210000000894070
FS( 124 ),6518959.299999998882413,5925270.499999999068677,12444229.799999997019768
FS( 125 ),6495739.540000000037253,5879447.580000000074506,12375187.120000001043081
FS( 126 ),6522829.259999999776483,5955231.639999999664724,12478060.899999998509884
FS( 127 ),6592488.540000000037253,5994886.089999999850988,12587374.629999998956919
FS( 128 ),6621513.239999999292195,5975499.469999999739230,12597012.709999999031425
FS( 129 ),6650537.939999999478459,5965806.160000000149012,12616344.099999999627471
FS( 130 ),6633123.120000000111759,6059214.420000000856817,12692337.540000000968575
FS( 131 ),6683432.599999999627471,6052164.740000000223517,12735597.339999999850988
FS( 132 ),6696977.459999999962747,6038946.589999999850988,12735924.050000000745058
FS( 133 ),6700847.419999999925494,6073313.780000000260770,12774161.199999999254942
FS( 134 ),6791791.479999999515712,6117374.280000000260770,12909165.759999999776483
FS( 135 ),6880800.560000000521541,6094462.819999999366701,12975263.379999998956919
FS( 136 ),6838231.000000000000000,6083007.089999999850988,12921238.089999999850988
FS( 137 ),6830491.079999999143183,6161434.780000000260770,12991925.859999999403954
FS( 138 ),6760831.799999998882413,6198445.600000000558794,12959277.399999998509884
FS( 139 ),7165242.620000000111759,6200208.019999999552965,13365450.640000000596046
FS( 140 ),7366480.540000000037253,6259249.089999999850988,13625729.629999998956919
FS( 141 ),7486449.299999998882413,6269823.610000000335276,13756272.910000000149012
FS( 142 ),7449684.679999999701977,6258367.879999999888241,13708052.559999998658895
FS( 143 ),7242641.819999999366701,6215188.589999999850988,13457830.410000000149012
FS( 144 ),7231031.939999999478459,6198445.600000000558794,13429477.539999999105930
FS( 145 ),7426464.919999999925494,6302428.379999999888241,13728893.300000000745058
FS( 146 ),7217487.079999999143183,6220475.850000000558794,13437962.929999999701977
FS( 147 ),7362610.579999999143183,6293616.280000000260770,13656226.859999999403954
FS( 148 ),7149762.780000000260770,6224881.900000000372529,13374644.679999999701977
FS( 149 ),7076233.540000000037253,6226644.319999999366701,13302877.859999999403954
FS( 150 ),6807271.319999999366701,6117374.280000000260770,12924645.599999999627471
FS( 151 ),6518959.299999998882413,5993123.670000000856817,12512082.969999998807907
FS( 152 ),7020119.120000000111759,6219594.639999999664724,13239713.759999999776483
FS( 153 ),7091713.379999999888241,6210782.540000000037253,13302495.919999999925494
FS( 154 ),7244576.799999998882413,6227525.530000000260770,13472102.329999998211861
FS( 155 ),7142022.859999999403954,6212544.959999999962747,13354567.820000000298023
FS( 156 ),7016249.159999999217689,6132354.850000000558794,13148604.009999999776483
FS( 157 ),7027859.040000000037253,6180821.400000000372529,13208680.440000001341105
FS( 158 ),6975614.579999999143183,6170246.879999999888241,13145861.459999999031425
FS( 159 ),6865320.719999998807907,6115611.860000000335276,12980932.579999998211861
FS( 160 ),6573138.739999999292195,5962281.319999999366701,12535420.059999998658895
FS( 161 ),6698912.439999999478459,5979905.519999999552965,12678817.959999999031425
FS( 162 ),6820816.179999999701977,5962281.319999999366701,12783097.500000000000000
FS( 163 ),6778246.620000000111759,5978143.100000000558794,12756389.720000000670552
FS( 164 ),6747286.939999999478459,5816881.670000000856817,12564168.609999999403954
FS( 165 ),7002704.299999998882413,5921745.660000000149012,12924449.959999999031425
FS( 166 ),7101388.280000000260770,5892665.730000000447035,12994054.010000001639128
FS( 167 ),7209747.159999999217689,5847724.019999999552965,13057471.179999999701977
FS( 168 ),7296821.259999999776483,5971974.629999999888241,13268795.890000000596046
FS( 169 ),7273601.500000000000000,5979024.309999999590218,13252625.809999998658895
FS( 170 ),7076233.540000000037253,5877685.160000000149012,12953918.699999999254942
FS( 171 ),6936914.979999999515712,5882091.209999999962747,12819006.189999999478459
FS( 172 ),6892410.439999999478459,6025728.439999999478459,12918138.879999998956919
FS( 173 ),6722132.200000000186265,6015153.920000000856817,12737286.120000001043081
FS( 174 ),6925305.099999999627471,6112968.230000000447035,13038273.330000000074506
FS( 175 ),7008509.239999999292195,6127948.800000000745058,13136458.039999999105930
FS( 176 ),7029794.019999999552965,6106799.759999999776483,13136593.779999999329448
FS( 177 ),7178787.479999999515712,6203732.860000000335276,13382520.339999999850988
FS( 178 ),7387765.319999999366701,6194039.550000000745058,13581804.870000001043081
FS( 179 ),7515474.000000000000000,6172890.509999999776483,13688364.509999999776483
FS( 180 ),7575458.379999999888241,6157909.939999999478459,13733368.320000000298023
FS( 181 ),7469034.479999999515712,6161434.780000000260770,13630469.259999999776483
FS( 182 ),7569653.439999999478459,6048639.900000000372529,13618293.339999999850988
FS( 183 ),7490319.259999999776483,6047758.689999999478459,13538077.949999999254942
FS( 184 ),7436139.819999999366701,5968449.790000000037253,13404589.609999999403954
FS( 185 ),7372285.479999999515712,5941132.280000000260770,13313417.759999999776483
FS( 186 ),7416790.019999999552965,5933201.389999999664724,13349991.410000000149012
FS( 187 ),7082038.479999999515712,5856536.119999999180436,12938574.599999997764826
FS( 188 ),6952394.819999999366701,5804544.730000000447035,12756939.550000000745058
FS( 189 ),6869190.679999999701977,5878566.369999999180436,12747757.049999998882413
FS( 190 ),6826621.120000000111759,5828337.400000000372529,12654958.519999999552965
FS( 191 ),6873060.640000000596046,5825693.769999999552965,12698754.410000000149012
FS( 192 ),7149762.780000000260770,5931438.969999999739230,13081201.750000000000000
FS( 193 ),7134282.939999999478459,6082125.879999999888241,13216408.820000000298023
FS( 194 ),7176852.500000000000000,6099750.080000000074506,13276602.580000000074506
FS( 195 ),7112998.159999999217689,6163197.200000000186265,13276195.359999999403954
FS( 196 ),6960134.739999999292195,6242506.100000000558794,13202640.839999999850988
FS( 197 ),6985289.479999999515712,6247793.360000000335276,13233082.839999999850988
FS( 198 ),6950459.839999999850988,6285685.389999999664724,13236145.230000000447035
FS( 199 ),6907890.280000000260770,6163197.200000000186265,13071087.480000000447035
FS( 200 ),6787921.519999999552965,6160553.569999999366701,12948475.089999999850988
FS( 201 ),6962069.719999998807907,6245149.730000000447035,13207219.449999999254942
FS( 202 ),7027859.040000000037253,6178177.769999999552965,13206036.809999998658895
FS( 203 ),7159437.679999999701977,6291853.860000000335276,13451291.539999999105930
FS( 204 ),7184592.419999999925494,6159672.360000000335276,13344264.780000001192093
FS( 205 ),7167177.599999999627471,6245149.730000000447035,13412327.330000000074506
FS( 206 ),7300691.219999998807907,6203732.860000000335276,13504424.079999998211861
FS( 207 ),7213617.120000000111759,6148216.629999999888241,13361833.750000000000000
FS( 208 ),7134282.939999999478459,6113849.439999999478459,13248132.379999998956919
FS( 209 ),7111063.179999999701977,6144691.790000000037253,13255754.969999998807907
FS( 210 ),7238771.859999999403954,6190514.709999999962747,13429286.570000000298023
FS( 211 ),7240706.839999999850988,6208138.910000000149012,13448845.750000000000000
FS( 212 ),7269731.540000000037253,6229287.950000000186265,13499019.490000000223517
FS( 213 ),7234901.899999999441206,6208138.910000000149012,13443040.809999998658895
FS( 214 ),7190397.359999999403954,6321814.999999999068677,13512212.359999999403954
FS( 215 ),7234901.899999999441206,6425797.780000000260770,13660699.679999999701977
FS( 216 ),7171047.560000000521541,6418748.100000000558794,13589795.660000000149012
FS( 217 ),6915630.200000000186265,6306834.429999999701977,13222464.629999998956919
FS( 218 ),6960134.739999999292195,6350013.719999999739230,13310148.459999999031425
FS( 219 ),6886605.500000000000000,6335033.150000000372529,13221638.650000000372529
FS( 220 ),6845970.919999999925494,6326221.050000000745058,13172191.970000000670552
FS( 221 ),6965939.679999999701977,6452234.080000000074506,13418173.759999999776483
FS( 222 ),6994964.379999999888241,6454877.709999999962747,13449842.089999999850988
FS( 223 ),6907890.280000000260770,6430203.830000000074506,13338094.109999999403954
FS( 224 ),6900150.359999999403954,6439897.139999999664724,13340047.500000000000000
FS( 225 ),6793726.459999999962747,6462808.600000000558794,13256535.060000000521541
FS( 226 ),6633123.120000000111759,6408173.580000000074506,13041296.699999999254942
FS( 227 ),6714392.280000000260770,6449590.450000000186265,13163982.730000000447035
FS( 228 ),6642798.019999999552965,6446946.819999999366701,13089744.839999999850988
FS( 229 ),6679562.640000000596046,6520087.249999999068677,13199649.890000000596046
FS( 230 ),6702782.399999999441206,6409935.999999999068677,13112718.399999998509884
FS( 231 ),6720197.219999998807907,6438134.719999999739230,13158331.939999997615814
FS( 232 ),6919500.159999999217689,6568553.800000000745058,13488053.960000000894070
FS( 233 ),6969809.640000000596046,6610851.879999999888241,13580661.519999999552965
FS( 234 ),7153632.739999999292195,6617020.350000000558794,13770653.089999999850988
FS( 235 ),7126543.019999999552965,6679586.259999999776483,13806129.279999999329448
FS( 236 ),7267796.560000000521541,6704260.139999999664724,13972056.699999999254942
FS( 237 ),7271666.519999999552965,6553573.230000000447035,13825239.750000000000000
FS( 238 ),7281341.419999999925494,6609970.670000000856817,13891312.089999999850988
FS( 239 ),7381960.379999999888241,6571197.429999999701977,13953157.809999998658895
FS( 240 ),7409050.099999999627471,6515681.200000000186265,13924731.300000000745058
FS( 241 ),7469034.479999999515712,6583534.369999999180436,14052568.849999997764826
FS( 242 ),7645117.659999999217689,6591465.259999999776483,14236582.919999998062849
FS( 243 ),7612223.000000000000000,6549167.179999999701977,14161390.179999999701977
FS( 244 ),7828940.759999999776483,6618782.769999999552965,14447723.529999999329448
FS( 245 ),7844420.599999999627471,6654031.170000000856817,14498451.769999999552965
FS( 246 ),7954714.459999999962747,6620545.189999999478459,14575259.649999998509884
FS( 247 ),7985674.140000000596046,6577365.900000000372529,14563040.040000000968575
FS( 248 ),8080488.159999999217689,6617901.559999999590218,14698389.719999998807907
FS( 249 ),8047593.500000000000000,6587940.420000000856817,14635533.920000001788139
FS( 250 ),7929559.719999998807907,6576484.689999999478459,14506044.409999998286366
FS( 251 ),7943104.579999999143183,6560622.910000000149012,14503727.489999998360872
FS( 252 ),7844420.599999999627471,6565910.170000000856817,14410330.769999999552965
